country,year,crop_item,actual_yield,predicted_yield,pesticide_value,rainfall,avg_temp
Croatia,2012,Potatoes,147848,88701.35725475069,1737.47,1113.0,11.12
Croatia,2013,Potatoes,158785,86997.60161714391,1836.21,1113.0,11.58
Croatia,1992,Sorghum,45214,90227.66452013928,2304.0,1113.0,10.78
Croatia,1993,Sorghum,39320,92712.52699465417,2675.33,1113.0,10.19
Croatia,1994,Sorghum,43162,88385.13466398131,3046.67,1113.0,11.33
Croatia,1995,Sorghum,40301,93184.27715256723,3418.0,1113.0,10.14
Croatia,1996,Sorghum,41101,96834.6492244215,3148.0,1113.0,9.24
Croatia,1997,Sorghum,41797,92880.27148015327,3026.25,1113.0,10.18
Croatia,1998,Sorghum,44046,91870.6454332614,2904.5,1113.0,10.42
Croatia,1999,Sorghum,43581,91467.67786573652,2782.75,1113.0,10.51
Croatia,2000,Sorghum,43025,87790.33233443658,2661.0,1113.0,11.45
Croatia,2001,Sorghum,41138,90470.61014428535,2539.25,1113.0,10.74
Croatia,2002,Sorghum,40854,88722.75324980813,2417.5,1113.0,11.18
Croatia,2004,Sorghum,37125,93059.43864444722,2174.0,1113.0,10.06
Croatia,2005,Sorghum,30000,94835.46392869981,2053.0,1113.0,9.62
Croatia,2006,Sorghum,26667,91038.13260534649,2150.0,1113.0,10.56
Croatia,2007,Sorghum,30000,88079.23993745004,2015.0,1113.0,11.31
Croatia,2008,Sorghum,35023,89056.57619320443,2388.0,1113.0,11.09
Croatia,2009,Sorghum,24835,89054.69863852474,2070.0,1113.0,11.06
Croatia,2010,Sorghum,25641,93075.14857082587,1540.0,1113.0,10.0
Croatia,2011,Sorghum,32000,89049.88567078853,1638.74,1113.0,11.02
Croatia,2012,Sorghum,35729,88701.35725475069,1737.47,1113.0,11.12
Croatia,2013,Sorghum,50203,86997.60161714391,1836.21,1113.0,11.58
Croatia,1992,Soybeans,17593,90227.66452013928,2304.0,1113.0,10.78
Croatia,1993,Soybeans,23084,92712.52699465417,2675.33,1113.0,10.19
Croatia,1994,Soybeans,21594,88385.13466398131,3046.67,1113.0,11.33
Croatia,1995,Soybeans,22852,93184.27715256723,3418.0,1113.0,10.14
Croatia,1996,Soybeans,21857,96834.6492244215,3148.0,1113.0,9.24
Croatia,1997,Soybeans,24622,92880.27148015327,3026.25,1113.0,10.18
Croatia,1998,Soybeans,22772,91870.6454332614,2904.5,1113.0,10.42
Croatia,1999,Soybeans,25003,91467.67786573652,2782.75,1113.0,10.51
Croatia,2000,Soybeans,13752,87790.33233443658,2661.0,1113.0,11.45
Croatia,2001,Soybeans,22066,90470.61014428535,2539.25,1113.0,10.74
Croatia,2002,Soybeans,27031,88722.75324980813,2417.5,1113.0,11.18
Croatia,2004,Soybeans,21545,93059.43864444722,2174.0,1113.0,10.06
Croatia,2005,Soybeans,24808,94835.46392869981,2053.0,1113.0,9.62
Croatia,2006,Soybeans,27737,91038.13260534649,2150.0,1113.0,10.56
Croatia,2007,Soybeans,19489,88079.23993745004,2015.0,1113.0,11.31
Croatia,2008,Soybeans,30053,89056.57619320443,2388.0,1113.0,11.09
Croatia,2009,Soybeans,26000,89054.69863852474,2070.0,1113.0,11.06
Croatia,2010,Soybeans,27203,93075.14857082587,1540.0,1113.0,10.0
Croatia,2011,Soybeans,25005,89049.88567078853,1638.74,1113.0,11.02
Croatia,2012,Soybeans,17875,88701.35725475069,1737.47,1113.0,11.12
Croatia,2013,Soybeans,23606,86997.60161714391,1836.21,1113.0,11.58
Croatia,1992,Wheat,38967,90227.66452013928,2304.0,1113.0,10.78
Croatia,1993,Wheat,41867,92712.52699465417,2675.33,1113.0,10.19
Croatia,1994,Wheat,37823,88385.13466398131,3046.67,1113.0,11.33
Croatia,1995,Wheat,38605,93184.27715256723,3418.0,1113.0,10.14
Croatia,1996,Wheat,36905,96834.6492244215,3148.0,1113.0,9.24
Croatia,1997,Wheat,40000,92880.27148015327,3026.25,1113.0,10.18
Croatia,1998,Wheat,42214,91870.6454332614,2904.5,1113.0,10.42
Croatia,1999,Wheat,32976,91467.67786573652,2782.75,1113.0,10.51
Croatia,2000,Wheat,47455,87790.33233443658,2661.0,1113.0,11.45
Croatia,2001,Wheat,44047,90470.61014428535,2539.25,1113.0,10.74
Croatia,2002,Wheat,45919,88722.75324980813,2417.5,1113.0,11.18
Croatia,2004,Wheat,49278,93059.43864444722,2174.0,1113.0,10.06
Croatia,2005,Wheat,41144,94835.46392869981,2053.0,1113.0,9.62
Croatia,2006,Wheat,45833,91038.13260534649,2150.0,1113.0,10.56
Croatia,2007,Wheat,46408,88079.23993745004,2015.0,1113.0,11.31
Croatia,2008,Wheat,54833,89056.57619320443,2388.0,1113.0,11.09
Croatia,2009,Wheat,51896,89054.69863852474,2070.0,1113.0,11.06
Croatia,2010,Wheat,40415,93075.14857082587,1540.0,1113.0,10.0
Croatia,2011,Wheat,52237,89049.88567078853,1638.74,1113.0,11.02
Croatia,2012,Wheat,53473,88701.35725475069,1737.47,1113.0,11.12
Croatia,2013,Wheat,48846,86997.60161714391,1836.21,1113.0,11.58
Denmark,2010,Maize,48105,87580.58592637852,3894.0,703.0,7.54
Denmark,2011,Maize,52170,81695.20049004637,4249.48,703.0,9.31
Denmark,2012,Maize,58217,84445.03992486408,5716.0,703.0,8.7
Denmark,2013,Maize,59141,83266.66769489941,4118.0,703.0,8.81
Denmark,1990,Potatoes,374583,80773.23444516431,5650.0,703.0,9.83
Denmark,1991,Potatoes,336135,84163.26150400254,4628.0,703.0,8.62
Denmark,1992,Potatoes,330083,81345.42688627153,4566.0,703.0,9.47
Denmark,1993,Potatoes,386777,85477.1137291801,4103.0,703.0,8.16
Denmark,1994,Potatoes,348378,82045.91999848039,3922.0,703.0,9.15
Denmark,1995,Potatoes,339644,83936.68241464099,5043.0,703.0,8.75
Denmark,1996,Potatoes,367500,88312.10038423029,3672.0,703.0,7.31
Denmark,1997,Potatoes,396154,82710.74013945219,3679.0,703.0,8.91
Denmark,1998,Potatoes,404433,83552.2175605253,3623.0,703.0,8.65
Denmark,1999,Potatoes,395507,80794.37028537379,2867.0,703.0,9.37
Denmark,2000,Potatoes,424863,79999.2010910517,3174.0,703.0,9.67
Denmark,2001,Potatoes,403828,82956.52292163885,3311.0,703.0,8.78
Denmark,2002,Potatoes,399066,80252.17286833169,2868.0,703.0,9.54
Denmark,2004,Potatoes,397415,82015.34765869014,2899.0,703.0,9.0
Denmark,2005,Potatoes,394100,81831.22583415521,3246.0,703.0,9.11
Denmark,2006,Potatoes,352642,79799.53618200823,3212.0,703.0,9.74
Denmark,2007,Potatoes,385647,79459.41027204448,3336.0,703.0,9.87
Denmark,2008,Potatoes,416339,80030.83580192365,4145.0,703.0,9.82
Denmark,2009,Potatoes,415861,81262.99421490975,2836.0,703.0,9.22
Denmark,2010,Potatoes,352675,87580.58592637852,3894.0,703.0,7.54
Denmark,2011,Potatoes,389423,81695.20049004637,4249.48,703.0,9.31
Denmark,2012,Potatoes,421316,84445.03992486408,5716.0,703.0,8.7
Denmark,2013,Potatoes,415732,83266.66769489941,4118.0,703.0,8.81
Denmark,1990,Wheat,74180,80773.23444516431,5650.0,703.0,9.83
Denmark,1991,Wheat,70749,84163.26150400254,4628.0,703.0,8.62
Denmark,1992,Wheat,61510,81345.42688627153,4566.0,703.0,9.47
Denmark,1993,Wheat,69791,85477.1137291801,4103.0,703.0,8.16
Denmark,1994,Wheat,64948,82045.91999848039,3922.0,703.0,9.15
Denmark,1995,Wheat,75633,83936.68241464099,5043.0,703.0,8.75
Denmark,1996,Wheat,69864,88312.10038423029,3672.0,703.0,7.31
Denmark,1997,Wheat,72057,82710.74013945219,3679.0,703.0,8.91
Denmark,1998,Wheat,72476,83552.2175605253,3623.0,703.0,8.65
Denmark,1999,Wheat,70074,80794.37028537379,2867.0,703.0,9.37
Denmark,2000,Wheat,74797,79999.2010910517,3174.0,703.0,9.67
Denmark,2001,Wheat,73559,82956.52292163885,3311.0,703.0,8.78
Denmark,2002,Wheat,70345,80252.17286833169,2868.0,703.0,9.54
Denmark,2004,Wheat,71406,82015.34765869014,2899.0,703.0,9.0
Denmark,2005,Wheat,72328,81831.22583415521,3246.0,703.0,9.11
Denmark,2006,Wheat,69964,79799.53618200823,3212.0,703.0,9.74
Denmark,2007,Wheat,65610,79459.41027204448,3336.0,703.0,9.87
Denmark,2008,Wheat,78638,80030.83580192365,4145.0,703.0,9.82
Denmark,2009,Wheat,80373,81262.99421490975,2836.0,703.0,9.22
Denmark,2010,Wheat,66264,87580.58592637852,3894.0,703.0,7.54
Denmark,2011,Wheat,64672,81695.20049004637,4249.48,703.0,9.31
Denmark,2012,Wheat,73687,84445.03992486408,5716.0,703.0,8.7
Denmark,2013,Wheat,72992,83266.66769489941,4118.0,703.0,8.81
Dominican Republic,1990,Cassava,64479,58127.07285976481,4971.0,1410.0,26.67
Dominican Republic,1990,Cassava,64479,58182.33611035054,4971.0,1410.0,26.61
Dominican Republic,1991,Cassava,77740,58219.64761529627,4971.0,1410.0,26.57
Dominican Republic,1991,Cassava,77740,58353.194711304415,4971.0,1410.0,26.43
Dominican Republic,1992,Cassava,54098,58333.834951998666,4971.0,1410.0,26.45
Dominican Republic,1992,Cassava,54098,58382.41035197128,4971.0,1410.0,26.4
Dominican Republic,1993,Cassava,60006,58372.64833818791,4971.0,1410.0,26.41
Dominican Republic,1993,Cassava,60006,58402.00478022131,4971.0,1410.0,26.38
Dominican Republic,1994,Cassava,60160,58027.95105498684,4971.0,1410.0,26.78
Dominican Republic,1994,Cassava,60160,58154.59888403273,4971.0,1410.0,26.64
Dominican Republic,1995,Cassava,62154,57457.53759980151,3449.0,1410.0,26.82
Dominican Republic,1995,Cassava,62154,57493.25383433806,3449.0,1410.0,26.78
Dominican Republic,1996,Cassava,60748,57976.603730984614,3493.0,1410.0,26.29
Dominican Republic,1996,Cassava,60748,57956.40435848621,3493.0,1410.0,26.31
Dominican Republic,1997,Cassava,59409,57293.642943816754,3846.0,1410.0,27.18
Dominican Republic,1997,Cassava,59409,57433.2515259693,3846.0,1410.0,27.01
Dominican Republic,1998,Cassava,62593,57496.84901259752,4375.0,1410.0,27.16
Dominican Republic,1998,Cassava,62593,57512.950081776944,4375.0,1410.0,27.14
Dominican Republic,1999,Cassava,64588,58285.53906249569,5398.0,1410.0,26.66
Dominican Republic,1999,Cassava,64588,58322.275756422285,5398.0,1410.0,26.62
Dominican Republic,2000,Cassava,65367,58450.46914348546,5082.0,1410.0,26.37
Dominican Republic,2000,Cassava,65367,58470.19066406521,5082.0,1410.0,26.35
Dominican Republic,2001,Cassava,69763,58800.93791381821,7182.0,1410.0,26.78
Dominican Republic,2001,Cassava,69763,58783.49390631647,7182.0,1410.0,26.8
Dominican Republic,2002,Cassava,69924,57435.756996177006,4018.07,1410.0,27.08
Dominican Republic,2002,Cassava,69924,57460.573129626166,4018.07,1410.0,27.05
Dominican Republic,2004,Cassava,65505,57541.98461852827,3713.96,1410.0,26.83
Dominican Republic,2004,Cassava,65505,57649.78178728826,3713.96,1410.0,26.71
Dominican Republic,2005,Cassava,66559,57299.71771083221,3515.56,1410.0,27.03
Dominican Republic,2005,Cassava,66559,57410.70839108837,3515.56,1410.0,26.9
Dominican Republic,2006,Cassava,72182,57528.70448115244,4116.45,1410.0,27.01
Dominican Republic,2006,Cassava,72182,57470.51415966955,4116.45,1410.0,27.08
Dominican Republic,2007,Cassava,75588,58025.17122990145,5689.8,1410.0,27.08
Dominican Republic,2007,Cassava,75588,57992.82452197258,5689.8,1410.0,27.12
Dominican Republic,2008,Cassava,75141,58199.34165127699,5409.43,1410.0,26.76
Dominican Republic,2008,Cassava,75141,58382.07232852998,5409.43,1410.0,26.56
Dominican Republic,2009,Cassava,77183,58266.92232578996,5975.25,1410.0,26.91
Dominican Republic,2009,Cassava,77183,58292.57268906057,5975.25,1410.0,26.88
Dominican Republic,2010,Cassava,84606,58369.576733666705,6316.61,1410.0,26.93
Dominican Republic,2010,Cassava,84606,58302.75241705506,6316.61,1410.0,27.01
Dominican Republic,2011,Cassava,78686,58490.133189479224,6316.61,1410.0,26.79
Dominican Republic,2011,Cassava,78686,58606.196909848906,6316.61,1410.0,26.66
Dominican Republic,2012,Cassava,75083,58420.68058069148,6316.61,1410.0,26.87
Dominican Republic,2012,Cassava,75083,58446.54930727865,6316.61,1410.0,26.84
Dominican Republic,2013,Cassava,74585,58745.044635028746,6316.61,1410.0,26.51
Dominican Republic,2013,Cassava,74585,58412.10460561796,6316.61,1410.0,26.88
Dominican Republic,1990,Maize,16479,58127.07285976481,4971.0,1410.0,26.67
Dominican Republic,1990,Maize,16479,58182.33611035054,4971.0,1410.0,26.61
Dominican Republic,1991,Maize,16223,58219.64761529627,4971.0,1410.0,26.57
Dominican Republic,1991,Maize,16223,58353.194711304415,4971.0,1410.0,26.43
Dominican Republic,1992,Maize,13760,58333.834951998666,4971.0,1410.0,26.45
Dominican Republic,1992,Maize,13760,58382.41035197128,4971.0,1410.0,26.4
Dominican Republic,1993,Maize,14105,58372.64833818791,4971.0,1410.0,26.41
Dominican Republic,1993,Maize,14105,58402.00478022131,4971.0,1410.0,26.38
Dominican Republic,1994,Maize,10268,58027.95105498684,4971.0,1410.0,26.78
Dominican Republic,1994,Maize,10268,58154.59888403273,4971.0,1410.0,26.64
Dominican Republic,1995,Maize,14034,57457.53759980151,3449.0,1410.0,26.82
Dominican Republic,1995,Maize,14034,57493.25383433806,3449.0,1410.0,26.78
Dominican Republic,1996,Maize,13584,57976.603730984614,3493.0,1410.0,26.29
Dominican Republic,1996,Maize,13584,57956.40435848621,3493.0,1410.0,26.31
Dominican Republic,1997,Maize,11770,57293.642943816754,3846.0,1410.0,27.18
Dominican Republic,1997,Maize,11770,57433.2515259693,3846.0,1410.0,27.01
Dominican Republic,1998,Maize,13001,57496.84901259752,4375.0,1410.0,27.16
Dominican Republic,1998,Maize,13001,57512.950081776944,4375.0,1410.0,27.14
Dominican Republic,1999,Maize,12633,58285.53906249569,5398.0,1410.0,26.66
Dominican Republic,1999,Maize,12633,58322.275756422285,5398.0,1410.0,26.62
Dominican Republic,2000,Maize,12343,58450.46914348546,5082.0,1410.0,26.37
Dominican Republic,2000,Maize,12343,58470.19066406521,5082.0,1410.0,26.35
Dominican Republic,2001,Maize,13390,58800.93791381821,7182.0,1410.0,26.78
Dominican Republic,2001,Maize,13390,58783.49390631647,7182.0,1410.0,26.8
Dominican Republic,2002,Maize,12960,57435.756996177006,4018.07,1410.0,27.08
Dominican Republic,2002,Maize,12960,57460.573129626166,4018.07,1410.0,27.05
Dominican Republic,2004,Maize,14924,57541.98461852827,3713.96,1410.0,26.83
Dominican Republic,2004,Maize,14924,57649.78178728826,3713.96,1410.0,26.71
Dominican Republic,2005,Maize,14206,57299.71771083221,3515.56,1410.0,27.03
Dominican Republic,2005,Maize,14206,57410.70839108837,3515.56,1410.0,26.9
Dominican Republic,2006,Maize,13900,57528.70448115244,4116.45,1410.0,27.01
Dominican Republic,2006,Maize,13900,57470.51415966955,4116.45,1410.0,27.08
Dominican Republic,2007,Maize,13350,58025.17122990145,5689.8,1410.0,27.08
Dominican Republic,2007,Maize,13350,57992.82452197258,5689.8,1410.0,27.12
Dominican Republic,2008,Maize,14532,58199.34165127699,5409.43,1410.0,26.76
Dominican Republic,2008,Maize,14532,58382.07232852998,5409.43,1410.0,26.56
Dominican Republic,2009,Maize,14645,58266.92232578996,5975.25,1410.0,26.91
Dominican Republic,2009,Maize,14645,58292.57268906057,5975.25,1410.0,26.88
Dominican Republic,2010,Maize,16818,58369.576733666705,6316.61,1410.0,26.93
Dominican Republic,2010,Maize,16818,58302.75241705506,6316.61,1410.0,27.01
Dominican Republic,2011,Maize,16229,58490.133189479224,6316.61,1410.0,26.79
Dominican Republic,2011,Maize,16229,58606.196909848906,6316.61,1410.0,26.66
Dominican Republic,2012,Maize,15675,58420.68058069148,6316.61,1410.0,26.87
Dominican Republic,2012,Maize,15675,58446.54930727865,6316.61,1410.0,26.84
Dominican Republic,2013,Maize,15764,58745.044635028746,6316.61,1410.0,26.51
Dominican Republic,2013,Maize,15764,58412.10460561796,6316.61,1410.0,26.88
Dominican Republic,1990,Plantains and others,98884,58127.07285976481,4971.0,1410.0,26.67
Dominican Republic,1990,Plantains and others,98884,58182.33611035054,4971.0,1410.0,26.61
Dominican Republic,1991,Plantains and others,108065,58219.64761529627,4971.0,1410.0,26.57
Dominican Republic,1991,Plantains and others,108065,58353.194711304415,4971.0,1410.0,26.43
Dominican Republic,1992,Plantains and others,79229,58333.834951998666,4971.0,1410.0,26.45
Dominican Republic,1992,Plantains and others,79229,58382.41035197128,4971.0,1410.0,26.4
Dominican Republic,1993,Plantains and others,105020,58372.64833818791,4971.0,1410.0,26.41
Dominican Republic,1993,Plantains and others,105020,58402.00478022131,4971.0,1410.0,26.38
Dominican Republic,1994,Plantains and others,71308,58027.95105498684,4971.0,1410.0,26.78
Dominican Republic,1994,Plantains and others,71308,58154.59888403273,4971.0,1410.0,26.64
Dominican Republic,1995,Plantains and others,89385,57457.53759980151,3449.0,1410.0,26.82
Dominican Republic,1995,Plantains and others,89385,57493.25383433806,3449.0,1410.0,26.78
Dominican Republic,1996,Plantains and others,81850,57976.603730984614,3493.0,1410.0,26.29
Dominican Republic,1996,Plantains and others,81850,57956.40435848621,3493.0,1410.0,26.31
Dominican Republic,1997,Plantains and others,72082,57293.642943816754,3846.0,1410.0,27.18
Dominican Republic,1997,Plantains and others,72082,57433.2515259693,3846.0,1410.0,27.01
Dominican Republic,1998,Plantains and others,79861,57496.84901259752,4375.0,1410.0,27.16
Dominican Republic,1998,Plantains and others,79861,57512.950081776944,4375.0,1410.0,27.14
Dominican Republic,1999,Plantains and others,97323,58285.53906249569,5398.0,1410.0,26.66
Dominican Republic,1999,Plantains and others,97323,58322.275756422285,5398.0,1410.0,26.62
Dominican Republic,2000,Plantains and others,94268,58450.46914348546,5082.0,1410.0,26.37
Dominican Republic,2000,Plantains and others,94268,58470.19066406521,5082.0,1410.0,26.35
Dominican Republic,2001,Plantains and others,84717,58800.93791381821,7182.0,1410.0,26.78
Dominican Republic,2001,Plantains and others,84717,58783.49390631647,7182.0,1410.0,26.8
Dominican Republic,2002,Plantains and others,78695,57435.756996177006,4018.07,1410.0,27.08
Dominican Republic,2002,Plantains and others,78695,57460.573129626166,4018.07,1410.0,27.05
Dominican Republic,2004,Plantains and others,85924,57541.98461852827,3713.96,1410.0,26.83
Dominican Republic,2004,Plantains and others,85924,57649.78178728826,3713.96,1410.0,26.71
Dominican Republic,2005,Plantains and others,104137,57299.71771083221,3515.56,1410.0,27.03
Dominican Republic,2005,Plantains and others,104137,57410.70839108837,3515.56,1410.0,26.9
Dominican Republic,2006,Plantains and others,121998,57528.70448115244,4116.45,1410.0,27.01
Dominican Republic,2006,Plantains and others,121998,57470.51415966955,4116.45,1410.0,27.08
Dominican Republic,2007,Plantains and others,107774,58025.17122990145,5689.8,1410.0,27.08
Dominican Republic,2007,Plantains and others,107774,57992.82452197258,5689.8,1410.0,27.12
Dominican Republic,2008,Plantains and others,94967,58199.34165127699,5409.43,1410.0,26.76
Dominican Republic,2008,Plantains and others,94967,58382.07232852998,5409.43,1410.0,26.56
Dominican Republic,2009,Plantains and others,123255,58266.92232578996,5975.25,1410.0,26.91
Dominican Republic,2009,Plantains and others,123255,58292.57268906057,5975.25,1410.0,26.88
Dominican Republic,2010,Plantains and others,109770,58369.576733666705,6316.61,1410.0,26.93
Dominican Republic,2010,Plantains and others,109770,58302.75241705506,6316.61,1410.0,27.01
Dominican Republic,2011,Plantains and others,173430,58490.133189479224,6316.61,1410.0,26.79
Dominican Republic,2011,Plantains and others,173430,58606.196909848906,6316.61,1410.0,26.66
Dominican Republic,2012,Plantains and others,183778,58420.68058069148,6316.61,1410.0,26.87
Dominican Republic,2012,Plantains and others,183778,58446.54930727865,6316.61,1410.0,26.84
Dominican Republic,2013,Plantains and others,199939,58745.044635028746,6316.61,1410.0,26.51
Dominican Republic,2013,Plantains and others,199939,58412.10460561796,6316.61,1410.0,26.88
Dominican Republic,1990,Potatoes,118759,58127.07285976481,4971.0,1410.0,26.67
Dominican Republic,1990,Potatoes,118759,58182.33611035054,4971.0,1410.0,26.61
Dominican Republic,1991,Potatoes,123819,58219.64761529627,4971.0,1410.0,26.57
Dominican Republic,1991,Potatoes,123819,58353.194711304415,4971.0,1410.0,26.43
Dominican Republic,1992,Potatoes,86284,58333.834951998666,4971.0,1410.0,26.45
Dominican Republic,1992,Potatoes,86284,58382.41035197128,4971.0,1410.0,26.4
Dominican Republic,1993,Potatoes,98385,58372.64833818791,4971.0,1410.0,26.41
Dominican Republic,1993,Potatoes,98385,58402.00478022131,4971.0,1410.0,26.38
Dominican Republic,1994,Potatoes,121589,58027.95105498684,4971.0,1410.0,26.78
Dominican Republic,1994,Potatoes,121589,58154.59888403273,4971.0,1410.0,26.64
Dominican Republic,1995,Potatoes,103563,57457.53759980151,3449.0,1410.0,26.82
Dominican Republic,1995,Potatoes,103563,57493.25383433806,3449.0,1410.0,26.78
Dominican Republic,1996,Potatoes,98893,57976.603730984614,3493.0,1410.0,26.29
Dominican Republic,1996,Potatoes,98893,57956.40435848621,3493.0,1410.0,26.31
Dominican Republic,1997,Potatoes,92123,57293.642943816754,3846.0,1410.0,27.18
Dominican Republic,1997,Potatoes,92123,57433.2515259693,3846.0,1410.0,27.01
Dominican Republic,1998,Potatoes,91000,57496.84901259752,4375.0,1410.0,27.16
Dominican Republic,1998,Potatoes,91000,57512.950081776944,4375.0,1410.0,27.14
Dominican Republic,1999,Potatoes,110524,58285.53906249569,5398.0,1410.0,26.66
Dominican Republic,1999,Potatoes,110524,58322.275756422285,5398.0,1410.0,26.62
Dominican Republic,2000,Potatoes,142405,58450.46914348546,5082.0,1410.0,26.37
Dominican Republic,2000,Potatoes,142405,58470.19066406521,5082.0,1410.0,26.35
Dominican Republic,2001,Potatoes,183821,58800.93791381821,7182.0,1410.0,26.78
Dominican Republic,2001,Potatoes,183821,58783.49390631647,7182.0,1410.0,26.8
Dominican Republic,2002,Potatoes,166370,57435.756996177006,4018.07,1410.0,27.08
Dominican Republic,2002,Potatoes,166370,57460.573129626166,4018.07,1410.0,27.05
Dominican Republic,2004,Potatoes,179600,57541.98461852827,3713.96,1410.0,26.83
Dominican Republic,2004,Potatoes,179600,57649.78178728826,3713.96,1410.0,26.71
Dominican Republic,2005,Potatoes,220766,57299.71771083221,3515.56,1410.0,27.03
Dominican Republic,2005,Potatoes,220766,57410.70839108837,3515.56,1410.0,26.9
Dominican Republic,2006,Potatoes,222125,57528.70448115244,4116.45,1410.0,27.01
Dominican Republic,2006,Potatoes,222125,57470.51415966955,4116.45,1410.0,27.08
Dominican Republic,2007,Potatoes,216325,58025.17122990145,5689.8,1410.0,27.08
Dominican Republic,2007,Potatoes,216325,57992.82452197258,5689.8,1410.0,27.12
Dominican Republic,2008,Potatoes,205454,58199.34165127699,5409.43,1410.0,26.76
Dominican Republic,2008,Potatoes,205454,58382.07232852998,5409.43,1410.0,26.56
Dominican Republic,2009,Potatoes,219707,58266.92232578996,5975.25,1410.0,26.91
Dominican Republic,2009,Potatoes,219707,58292.57268906057,5975.25,1410.0,26.88
Dominican Republic,2010,Potatoes,237316,58369.576733666705,6316.61,1410.0,26.93
Dominican Republic,2010,Potatoes,237316,58302.75241705506,6316.61,1410.0,27.01
Dominican Republic,2011,Potatoes,236186,58490.133189479224,6316.61,1410.0,26.79
Dominican Republic,2011,Potatoes,236186,58606.196909848906,6316.61,1410.0,26.66
Dominican Republic,2012,Potatoes,242634,58420.68058069148,6316.61,1410.0,26.87
Dominican Republic,2012,Potatoes,242634,58446.54930727865,6316.61,1410.0,26.84
Dominican Republic,2013,Potatoes,256603,58745.044635028746,6316.61,1410.0,26.51
Dominican Republic,2013,Potatoes,256603,58412.10460561796,6316.61,1410.0,26.88
Dominican Republic,1990,"Rice, paddy",47851,58127.07285976481,4971.0,1410.0,26.67
Dominican Republic,1990,"Rice, paddy",47851,58182.33611035054,4971.0,1410.0,26.61
Dominican Republic,1991,"Rice, paddy",48092,58219.64761529627,4971.0,1410.0,26.57
Dominican Republic,1991,"Rice, paddy",48092,58353.194711304415,4971.0,1410.0,26.43
Dominican Republic,1992,"Rice, paddy",89767,58333.834951998666,4971.0,1410.0,26.45
Dominican Republic,1992,"Rice, paddy",89767,58382.41035197128,4971.0,1410.0,26.4
Dominican Republic,1993,"Rice, paddy",50096,58372.64833818791,4971.0,1410.0,26.41
Dominican Republic,1993,"Rice, paddy",50096,58402.00478022131,4971.0,1410.0,26.38
Dominican Republic,1994,"Rice, paddy",46589,58027.95105498684,4971.0,1410.0,26.78
Dominican Republic,1994,"Rice, paddy",46589,58154.59888403273,4971.0,1410.0,26.64
Dominican Republic,1995,"Rice, paddy",47722,57457.53759980151,3449.0,1410.0,26.82
Dominican Republic,1995,"Rice, paddy",47722,57493.25383433806,3449.0,1410.0,26.78
Dominican Republic,1996,"Rice, paddy",46016,57976.603730984614,3493.0,1410.0,26.29
Dominican Republic,1996,"Rice, paddy",46016,57956.40435848621,3493.0,1410.0,26.31
Dominican Republic,1997,"Rice, paddy",48213,57293.642943816754,3846.0,1410.0,27.18
Dominican Republic,1997,"Rice, paddy",48213,57433.2515259693,3846.0,1410.0,27.01
Dominican Republic,1998,"Rice, paddy",42709,57496.84901259752,4375.0,1410.0,27.16
Dominican Republic,1998,"Rice, paddy",42709,57512.950081776944,4375.0,1410.0,27.14
Dominican Republic,1999,"Rice, paddy",45422,58285.53906249569,5398.0,1410.0,26.66
Dominican Republic,1999,"Rice, paddy",45422,58322.275756422285,5398.0,1410.0,26.62
Dominican Republic,2000,"Rice, paddy",46372,58450.46914348546,5082.0,1410.0,26.37
Dominican Republic,2000,"Rice, paddy",46372,58470.19066406521,5082.0,1410.0,26.35
Dominican Republic,2001,"Rice, paddy",48950,58800.93791381821,7182.0,1410.0,26.78
Dominican Republic,2001,"Rice, paddy",48950,58783.49390631647,7182.0,1410.0,26.8
Dominican Republic,2002,"Rice, paddy",48593,57435.756996177006,4018.07,1410.0,27.08
Dominican Republic,2002,"Rice, paddy",48593,57460.573129626166,4018.07,1410.0,27.05
Dominican Republic,2004,"Rice, paddy",43044,57541.98461852827,3713.96,1410.0,26.83
Dominican Republic,2004,"Rice, paddy",43044,57649.78178728826,3713.96,1410.0,26.71
Dominican Republic,2005,"Rice, paddy",42047,57299.71771083221,3515.56,1410.0,27.03
Dominican Republic,2005,"Rice, paddy",42047,57410.70839108837,3515.56,1410.0,26.9
Dominican Republic,2006,"Rice, paddy",46865,57528.70448115244,4116.45,1410.0,27.01
Dominican Republic,2006,"Rice, paddy",46865,57470.51415966955,4116.45,1410.0,27.08
Dominican Republic,2007,"Rice, paddy",48112,58025.17122990145,5689.8,1410.0,27.08
Dominican Republic,2007,"Rice, paddy",48112,57992.82452197258,5689.8,1410.0,27.12
Dominican Republic,2008,"Rice, paddy",48268,58199.34165127699,5409.43,1410.0,26.76
Dominican Republic,2008,"Rice, paddy",48268,58382.07232852998,5409.43,1410.0,26.56
Dominican Republic,2009,"Rice, paddy",42862,58266.92232578996,5975.25,1410.0,26.91
Dominican Republic,2009,"Rice, paddy",42862,58292.57268906057,5975.25,1410.0,26.88
Dominican Republic,2010,"Rice, paddy",47651,58369.576733666705,6316.61,1410.0,26.93
Dominican Republic,2010,"Rice, paddy",47651,58302.75241705506,6316.61,1410.0,27.01
Dominican Republic,2011,"Rice, paddy",50057,58490.133189479224,6316.61,1410.0,26.79
Dominican Republic,2011,"Rice, paddy",50057,58606.196909848906,6316.61,1410.0,26.66
Dominican Republic,2012,"Rice, paddy",41266,58420.68058069148,6316.61,1410.0,26.87
