source,sport,name,metric,value,z_score,is_outlier,temporal_context,is_peak_event,is_physique_shift
Olympic,Athletics,Faith Chepngetich Kibiegon,Weight,43.0,-1.86,True,structural_break_2016,False,True
Olympic,Athletics,Viola Chelagat Kibiwot,Weight,45.0,-1.72,True,,False,False
Olympic,Athletics,Viola Chelagat Kibiwot,Weight,45.0,-1.72,True,,False,False
Olympic,Athletics,Werknesh Kidane,Weight,41.0,-2.01,True,,False,False
Olympic,Athletics,Werknesh Kidane,Weight,41.0,-2.01,True,,False,False
Olympic,Athletics,Werknesh Kidane,Weight,41.0,-2.01,True,,False,False
Olympic,Athletics,Vaclavas Kidykas,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Vaclavas Kidykas,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Vaclavas Kidykas,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Vaclavas Kidykas,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Kim Gi-Hun,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Kim Hye-Gyong,Weight,42.0,-1.93,True,structural_break_2016,False,True
Olympic,Athletics,Kim Hye-Song,Weight,42.0,-1.93,True,structural_break_2016,False,True
Olympic,Athletics,Yasuko Kimura,Weight,44.0,-1.79,True,,False,False
Olympic,Athletics,Barry John King,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Roger Nona Kingdom,Weight,91.0,1.53,True,,False,True
Olympic,Athletics,Roger Nona Kingdom,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Kimmo Paavali Kinnunen,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Kimmo Paavali Kinnunen,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Kimmo Paavali Kinnunen,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Sally Jepkosgei Kipyego,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Sally Jepkosgei Kipyego,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Hannes Kirchler,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Sergey Stanislavovich Kirmasov,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Joachim Kirst,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Joachim Kirst,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Magnus Kirt,Weight,90.0,1.46,True,structural_break_2016,False,True
Olympic,Athletics,Balzs Kiss,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Dniel Kiss,Weight,95.0,1.81,True,,False,False
Olympic,Athletics,Dniel Kiss,Weight,95.0,1.81,True,,False,False
Olympic,Athletics,Szilrd Kiss,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Hyvin Kiyeng Jepkemoi,Weight,42.0,-1.93,True,structural_break_2016,False,True
Olympic,Athletics,Ryoko Kizaki,Weight,43.0,-1.86,True,,False,False
Olympic,Athletics,Edwin Klein,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Edwin Klein,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Nadine Kleinert-Schmitt,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Nadine Kleinert-Schmitt,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Nadine Kleinert-Schmitt,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Nadine Kleinert-Schmitt,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Saulius Kleiza,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Saulius Kleiza,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Ferenc Klics (Klitsch-),Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Ferenc Klics (Klitsch-),Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Ferenc Klics (Klitsch-),Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Ferenc Klics (Klitsch-),Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Romuald Iosifovich Klim,Weight,103.0,2.38,True,,True,False
Olympic,Athletics,Romuald Iosifovich Klim,Weight,103.0,2.38,True,,True,False
Olympic,Athletics,Oleksandr Klymenko,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Oleksandr Klymenko,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Jan Felix Knobel,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Jaroslav Knotek,Weight,107.0,2.66,True,,True,False
Olympic,Athletics,Jaroslav Knotek,Weight,107.0,2.66,True,,True,False
Olympic,Athletics,Karsten Kobs,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,Karsten Kobs,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,Karsten Kobs,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,"Cornelis ""Cees"" Koch",Weight,110.0,2.87,True,,True,False
Olympic,Athletics,"Cornelis ""Cees"" Koch",Weight,110.0,2.87,True,,True,False
Olympic,Athletics,"Desmond Dalworth ""Des"" Koch",Weight,95.0,1.81,True,,False,False
Olympic,Athletics,Jen Kczin,Weight,108.0,2.73,True,,True,False
Olympic,Athletics,Andriy Kokhanovsky,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Adam Kolasa,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Marian Kolasa,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Asmir Kolainac,Weight,140.0,4.99,True,,True,False
Olympic,Athletics,Asmir Kolainac,Weight,140.0,4.99,True,,True,False
Olympic,Athletics,Asmir Kolainac,Weight,140.0,4.99,True,structural_break_2016,True,True
Olympic,Athletics,Nikolay Denev Kolev,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Yevgeniya Nikolayevna Kolodko,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,Sergey Viktorovich Kolomoyets,Weight,115.0,3.23,True,structural_break_2016,True,True
Olympic,Athletics,Wadysaw Komar,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Wadysaw Komar,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Wadysaw Komar,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Viktor Kompaniyets,Weight,103.0,2.38,True,,True,False
Olympic,Athletics,Viktor Kompaniyets,Weight,103.0,2.38,True,,True,False
Olympic,Athletics,Gennady Dmitriyevich Kondrashov,Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Pauline Konga,Weight,43.0,-1.86,True,,False,False
Olympic,Athletics,Pauline Konga,Weight,43.0,-1.86,True,,False,False
Olympic,Athletics,Sachiko Konishi,Weight,42.0,-1.93,True,,False,False
Olympic,Athletics,Mikul Konopka,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Mikul Konopka,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Miloslav Konopka,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Miloslav Konopka,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Miloslav Konopka,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Ilya Valeryevich Konovalov,Weight,119.0,3.51,True,,True,False
Olympic,Athletics,Ilya Valeryevich Konovalov,Weight,119.0,3.51,True,,True,False
Olympic,Athletics,Ilya Valeryevich Konovalov,Weight,119.0,3.51,True,,True,False
Olympic,Athletics,Tatyana Konstantinova,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Seppo Tapio Aleksanteri Korjus,Weight,102.5,2.34,True,,True,False
Olympic,Athletics,Larisa Korotkevich,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Larisa Korotkevich,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Ilya Yevgenyevich Korotkov,Weight,101.0,2.24,True,,True,False
Olympic,Athletics,Ilya Yevgenyevich Korotkov,Weight,101.0,2.24,True,,True,False
Olympic,Athletics,Irina Nikolayevna Korzhanenko,Weight,98.0,2.02,True,,False,False
Olympic,Athletics,Irina Nikolayevna Korzhanenko,Weight,98.0,2.02,True,,False,False
Olympic,Athletics,Herbert Georg Koschel,Weight,96.0,1.88,True,,False,False
Olympic,Athletics,Herbert Georg Koschel,Weight,96.0,1.88,True,,False,False
Olympic,Athletics,Galin Kostadinov,Weight,113.0,3.08,True,,True,False
Olympic,Athletics,Dmytro Volodymyrovych Kosynskiy,Weight,105.0,2.52,True,structural_break_2016,True,True
Olympic,Athletics,Dietmar Koszewski,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Sergey Vladimirovich Kot,Weight,130.0,4.29,True,,True,False
Olympic,Athletics,Kalevi (Kalev-) Kotkas,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Kalevi (Kalev-) Kotkas,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Kalevi (Kalev-) Kotkas,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Antonios Kounadis,Weight,105.0,2.52,True,,True,False
Olympic,Athletics,Gustaf Alfons Koutonen,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Dimitrios Koutsoukis,Weight,120.0,3.58,True,,True,True
Olympic,Athletics,"Aleksandar ""Aleksa"" Kovaevi",Weight,96.0,1.88,True,,False,False
Olympic,Athletics,"Joseph Mathias ""Joe"" Kovacs",Weight,134.0,4.57,True,structural_break_2016,True,True
Olympic,Athletics,Viktor Kovcs,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Zoltn Kvg,Weight,132.0,4.43,True,,True,False
Olympic,Athletics,Zoltn Kvg,Weight,132.0,4.43,True,,True,False
Olympic,Athletics,Zoltn Kvg,Weight,132.0,4.43,True,,True,False
Olympic,Athletics,Zoltn Kvg,Weight,132.0,4.43,True,structural_break_2016,True,True
Olympic,Athletics,Ainrs Kovals,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Ainrs Kovals,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Dmytro Kovtsun,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Primo Kozmus,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,Primo Kozmus,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,Primo Kozmus,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,Primo Kozmus,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,Denis Sgui Kragb,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Denis Sgui Kragb,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Denis Sgui Kragb,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Slaven Krajai,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Matija Kranjc,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Matija Kranjc,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Aleksandr Krasko,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Guido Kratschmer,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Guido Kratschmer,Weight,94.0,1.74,True,,False,True
Olympic,Athletics,Sejad Krdali,Weight,96.0,1.88,True,,False,True
Olympic,Athletics,Sejad Krdali,Weight,96.0,1.88,True,,False,False
Olympic,Athletics,Eric Christian William Krenz,Weight,95.0,1.81,True,,False,False
Olympic,Athletics,Helmut Krieger,Weight,140.0,4.99,True,,True,False
Olympic,Athletics,Svetlana Vladimirovna Krivelyova,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Svetlana Vladimirovna Krivelyova,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Svetlana Vladimirovna Krivelyova,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Svetlana Vladimirovna Krivelyova,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Pavel Eduardovich Krivitsky,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Mikhail Petrovich Krivonosov,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Mikhail Petrovich Krivonosov,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Brooke Elizabeth Krueger (-Billett),Weight,118.0,3.44,True,,True,False
Olympic,Athletics,"Alfred George ""A. G."" Kruger",Weight,125.0,3.93,True,,True,False
Olympic,Athletics,"Alfred George ""A. G."" Kruger",Weight,125.0,3.93,True,,True,False
Olympic,Athletics,"Alfred George ""A. G."" Kruger",Weight,125.0,3.93,True,,True,False
Olympic,Athletics,"Alexander Eaton ""Alex"" Kruger",Weight,90.0,1.46,True,,False,False
Olympic,Athletics,"Alexander Eaton ""Alex"" Kruger",Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Frantz Kruger,Weight,130.0,4.29,True,,True,False
Olympic,Athletics,Frantz Kruger,Weight,130.0,4.29,True,,True,False
Olympic,Athletics,Frantz Kruger,Weight,130.0,4.29,True,,True,False
Olympic,Athletics,Walter Krger,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Marcin Krukowski,Weight,96.0,1.88,True,structural_break_2016,False,True
Olympic,Athletics,Oleksandr Volodymyrovych Krykun,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Oleksandr Volodymyrovych Krykun,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Oleksandr Volodymyrovych Krykun,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,"John Henry ""Johnny"" Kuck",Weight,102.0,2.31,True,,True,False
Olympic,Athletics,"Kristin Kay ""Kris"" Kuehl",Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Fritz Khl,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Fritz Khl,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Fritz Khl,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Frdric Kuhn,Weight,105.0,2.52,True,,True,False
Olympic,Athletics,Reino Iisakki Kuivamki,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Reino Iisakki Kuivamki,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Mihkel Kukk,Weight,98.0,2.02,True,,False,False
Olympic,Athletics,Dainis Kla,Weight,98.0,2.02,True,,False,True
Olympic,Athletics,Valter Klvet,Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Praveen Kumar Sobti,Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Praveen Kumar Sobti,Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Astrid Kumbernuss,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Astrid Kumbernuss,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Astrid Kumbernuss,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Martin Kupper,Weight,119.0,3.51,True,structural_break_2016,True,True
Olympic,Athletics,Lajos Imre Krthy,Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Lajos Imre Krthy,Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Yuriy Kostiantynovych Kutenko,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Yuriy Kostiantynovych Kutenko,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Yury Mikhaylovich Kutsenko,Weight,93.0,1.67,True,,False,True
Olympic,Athletics,Eugeniusz Kwiatkowski,Weight,95.0,1.81,True,,False,False
Olympic,Athletics,"Erik Kynard, Jr.",Weight,89.0,1.39,True,,False,False
Olympic,Athletics,"Erik Kynard, Jr.",Weight,89.0,1.39,True,structural_break_2016,False,True
Olympic,Athletics,Volodymyr Viktorovych Kyselov,Weight,125.0,3.93,True,,True,True
Olympic,Athletics,Tanel Laanme,Weight,95.0,1.81,True,structural_break_2016,False,True
Olympic,Athletics,Julie Labonte,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Henri Jean LaBorde,Weight,95.0,1.81,True,,False,False
Olympic,Athletics,Yevgeny Labutov,Weight,120.0,3.58,True,structural_break_2016,True,True
Olympic,Athletics,Jean-Paul Lakafia,Weight,103.0,2.38,True,,True,True
Olympic,Athletics,Burger Lambrechts,Weight,138.0,4.85,True,,True,False
Olympic,Athletics,Burger Lambrechts,Weight,138.0,4.85,True,,True,False
Olympic,Athletics,Albert Lamppu,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,Rudolf Langer,Weight,105.0,2.52,True,,True,False
Olympic,Athletics,Stphane Laporte,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Kent Erik Larsson,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Kent Erik Larsson,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Yunio Lastre Hechavarra,Weight,108.0,2.73,True,,True,False
Olympic,Athletics,Juha Lauri Laukkanen,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Germn Lujn Lauro,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,Germn Lujn Lauro,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,Germn Lujn Lauro,Weight,127.0,4.07,True,,True,False
Olympic,Athletics,Germn Lujn Lauro,Weight,127.0,4.07,True,structural_break_2016,True,True
Olympic,Athletics,"David Lester ""Dave"" Laut",Weight,114.0,3.16,True,,True,True
Olympic,Athletics,John Francis Lawlor,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,John Francis Lawlor,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,"Brijesh Sharmari ""BJ"" Lawrence",Weight,93.0,1.67,True,,False,False
Olympic,Athletics,"Brijesh Sharmari ""BJ"" Lawrence",Weight,93.0,1.67,True,structural_break_2016,False,True
Olympic,Athletics,Belsy Laza Muoz,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,Belsy Laza Muoz,Weight,112.0,3.01,True,,True,False
Olympic,Athletics,"Raymond ""Ray"" Lazdins",Weight,115.0,3.23,True,,True,False
Olympic,Athletics,"Raymond ""Ray"" Lazdins",Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Lee Jeong-Eun,Weight,40.0,-2.08,True,structural_break_2016,False,True
Olympic,Athletics,Lee Mi-Gyeong,Weight,45.0,-1.72,True,,False,False
Olympic,Athletics,Lee Mi-Yeong,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Lee Mi-Yeong,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Lee Myeong-Seon,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Lee Myeong-Seon,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Pascal Lefvre,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,Asmae Leghzaoui,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Asmae Leghzaoui,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Assunta Legnante,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Yrj Ilmari Lehtil,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Armin Reimund Lemme,Weight,115.0,3.23,True,,True,True
Olympic,Athletics,Georgios Lemonis,Weight,122.0,3.72,True,,True,False
Olympic,Athletics,Sandra Milena Lemos-Rivas,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Sandra Milena Lemos-Rivas,Weight,100.0,2.17,True,structural_break_2016,False,True
Olympic,Athletics,"Spiridon ""Spyros"" Lempesis",Weight,91.0,1.53,True,,False,False
Olympic,Athletics,Heikki Olavi Leppnen,Weight,96.0,1.88,True,,False,False
Olympic,Athletics,Alison Jane Lever,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Daina Levy,Weight,98.0,2.02,True,structural_break_2016,False,True
Olympic,Athletics,Iwona Lewandowska,Weight,43.0,-1.86,True,structural_break_2016,False,True
Olympic,Athletics,Mark Anthony Lewis-Francis,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Mark Anthony Lewis-Francis,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Gia Gerisha Lewis-Smallwood,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Li Fengfeng,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Li Ji,Weight,45.0,-1.72,True,,False,False
Olympic,Athletics,Li Ling,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Li Ling,Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Li Meisu,Weight,92.0,1.6,True,,False,True
Olympic,Athletics,Li Meisu,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,Li Meisu,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,Li Shaojie,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Li Shaojie,Weight,100.0,2.17,True,,False,False
Olympic,Athletics,Li Wen-Hua (-Tsai-Yi),Weight,130.0,4.29,True,,True,False
Olympic,Athletics,"Thomas John ""Tom"" Lieb",Weight,98.0,2.02,True,,False,False
Olympic,Athletics,Carlo Lievore,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Carlo Lievore,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,"Robert William ""Bob"" Likins",Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,True
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,True
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Carl Johan Lind,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Harold Blaine Lindgren,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,"Johann ""Hans"" Lindner",Weight,110.0,2.87,True,,True,True
Olympic,Athletics,"Johann ""Hans"" Lindner",Weight,110.0,2.87,True,,True,False
Olympic,Athletics,"Johann ""Hans"" Lindner",Weight,110.0,2.87,True,,True,False
Olympic,Athletics,Carol Oskar Eugen Lindroos,Weight,98.5,2.06,True,,False,False
Olympic,Athletics,"Michael Robert ""Mike"" Lindsay",Weight,113.0,3.08,True,,True,False
Olympic,Athletics,"Michael Robert ""Mike"" Lindsay",Weight,113.0,3.08,True,,True,False
Olympic,Athletics,"Michael Robert ""Mike"" Lindsay",Weight,113.0,3.08,True,,True,False
Olympic,Athletics,Hermann Lingnau,Weight,107.0,2.66,True,,True,False
Olympic,Athletics,Marco Lingua,Weight,116.0,3.3,True,,True,False
Olympic,Athletics,Marco Lingua,Weight,116.0,3.3,True,structural_break_2016,True,True
Olympic,Athletics,Roman Linscheid,Weight,114.0,3.16,True,,True,False
Olympic,Athletics,Viktor Ivanovych Lipsnis,Weight,116.0,3.3,True,,True,False
Olympic,Athletics,Viktor Ivanovych Lipsnis,Weight,116.0,3.3,True,,True,False
Olympic,Athletics,Piotr Lisek,Weight,92.0,1.6,True,structural_break_2016,False,True
Olympic,Athletics,Nataliya Venediktovna Lisovskaya (-Sedykh),Weight,105.0,2.52,True,,True,False
Olympic,Athletics,Nataliya Venediktovna Lisovskaya (-Sedykh),Weight,105.0,2.52,True,,True,False
Olympic,Athletics,Sergey Nikolayevich Litvinov,Weight,106.0,2.59,True,,True,True
Olympic,Athletics,Sergey Nikolayevich Litvinov,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Liu Xiangrong,Weight,118.0,3.44,True,,True,False
Olympic,Athletics,Lev Alekseyevich Lobodin,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Lev Alekseyevich Lobodin,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Lev Alekseyevich Lobodin,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,"Judson Campbell ""Jud"" Logan",Weight,123.0,3.79,True,,True,True
Olympic,Athletics,"Judson Campbell ""Jud"" Logan",Weight,123.0,3.79,True,,True,False
Olympic,Athletics,"Judson Campbell ""Jud"" Logan",Weight,123.0,3.79,True,,True,False
Olympic,Athletics,"Judson Campbell ""Jud"" Logan",Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Guadaloupe Mara Loma,Weight,43.0,-1.86,True,,False,False
Olympic,Athletics,Marcel Lomnick,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Marcel Lomnick,Weight,106.0,2.59,True,structural_break_2016,True,True
Olympic,Athletics,Aric Solomon Long,Weight,92.0,1.6,True,,False,False
Olympic,Athletics,"Dallas Crutcher Long, III",Weight,118.0,3.44,True,,True,False
Olympic,Athletics,"Dallas Crutcher Long, III",Weight,118.0,3.44,True,,True,False
Olympic,Athletics,Clive Citreon Olaf Longe,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Marcel Lopuchovsk,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Siegfried Lorenz,Weight,106.0,2.59,True,,True,False
Olympic,Athletics,Santiago Lorenzo,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Tegla Loroupe Chepkite,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Tegla Loroupe Chepkite,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Tegla Loroupe Chepkite,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Tegla Loroupe Chepkite,Weight,40.0,-2.08,True,,False,False
Olympic,Athletics,Hartmut Losch,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Hartmut Losch,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Hartmut Losch,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Manfred Losch,Weight,124.0,3.86,True,,True,False
Olympic,Athletics,Vladimir Ivanovich Loshchilov,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Martin Lotz,Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Joseph Loua,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Joseph Loua,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Ilias Louka,Weight,115.0,3.23,True,,True,False
Olympic,Athletics,Loukas Louka,Weight,123.0,3.79,True,,True,False
Olympic,Athletics,Mikhalis Louka,Weight,125.0,3.93,True,,True,False
Olympic,Athletics,Lzr Lovsz,Weight,99.0,2.09,True,,False,False
Olympic,Athletics,Gavin Brian Lovegrove,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Gavin Brian Lovegrove,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Mieczysaw omowski,Weight,94.0,1.74,True,,False,False
Olympic,Athletics,Lu Xiuzhi,Weight,45.0,-1.72,True,,False,False
Olympic,Athletics,Lu Xiuzhi,Weight,45.0,-1.72,True,structural_break_2016,False,True
Olympic,Athletics,Isbel Luaces McKullock,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Isbel Luaces McKullock,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Isbel Luaces McKullock,Weight,97.0,1.95,True,,False,False
Olympic,Athletics,Stanisaw Jerzy Lubiejewski,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Martyn Taylor Lucking,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Martyn Taylor Lucking,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Mervyn Richard Luckwell,Weight,104.0,2.45,True,,True,False
Olympic,Athletics,"Frederick Allen ""Fred"" Luke",Weight,93.0,1.67,True,,False,False
Olympic,Athletics,Luis Ral Luna Lemus,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Bengt Kenneth Lundmark,Weight,89.0,1.39,True,,False,False
Olympic,Athletics,Jnis Lsis,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Jnis Lsis,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Jnis Lsis,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Jnis Lsis,Weight,90.0,1.46,True,,False,False
Olympic,Athletics,Voldemrs Lsis,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Voldemrs Lsis,Weight,102.0,2.31,True,,True,False
Olympic,Athletics,Sergey Vladimirovich Lyakhov,Weight,107.0,2.66,True,,True,False
Olympic,Athletics,Vyacheslav Nikolayevich Lykho,Weight,120.0,3.58,True,,True,False
Olympic,Athletics,Anton Andreyevich Lyuboslavsky,Weight,125.0,3.93,True,,True,False
