Area,Year,Item,crop_topic,ASI
Global,2020,Bean,topic_1,0.3669
Global,2020,Bean,topic_1,0.3608
Global,2020,Bean,topic_1,0.3671
Global,2020,Bean,topic_1,0.3451
Global,2020,Bean,topic_1,0.3648
Global,2020,Bean,topic_1,0.3562
Global,2020,Bean,topic_1,0.36
Global,2020,Bean,topic_1,0.3621
Global,2020,Bean,topic_1,0.3662
Global,2020,Bean,topic_1,0.3656
Global,2020,Bean,topic_1,0.3578
Global,2020,Bean,topic_1,0.3709
Global,2020,Bean,topic_1,0.3703
Global,2020,Bean,topic_1,0.3598
Global,2020,Bean,topic_1,0.3639
Global,2020,Bean,topic_1,0.3679
Global,2020,Bean,topic_1,0.3558
Global,2020,Bean,topic_1,0.3979
Global,2020,Bean,topic_1,0.3697
Global,2020,Bean,topic_1,0.471
Global,2020,Bean,topic_1,0.3537
Global,2020,Bean,topic_1,0.3492
Global,2020,Bean,topic_1,0.35
Global,2020,Bean,topic_1,0.3705
Global,2020,Bean,topic_1,0.3362
Global,2020,Bean,topic_1,0.3588
Global,2020,Bean,topic_1,0.3625
Global,2020,Bean,topic_1,0.3588
Global,2020,Bean,topic_1,0.3388
Global,2020,Bean,topic_1,0.3601
Global,2020,Bean,topic_1,0.3697
Global,2020,Bean,topic_1,0.3591
Global,2020,Bean,topic_1,0.3609
Global,2020,Bean,topic_1,0.3702
Global,2020,Bean,topic_1,0.3574
Global,2020,Bean,topic_1,0.3661
Global,2020,Bean,topic_1,0.3605
Global,2020,Bean,topic_1,0.3605
Global,2020,Bean,topic_1,0.3565
Global,2020,Bean,topic_1,0.3652
Global,2020,Bean,topic_1,0.3395
Global,2020,Bean,topic_1,0.3572
Global,2020,Bean,topic_1,0.3515
Global,2020,Bean,topic_1,0.3583
Global,2020,Bean,topic_1,0.3611
Global,2020,Bean,topic_1,0.3576
Global,2020,Bean,topic_1,0.3605
Global,2020,Bean,topic_1,0.3581
Global,2020,Bean,topic_1,0.361
Global,2020,Bean,topic_1,0.3512
Global,2020,Bean,topic_1,0.3604
Global,2020,Bean,topic_1,0.3569
Global,2020,Bean,topic_1,0.3599
Global,2020,Bean,topic_1,0.3591
Global,2020,Bean,topic_1,0.3603
Global,2020,Dagussa,topic_2,0.5283
Global,2020,Dagussa,topic_2,0.4933
Global,2020,Dagussa,topic_2,0.6142
Global,2020,Dagussa,topic_2,0.606
Global,2020,Dagussa,topic_2,0.61
Global,2020,Dagussa,topic_2,0.6159
Global,2020,Dagussa,topic_2,0.5028
Global,2020,Dagussa,topic_2,0.5124
Global,2020,Dagussa,topic_2,0.5167
Global,2020,Dagussa,topic_2,0.5057
Global,2020,Dagussa,topic_2,0.499
Global,2020,Dagussa,topic_2,0.5005
Global,2020,Dagussa,topic_2,0.5176
Global,2020,Dagussa,topic_2,0.5014
Global,2020,Dagussa,topic_2,0.4997
Global,2020,Dagussa,topic_2,0.4836
Global,2020,Dagussa,topic_2,0.492
Global,2020,Dagussa,topic_2,0.4942
Global,2020,Dagussa,topic_2,0.4841
Global,2020,Dagussa,topic_2,0.4928
Global,2020,Dagussa,topic_2,0.511
Global,2020,Dagussa,topic_2,0.4438
Global,2020,Dagussa,topic_2,0.5091
Global,2020,Dagussa,topic_2,0.5007
Global,2020,Dagussa,topic_2,0.4737
Global,2020,Dagussa,topic_2,0.5117
Global,2020,Dagussa,topic_2,0.4913
Global,2020,Dagussa,topic_2,0.5006
Global,2020,Dagussa,topic_2,0.4684
Global,2020,Dagussa,topic_2,0.5144
Global,2020,Dagussa,topic_2,0.4791
Global,2020,Dagussa,topic_2,0.5124
Global,2020,Dagussa,topic_2,0.4779
Global,2020,Dagussa,topic_2,0.4788
Global,2020,Dagussa,topic_2,0.5068
Global,2020,Dagussa,topic_2,0.5129
Global,2020,Dagussa,topic_2,0.5142
Global,2020,Dagussa,topic_2,0.4794
Global,2020,Dagussa,topic_2,0.5125
Global,2020,Dagussa,topic_2,0.4787
Global,2020,Dagussa,topic_2,0.4784
Global,2020,Dagussa,topic_2,0.4795
Global,2020,Dagussa,topic_2,0.496
Global,2020,Dagussa,topic_2,0.5145
Global,2020,Dagussa,topic_2,0.5131
Global,2020,Dagussa,topic_2,0.5107
Global,2020,Dagussa,topic_2,0.5141
Global,2020,Dagussa,topic_2,0.5052
Global,2020,Dagussa,topic_2,0.5123
Global,2020,Dagussa,topic_2,0.4776
Global,2020,Dagussa,topic_2,0.4793
Global,2020,Dagussa,topic_2,0.4776
Global,2020,Dagussa,topic_2,0.478
Global,2020,Dagussa,topic_2,0.5109
Global,2020,Dagussa,topic_2,0.511
Global,2020,Dagussa,topic_2,0.502
Global,2020,Dagussa,topic_2,0.5123
Global,2020,Dagussa,topic_2,0.506
Global,2020,Dagussa,topic_2,0.4772
Global,2020,Dagussa,topic_2,0.5133
Global,2020,Dagussa,topic_2,0.5113
Global,2020,Dagussa,topic_2,0.5129
Global,2020,Dagussa,topic_2,0.5107
Global,2020,Dagussa,topic_2,0.4766
Global,2020,Dagussa,topic_2,0.5014
Global,2020,Dagussa,topic_2,0.4778
Global,2020,Dagussa,topic_2,0.5138
Global,2020,Dagussa,topic_2,0.512
Global,2020,Dagussa,topic_2,0.5077
Global,2020,Dagussa,topic_2,0.5117
Global,2020,Dagussa,topic_2,0.5111
Global,2020,Fallow,topic_0,0.5947
Global,2020,Fallow,topic_0,0.463
Global,2020,Fallow,topic_0,0.4629
Global,2020,Fallow,topic_0,0.437
Global,2020,Fallow,topic_0,0.5078
Global,2020,Fallow,topic_0,0.4366
Global,2020,Fallow,topic_0,0.4367
Global,2020,Fallow,topic_0,0.4345
Global,2020,Fallow,topic_0,0.4182
Global,2020,Fallow,topic_0,0.5221
Global,2020,Fallow,topic_0,0.5203
Global,2020,Fallow,topic_0,0.5272
Global,2020,Fallow,topic_0,0.5282
Global,2020,Fallow,topic_0,0.4886
Global,2020,Fallow,topic_0,0.4891
Global,2020,Fallow,topic_0,0.4001
Global,2020,Fallow,topic_0,0.4794
Global,2020,Fallow,topic_0,0.474
Global,2020,Fallow,topic_0,0.4917
Global,2020,Fallow,topic_0,0.4795
Global,2020,Fallow,topic_0,0.4983
Global,2020,Fallow,topic_0,0.4798
Global,2020,Fallow,topic_0,0.4794
Global,2020,Fallow,topic_0,0.4847
Global,2020,Fallow,topic_0,0.4689
Global,2020,Fallow,topic_0,0.4807
Global,2020,Maize,topic_1,0.565
Global,2020,Maize,topic_1,0.584
Global,2020,Maize,topic_1,0.4801
Global,2020,Maize,topic_1,0.5568
Global,2020,Maize,topic_1,0.4627
Global,2020,Maize,topic_1,0.4528
Global,2020,Maize,topic_1,0.4947
Global,2020,Maize,topic_1,0.5651
Global,2020,Maize,topic_1,0.5297
Global,2020,Maize,topic_1,0.4466
Global,2020,Maize,topic_1,0.563
Global,2020,Maize,topic_1,0.5354
Global,2020,Maize,topic_1,0.4498
Global,2020,Maize,topic_1,0.5283
Global,2020,Maize,topic_1,0.5265
Global,2020,Maize,topic_1,0.5092
Global,2020,Maize,topic_1,0.5282
Global,2020,Maize,topic_1,0.4348
Global,2020,Maize,topic_1,0.5267
Global,2020,Maize,topic_1,0.5271
Global,2020,Maize,topic_1,0.4352
Global,2020,Maize,topic_1,0.5121
Global,2020,Maize,topic_1,0.5178
Global,2020,Maize,topic_1,0.5275
Global,2020,Maize,topic_1,0.4504
Global,2020,Maize,topic_1,0.5271
Global,2020,Maize,topic_1,0.5281
Global,2020,Maize,topic_1,0.4334
Global,2020,Maize,topic_1,0.511
Global,2020,Maize,topic_1,0.5223
Global,2020,Maize,topic_1,0.5151
Global,2020,Maize,topic_1,0.531
Global,2020,Maize,topic_1,0.5068
Global,2020,Maize,topic_1,0.5022
Global,2020,Maize,topic_1,0.5079
Global,2020,Maize,topic_1,0.5233
Global,2020,Maize,topic_1,0.5172
Global,2020,Maize,topic_1,0.5108
Global,2020,Maize,topic_1,0.5158
Global,2020,Maize,topic_1,0.5193
Global,2020,Maize,topic_1,0.5195
Global,2020,Maize,topic_1,0.4369
Global,2020,Maize,topic_1,0.5212
Global,2020,Maize,topic_1,0.5285
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.5282
Global,2020,Maize,topic_1,0.5052
Global,2020,Maize,topic_1,0.5269
Global,2020,Maize,topic_1,0.436
Global,2020,Maize,topic_1,0.4327
Global,2020,Maize,topic_1,0.5271
Global,2020,Maize,topic_1,0.5272
Global,2020,Maize,topic_1,0.436
Global,2020,Maize,topic_1,0.5166
Global,2020,Maize,topic_1,0.5019
Global,2020,Maize,topic_1,0.5274
Global,2020,Maize,topic_1,0.4924
Global,2020,Maize,topic_1,0.5225
Global,2020,Maize,topic_1,0.6119
Global,2020,Maize,topic_1,0.6111
Global,2020,Maize,topic_1,0.6128
Global,2020,Maize,topic_1,0.6161
Global,2020,Maize,topic_1,0.5919
Global,2020,Maize,topic_1,0.6391
Global,2020,Maize,topic_1,0.6046
Global,2020,Maize,topic_1,0.5192
Global,2020,Maize,topic_1,0.613
Global,2020,Maize,topic_1,0.4909
Global,2020,Maize,topic_1,0.5985
Global,2020,Maize,topic_1,0.6151
Global,2020,Maize,topic_1,0.5828
Global,2020,Maize,topic_1,0.6057
Global,2020,Maize,topic_1,0.5999
Global,2020,Maize,topic_1,0.5221
Global,2020,Maize,topic_1,0.5286
Global,2020,Maize,topic_1,0.5169
Global,2020,Maize,topic_1,0.5125
Global,2020,Maize,topic_1,0.5978
Global,2020,Maize,topic_1,0.4241
Global,2020,Maize,topic_1,0.6076
Global,2020,Maize,topic_1,0.5203
Global,2020,Maize,topic_1,0.5233
Global,2020,Maize,topic_1,0.602
Global,2020,Maize,topic_1,0.6131
Global,2020,Maize,topic_1,0.588
Global,2020,Maize,topic_1,0.5248
Global,2020,Maize,topic_1,0.6151
Global,2020,Maize,topic_1,0.6162
Global,2020,Maize,topic_1,0.613
Global,2020,Maize,topic_1,0.4325
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.6095
Global,2020,Maize,topic_1,0.6152
Global,2020,Maize,topic_1,0.5278
Global,2020,Maize,topic_1,0.5158
Global,2020,Maize,topic_1,0.4039
Global,2020,Maize,topic_1,0.5199
Global,2020,Maize,topic_1,0.5295
Global,2020,Maize,topic_1,0.551
Global,2020,Maize,topic_1,0.5192
Global,2020,Maize,topic_1,0.5263
Global,2020,Maize,topic_1,0.6153
Global,2020,Maize,topic_1,0.5941
Global,2020,Maize,topic_1,0.5283
Global,2020,Maize,topic_1,0.5112
Global,2020,Maize,topic_1,0.5171
Global,2020,Maize,topic_1,0.5149
Global,2020,Maize,topic_1,0.6131
Global,2020,Maize,topic_1,0.5971
Global,2020,Maize,topic_1,0.6149
Global,2020,Maize,topic_1,0.4327
Global,2020,Maize,topic_1,0.6052
Global,2020,Maize,topic_1,0.6149
Global,2020,Maize,topic_1,0.519
Global,2020,Maize,topic_1,0.5285
Global,2020,Maize,topic_1,0.519
Global,2020,Maize,topic_1,0.5787
Global,2020,Maize,topic_1,0.6083
Global,2020,Maize,topic_1,0.6023
Global,2020,Maize,topic_1,0.6034
Global,2020,Maize,topic_1,0.5199
Global,2020,Maize,topic_1,0.5167
Global,2020,Maize,topic_1,0.5286
Global,2020,Maize,topic_1,0.5926
Global,2020,Maize,topic_1,0.6154
Global,2020,Maize,topic_1,0.6089
Global,2020,Maize,topic_1,0.6093
Global,2020,Maize,topic_1,0.6162
Global,2020,Maize,topic_1,0.5239
Global,2020,Maize,topic_1,0.6035
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.5308
Global,2020,Maize,topic_1,0.6137
Global,2020,Maize,topic_1,0.5852
Global,2020,Maize,topic_1,0.5207
Global,2020,Maize,topic_1,0.4964
Global,2020,Maize,topic_1,0.6137
Global,2020,Maize,topic_1,0.6084
Global,2020,Maize,topic_1,0.5965
Global,2020,Maize,topic_1,0.6035
Global,2020,Maize,topic_1,0.6036
Global,2020,Maize,topic_1,0.5092
Global,2020,Maize,topic_1,0.6151
Global,2020,Maize,topic_1,0.5262
Global,2020,Maize,topic_1,0.5282
Global,2020,Maize,topic_1,0.6055
Global,2020,Maize,topic_1,0.4095
Global,2020,Maize,topic_1,0.6137
Global,2020,Maize,topic_1,0.5521
Global,2020,Maize,topic_1,0.4206
Global,2020,Maize,topic_1,0.4934
Global,2020,Maize,topic_1,0.5065
Global,2020,Maize,topic_1,0.4214
Global,2020,Maize,topic_1,0.5069
Global,2020,Maize,topic_1,0.5273
Global,2020,Maize,topic_1,0.5285
Global,2020,Maize,topic_1,0.4361
Global,2020,Maize,topic_1,0.5286
Global,2020,Maize,topic_1,0.6355
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.5094
Global,2020,Maize,topic_1,0.6121
Global,2020,Maize,topic_1,0.5189
Global,2020,Maize,topic_1,0.613
Global,2020,Maize,topic_1,0.5128
Global,2020,Maize,topic_1,0.5039
Global,2020,Maize,topic_1,0.6072
Global,2020,Maize,topic_1,0.6151
Global,2020,Maize,topic_1,0.607
Global,2020,Maize,topic_1,0.612
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.5799
Global,2020,Maize,topic_1,0.6105
Global,2020,Maize,topic_1,0.5767
Global,2020,Maize,topic_1,0.5999
Global,2020,Maize,topic_1,0.6262
Global,2020,Maize,topic_1,0.5899
Global,2020,Maize,topic_1,0.608
Global,2020,Maize,topic_1,0.5283
Global,2020,Maize,topic_1,0.605
Global,2020,Maize,topic_1,0.5242
Global,2020,Maize,topic_1,0.6094
Global,2020,Maize,topic_1,0.6117
Global,2020,Maize,topic_1,0.5939
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.6084
Global,2020,Maize,topic_1,0.6036
Global,2020,Maize,topic_1,0.5235
Global,2020,Maize,topic_1,0.4119
Global,2020,Maize,topic_1,0.5776
Global,2020,Maize,topic_1,0.5059
Global,2020,Maize,topic_1,0.6041
Global,2020,Maize,topic_1,0.6155
Global,2020,Maize,topic_1,0.55
Global,2020,Maize,topic_1,0.604
Global,2020,Maize,topic_1,0.5968
Global,2020,Maize,topic_1,0.6091
Global,2020,Maize,topic_1,0.616
Global,2020,Maize,topic_1,0.5115
Global,2020,Maize,topic_1,0.6161
Global,2020,Maize,topic_1,0.5125
Global,2020,Maize,topic_1,0.5904
Global,2020,Maize,topic_1,0.6942
Global,2020,Maize,topic_1,0.6059
Global,2020,Maize,topic_1,0.5845
Global,2020,Maize,topic_1,0.597
Global,2020,Maize,topic_1,0.494
Global,2020,Maize,topic_1,0.6097
Global,2020,Maize,topic_1,0.5281
Global,2020,Maize,topic_1,0.5867
Global,2020,Maize,topic_1,0.5286
Global,2020,Maize,topic_1,0.5259
Global,2020,Maize,topic_1,0.573
Global,2020,Maize,topic_1,0.4964
Global,2020,Maize,topic_1,0.4325
Global,2020,Maize,topic_1,0.6531
Global,2020,Maize,topic_1,0.6128
Global,2020,Maize,topic_1,0.5245
Global,2020,Maize,topic_1,0.5251
Global,2020,Maize,topic_1,0.5285
Global,2020,Maize,topic_1,0.5263
Global,2020,Maize,topic_1,0.4063
Global,2020,Maize,topic_1,0.6134
Global,2020,Maize,topic_1,0.5164
Global,2020,Maize,topic_1,0.5797
Global,2020,Maize,topic_1,0.5065
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.5966
Global,2020,Maize,topic_1,0.5164
Global,2020,Maize,topic_1,0.5266
Global,2020,Maize,topic_1,0.5245
Global,2020,Maize,topic_1,0.6134
Global,2020,Maize,topic_1,0.6062
Global,2020,Maize,topic_1,0.5971
Global,2020,Maize,topic_1,0.5283
Global,2020,Maize,topic_1,0.6159
Global,2020,Maize,topic_1,0.5271
Global,2020,Maize,topic_1,0.6101
Global,2020,Maize,topic_1,0.5979
Global,2020,Maize,topic_1,0.4925
Global,2020,Maize,topic_1,0.616
Global,2020,Maize,topic_1,0.6961
Global,2020,Maize,topic_1,0.5943
Global,2020,Maize,topic_1,0.5776
Global,2020,Maize,topic_1,0.5872
Global,2020,Maize,topic_1,0.5282
Global,2020,Maize,topic_1,0.6057
Global,2020,Maize,topic_1,0.6095
Global,2020,Maize,topic_1,0.4365
Global,2020,Maize,topic_1,0.6089
Global,2020,Maize,topic_1,0.5284
Global,2020,Maize,topic_1,0.5243
Global,2020,Maize,topic_1,0.6102
Global,2020,Maize,topic_1,0.6118
Global,2020,Maize,topic_1,0.6135
Global,2020,Maize,topic_1,0.6065
Global,2020,Maize,topic_1,0.5825
Global,2020,Maize,topic_1,0.6149
Global,2020,Maize,topic_1,0.5737
Global,2020,Maize,topic_1,0.6079
Global,2020,Maize,topic_1,0.6151
Global,2020,Maize,topic_1,0.4943
Global,2020,Maize,topic_1,0.4855
Global,2020,Maize,topic_1,0.398
Global,2020,Maize,topic_1,0.4899
Global,2020,Maize,topic_1,0.3853
Global,2020,Maize,topic_1,0.3634
Global,2020,Maize,topic_1,0.5148
Global,2020,Maize,topic_1,0.5091
Global,2020,Maize,topic_1,0.4615
Global,2020,Maize,topic_1,0.5166
Global,2020,Maize,topic_1,0.4925
Global,2020,Maize,topic_1,0.4861
Global,2020,Maize,topic_1,0.3819
Global,2020,Maize,topic_1,0.4363
Global,2020,Maize,topic_1,0.3911
Global,2020,Maize,topic_1,0.471
Global,2020,Maize,topic_1,0.492
Global,2020,Maize,topic_1,0.5059
Global,2020,Maize,topic_1,0.464
Global,2020,Maize,topic_1,0.5058
Global,2020,Maize,topic_1,0.3761
Global,2020,Maize,topic_1,0.398
Global,2020,Maize,topic_1,0.4276
Global,2020,Maize,topic_1,0.4969
Global,2020,Maize,topic_1,0.4712
Global,2020,Maize,topic_1,0.4942
Global,2020,Maize,topic_1,0.494
Global,2020,Maize,topic_1,0.4938
Global,2020,Maize,topic_1,0.4882
Global,2020,Maize,topic_1,0.4914
Global,2020,Maize,topic_1,0.4848
Global,2020,Maize,topic_1,0.4832
Global,2020,Maize,topic_1,0.4939
Global,2020,Maize,topic_1,0.396
Global,2020,Maize,topic_1,0.481
Global,2020,Maize,topic_1,0.3639
Global,2020,Maize,topic_1,0.514
Global,2020,Maize,topic_1,0.4893
Global,2020,Maize,topic_1,0.4943
Global,2020,Maize,topic_1,0.4609
Global,2020,Maize,topic_1,0.3981
Global,2020,Maize,topic_1,0.4943
Global,2020,Maize,topic_1,0.489
Global,2020,Maize,topic_1,0.4789
Global,2020,Maize,topic_1,0.4864
Global,2020,Maize,topic_1,0.4908
Global,2020,Maize,topic_1,0.49
Global,2020,Maize,topic_1,0.4918
Global,2020,Maize,topic_1,0.4839
Global,2020,Maize,topic_1,0.488
Global,2020,Maize,topic_1,0.4885
Global,2020,Maize,topic_1,0.4916
Global,2020,Maize,topic_1,0.4897
Global,2020,Maize,topic_1,0.4927
Global,2020,Maize,topic_1,0.4836
Global,2020,Maize,topic_1,0.5998
Global,2020,Maize,topic_1,0.5146
Global,2020,Maize,topic_1,0.4867
Global,2020,Maize,topic_1,0.4928
Global,2020,Maize,topic_1,0.4908
Global,2020,Maize,topic_1,0.4934
Global,2020,Maize,topic_1,0.4887
Global,2020,Maize,topic_1,0.4913
Global,2020,Maize,topic_1,0.5157
Global,2020,Maize,topic_1,0.3922
Global,2020,Maize,topic_1,0.4724
Global,2020,Maize,topic_1,0.461
Global,2020,Maize,topic_1,0.4939
Global,2020,Maize,topic_1,0.4855
Global,2020,Maize,topic_1,0.4941
Global,2020,Maize,topic_1,0.4887
Global,2020,Maize,topic_1,0.4917
Global,2020,Maize,topic_1,0.3755
Global,2020,Maize,topic_1,0.4828
Global,2020,Maize,topic_1,0.4899
Global,2020,Maize,topic_1,0.4941
Global,2020,Maize,topic_1,0.4923
Global,2020,Maize,topic_1,0.4553
Global,2020,Maize,topic_1,0.4811
Global,2020,Maize,topic_1,0.4817
Global,2020,Maize,topic_1,0.4784
Global,2020,Maize,topic_1,0.4685
Global,2020,Maize,topic_1,0.4941
Global,2020,Maize,topic_1,0.491
Global,2020,Maize,topic_1,0.4885
Global,2020,Maize,topic_1,0.4906
Global,2020,Maize,topic_1,0.4982
Global,2020,Maize,topic_1,0.4839
Global,2020,Maize,topic_1,0.4925
Global,2020,Maize,topic_1,0.4932
Global,2020,Maize,topic_1,0.4832
Global,2020,Maize,topic_1,0.4608
Global,2020,Maize,topic_1,0.4873
Global,2020,Maize,topic_1,0.4917
Global,2020,Maize,topic_1,0.4938
Global,2020,Maize,topic_1,0.4926
Global,2020,Maize,topic_1,0.5632
Global,2020,Maize,topic_1,0.4891
Global,2020,Maize,topic_1,0.4906
Global,2020,Maize,topic_1,0.5648
Global,2020,Maize,topic_1,0.4926
Global,2020,Maize,topic_1,0.4944
Global,2020,Maize,topic_1,0.4912
Global,2020,Maize,topic_1,0.4944
Global,2020,Maize,topic_1,0.4773
Global,2020,Maize,topic_1,0.492
Global,2020,Maize,topic_1,0.4739
Global,2020,Maize,topic_1,0.4943
Global,2020,Maize,topic_1,0.5319
Global,2020,Maize,topic_1,0.4696
Global,2020,Maize,topic_1,0.4847
Global,2020,Maize,topic_1,0.3903
Global,2020,Maize,topic_1,0.4942
Global,2020,Maize,topic_1,0.4934
Global,2020,Maize,topic_1,0.4735
Global,2020,Maize,topic_1,0.4935
Global,2020,Maize,topic_1,0.4938
Global,2020,Maize,topic_1,0.492
Global,2020,Maize,topic_1,0.5126
Global,2020,Maize,topic_1,0.4797
Global,2020,Maize,topic_1,0.4839
Global,2020,Maize,topic_1,0.4857
Global,2020,Maize,topic_1,0.5181
Global,2020,Maize,topic_1,0.5175
Global,2020,Maize,topic_1,0.5065
Global,2020,Maize,topic_1,0.4932
Global,2020,Maize,topic_1,0.4936
Global,2020,Maize,topic_1,0.5081
Global,2020,Maize,topic_1,0.4763
Global,2020,Maize,topic_1,0.5018
Global,2020,Maize,topic_1,0.53
Global,2020,Maize,topic_1,0.5058
Global,2020,Maize,topic_1,0.5085
Global,2020,Maize,topic_1,0.4998
Global,2020,Maize,topic_1,0.4817
Global,2020,Maize,topic_1,0.5348
Global,2020,Maize,topic_1,0.4945
Global,2020,Maize,topic_1,0.5146
Global,2020,Maize,topic_1,0.5151
Global,2020,Maize,topic_1,0.4937
Global,2020,Maize,topic_1,0.4789
Global,2020,Maize,topic_1,0.4667
Global,2020,Maize,topic_1,0.5144
Global,2020,Maize,topic_1,0.5108
Global,2020,Maize,topic_1,0.5021
Global,2020,Maize,topic_1,0.5131
Global,2020,Maize,topic_1,0.4738
Global,2020,Maize,topic_1,0.5096
Global,2020,Maize,topic_1,0.5142
Global,2020,Maize,topic_1,0.4722
Global,2020,Maize,topic_1,0.4779
Global,2020,Maize,topic_1,0.4689
Global,2020,Maize,topic_1,0.5089
Global,2020,Maize,topic_1,0.51
Global,2020,Maize,topic_1,0.5116
Global,2020,Maize,topic_1,0.493
Global,2020,Maize,topic_1,0.4781
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.4795
Global,2020,Maize,topic_1,0.4795
Global,2020,Maize,topic_1,0.5097
Global,2020,Maize,topic_1,0.5142
Global,2020,Maize,topic_1,0.4716
Global,2020,Maize,topic_1,0.5122
Global,2020,Maize,topic_1,0.5102
Global,2020,Maize,topic_1,0.4712
Global,2020,Maize,topic_1,0.5106
Global,2020,Maize,topic_1,0.5448
Global,2020,Maize,topic_1,0.5135
Global,2020,Maize,topic_1,0.5123
Global,2020,Maize,topic_1,0.4791
Global,2020,Maize,topic_1,0.5129
Global,2020,Maize,topic_1,0.4659
Global,2020,Maize,topic_1,0.5104
Global,2020,Maize,topic_1,0.4628
Global,2020,Maize,topic_1,0.4522
Global,2020,Maize,topic_1,0.4978
Global,2020,Maize,topic_1,0.4481
Global,2020,Maize,topic_1,0.5097
Global,2020,Maize,topic_1,0.4786
Global,2020,Maize,topic_1,0.5143
Global,2020,Maize,topic_1,0.4713
Global,2020,Maize,topic_1,0.5117
Global,2020,Maize,topic_1,0.508
Global,2020,Maize,topic_1,0.5024
Global,2020,Maize,topic_1,0.5026
Global,2020,Maize,topic_1,0.451
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.5029
Global,2020,Maize,topic_1,0.4783
Global,2020,Maize,topic_1,0.4794
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.5104
Global,2020,Maize,topic_1,0.5146
Global,2020,Maize,topic_1,0.5139
Global,2020,Maize,topic_1,0.4695
Global,2020,Maize,topic_1,0.5136
Global,2020,Maize,topic_1,0.5015
Global,2020,Maize,topic_1,0.4669
Global,2020,Maize,topic_1,0.4785
Global,2020,Maize,topic_1,0.4885
Global,2020,Maize,topic_1,0.5116
Global,2020,Maize,topic_1,0.5143
Global,2020,Maize,topic_1,0.511
Global,2020,Maize,topic_1,0.5083
Global,2020,Maize,topic_1,0.5824
Global,2020,Maize,topic_1,0.4739
Global,2020,Maize,topic_1,0.5063
Global,2020,Maize,topic_1,0.5096
Global,2020,Maize,topic_1,0.5968
Global,2020,Maize,topic_1,0.4544
Global,2020,Maize,topic_1,0.5141
Global,2020,Maize,topic_1,0.4999
Global,2020,Maize,topic_1,0.5128
Global,2020,Maize,topic_1,0.5146
Global,2020,Maize,topic_1,0.5137
Global,2020,Maize,topic_1,0.514
Global,2020,Maize,topic_1,0.4815
Global,2020,Maize,topic_1,0.5144
Global,2020,Maize,topic_1,0.4923
Global,2020,Maize,topic_1,0.5131
Global,2020,Maize,topic_1,0.5112
Global,2020,Maize,topic_1,0.4476
Global,2020,Maize,topic_1,0.5138
Global,2020,Maize,topic_1,0.4698
Global,2020,Maize,topic_1,0.4956
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.4794
Global,2020,Maize,topic_1,0.505
Global,2020,Maize,topic_1,0.513
Global,2020,Maize,topic_1,0.4932
Global,2020,Maize,topic_1,0.5137
Global,2020,Maize,topic_1,0.4791
Global,2020,Maize,topic_1,0.5068
Global,2020,Maize,topic_1,0.4784
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.4766
Global,2020,Maize,topic_1,0.4879
Global,2020,Maize,topic_1,0.4973
Global,2020,Maize,topic_1,0.5129
Global,2020,Maize,topic_1,0.5118
Global,2020,Maize,topic_1,0.5143
Global,2020,Maize,topic_1,0.4975
Global,2020,Maize,topic_1,0.512
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.5134
Global,2020,Maize,topic_1,0.5097
Global,2020,Maize,topic_1,0.5117
Global,2020,Maize,topic_1,0.5582
Global,2020,Maize,topic_1,0.5143
Global,2020,Maize,topic_1,0.504
Global,2020,Maize,topic_1,0.4773
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.4771
Global,2020,Maize,topic_1,0.5134
Global,2020,Maize,topic_1,0.495
Global,2020,Maize,topic_1,0.479
Global,2020,Maize,topic_1,0.514
Global,2020,Maize,topic_1,0.4995
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.5092
Global,2020,Maize,topic_1,0.5107
Global,2020,Maize,topic_1,0.5142
Global,2020,Maize,topic_1,0.5077
Global,2020,Maize,topic_1,0.4718
Global,2020,Maize,topic_1,0.5123
Global,2020,Maize,topic_1,0.5146
Global,2020,Maize,topic_1,0.511
Global,2020,Maize,topic_1,0.5145
Global,2020,Maize,topic_1,0.4795
Global,2020,Maize,topic_1,0.513
Global,2020,Maize,topic_1,0.4796
Global,2020,Maize,topic_1,0.4704
Global,2020,Maize,topic_1,0.5296
Global,2020,Maize,topic_1,0.5136
Global,2020,Maize,topic_1,0.5109
Global,2020,Maize,topic_1,0.5142
Global,2020,Maize,topic_1,0.4834
Global,2020,Maize,topic_1,0.4793
