feature_name,diff_ratio
post_fee_sum_30d_filled,0.0613
post_fee_amount_ratio_30d_filled,0.0746
pay_fee_stddev_30d_filled,0.0663
order_hour_avg_30d_filled,0.0743
order_span_days_30d_filled,0.0716
low_price_amount_ratio_30d_filled,0.0571
work_hour_order_rate_30d_filled,0.0741
fail_pay_fee_sum_30d_filled,0.0312
close_amount_ratio_30d_filled,0.0539
discount_amount_ratio_30d_filled,0.0677
b2c_amount_ratio_30d_filled,0.0558
c2c_amount_ratio_30d_filled,0.0583
days_since_last_order_30d_filled,0.0719
close_rate_30d_filled,0.0502
discount_fee_sum_30d_filled,0.0739
ultra_low_amt_cnt_30d_filled,0.0542
success_rate_30d_filled,0.0502
c2c_order_cnt_30d_filled,0.0523
change_price_order_rate_30d_filled,0.056
low_amount_ratio_30d_filled,0.0683
virtual_order_rate_30d_filled,0.0555
success_amount_ratio_30d_filled,0.0539
c2c_order_rate_30d_filled,0.0702
apparel_order_cnt_30d_filled,0.0354
risk_cat_game_ratio_30d_filled,0.0746
risk_cat_game_amt_ratio_30d_filled,0.0759
close_cnt_30d_filled,0.0312
low_price_order_rate_30d_filled,0.0528
weekend_order_rate_30d_filled,0.0734
success_cnt_30d_filled,0.0553
virtual_order_cnt_30d_filled,0.0336
low_price_order_cnt_30d_filled,0.0331
pay_fee_avg_60d_filled,0.0608
pay_fee_stddev_60d_filled,0.0604
discount_amount_ratio_60d_filled,0.0613
pay_fee_max_avg_ratio_60d_filled,0.0779
post_fee_amount_ratio_60d_filled,0.071
ultra_low_amt_cnt_60d_filled,0.0558
apparel_amount_ratio_60d_filled,0.0491
change_price_amount_ratio_60d_filled,0.067
fail_pay_fee_sum_60d_filled,0.0312
fail_order_cnt_60d_filled,0.0312
close_order_ratio_60d_filled,0.04
c2c_amount_ratio_60d_filled,0.0551
close_amount_ratio_60d_filled,0.0491
close_rate_60d_filled,0.0414
b2c_amount_ratio_60d_filled,0.0516
apparel_order_rate_60d_filled,0.0497
risk_cat_gift_ratio_60d_filled,0.0733
risk_cat_game_ratio_60d_filled,0.0783
cat_game_amt_60d_filled,0.0318
risk_cat_gift_amt_sum_60d_filled,0.0619
risk_cat_game_amt_ratio_60d_filled,0.0765
risk_cat_leaf_game_cnt_60d_filled,0.0318
risk_cat_gift_amt_ratio_60d_filled,0.0635
risk_cat_leaf_game_ratio_60d_filled,0.0411
group_purchase_rate_60d_filled,0.0604
fail_virtual_cnt_60d_filled,0.0312
low_price_order_rate_60d_filled,0.0444
success_rate_60d_filled,0.0414
small_amt_cnt_60d_filled,0.0456
paid_amount_ratio_60d_filled,0.0491
micro_amount_ratio_60d_filled,0.074
pay_fee_max_90d_filled,0.048
pay_fee_min_90d_filled,0.0392
pay_fee_cv_90d_filled,0.0726
order_span_days_90d_filled,0.0642
fail_pay_fee_sum_90d_filled,0.0312
order_hour_stddev_90d_filled,0.0645
order_hour_avg_90d_filled,0.0648
discount_amount_ratio_90d_filled,0.0584
close_order_ratio_90d_filled,0.0366
c2c_order_rate_90d_filled,0.0622
days_since_last_order_90d_filled,0.0671
order_density_90d_filled,0.0652
weekend_order_rate_90d_filled,0.0663
change_price_order_rate_90d_filled,0.0526
change_price_amount_ratio_90d_filled,0.0613
c2c_order_cnt_90d_filled,0.0544
b2c_amount_ratio_90d_filled,0.0455
b2c_order_rate_90d_filled,0.0622
low_price_amount_ratio_90d_filled,0.0458
small_amt_cnt_90d_filled,0.045
c2c_amount_ratio_90d_filled,0.0483
paid_order_cnt_90d_filled,0.0567
b2c_order_cnt_90d_filled,0.0492
success_amount_ratio_90d_filled,0.0422
ultra_low_amt_cnt_90d_filled,0.0561
work_hour_order_rate_90d_filled,0.0656
apparel_amount_ratio_90d_filled,0.0424
risk_cat_gift_ratio_90d_filled,0.0696
risk_cat_game_amt_ratio_90d_filled,0.0656
large_amt_cnt_90d_filled,0.0318
work_hour_order_rate_180d_filled,0.0619
discount_amount_ratio_180d_filled,0.0533
order_hour_avg_180d_filled,0.0605
risk_cat_game_ratio_180d_filled,0.0684
b2c_amount_ratio_180d_filled,0.0432
low_amount_ratio_180d_filled,0.0528
c2c_amount_ratio_180d_filled,0.0461
low_price_amount_ratio_180d_filled,0.0434
purchase_span_days_180d_filled,0.0596
risk_cat_leaf_cami_amt_ratio_180d_filled,0.0389
b2c_order_rate_180d_filled,0.059
risk_cat_gift_ratio_180d_filled,0.0618
post_fee_amount_ratio_180d_filled,0.0562
pay_fee_cv_180d_filled,0.0672
mid_amt_cnt_180d_filled,0.0337
risk_cat_gift_amt_ratio_180d_filled,0.0428
fail_order_cnt_180d_filled,0.0312
small_amt_cnt_180d_filled,0.0437
days_since_last_order_180d_filled,0.0653
close_rate_180d_filled,0.0346
risk_cat_leaf_ratio_180d_filled,0.037
close_amount_ratio_180d_filled,0.0389
apparel_order_cnt_180d_filled,0.0383
loc_change_area_cnt_180d_filled,0.04
avg_daily_order_180d_filled,0.0571
virtual_order_rate_180d_filled,0.0417
risk_cat_game_amt_ratio_180d_filled,0.0642
apparel_amount_ratio_180d_filled,0.039
uplift_fail_overall_game_cnt_180d_filled,0.3333
risk_cat_gift_amt_sum_180d_filled,0.0403
group_purchase_amount_ratio_180d_filled,0.0521
low_price_order_rate_180d_filled,0.0391
fail_order_rate_180d_filled,0.0335
close_order_ratio_180d_filled,0.0335
high_amount_ratio_180d_ambiguous_filled,0.0357
micro_amount_ratio_180d_filled,0.0576
high_amount_ratio_180d_filled,0.0403
fail_pay_fee_sum_all_filled,0.0312
discount_fee_sum_all_filled,0.0571
pay_fee_max_all_filled,0.0393
pay_fee_avg_all_filled,0.0513
pay_fee_min_all_filled,0.0323
pay_fee_stddev_all_filled,0.0513
pay_fee_100_1000_avg_all_filled,0.0462
discount_amount_ratio_all_filled,0.0512
c2c_amount_ratio_all_filled,0.0471
risk_biz_z_ratio_all_filled,0.0363
uplift_fail_overall_game_cnt_all_filled,0.4
lifetime_days_all_filled,0.0576
b2c_amount_ratio_all_filled,0.0441
low_price_amount_ratio_all_filled,0.0436
discount_fee_avg_all_filled,0.0579
pay_fee_cv_all_filled,0.0667
post_fee_sum_all_filled,0.0404
lifetime_virtual_order_rate_all_filled,0.0413
cat_game_amt_all_filled,0.0324
low_price_order_rate_all_filled,0.0382
group_purchase_amount_ratio_all_filled,0.052
education_amount_ratio_all_filled,0.0386
order_density_all_filled,0.0581
fail_order_cnt_all_filled,0.0312
pay_fee_gt_1000_cnt_all_filled,0.0319
pay_fee_lt_10_cnt_all_filled,0.0565
pay_fee_gt_1000_avg_all_filled,0.0533
change_price_order_rate_all_filled,0.046
lifetime_success_rate_all_filled,0.0326
virtual_amount_ratio_all_filled,0.0446
pay_fee_gt_1000_sum_all_filled,0.0319
lifetime_close_rate_all_filled,0.0326
loc_change_city_cnt_all_filled,0.0358
mid_amt_cnt_all_filled,0.0341
change_price_amount_ratio_all_filled,0.0528
lifetime_recharge_order_cnt_all_filled,0.0341
fail_pay_fee_ratio_all_filled,0.0381
fail_order_rate_all_filled,0.0312
risk_cat_leaf_game_ratio_all_filled,0.0339
risk_cat_gift_ratio_all_filled,0.0638
risk_cat_gift_amt_ratio_all_filled,0.0402
risk_cat_leaf_cami_amt_sum_all_filled,0.0312
cat_game_cnt_all_filled,0.034
risk_cat_game_ratio_all_filled,0.0665
apparel_amount_ratio_all_filled,0.0382
risk_cat_virtual_ratio_all_filled,0.0336
risk_cat_game_cnt_all_filled,0.0353
risk_cat_game_amt_sum_all_filled,0.05
risk_cat_leaf_mob_recharge_ratio_all_filled,0.0338
risk_cat_leaf_ratio_all_filled,0.0361
apparel_order_cnt_all_filled,0.0387
risk_cat_gift_amt_sum_all_filled,0.0389
risk_cat_game_amt_ratio_all_filled,0.061
lifetime_education_order_cnt_all_filled,0.032
risk_cat_leaf_cami_amt_ratio_all_filled,0.0381
risk_loc_high_risk_area_cnt_all_filled,0.0316
risk_loc_high_risk_city_cnt_all_filled,0.0324
pay_fee_100_1000_sum_all_filled,0.0344
micro_amount_ratio_all_filled,0.0565
high_amount_ratio_all_filled,0.04
