RegionName,state_abbr,CountyName,latest_rental_2br,latest_rental_4br,latest_rental_5br_plus,latest_rental_all,latest_zhvi_all,education_expenditure_per_student,average_unemployment_rate,TotalPop,Income,Poverty,Unemployment,IncomePerCap
Hollywood,FL,Broward County,1849.0,3250.0,,1950.0,297723.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Las Cruces,NM,Dona Ana County,650.0,,,1070.0,176699.0,11.770953632984327,6.537792642140468,,,,,
Edinburg,TX,Hidalgo County,750.0,,,,128942.0,11.533900382938564,5.869899665551839,839539.0,37097.0,31.8,8.1,15883.0
Conroe,TX,Montgomery County,1285.0,,,1600.0,230831.0,11.533900382938564,5.869899665551839,535187.0,74323.0,10.3,4.9,38012.0
Lansing,MI,Ingham County,800.0,,,895.0,98945.0,14.536102441168126,7.577926421404683,286185.0,49109.0,20.9,8.1,27399.0
Cary,NC,Wake County,1320.5,,,1695.0,385063.0,9.198162699140104,5.618394648829431,1023811.0,73577.0,10.1,4.9,37315.0
Paterson,NJ,Passaic County,1400.0,,,1600.0,302847.0,21.99579324764946,6.166387959866221,510563.0,63339.0,17.0,6.0,29393.0
Yuma,AZ,Yuma County,850.0,,,1150.0,171327.0,9.062420998556926,6.080769230769231,204281.0,43253.0,19.7,10.9,20600.0
Frisco,TX,Collin County,1806.5,2395.0,3000.0,2282.5,414903.0,11.533900382938564,5.869899665551839,914075.0,90124.0,6.9,4.3,41609.0
Columbia,MO,Boone County,685.0,1300.0,,1000.0,191966.0,12.21825150243283,5.644147157190635,174589.0,52005.0,18.7,4.4,28495.0
Syracuse,NY,Onondaga County,900.0,1350.0,,1200.0,98871.0,25.82558139983674,6.379096989966555,467669.0,57271.0,14.9,6.4,31436.0
Pasadena,CA,Los Angeles County,2831.5,,,2850.0,854482.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Bridgeport,CT,Fairfield County,1300.0,1750.0,,1550.0,201133.0,22.86248283262662,5.317558528428094,947328.0,89773.0,8.8,7.6,53433.0
Macon,GA,Bibb County,827.5,,,795.0,92997.0,11.234799097901956,5.696488294314381,153923.0,38183.0,26.7,10.4,23426.0
Canton,OH,Stark County,650.0,,,762.5,108623.0,14.900420934105068,6.458695652173914,374273.0,50117.0,14.0,6.7,27401.0
Newark,DE,New Castle County,1137.0,1950.0,,1600.0,251910.0,16.857719117343784,5.224581939799331,555036.0,68336.0,11.9,6.5,34541.0
Mesquite,TX,Dallas County,1147.5,1745.0,,1495.0,189434.0,11.533900382938564,5.869899665551839,2552213.0,53626.0,17.7,5.9,29810.0
Renton,WA,King County,1752.5,2697.5,,2195.0,504478.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Metairie,LA,Jefferson Parish,1050.0,,,1500.0,258946.0,12.712128024512499,6.8275919732441475,437038.0,50868.0,16.3,5.9,28839.0
Torrance,CA,Los Angeles County,2415.0,3600.0,,3250.0,858251.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Clearwater,FL,Pinellas County,1385.0,,,1750.0,228119.0,10.128295497226617,5.973411371237458,949842.0,48968.0,13.7,6.4,32120.0
Fullerton,CA,Orange County,2297.0,,,2650.0,668280.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
McAllen,TX,Hidalgo County,855.0,,,1350.0,142628.0,11.533900382938564,5.869899665551839,839539.0,37097.0,31.8,8.1,15883.0
Orange,CA,Orange County,2469.0,3400.0,,2895.0,716651.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Hampton,VA,Hampton City,1069.0,1495.0,,1195.0,174694.0,12.667988060706213,4.49180602006689,,,,,
Bellevue,WA,King County,2496.0,3247.5,3960.0,2800.0,959257.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Inglewood,CA,Los Angeles County,2175.0,,,2750.0,584553.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Kent,WA,King County,1650.0,2310.0,,1962.5,433951.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
West Valley City,UT,Salt Lake County,1138.0,,,1550.0,304710.0,8.536358074162164,4.592642140468228,1106700.0,67922.0,10.4,4.3,30134.0
Olathe,KS,Johnson County,950.0,1800.0,,1637.5,278508.0,12.24825797858923,4.51304347826087,578797.0,81121.0,5.6,3.5,43061.0
Warren,MI,Macomb County,905.0,,,1000.0,143186.0,14.536102441168126,7.577926421404683,864019.0,58175.0,11.8,6.6,29740.0
Miramar,FL,Broward County,1750.0,2675.0,,1815.0,332074.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Thornton,CO,Adams County,1584.0,,,2050.0,387352.0,11.494860777718985,5.227759197324414,487850.0,64087.0,12.2,5.1,27487.0
Abilene,TX,Taylor County,650.0,,,1095.0,136872.0,11.533900382938564,5.869899665551839,135371.0,49161.0,16.1,4.4,25419.0
Billings,MT,Yellowstone County,850.0,1400.0,,1195.0,257590.0,12.399538694574497,5.430769230769231,156332.0,57955.0,10.1,3.5,32296.0
Concord,CA,Contra Costa County,2195.0,3200.0,,2500.0,569796.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Cedar Rapids,IA,Linn County,770.0,,,950.0,145689.0,13.620642344502317,4.4458193979933105,220008.0,62702.0,9.5,3.8,32786.0
Bloomington,IN,Monroe County,1200.0,2737.5,,1350.0,219742.0,12.697927387762592,5.792642140468227,144436.0,45689.0,24.7,6.3,26738.0
Boulder,CO,Boulder County,2062.0,,,2400.0,799265.0,11.494860777718985,5.227759197324414,316782.0,75669.0,13.1,5.2,42119.0
Sterling Heights,MI,Macomb County,1172.5,,,1395.0,215963.0,14.536102441168126,7.577926421404683,864019.0,58175.0,11.8,6.6,29740.0
Saginaw,MI,Saginaw County,715.0,,,750.0,66658.0,14.536102441168126,7.577926421404683,193803.0,45034.0,17.7,8.2,25348.0
Carrollton,TX,Denton County,1505.0,,,1850.0,287545.0,11.533900382938564,5.869899665551839,781321.0,80290.0,8.4,4.5,37928.0
Coral Springs,FL,Broward County,1400.0,2725.0,,1550.0,359609.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Thousand Oaks,CA,Ventura County,2395.0,3847.5,,3300.0,745545.0,14.350461176725675,7.104013377926421,847834.0,81972.0,10.3,6.6,35771.0
Victorville,CA,San Bernardino County,1097.5,1592.5,,1500.0,265019.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Roseville,CA,Placer County,1826.5,2400.0,,2150.0,490880.0,14.350461176725675,7.104013377926421,374985.0,80488.0,8.2,5.6,39734.0
New Haven,CT,New Haven County,1300.0,1600.0,1497.5,1450.0,185236.0,22.86248283262662,5.317558528428094,862127.0,64872.0,12.1,7.7,35085.0
Hamilton,OH,Butler County,795.0,,,,176919.0,14.900420934105068,6.458695652173914,375702.0,62188.0,12.9,5.4,29745.0
Waco,TX,McLennan County,849.0,1750.0,,1150.0,135493.0,11.533900382938564,5.869899665551839,245720.0,46262.0,19.3,5.1,24273.0
Simi Valley,CA,Ventura County,2145.0,3200.0,,2845.0,595396.0,14.350461176725675,7.104013377926421,847834.0,81972.0,10.3,6.6,35771.0
Stamford,CT,Fairfield County,2790.0,3595.0,,2400.0,476550.0,22.86248283262662,5.317558528428094,947328.0,89773.0,8.8,7.6,53433.0
Pearland,TX,Brazoria County,1440.0,,,1850.0,272750.0,11.533900382938564,5.869899665551839,345995.0,76426.0,9.9,4.9,32343.0
Elizabeth,NJ,Union County,1550.0,,,,306472.0,21.99579324764946,6.166387959866221,557320.0,73376.0,10.3,7.4,38163.0
Denton,TX,Denton County,1110.5,1850.0,,1650.0,245642.0,11.533900382938564,5.869899665551839,781321.0,80290.0,8.4,4.5,37928.0
Santa Fe,NM,Santa Fe County,1492.5,,,1950.0,401724.0,11.770953632984327,6.537792642140468,147514.0,57945.0,14.4,5.5,35801.0
Springfield,IL,Sangamon County,685.0,,,900.0,121327.0,16.20558551486987,6.722909698996656,198134.0,58687.0,15.6,6.9,33277.0
Allentown,PA,Lehigh County,1232.5,,,1300.0,145010.0,19.76181313283221,6.223745819397994,360774.0,60116.0,13.3,7.0,30988.0
Lake Charles,LA,Calcasieu Parish,1000.0,,,1150.0,178714.0,12.712128024512499,6.8275919732441475,198753.0,48219.0,16.8,6.6,26569.0
Flint,MI,Genesee County,650.0,,,695.0,24060.0,14.536102441168126,7.577926421404683,410881.0,45231.0,20.0,10.8,25180.0
Frederick,MD,Frederick County,1322.0,,,1750.0,314864.0,16.389202180173704,5.0481605351170575,246105.0,88502.0,7.2,5.1,39566.0
Hartford,CT,Hartford County,1100.0,,,1100.0,115739.0,22.86248283262662,5.317558528428094,897417.0,69936.0,11.2,7.4,37817.0
Murrieta,CA,Riverside County,1720.0,2400.0,2550.0,2200.0,452873.0,14.350461176725675,7.104013377926421,2355002.0,60807.0,15.6,9.9,25700.0
Temecula,CA,Riverside County,1817.5,2450.0,2800.0,2250.0,493091.0,14.350461176725675,7.104013377926421,2355002.0,60807.0,15.6,9.9,25700.0
Hemet,CA,Riverside County,1200.0,,,1495.0,281245.0,14.350461176725675,7.104013377926421,2355002.0,60807.0,15.6,9.9,25700.0
Joliet,IL,Will County,999.0,,,1395.0,175617.0,16.20558551486987,6.722909698996656,687727.0,80782.0,7.4,6.0,33731.0
Vallejo,CA,Solano County,1885.0,2530.0,,2195.0,428876.0,14.350461176725675,7.104013377926421,434981.0,72950.0,11.5,8.5,31934.0
Santa Clara,CA,Santa Clara County,3151.5,,,3350.0,1279449.0,14.350461176725675,7.104013377926421,1911226.0,106761.0,8.6,5.7,48689.0
Town Of Amherst,NY,Erie County,1487.5,,,1550.0,243811.0,25.82558139983674,6.379096989966555,923995.0,54006.0,14.9,5.5,31083.0
Athens,GA,Clarke County,997.5,,,,199531.0,11.234799097901956,5.696488294314381,123554.0,34557.0,34.1,7.6,21203.0
Falls Church,VA,Fairfax County,2100.0,2995.0,,2495.0,604779.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
Norman,OK,Cleveland County,795.0,1675.0,,1100.0,171780.0,9.072438564338555,4.826923076923077,274024.0,60632.0,12.6,4.8,29231.0
Wilmington,DE,New Castle County,1300.0,,,1250.0,209613.0,16.857719117343784,5.224581939799331,555036.0,68336.0,11.9,6.5,34541.0
Nampa,ID,Canyon County,995.0,,,1300.0,252227.0,8.24630979192211,5.64799331103679,207027.0,46426.0,17.1,7.3,19765.0
Berkeley,CA,Alameda County,3030.0,,,3600.0,1304533.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
Westminster,CO,Adams County,1744.5,,,2075.0,396383.0,11.494860777718985,5.227759197324414,487850.0,64087.0,12.2,5.1,27487.0
Rochester,MN,Olmsted County,1125.0,,,1300.0,244883.0,15.023152114818709,4.66438127090301,151685.0,72337.0,9.1,4.3,37956.0
Stone Mountain,GA,Dekalb County,996.0,1422.0,,1336.5,174583.0,11.234799097901956,5.696488294314381,,,,,
Vista,CA,San Diego County,1928.0,,,2400.0,553655.0,14.350461176725675,7.104013377926421,3283665.0,70588.0,13.3,7.1,34350.0
Richmond,CA,Contra Costa County,2500.0,,,2600.0,583897.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Arvada,CO,Jefferson County,1775.0,,,2200.0,450570.0,11.494860777718985,5.227759197324414,564029.0,75170.0,7.8,4.3,40187.0
Charlottesville,VA,Albemarle County,1400.0,,,1695.0,336897.0,12.667988060706213,4.49180602006689,105105.0,72265.0,9.8,3.2,39273.0
Independence,MO,Jackson County,790.0,,,975.0,129659.0,12.21825150243283,5.644147157190635,688554.0,50652.0,15.9,5.7,28965.0
Tuscaloosa,AL,Tuscaloosa County,915.0,,,,165018.0,10.206964658096622,6.607525083612041,204424.0,50513.0,17.3,6.7,24895.0
Provo,UT,Utah County,950.0,,,,313555.0,8.536358074162164,4.592642140468228,576496.0,67042.0,11.8,4.3,23207.0
New Port Richey,FL,Pasco County,988.0,,,1325.0,179698.0,10.128295497226617,5.973411371237458,498136.0,48289.0,13.6,7.0,26624.0
Bellingham,WA,Whatcom County,1450.0,,,1800.0,462324.0,13.805107691796751,6.628260869565217,212738.0,56419.0,15.3,6.8,29186.0
Melbourne,FL,Brevard County,1300.0,,,1500.0,233149.0,10.128295497226617,5.973411371237458,568183.0,51536.0,13.4,7.6,29405.0
Costa Mesa,CA,Orange County,2468.0,,,3250.0,843427.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Sparks,NV,Washoe County,1599.0,2095.0,,1795.0,362840.0,10.150934167830933,6.595819397993312,445551.0,58595.0,13.3,6.8,31879.0
Bend,OR,Deschutes County,1645.0,,,1850.0,465383.0,12.917769550650236,6.677090301003345,175321.0,59152.0,12.1,5.5,31575.0
College Station,TX,Brazos County,800.0,1900.0,,1599.5,247319.0,11.533900382938564,5.869899665551839,214231.0,43907.0,26.0,4.7,25337.0
Chico,CA,Butte County,1200.0,,,,404801.0,14.350461176725675,7.104013377926421,225207.0,46516.0,20.5,9.1,26304.0
Downey,CA,Los Angeles County,1925.0,,,2625.0,590684.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Ventura,CA,Ventura County,2197.5,,,2700.0,611965.0,14.350461176725675,7.104013377926421,847834.0,81972.0,10.3,6.6,35771.0
North Charleston,SC,Charleston County,1224.0,,,1400.0,186986.0,12.32533363827154,6.0882943143812716,387847.0,57882.0,15.3,5.3,35587.0
Lewisville,TX,Denton County,1551.0,,,1900.0,277387.0,11.533900382938564,5.869899665551839,781321.0,80290.0,8.4,4.5,37928.0
West Covina,CA,Los Angeles County,2083.5,,,2470.0,578887.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Rock Hill,SC,York County,1149.0,,,1125.0,188281.0,12.32533363827154,6.0882943143812716,251664.0,59394.0,12.3,6.6,30387.0
Bowling Green,KY,Warren County,795.0,,,1037.0,183922.0,11.284202552298817,6.434280936454849,123824.0,49508.0,18.0,5.6,25840.0
Yakima,WA,Yakima County,875.0,,,1300.0,238430.0,13.805107691796751,6.628260869565217,248279.0,47470.0,19.0,7.5,21510.0
Redding,CA,Shasta County,900.0,,,1550.0,293082.0,14.350461176725675,7.104013377926421,178919.0,47258.0,18.1,6.8,26455.0
Manchester,NH,Hillsborough County,1455.0,,,1522.5,257279.0,17.533603811177525,4.131438127090301,406371.0,75777.0,8.6,4.8,37622.0
Saint Augustine,FL,Saint Johns County,1565.0,1995.0,,1750.0,288223.0,10.128295497226617,5.973411371237458,,,,,
Delray Beach,FL,Palm Beach County,1800.0,,,1800.0,228972.0,10.128295497226617,5.973411371237458,1426772.0,57256.0,13.4,7.4,36303.0
Lowell,MA,Middlesex County,1500.0,2000.0,,1644.0,305893.0,18.983879986406507,5.452842809364549,1582857.0,92878.0,8.2,4.8,47616.0
Waterbury,CT,New Haven County,950.0,,900.0,1100.0,128912.0,22.86248283262662,5.317558528428094,862127.0,64872.0,12.1,7.7,35085.0
West Palm Beach,FL,Palm Beach County,1599.0,2350.0,,1750.0,254353.0,10.128295497226617,5.973411371237458,1426772.0,57256.0,13.4,7.4,36303.0
Carlsbad,CA,San Diego County,2395.0,3897.5,,3125.0,887517.0,14.350461176725675,7.104013377926421,3283665.0,70588.0,13.3,7.1,34350.0
Santa Barbara,CA,Santa Barbara County,3300.0,,,4600.0,1120951.0,14.350461176725675,7.104013377926421,442996.0,68023.0,15.4,6.6,32872.0
Laurel,MD,Prince Georges County,1622.0,,,1850.0,341232.0,16.389202180173704,5.0481605351170575,,,,,
Cambridge,MA,Middlesex County,3136.0,4000.0,,2995.0,855395.0,18.983879986406507,5.452842809364549,1582857.0,92878.0,8.2,4.8,47616.0
Fargo,ND,Cass County,747.5,,,1350.0,229150.0,16.503810525538825,3.6538461538461537,170620.0,58026.0,11.2,2.7,34193.0
Greenville,NC,Pitt County,825.0,,,1100.0,140509.0,9.198162699140104,5.618394648829431,176484.0,43526.0,24.3,10.1,25462.0
Manassas,VA,Prince William County,1754.5,,,1750.0,391352.0,12.667988060706213,4.49180602006689,450763.0,101059.0,7.0,5.0,38225.0
Hillsboro,OR,Washington County,1599.0,2000.0,,1895.0,395884.0,12.917769550650236,6.677090301003345,572071.0,74033.0,10.3,5.6,35369.0
Palm Bay,FL,Brevard County,1185.0,,,1375.0,187184.0,10.128295497226617,5.973411371237458,568183.0,51536.0,13.4,7.6,29405.0
Richardson,TX,Dallas County,1830.0,2200.0,,1950.0,315585.0,11.533900382938564,5.869899665551839,2552213.0,53626.0,17.7,5.9,29810.0
West Chester,PA,Chester County,1523.5,,,1900.0,428018.0,19.76181313283221,6.223745819397994,514652.0,92417.0,6.9,4.8,46256.0
Peoria,IL,Peoria County,725.0,,,750.0,87377.0,16.20558551486987,6.722909698996656,186145.0,53063.0,15.9,8.3,29683.0
Centennial,CO,Arapahoe County,1850.0,,,2297.5,486648.0,11.494860777718985,5.227759197324414,626612.0,69553.0,9.9,5.2,36951.0
Antioch,CA,Contra Costa County,1900.0,2517.5,,2395.0,493400.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Springfield,VA,Fairfax County,1800.0,2700.0,,2300.0,533699.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
Fairfield,CA,Solano County,1842.5,2525.0,,2300.0,466822.0,14.350461176725675,7.104013377926421,434981.0,72950.0,11.5,8.5,31934.0
Davenport,IA,Scott County,795.0,,,995.0,133459.0,13.620642344502317,4.4458193979933105,171493.0,57681.0,12.3,4.2,30798.0
Lehigh Acres,FL,Lee County,1000.0,,,1250.0,179325.0,10.128295497226617,5.973411371237458,700165.0,52052.0,14.9,7.1,30233.0
Everett,WA,Snohomish County,1460.0,,,1900.0,441101.0,13.805107691796751,6.628260869565217,771904.0,78020.0,8.8,5.4,35737.0
Wichita Falls,TX,Wichita County,700.0,,,847.5,102707.0,11.533900382938564,5.869899665551839,131778.0,45776.0,18.9,4.8,23263.0
Erie,PA,Erie County,700.0,,,950.0,86586.0,19.76181313283221,6.223745819397994,277794.0,48192.0,16.8,6.5,26361.0
Pompano Beach,FL,Broward County,2000.0,,,1700.0,232750.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
San Leandro,CA,Alameda County,2300.0,,,2950.0,670765.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
Riverview,FL,Hillsborough County,1374.0,1745.0,,1635.0,240868.0,10.128295497226617,5.973411371237458,1351087.0,53742.0,15.7,6.8,29806.0
Burbank,CA,Los Angeles County,2550.0,,,3400.0,845189.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Burbank,CA,Los Angeles County,2550.0,,,3400.0,948515.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Vacaville,CA,Solano County,1934.0,,,2297.5,464918.0,14.350461176725675,7.104013377926421,434981.0,72950.0,11.5,8.5,31934.0
Albany,NY,Albany County,1200.0,,,1550.0,187875.0,25.82558139983674,6.379096989966555,308580.0,62293.0,12.4,5.3,35278.0
Longview,TX,Gregg County,750.0,,,1197.5,169180.0,11.533900382938564,5.869899665551839,123402.0,47970.0,17.6,4.8,25144.0
San Mateo,CA,San Mateo County,3614.5,,,4197.5,1425223.0,14.350461176725675,7.104013377926421,763450.0,105667.0,7.3,4.7,53516.0
Edison,NJ,Middlesex County,1797.5,,,2100.0,383940.0,21.99579324764946,6.166387959866221,837288.0,83133.0,8.6,6.4,36558.0
Franklin,TN,Williamson County,1729.0,,,2400.0,502907.0,9.592381400329241,6.0605351170568555,212161.0,103543.0,4.6,3.6,48482.0
Merced,CA,Merced County,1037.5,1662.5,,1500.0,257167.0,14.350461176725675,7.104013377926421,267390.0,46338.0,23.3,14.6,20120.0
Jacksonville,NC,Onslow County,757.0,,,950.0,154137.0,9.198162699140104,5.618394648829431,192685.0,48162.0,14.1,10.6,23141.0
Santa Cruz,CA,Santa Cruz County,2725.0,,,3345.0,943054.0,14.350461176725675,7.104013377926421,273263.0,73663.0,14.7,6.7,36388.0
Lexington,SC,Lexington County,1109.0,,,1325.0,199409.0,12.32533363827154,6.0882943143812716,281870.0,57482.0,12.8,6.0,29311.0
Kennesaw,GA,Cobb County,1429.5,1825.0,,1575.0,255259.0,11.234799097901956,5.696488294314381,739072.0,72004.0,10.9,6.0,36587.0
Daly City,CA,San Mateo County,3100.0,,,3500.0,1037385.0,14.350461176725675,7.104013377926421,763450.0,105667.0,7.3,4.7,53516.0
Davie,FL,Broward County,1595.0,2862.5,,1795.0,345758.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Meridian,ID,Ada County,1045.0,1872.5,,1650.0,349603.0,8.24630979192211,5.64799331103679,435117.0,60151.0,11.8,4.3,31642.0
Lawrence,KS,Douglas County,732.0,,,1252.0,219623.0,12.24825797858923,4.51304347826087,117806.0,54370.0,18.7,4.7,29438.0
Napa,CA,Napa County,2920.0,,,3100.0,691401.0,14.350461176725675,7.104013377926421,141005.0,79637.0,8.2,5.4,40632.0
Highlands Ranch,CO,Douglas County,1850.0,,,2300.0,530818.0,11.494860777718985,5.227759197324414,320940.0,111154.0,3.6,3.3,48725.0
Lynchburg,VA,Lynchburg City,725.0,,,885.0,157147.0,12.667988060706213,4.49180602006689,,,,,
League City,TX,Galveston County,1262.0,,,1800.0,274689.0,11.533900382938564,5.869899665551839,321184.0,65702.0,13.9,6.5,33870.0
Mission Viejo,CA,Orange County,2371.0,3500.0,,2995.0,750137.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
High Point,NC,Guilford County,700.0,,,1250.0,144758.0,9.198162699140104,5.618394648829431,517197.0,49253.0,16.7,6.6,28582.0
Lithonia,GA,Dekalb County,1142.5,1447.0,,1299.0,156647.0,11.234799097901956,5.696488294314381,,,,,
Livermore,CA,Alameda County,2380.0,,,3085.0,792715.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
Spring Hill,FL,Hernando County,995.0,,,1399.0,180979.0,10.128295497226617,5.973411371237458,179144.0,44324.0,14.3,8.8,23495.0
Federal Way,WA,King County,1550.0,,,2000.0,401027.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Rio Rancho,NM,Sandoval County,961.0,,,1300.0,204229.0,11.770953632984327,6.537792642140468,138815.0,60345.0,14.7,8.0,27406.0
Champaign,IL,Champaign County,900.0,,,1075.0,145032.0,16.20558551486987,6.722909698996656,207946.0,49586.0,21.4,5.2,28463.0
Albany,GA,Dougherty County,525.0,,,800.0,89696.0,11.234799097901956,5.696488294314381,91522.0,34541.0,30.5,15.8,20292.0
Portsmouth,VA,Portsmouth City,925.0,,,1195.0,169506.0,12.667988060706213,4.49180602006689,,,,,
Dearborn,MI,Wayne County,1441.5,,,1300.0,153588.0,14.536102441168126,7.577926421404683,1763822.0,43702.0,23.7,11.6,24847.0
Hawthorne,CA,Los Angeles County,1895.0,,,3295.0,662764.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Johnson City,TN,Washington County,710.0,,,1100.0,164045.0,9.592381400329241,6.0605351170568555,126437.0,44180.0,16.5,5.3,27334.0
Idaho Falls,ID,Bonneville County,695.0,,,,233708.0,8.24630979192211,5.64799331103679,110404.0,54150.0,11.9,3.8,25706.0
Woodstock,GA,Cherokee County,1425.0,1825.0,,1650.0,281220.0,11.234799097901956,5.696488294314381,235896.0,75477.0,9.4,4.9,33466.0
Brockton,MA,Plymouth County,1590.0,,,,316673.0,18.983879986406507,5.452842809364549,509114.0,82081.0,8.0,6.0,39247.0
Asheville,NC,Buncombe County,1280.0,,,1600.0,304167.0,9.198162699140104,5.618394648829431,252268.0,48464.0,13.2,4.7,29590.0
Midlothian,VA,Chesterfield County,1297.5,,,1600.0,311076.0,12.667988060706213,4.49180602006689,335594.0,76969.0,7.2,5.6,35370.0
Annapolis,MD,Anne Arundel County,1765.0,,,2200.0,445369.0,16.389202180173704,5.0481605351170575,564600.0,94502.0,6.1,5.2,43258.0
New Braunfels,TX,Comal County,1526.0,,,1600.0,275519.0,11.533900382938564,5.869899665551839,129100.0,73655.0,9.2,3.8,35841.0
Terre Haute,IN,Vigo County,700.0,,,715.0,99347.0,12.697927387762592,5.792642140468227,107723.0,42030.0,19.9,7.9,22932.0
Ashburn,VA,Loudoun County,1860.0,2775.0,,2299.5,586312.0,12.667988060706213,4.49180602006689,374558.0,129588.0,3.7,3.8,50456.0
Sterling,VA,Loudoun County,1799.5,,,2200.0,455481.0,12.667988060706213,4.49180602006689,374558.0,129588.0,3.7,3.8,50456.0
Auburn,WA,King County,1571.5,,,2050.0,408810.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Muncie,IN,Delaware County,650.0,,,850.0,84777.0,12.697927387762592,5.792642140468227,115938.0,41208.0,21.2,7.9,23271.0
Apopka,FL,Orange County,1397.5,1897.5,,1675.0,255427.0,10.128295497226617,5.973411371237458,1290216.0,51586.0,16.7,6.8,27394.0
Allen,TX,Collin County,1505.0,2177.5,,1895.0,333333.0,11.533900382938564,5.869899665551839,914075.0,90124.0,6.9,4.3,41609.0
Kalamazoo,MI,Kalamazoo County,875.0,1200.0,,1200.0,124161.0,14.536102441168126,7.577926421404683,259830.0,51945.0,16.7,6.6,29258.0
Santa Monica,CA,Los Angeles County,4146.0,,,5000.0,1677699.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Plantation,FL,Broward County,1644.0,2805.0,,1700.0,339613.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Reading,PA,Berks County,750.0,,,795.0,68432.0,19.76181313283221,6.223745819397994,415500.0,59580.0,13.6,7.3,29041.0
Loveland,CO,Larimer County,1562.0,,,1750.0,374902.0,11.494860777718985,5.227759197324414,330976.0,64980.0,12.4,5.3,34087.0
Cheyenne,WY,Laramie County,850.0,,,1250.0,287466.0,21.634190729121478,4.754013377926421,97031.0,62879.0,10.4,5.3,31554.0
Fort Smith,AR,Sebastian County,650.0,,,825.0,109852.0,11.271442494109692,6.027257525083613,127362.0,40932.0,22.5,5.6,23916.0
Lawton,OK,Comanche County,600.0,1094.0,,750.0,82609.0,9.072438564338555,4.826923076923077,123066.0,49569.0,16.7,8.8,25186.0
Roswell,GA,Fulton County,1488.0,2200.0,,1997.5,420341.0,11.234799097901956,5.696488294314381,1010420.0,61336.0,16.0,7.7,41041.0
Orem,UT,Utah County,1199.5,,,1275.0,331066.0,8.536358074162164,4.592642140468228,576496.0,67042.0,11.8,4.3,23207.0
Missoula,MT,Missoula County,995.0,,,1395.0,340645.0,12.399538694574497,5.430769230769231,114231.0,49412.0,15.9,6.0,29681.0
Miami Beach,FL,Miami-Dade County,2850.0,10500.0,,2300.0,392564.0,10.128295497226617,5.973411371237458,2702602.0,46338.0,19.0,7.4,25481.0
Sunrise,FL,Broward County,1575.0,,,1750.0,239823.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Lynn,MA,Essex County,1800.0,,,1800.0,387181.0,18.983879986406507,5.452842809364549,775860.0,73533.0,10.9,6.0,38604.0
Lees Summit,MO,Jackson County,1100.0,,,1325.0,256037.0,12.21825150243283,5.644147157190635,688554.0,50652.0,15.9,5.7,28965.0
