month_year,geo_category,attraction_type,monthly_visits,gdp_per_capita,visa_free_score
2017-09-01,Indonesia_Attractions,Beaches,239.0,3200.0,74
2017-09-01,Indonesia_Attractions,Flea & Street Markets,25.0,3200.0,74
2017-09-01,Indonesia_Attractions,Historic Sites,8.0,3200.0,74
2017-09-01,Indonesia_Attractions,History Museums,14.0,3200.0,74
2017-09-01,Indonesia_Attractions,National Parks,15.0,3200.0,74
2017-09-01,Indonesia_Attractions,Nature & Wildlife Areas,67.0,3200.0,74
2017-09-01,Indonesia_Attractions,Points of Interest & Landmarks,40.0,3200.0,74
2017-09-01,Indonesia_Attractions,Religious Sites,67.0,3200.0,74
2017-09-01,Indonesia_Attractions,Volcanos,42.0,3200.0,74
2017-09-01,Indonesia_Attractions,Water Parks,8.0,3200.0,74
2017-09-01,Indonesia_Attractions,Waterfalls,59.0,3200.0,74
2017-10-01,Indonesia_Attractions,Ancient Ruins,11.0,3200.0,74
2017-10-01,Indonesia_Attractions,Ballets,9.0,3200.0,74
2017-10-01,Indonesia_Attractions,Beaches,208.0,3200.0,74
2017-10-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2017-10-01,Indonesia_Attractions,Flea & Street Markets,19.0,3200.0,74
2017-10-01,Indonesia_Attractions,Historic Sites,12.0,3200.0,74
2017-10-01,Indonesia_Attractions,History Museums,18.0,3200.0,74
2017-10-01,Indonesia_Attractions,National Parks,7.0,3200.0,74
2017-10-01,Indonesia_Attractions,Nature & Wildlife Areas,89.0,3200.0,74
2017-10-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2017-10-01,Indonesia_Attractions,Points of Interest & Landmarks,81.0,3200.0,74
2017-10-01,Indonesia_Attractions,Religious Sites,57.0,3200.0,74
2017-10-01,Indonesia_Attractions,Volcanos,34.0,3200.0,74
2017-10-01,Indonesia_Attractions,Water Parks,2.0,3200.0,74
2017-10-01,Indonesia_Attractions,Waterfalls,40.0,3200.0,74
2017-11-01,Indonesia_Attractions,Ancient Ruins,13.0,3200.0,74
2017-11-01,Indonesia_Attractions,Ballets,5.0,3200.0,74
2017-11-01,Indonesia_Attractions,Beaches,161.0,3200.0,74
2017-11-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2017-11-01,Indonesia_Attractions,Flea & Street Markets,34.0,3200.0,74
2017-11-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2017-11-01,Indonesia_Attractions,History Museums,9.0,3200.0,74
2017-11-01,Indonesia_Attractions,National Parks,3.0,3200.0,74
2017-11-01,Indonesia_Attractions,Nature & Wildlife Areas,182.0,3200.0,74
2017-11-01,Indonesia_Attractions,Points of Interest & Landmarks,66.0,3200.0,74
2017-11-01,Indonesia_Attractions,Religious Sites,49.0,3200.0,74
2017-11-01,Indonesia_Attractions,Volcanos,40.0,3200.0,74
2017-11-01,Indonesia_Attractions,Water Parks,3.0,3200.0,74
2017-11-01,Indonesia_Attractions,Waterfalls,54.0,3200.0,74
2017-12-01,Indonesia_Attractions,Ancient Ruins,23.0,3200.0,74
2017-12-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2017-12-01,Indonesia_Attractions,Beaches,146.0,3200.0,74
2017-12-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2017-12-01,Indonesia_Attractions,Flea & Street Markets,21.0,3200.0,74
2017-12-01,Indonesia_Attractions,Historic Sites,7.0,3200.0,74
2017-12-01,Indonesia_Attractions,History Museums,21.0,3200.0,74
2017-12-01,Indonesia_Attractions,National Parks,14.0,3200.0,74
2017-12-01,Indonesia_Attractions,Nature & Wildlife Areas,153.0,3200.0,74
2017-12-01,Indonesia_Attractions,Neighborhoods,2.0,3200.0,74
2017-12-01,Indonesia_Attractions,Points of Interest & Landmarks,78.0,3200.0,74
2017-12-01,Indonesia_Attractions,Religious Sites,40.0,3200.0,74
2017-12-01,Indonesia_Attractions,Volcanos,46.0,3200.0,74
2017-12-01,Indonesia_Attractions,Water Parks,1.0,3200.0,74
2017-12-01,Indonesia_Attractions,Waterfalls,40.0,3200.0,74
2018-01-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-01-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2018-01-01,Indonesia_Attractions,Beaches,193.0,3200.0,74
2018-01-01,Indonesia_Attractions,Caverns & Caves,6.0,3200.0,74
2018-01-01,Indonesia_Attractions,Flea & Street Markets,21.0,3200.0,74
2018-01-01,Indonesia_Attractions,Historic Sites,14.0,3200.0,74
2018-01-01,Indonesia_Attractions,History Museums,8.0,3200.0,74
2018-01-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2018-01-01,Indonesia_Attractions,Nature & Wildlife Areas,181.0,3200.0,74
2018-01-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2018-01-01,Indonesia_Attractions,Points of Interest & Landmarks,84.0,3200.0,74
2018-01-01,Indonesia_Attractions,Religious Sites,35.0,3200.0,74
2018-01-01,Indonesia_Attractions,Volcanos,17.0,3200.0,74
2018-01-01,Indonesia_Attractions,Water Parks,2.0,3200.0,74
2018-01-01,Indonesia_Attractions,Waterfalls,42.0,3200.0,74
2018-02-01,Indonesia_Attractions,Ancient Ruins,6.0,3200.0,74
2018-02-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2018-02-01,Indonesia_Attractions,Beaches,177.0,3200.0,74
2018-02-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2018-02-01,Indonesia_Attractions,Flea & Street Markets,46.0,3200.0,74
2018-02-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2018-02-01,Indonesia_Attractions,History Museums,9.0,3200.0,74
2018-02-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2018-02-01,Indonesia_Attractions,Nature & Wildlife Areas,158.0,3200.0,74
2018-02-01,Indonesia_Attractions,Neighborhoods,3.0,3200.0,74
2018-02-01,Indonesia_Attractions,Points of Interest & Landmarks,67.0,3200.0,74
2018-02-01,Indonesia_Attractions,Religious Sites,48.0,3200.0,74
2018-02-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2018-02-01,Indonesia_Attractions,Water Parks,1.0,3200.0,74
2018-02-01,Indonesia_Attractions,Waterfalls,33.0,3200.0,74
2018-03-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-03-01,Indonesia_Attractions,Ballets,6.0,3200.0,74
2018-03-01,Indonesia_Attractions,Beaches,156.0,3200.0,74
2018-03-01,Indonesia_Attractions,Caverns & Caves,8.0,3200.0,74
2018-03-01,Indonesia_Attractions,Flea & Street Markets,13.0,3200.0,74
2018-03-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2018-03-01,Indonesia_Attractions,History Museums,18.0,3200.0,74
2018-03-01,Indonesia_Attractions,National Parks,6.0,3200.0,74
2018-03-01,Indonesia_Attractions,Nature & Wildlife Areas,177.0,3200.0,74
2018-03-01,Indonesia_Attractions,Points of Interest & Landmarks,102.0,3200.0,74
2018-03-01,Indonesia_Attractions,Religious Sites,40.0,3200.0,74
2018-03-01,Indonesia_Attractions,Volcanos,53.0,3200.0,74
2018-03-01,Indonesia_Attractions,Water Parks,3.0,3200.0,74
2018-03-01,Indonesia_Attractions,Waterfalls,43.0,3200.0,74
2018-04-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-04-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2018-04-01,Indonesia_Attractions,Beaches,207.0,3200.0,74
2018-04-01,Indonesia_Attractions,Caverns & Caves,4.0,3200.0,74
2018-04-01,Indonesia_Attractions,Flea & Street Markets,29.0,3200.0,74
2018-04-01,Indonesia_Attractions,Historic Sites,6.0,3200.0,74
2018-04-01,Indonesia_Attractions,History Museums,14.0,3200.0,74
2018-04-01,Indonesia_Attractions,National Parks,11.0,3200.0,74
2018-04-01,Indonesia_Attractions,Nature & Wildlife Areas,246.0,3200.0,74
2018-04-01,Indonesia_Attractions,Neighborhoods,4.0,3200.0,74
2018-04-01,Indonesia_Attractions,Points of Interest & Landmarks,135.0,3200.0,74
2018-04-01,Indonesia_Attractions,Religious Sites,37.0,3200.0,74
2018-04-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2018-04-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2018-04-01,Indonesia_Attractions,Volcanos,46.0,3200.0,74
2018-04-01,Indonesia_Attractions,Water Parks,1.0,3200.0,74
2018-04-01,Indonesia_Attractions,Waterfalls,52.0,3200.0,74
2018-05-01,Indonesia_Attractions,Ancient Ruins,7.0,3200.0,74
2018-05-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2018-05-01,Indonesia_Attractions,Beaches,206.0,3200.0,74
2018-05-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2018-05-01,Indonesia_Attractions,Flea & Street Markets,42.0,3200.0,74
2018-05-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2018-05-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2018-05-01,Indonesia_Attractions,National Parks,9.0,3200.0,74
2018-05-01,Indonesia_Attractions,Nature & Wildlife Areas,238.0,3200.0,74
2018-05-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2018-05-01,Indonesia_Attractions,Points of Interest & Landmarks,113.0,3200.0,74
2018-05-01,Indonesia_Attractions,Religious Sites,24.0,3200.0,74
2018-05-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2018-05-01,Indonesia_Attractions,Volcanos,23.0,3200.0,74
2018-05-01,Indonesia_Attractions,Water Parks,3.0,3200.0,74
2018-05-01,Indonesia_Attractions,Waterfalls,52.0,3200.0,74
2018-06-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2018-06-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2018-06-01,Indonesia_Attractions,Beaches,164.0,3200.0,74
2018-06-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2018-06-01,Indonesia_Attractions,Flea & Street Markets,43.0,3200.0,74
2018-06-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2018-06-01,Indonesia_Attractions,History Museums,3.0,3200.0,74
2018-06-01,Indonesia_Attractions,National Parks,10.0,3200.0,74
2018-06-01,Indonesia_Attractions,Nature & Wildlife Areas,229.0,3200.0,74
2018-06-01,Indonesia_Attractions,Points of Interest & Landmarks,103.0,3200.0,74
2018-06-01,Indonesia_Attractions,Religious Sites,26.0,3200.0,74
2018-06-01,Indonesia_Attractions,Volcanos,23.0,3200.0,74
2018-06-01,Indonesia_Attractions,Water Parks,4.0,3200.0,74
2018-06-01,Indonesia_Attractions,Waterfalls,42.0,3200.0,74
2018-07-01,Indonesia_Attractions,Ancient Ruins,7.0,3200.0,74
2018-07-01,Indonesia_Attractions,Ballets,5.0,3200.0,74
2018-07-01,Indonesia_Attractions,Beaches,175.0,3200.0,74
2018-07-01,Indonesia_Attractions,Flea & Street Markets,17.0,3200.0,74
2018-07-01,Indonesia_Attractions,Historic Sites,14.0,3200.0,74
2018-07-01,Indonesia_Attractions,History Museums,8.0,3200.0,74
2018-07-01,Indonesia_Attractions,National Parks,10.0,3200.0,74
2018-07-01,Indonesia_Attractions,Nature & Wildlife Areas,240.0,3200.0,74
2018-07-01,Indonesia_Attractions,Points of Interest & Landmarks,104.0,3200.0,74
2018-07-01,Indonesia_Attractions,Religious Sites,31.0,3200.0,74
2018-07-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2018-07-01,Indonesia_Attractions,Water Parks,7.0,3200.0,74
2018-07-01,Indonesia_Attractions,Waterfalls,58.0,3200.0,74
2018-08-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-08-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2018-08-01,Indonesia_Attractions,Beaches,117.0,3200.0,74
2018-08-01,Indonesia_Attractions,Flea & Street Markets,42.0,3200.0,74
2018-08-01,Indonesia_Attractions,Historic Sites,7.0,3200.0,74
2018-08-01,Indonesia_Attractions,History Museums,13.0,3200.0,74
2018-08-01,Indonesia_Attractions,National Parks,15.0,3200.0,74
2018-08-01,Indonesia_Attractions,Nature & Wildlife Areas,217.0,3200.0,74
2018-08-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2018-08-01,Indonesia_Attractions,Points of Interest & Landmarks,114.0,3200.0,74
2018-08-01,Indonesia_Attractions,Religious Sites,23.0,3200.0,74
2018-08-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2018-08-01,Indonesia_Attractions,Volcanos,20.0,3200.0,74
2018-08-01,Indonesia_Attractions,Water Parks,8.0,3200.0,74
2018-08-01,Indonesia_Attractions,Waterfalls,54.0,3200.0,74
2018-09-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-09-01,Indonesia_Attractions,Ballets,7.0,3200.0,74
2018-09-01,Indonesia_Attractions,Beaches,110.0,3200.0,74
2018-09-01,Indonesia_Attractions,Flea & Street Markets,24.0,3200.0,74
2018-09-01,Indonesia_Attractions,Historic Sites,10.0,3200.0,74
2018-09-01,Indonesia_Attractions,History Museums,9.0,3200.0,74
2018-09-01,Indonesia_Attractions,National Parks,12.0,3200.0,74
2018-09-01,Indonesia_Attractions,Nature & Wildlife Areas,198.0,3200.0,74
2018-09-01,Indonesia_Attractions,Neighborhoods,2.0,3200.0,74
2018-09-01,Indonesia_Attractions,Points of Interest & Landmarks,116.0,3200.0,74
2018-09-01,Indonesia_Attractions,Religious Sites,27.0,3200.0,74
2018-09-01,Indonesia_Attractions,Volcanos,34.0,3200.0,74
2018-09-01,Indonesia_Attractions,Water Parks,4.0,3200.0,74
2018-09-01,Indonesia_Attractions,Waterfalls,52.0,3200.0,74
2018-10-01,Indonesia_Attractions,Ancient Ruins,7.0,3200.0,74
2018-10-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2018-10-01,Indonesia_Attractions,Beaches,113.0,3200.0,74
2018-10-01,Indonesia_Attractions,Caverns & Caves,4.0,3200.0,74
2018-10-01,Indonesia_Attractions,Flea & Street Markets,17.0,3200.0,74
2018-10-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2018-10-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2018-10-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2018-10-01,Indonesia_Attractions,Nature & Wildlife Areas,204.0,3200.0,74
2018-10-01,Indonesia_Attractions,Neighborhoods,3.0,3200.0,74
2018-10-01,Indonesia_Attractions,Points of Interest & Landmarks,119.0,3200.0,74
2018-10-01,Indonesia_Attractions,Religious Sites,14.0,3200.0,74
2018-10-01,Indonesia_Attractions,Volcanos,17.0,3200.0,74
2018-10-01,Indonesia_Attractions,Water Parks,4.0,3200.0,74
2018-10-01,Indonesia_Attractions,Waterfalls,45.0,3200.0,74
2018-11-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2018-11-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2018-11-01,Indonesia_Attractions,Beaches,78.0,3200.0,74
2018-11-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2018-11-01,Indonesia_Attractions,Flea & Street Markets,16.0,3200.0,74
2018-11-01,Indonesia_Attractions,Historic Sites,1.0,3200.0,74
2018-11-01,Indonesia_Attractions,History Museums,11.0,3200.0,74
2018-11-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2018-11-01,Indonesia_Attractions,Nature & Wildlife Areas,142.0,3200.0,74
2018-11-01,Indonesia_Attractions,Points of Interest & Landmarks,83.0,3200.0,74
2018-11-01,Indonesia_Attractions,Religious Sites,21.0,3200.0,74
2018-11-01,Indonesia_Attractions,Volcanos,15.0,3200.0,74
2018-11-01,Indonesia_Attractions,Water Parks,8.0,3200.0,74
2018-11-01,Indonesia_Attractions,Waterfalls,30.0,3200.0,74
2018-12-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2018-12-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2018-12-01,Indonesia_Attractions,Beaches,127.0,3200.0,74
2018-12-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2018-12-01,Indonesia_Attractions,Flea & Street Markets,17.0,3200.0,74
2018-12-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2018-12-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2018-12-01,Indonesia_Attractions,National Parks,6.0,3200.0,74
2018-12-01,Indonesia_Attractions,Nature & Wildlife Areas,132.0,3200.0,74
2018-12-01,Indonesia_Attractions,Points of Interest & Landmarks,103.0,3200.0,74
2018-12-01,Indonesia_Attractions,Religious Sites,19.0,3200.0,74
2018-12-01,Indonesia_Attractions,Volcanos,32.0,3200.0,74
2018-12-01,Indonesia_Attractions,Water Parks,10.0,3200.0,74
2018-12-01,Indonesia_Attractions,Waterfalls,45.0,3200.0,74
2019-01-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2019-01-01,Indonesia_Attractions,Beaches,110.0,3200.0,74
2019-01-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2019-01-01,Indonesia_Attractions,Flea & Street Markets,12.0,3200.0,74
2019-01-01,Indonesia_Attractions,Historic Sites,8.0,3200.0,74
2019-01-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2019-01-01,Indonesia_Attractions,National Parks,9.0,3200.0,74
2019-01-01,Indonesia_Attractions,Nature & Wildlife Areas,127.0,3200.0,74
2019-01-01,Indonesia_Attractions,Points of Interest & Landmarks,96.0,3200.0,74
2019-01-01,Indonesia_Attractions,Religious Sites,34.0,3200.0,74
2019-01-01,Indonesia_Attractions,Volcanos,5.0,3200.0,74
2019-01-01,Indonesia_Attractions,Water Parks,50.0,3200.0,74
2019-01-01,Indonesia_Attractions,Waterfalls,41.0,3200.0,74
2019-02-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2019-02-01,Indonesia_Attractions,Beaches,93.0,3200.0,74
2019-02-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2019-02-01,Indonesia_Attractions,Flea & Street Markets,15.0,3200.0,74
2019-02-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2019-02-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2019-02-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2019-02-01,Indonesia_Attractions,Nature & Wildlife Areas,146.0,3200.0,74
2019-02-01,Indonesia_Attractions,Points of Interest & Landmarks,118.0,3200.0,74
2019-02-01,Indonesia_Attractions,Religious Sites,25.0,3200.0,74
2019-02-01,Indonesia_Attractions,Volcanos,12.0,3200.0,74
2019-02-01,Indonesia_Attractions,Water Parks,42.0,3200.0,74
2019-02-01,Indonesia_Attractions,Waterfalls,31.0,3200.0,74
2019-03-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2019-03-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2019-03-01,Indonesia_Attractions,Beaches,90.0,3200.0,74
2019-03-01,Indonesia_Attractions,Flea & Street Markets,13.0,3200.0,74
2019-03-01,Indonesia_Attractions,Historic Sites,5.0,3200.0,74
2019-03-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2019-03-01,Indonesia_Attractions,National Parks,7.0,3200.0,74
2019-03-01,Indonesia_Attractions,Nature & Wildlife Areas,130.0,3200.0,74
2019-03-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2019-03-01,Indonesia_Attractions,Points of Interest & Landmarks,95.0,3200.0,74
2019-03-01,Indonesia_Attractions,Religious Sites,17.0,3200.0,74
2019-03-01,Indonesia_Attractions,Volcanos,21.0,3200.0,74
2019-03-01,Indonesia_Attractions,Water Parks,38.0,3200.0,74
2019-03-01,Indonesia_Attractions,Waterfalls,33.0,3200.0,74
2019-04-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2019-04-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2019-04-01,Indonesia_Attractions,Beaches,78.0,3200.0,74
2019-04-01,Indonesia_Attractions,Flea & Street Markets,23.0,3200.0,74
2019-04-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2019-04-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2019-04-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2019-04-01,Indonesia_Attractions,Nature & Wildlife Areas,174.0,3200.0,74
2019-04-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2019-04-01,Indonesia_Attractions,Points of Interest & Landmarks,140.0,3200.0,74
2019-04-01,Indonesia_Attractions,Religious Sites,18.0,3200.0,74
2019-04-01,Indonesia_Attractions,Volcanos,10.0,3200.0,74
2019-04-01,Indonesia_Attractions,Water Parks,109.0,3200.0,74
2019-04-01,Indonesia_Attractions,Waterfalls,44.0,3200.0,74
2019-05-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2019-05-01,Indonesia_Attractions,Beaches,92.0,3200.0,74
2019-05-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2019-05-01,Indonesia_Attractions,Flea & Street Markets,5.0,3200.0,74
2019-05-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2019-05-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2019-05-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2019-05-01,Indonesia_Attractions,Nature & Wildlife Areas,160.0,3200.0,74
2019-05-01,Indonesia_Attractions,Neighborhoods,2.0,3200.0,74
2019-05-01,Indonesia_Attractions,Points of Interest & Landmarks,91.0,3200.0,74
2019-05-01,Indonesia_Attractions,Religious Sites,32.0,3200.0,74
2019-05-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2019-05-01,Indonesia_Attractions,Volcanos,1.0,3200.0,74
2019-05-01,Indonesia_Attractions,Water Parks,103.0,3200.0,74
2019-05-01,Indonesia_Attractions,Waterfalls,42.0,3200.0,74
2019-06-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2019-06-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2019-06-01,Indonesia_Attractions,Beaches,99.0,3200.0,74
2019-06-01,Indonesia_Attractions,Flea & Street Markets,14.0,3200.0,74
2019-06-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2019-06-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2019-06-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2019-06-01,Indonesia_Attractions,Nature & Wildlife Areas,167.0,3200.0,74
2019-06-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2019-06-01,Indonesia_Attractions,Points of Interest & Landmarks,116.0,3200.0,74
2019-06-01,Indonesia_Attractions,Religious Sites,27.0,3200.0,74
2019-06-01,Indonesia_Attractions,Volcanos,2.0,3200.0,74
2019-06-01,Indonesia_Attractions,Water Parks,120.0,3200.0,74
2019-06-01,Indonesia_Attractions,Waterfalls,34.0,3200.0,74
2019-07-01,Indonesia_Attractions,Ancient Ruins,8.0,3200.0,74
2019-07-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2019-07-01,Indonesia_Attractions,Beaches,96.0,3200.0,74
2019-07-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2019-07-01,Indonesia_Attractions,Flea & Street Markets,7.0,3200.0,74
2019-07-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2019-07-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2019-07-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2019-07-01,Indonesia_Attractions,Nature & Wildlife Areas,180.0,3200.0,74
2019-07-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2019-07-01,Indonesia_Attractions,Points of Interest & Landmarks,101.0,3200.0,74
2019-07-01,Indonesia_Attractions,Religious Sites,19.0,3200.0,74
2019-07-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2019-07-01,Indonesia_Attractions,Volcanos,20.0,3200.0,74
2019-07-01,Indonesia_Attractions,Water Parks,185.0,3200.0,74
2019-07-01,Indonesia_Attractions,Waterfalls,22.0,3200.0,74
2019-08-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2019-08-01,Indonesia_Attractions,Beaches,75.0,3200.0,74
2019-08-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2019-08-01,Indonesia_Attractions,Flea & Street Markets,5.0,3200.0,74
2019-08-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2019-08-01,Indonesia_Attractions,History Museums,3.0,3200.0,74
2019-08-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2019-08-01,Indonesia_Attractions,Nature & Wildlife Areas,135.0,3200.0,74
2019-08-01,Indonesia_Attractions,Points of Interest & Landmarks,68.0,3200.0,74
2019-08-01,Indonesia_Attractions,Religious Sites,10.0,3200.0,74
2019-08-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2019-08-01,Indonesia_Attractions,Volcanos,2.0,3200.0,74
2019-08-01,Indonesia_Attractions,Water Parks,108.0,3200.0,74
2019-08-01,Indonesia_Attractions,Waterfalls,30.0,3200.0,74
2019-09-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2019-09-01,Indonesia_Attractions,Beaches,83.0,3200.0,74
2019-09-01,Indonesia_Attractions,Flea & Street Markets,26.0,3200.0,74
2019-09-01,Indonesia_Attractions,Historic Sites,2.0,3200.0,74
2019-09-01,Indonesia_Attractions,History Museums,3.0,3200.0,74
2019-09-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2019-09-01,Indonesia_Attractions,Nature & Wildlife Areas,156.0,3200.0,74
2019-09-01,Indonesia_Attractions,Neighborhoods,2.0,3200.0,74
2019-09-01,Indonesia_Attractions,Points of Interest & Landmarks,85.0,3200.0,74
2019-09-01,Indonesia_Attractions,Religious Sites,13.0,3200.0,74
2019-09-01,Indonesia_Attractions,Spas,2.0,3200.0,74
2019-09-01,Indonesia_Attractions,Volcanos,2.0,3200.0,74
2019-09-01,Indonesia_Attractions,Water Parks,104.0,3200.0,74
2019-09-01,Indonesia_Attractions,Waterfalls,39.0,3200.0,74
2019-10-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2019-10-01,Indonesia_Attractions,Beaches,65.0,3200.0,74
2019-10-01,Indonesia_Attractions,Flea & Street Markets,4.0,3200.0,74
2019-10-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2019-10-01,Indonesia_Attractions,Nature & Wildlife Areas,125.0,3200.0,74
2019-10-01,Indonesia_Attractions,Neighborhoods,2.0,3200.0,74
2019-10-01,Indonesia_Attractions,Points of Interest & Landmarks,75.0,3200.0,74
2019-10-01,Indonesia_Attractions,Religious Sites,16.0,3200.0,74
2019-10-01,Indonesia_Attractions,Volcanos,7.0,3200.0,74
2019-10-01,Indonesia_Attractions,Water Parks,115.0,3200.0,74
2019-10-01,Indonesia_Attractions,Waterfalls,32.0,3200.0,74
2019-11-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2019-11-01,Indonesia_Attractions,Beaches,60.0,3200.0,74
2019-11-01,Indonesia_Attractions,Flea & Street Markets,8.0,3200.0,74
2019-11-01,Indonesia_Attractions,Historic Sites,1.0,3200.0,74
2019-11-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2019-11-01,Indonesia_Attractions,National Parks,3.0,3200.0,74
2019-11-01,Indonesia_Attractions,Nature & Wildlife Areas,81.0,3200.0,74
2019-11-01,Indonesia_Attractions,Neighborhoods,1.0,3200.0,74
2019-11-01,Indonesia_Attractions,Points of Interest & Landmarks,48.0,3200.0,74
2019-11-01,Indonesia_Attractions,Religious Sites,15.0,3200.0,74
2019-11-01,Indonesia_Attractions,Volcanos,5.0,3200.0,74
2019-11-01,Indonesia_Attractions,Water Parks,63.0,3200.0,74
