country_clean,Year,top_crop,climate_plausible_crops,pesticide_value
Republic of Korea,1991,sweet potato,,27476.0
Republic of Korea,1992,potato,,26718.0
Republic of Korea,1993,potato,,25999.0
Republic of Korea,1994,potato,,26184.0
Republic of Korea,1995,potato,,25845.0
Republic of Korea,1996,potato,,24620.0
Republic of Korea,1997,potato,,24819.0
Republic of Korea,1998,potato,,22103.0
Republic of Korea,1999,potato,,25837.0
Republic of Korea,2000,potato,,25684.0
Republic of Korea,2001,potato,,28218.0
Republic of Korea,2002,potato,,25844.0
Republic of Korea,2003,potato,,24610.0
Republic of Korea,2004,potato,,25323.0
Republic of Korea,2005,potato,,24506.0
Republic of Korea,2006,potato,,24076.0
Republic of Korea,2007,potato,,24262.0
Republic of Korea,2008,potato,,25368.0
Republic of Korea,2009,potato,,22790.0
Republic of Korea,2010,potato,,20431.0
Republic of Korea,2011,potato,,19131.0
Republic of Korea,2012,potato,,17438.0
Republic of Korea,2013,potato,,18708.0
Republic of Korea,2014,potato,,19788.0
Republic of Korea,2015,potato,,19482.0
Republic of Korea,2016,potato,,19798.0
Romania,1990,potato,,25255.0
Romania,1991,potato,,19898.0
Romania,1992,potato,,15134.0
Romania,1993,potato,,24252.0
Romania,1994,potato,,21811.0
Romania,1995,potato,,20113.0
Romania,1996,potato,,17425.0
Romania,1997,potato,,15349.0
Romania,1998,potato,,13979.0
Romania,1999,potato,,11280.0
Romania,2000,potato,,9427.4
Romania,2001,potato,,7871.1
Romania,2002,potato,,7875.7
Russian Federation,1992,potato,,25961.0
Russian Federation,1993,potato,,25961.0
Russian Federation,1994,potato,,25961.0
Russian Federation,1995,potato,,25961.0
Russian Federation,1996,potato,,25961.0
Russian Federation,1997,potato,,25961.0
Russian Federation,1998,potato,,25961.0
Russian Federation,1999,potato,,25961.0
Russian Federation,2000,potato,,25961.0
Russian Federation,2001,potato,,25961.0
Russian Federation,2002,potato,,25961.0
Russian Federation,2003,potato,,25961.0
Russian Federation,2004,potato,,25961.0
Russian Federation,2005,potato,,25961.0
Russian Federation,2006,potato,,25961.0
Russian Federation,2007,potato,,25961.0
Russian Federation,2008,potato,,25961.0
Russian Federation,2009,potato,,25961.0
Russian Federation,2010,potato,,25961.0
Russian Federation,2011,potato,,25961.0
Russian Federation,2012,potato,,25961.0
Russian Federation,2013,potato,,25961.0
Russian Federation,2014,potato,,25961.0
Russian Federation,2015,potato,,25961.0
Russian Federation,2016,potato,,25961.0
South Africa,1990,potato,,16582.0
South Africa,1991,potato,,16582.0
South Africa,1992,potato,,16582.0
South Africa,1993,potato,,16582.0
South Africa,1994,potato,,16582.0
South Africa,1995,potato,,18025.0
South Africa,1996,potato,,19508.0
South Africa,1997,potato,,21596.0
South Africa,1998,potato,,24304.0
South Africa,1999,potato,,26098.8
South Africa,2000,potato,,26857.0
South Africa,2001,potato,,26857.0
South Africa,2002,potato,,26857.0
South Africa,2003,potato,,26857.0
South Africa,2004,potato,,26857.0
South Africa,2005,potato,,26857.0
South Africa,2006,potato,,26857.0
South Africa,2007,potato,,26857.0
South Africa,2008,potato,,26857.0
South Africa,2009,potato,,26857.0
South Africa,2010,potato,,26857.0
South Africa,2011,potato,,26857.0
South Africa,2012,potato,,26857.0
South Africa,2013,potato,,26857.0
South Africa,2014,potato,,26857.0
South Africa,2015,potato,,26857.0
South Africa,2016,potato,,26857.0
Spain,1990,potato,,39562.0
Spain,1991,potato,,39147.0
Spain,1992,potato,,31839.0
Spain,1993,sweet potato,,29408.0
Spain,1994,potato,,31244.0
Spain,1995,potato,,27852.0
Spain,1996,potato,,33236.0
Spain,1997,potato,,34023.0
Spain,1998,potato,,35070.0
Spain,1999,potato,,33614.0
Spain,2000,potato,,34597.0
Spain,2001,potato,,35700.0
Spain,2002,potato,,40727.0
Spain,2003,potato,,41586.0
Spain,2004,potato,,47445.0
Spain,2005,potato,,41017.0
Spain,2006,potato,,39767.0
Spain,2007,potato,,39286.0
Spain,2008,potato,,40719.0
Spain,2009,potato,,35199.0
Spain,2010,potato,,39043.0
Spain,2011,potato,,53549.0
Spain,2012,potato,,48668.0
Spain,2013,potato,,54197.0
Spain,2014,potato,,61067.0
Spain,2015,potato,,59018.0
Spain,2016,potato,,61895.0
Thailand,1990,cassava,,18849.0
Thailand,1991,cassava,,18849.0
Thailand,1992,cassava,,18849.0
Thailand,1993,cassava,,18849.0
Thailand,1994,cassava,,20448.0
Thailand,1995,potato,,24062.0
Thailand,1996,potato,,21901.0
Thailand,1997,potato,,23960.0
Thailand,1998,cassava,,19212.0
Thailand,1999,cassava,,22761.0
Thailand,2000,cassava,,20334.0
Thailand,2001,cassava,,30629.67
Thailand,2002,cassava,,40925.33
Thailand,2003,cassava,,51221.0
Thailand,2004,cassava,,88548.0
Thailand,2005,cassava,,43831.0
Thailand,2006,cassava,,41220.0
Thailand,2007,cassava,,66858.0
Thailand,2008,cassava,,65423.0
Thailand,2009,cassava,,67933.0
Thailand,2010,cassava,,68986.0
Thailand,2011,cassava,,87191.0
Thailand,2012,cassava,,69921.0
Thailand,2013,cassava,,8136.0
Thailand,2014,cassava,,21800.0
Thailand,2015,cassava,,21800.0
Thailand,2016,cassava,,21800.0
Turkey,1990,potato,,29918.0
Turkey,1991,potato,,24343.0
Turkey,1992,potato,,27110.0
Turkey,1993,potato,,28042.0
Turkey,1994,potato,,24219.0
Turkey,1995,potato,,27328.0
Turkey,1996,potato,,30286.0
Turkey,1997,potato,,34431.0
Turkey,1998,potato,,30162.0
Turkey,1999,potato,,33089.0
Turkey,2000,potato,,33471.0
Turkey,2001,potato,,25539.0
Turkey,2002,potato,,27915.0
Turkey,2003,potato,,33075.0
Turkey,2004,potato,,28831.0
Turkey,2005,potato,,40332.0
Turkey,2006,potato,,27421.0
Turkey,2007,potato,,48715.51
Turkey,2008,potato,,37640.2
Turkey,2009,potato,,37651.15
Turkey,2010,potato,,38554.69
Turkey,2011,potato,,39534.43
Turkey,2012,potato,,42610.59
Turkey,2013,potato,,39440.0
Turkey,2014,potato,,39722.72
Turkey,2015,potato,,39026.0
Turkey,2016,potato,,50054.0
Turkmenistan,1993,potato,,9712.0
Turkmenistan,1994,maize,,9712.0
Turkmenistan,1995,potato,,9712.0
Turkmenistan,1996,potato,,9712.0
Turkmenistan,1997,potato,,9712.0
Turkmenistan,1998,potato,,9712.0
Turkmenistan,1999,potato,,9712.0
Turkmenistan,2000,potato,,9712.0
Turkmenistan,2001,potato,,9712.0
Turkmenistan,2002,potato,,9712.0
Turkmenistan,2003,potato,,9712.0
Turkmenistan,2004,potato,,9712.0
Turkmenistan,2005,potato,,9712.0
Turkmenistan,2006,potato,,9712.0
Turkmenistan,2007,potato,,9712.0
Turkmenistan,2008,potato,,9712.0
Turkmenistan,2009,potato,,9712.0
Turkmenistan,2010,potato,,9712.0
Turkmenistan,2011,potato,,9712.0
Turkmenistan,2012,potato,,9712.0
Turkmenistan,2013,potato,,9712.0
Turkmenistan,2014,potato,,9712.0
Turkmenistan,2015,potato,,9712.0
Turkmenistan,2016,potato,,9712.0
USSR,1990,potato,,86200.0
USSR,1991,potato,,92200.0
Ukraine,1992,potato,,66772.0
Ukraine,1993,potato,,61843.46
Ukraine,1994,potato,,56914.93
Ukraine,1995,potato,,51986.39
Ukraine,1996,potato,,47057.85
Ukraine,1997,potato,,42129.32
Ukraine,1998,potato,,37200.78
Ukraine,1999,potato,,32272.25
Ukraine,2000,potato,,27343.71
Ukraine,2001,potato,,22415.17
Ukraine,2002,potato,,17486.64
Ukraine,2003,potato,,12558.1
Ukraine,2004,potato,,15344.4
Ukraine,2005,potato,,23021.7
Ukraine,2006,potato,,28832.6
Ukraine,2007,potato,,36476.0
Ukraine,2008,potato,,54080.5
Ukraine,2009,potato,,36444.7
Ukraine,2010,potato,,62534.6
Ukraine,2011,potato,,79491.7
Ukraine,2012,potato,,90814.8
Ukraine,2013,potato,,86781.8
Ukraine,2014,potato,,78201.0
Ukraine,2015,potato,,78201.0
Ukraine,2016,potato,,78201.0
United Kingdom,1990,potato,,29517.0
United Kingdom,1991,potato,,29022.0
United Kingdom,1992,potato,,31077.0
United Kingdom,1993,potato,,32387.0
United Kingdom,1994,potato,,33929.0
United Kingdom,1995,potato,,33743.0
United Kingdom,1996,potato,,35579.0
United Kingdom,1997,potato,,35490.0
United Kingdom,1998,potato,,35422.0
United Kingdom,1999,potato,,35537.0
United Kingdom,2000,potato,,33031.28
United Kingdom,2001,potato,,32893.1
United Kingdom,2002,potato,,30995.26
United Kingdom,2003,potato,,30754.4
United Kingdom,2004,potato,,31223.91
United Kingdom,2005,potato,,31415.27
United Kingdom,2006,potato,,22588.09
United Kingdom,2007,potato,,22331.7
United Kingdom,2008,potato,,21596.68
United Kingdom,2009,potato,,21324.22
United Kingdom,2010,potato,,16770.87
United Kingdom,2011,potato,,16401.66
United Kingdom,2012,potato,,17718.64
United Kingdom,2013,potato,,17673.46
United Kingdom,2014,potato,,18392.45
United Kingdom,2015,potato,,18302.28
United Kingdom,2016,potato,,19277.79
United States of America,1990,potato,,400975.93
United States of America,1991,potato,,384646.39
United States of America,1992,potato,,400975.9
United States of America,1993,potato,,391903.86
United States of America,1994,potato,,425922.68
United States of America,1995,potato,,423201.53
United States of America,1996,potato,,433180.36
United States of America,1997,potato,,434540.76
United States of America,1998,potato,,424562.11
United States of America,1999,potato,,433633.96
United States of America,2000,potato,,430005.21
United States of America,2001,potato,,411407.94
United States of America,2002,potato,,416851.04
United States of America,2003,potato,,417758.24
United States of America,2004,potato,,425015.71
United States of America,2005,potato,,388275.15
United States of America,2006,potato,,392810.67
United States of America,2007,potato,,400068.14
United States of America,2008,potato,,379202.92
United States of America,2009,potato,,358337.7
United States of America,2010,potato,,374818.2
United States of America,2011,potato,,391298.7
United States of America,2012,potato,,407779.2
United States of America,2013,potato,,407779.2
United States of America,2014,potato,,407779.2
United States of America,2015,potato,,407779.2
United States of America,2016,potato,,407779.2
Uruguay,2004,potato,,9017.73
Uruguay,2005,potato,,9232.47
Uruguay,2006,potato,,9143.45
Uruguay,2007,potato,,14057.2
Uruguay,2008,potato,,13335.22
Uruguay,2009,potato,,13475.41
Uruguay,2010,potato,,14981.18
Uruguay,2011,potato,,17517.76
Uruguay,2012,potato,,23506.4
Uruguay,2013,potato,,19028.6
Uruguay,2014,potato,,22962.2
Uruguay,2015,potato,,14067.8
Uruguay,2016,potato,,13365.8
Viet Nam,1990,potato,,20912.0
Viet Nam,1991,potato,,20912.0
Viet Nam,1992,potato,,20912.0
Viet Nam,1993,potato,,20912.0
Viet Nam,1994,potato,,20912.0
Viet Nam,1995,potato,,24896.0
Viet Nam,1996,potato,,32745.0
Viet Nam,1997,potato,,33019.0
Viet Nam,1998,potato,,20841.0
Viet Nam,1999,potato,,16695.0
Viet Nam,2000,potato,,16502.0
Viet Nam,2001,cassava,,19154.0
Viet Nam,2002,cassava,,19154.0
Viet Nam,2003,cassava,,19154.0
Viet Nam,2004,cassava,,19154.0
Viet Nam,2005,cassava,,19154.0
Viet Nam,2006,cassava,,19154.0
Viet Nam,2007,cassava,,19154.0
Viet Nam,2008,cassava,,19154.0
Viet Nam,2009,cassava,,19154.0
Viet Nam,2010,cassava,,19154.0
Viet Nam,2011,cassava,,19154.0
Viet Nam,2012,cassava,,19154.0
Viet Nam,2013,cassava,,19154.0
Viet Nam,2014,cassava,,19154.0
Viet Nam,2015,cassava,,19154.0
Viet Nam,2016,cassava,,19154.0
