scene_code,month,monitor_col,auc,ks
SCENE_000012,2025-04,cro_general_mle,0.567,0.1028
SCENE_000012,2025-04,cro_sceneid,0.5753,0.1079
SCENE_000012,2025-05,cro_general,0.5523,0.0816
SCENE_000012,2025-05,cro_general_reg,0.5521,0.0829
SCENE_000012,2025-05,cro_general_mle,0.5565,0.0872
SCENE_000012,2025-05,cro_sceneid,0.5516,0.0801
SCENE_000012,2025-06,cro_general,0.5546,0.0919
SCENE_000012,2025-06,cro_general_reg,0.547,0.0849
SCENE_000012,2025-06,cro_general_mle,0.5515,0.086
SCENE_000012,2025-06,cro_sceneid,0.5558,0.0864
SCENE_000012,2025-07,cro_general,0.5351,0.0637
SCENE_000012,2025-07,cro_general_reg,0.5397,0.0661
SCENE_000012,2025-07,cro_general_mle,0.5381,0.0695
SCENE_000012,2025-07,cro_sceneid,0.5381,0.0651
SCENE_000012,2025-08,cro_general,0.5313,0.0592
SCENE_000012,2025-08,cro_general_reg,0.5333,0.0685
SCENE_000012,2025-08,cro_general_mle,0.5298,0.0728
SCENE_000012,2025-08,cro_sceneid,0.532,0.0646
SCENE_000012,2025-09,cro_general,0.5501,0.1043
SCENE_000012,2025-09,cro_general_reg,0.546,0.0918
SCENE_000012,2025-09,cro_general_mle,0.5505,0.0888
SCENE_000012,2025-09,cro_sceneid,0.5343,0.0643
SCENE_000012,2025-10,cro_general,0.5239,0.0575
SCENE_000012,2025-10,cro_general_reg,0.5221,0.0737
SCENE_000012,2025-10,cro_general_mle,0.5396,0.0789
SCENE_000012,2025-10,cro_sceneid,0.5347,0.086
SCENE_000012,2025-11,cro_general,0.5145,0.1006
SCENE_000012,2025-11,cro_general_reg,0.5506,0.1853
SCENE_000012,2025-11,cro_general_mle,0.545,0.1559
SCENE_000012,2025-11,cro_sceneid,0.524,0.1105
SCENE_000013,2025-01,cro_general,0.6173,0.1737
SCENE_000013,2025-01,cro_general_reg,0.6171,0.1918
SCENE_000013,2025-01,cro_general_mle,0.618,0.1848
SCENE_000013,2025-01,cro_sceneid,0.6202,0.193
SCENE_000013,2025-02,cro_general,0.6121,0.1701
SCENE_000013,2025-02,cro_general_reg,0.6243,0.196
SCENE_000013,2025-02,cro_general_mle,0.6112,0.1754
SCENE_000013,2025-02,cro_sceneid,0.6211,0.199
SCENE_000013,2025-03,cro_general,0.613,0.1785
SCENE_000013,2025-03,cro_general_reg,0.6096,0.1671
SCENE_000013,2025-03,cro_general_mle,0.6059,0.1638
SCENE_000013,2025-03,cro_sceneid,0.6228,0.1884
SCENE_000013,2025-04,cro_general,0.5815,0.122
SCENE_000013,2025-04,cro_general_reg,0.5846,0.1208
SCENE_000013,2025-04,cro_general_mle,0.5765,0.119
SCENE_000013,2025-04,cro_sceneid,0.5902,0.1302
SCENE_000013,2025-05,cro_general,0.5786,0.1282
SCENE_000013,2025-05,cro_general_reg,0.5784,0.1169
SCENE_000013,2025-05,cro_general_mle,0.5774,0.1152
SCENE_000013,2025-05,cro_sceneid,0.5887,0.1315
SCENE_000013,2025-06,cro_general,0.582,0.1297
SCENE_000013,2025-06,cro_general_reg,0.5734,0.1118
SCENE_000013,2025-06,cro_general_mle,0.5704,0.1063
SCENE_000013,2025-06,cro_sceneid,0.5852,0.1342
SCENE_000013,2025-07,cro_general,0.5766,0.1201
SCENE_000013,2025-07,cro_general_reg,0.5621,0.0995
SCENE_000013,2025-07,cro_general_mle,0.5677,0.1132
SCENE_000013,2025-07,cro_sceneid,0.5717,0.1191
SCENE_000014,2025-01,cro_general,,
SCENE_000014,2025-01,cro_general_reg,,
SCENE_000014,2025-01,cro_general_mle,,
SCENE_000014,2025-01,cro_sceneid,,
SCENE_000014,2025-02,cro_general,0.8371,0.6212
SCENE_000014,2025-02,cro_general_reg,0.8939,0.7424
SCENE_000014,2025-02,cro_general_mle,0.8182,0.697
SCENE_000014,2025-02,cro_sceneid,0.8144,0.7348
SCENE_000014,2025-03,cro_general,0.5512,0.2487
SCENE_000014,2025-03,cro_general_reg,0.541,0.2013
SCENE_000014,2025-03,cro_general_mle,0.5677,0.2231
SCENE_000014,2025-03,cro_sceneid,0.6496,0.3935
SCENE_000014,2025-04,cro_general,0.6349,0.2507
SCENE_000014,2025-04,cro_general_reg,0.6426,0.2534
SCENE_000014,2025-04,cro_general_mle,0.6009,0.1893
SCENE_000014,2025-04,cro_sceneid,0.6362,0.2253
SCENE_000014,2025-05,cro_general,0.6449,0.215
SCENE_000014,2025-05,cro_general_reg,0.6443,0.2267
SCENE_000014,2025-05,cro_general_mle,0.6431,0.2224
SCENE_000014,2025-05,cro_sceneid,0.6522,0.2361
SCENE_000014,2025-06,cro_general,0.6155,0.1616
SCENE_000014,2025-06,cro_general_reg,0.6197,0.1827
SCENE_000014,2025-06,cro_general_mle,0.6091,0.1579
SCENE_000014,2025-06,cro_sceneid,0.6166,0.1802
SCENE_000014,2025-07,cro_general,0.6018,0.1557
SCENE_000014,2025-07,cro_general_reg,0.5982,0.1513
SCENE_000014,2025-07,cro_general_mle,0.5932,0.1442
SCENE_000014,2025-07,cro_sceneid,0.5972,0.1402
SCENE_000014,2025-08,cro_general,0.5759,0.1305
SCENE_000014,2025-08,cro_general_reg,0.565,0.0984
SCENE_000014,2025-08,cro_general_mle,0.5666,0.0999
SCENE_000014,2025-08,cro_sceneid,0.5737,0.107
SCENE_000014,2025-09,cro_general,0.5728,0.1097
SCENE_000014,2025-09,cro_general_reg,0.5767,0.1188
SCENE_000014,2025-09,cro_general_mle,0.5635,0.1048
SCENE_000014,2025-09,cro_sceneid,0.5787,0.1213
SCENE_000015,2025-01,cro_general,0.5911,0.136
SCENE_000015,2025-01,cro_general_reg,0.6003,0.1548
SCENE_000015,2025-01,cro_general_mle,0.602,0.1499
SCENE_000015,2025-01,cro_sceneid,0.5986,0.1465
SCENE_000015,2025-02,cro_general,0.5702,0.1149
SCENE_000015,2025-02,cro_general_reg,0.582,0.1223
SCENE_000015,2025-02,cro_general_mle,0.5791,0.1164
SCENE_000015,2025-02,cro_sceneid,0.5831,0.1255
SCENE_000015,2025-03,cro_general,0.6044,0.1537
SCENE_000015,2025-03,cro_general_reg,0.6077,0.1579
SCENE_000015,2025-03,cro_general_mle,0.5935,0.1451
SCENE_000015,2025-03,cro_sceneid,0.6067,0.1612
SCENE_000015,2025-04,cro_general,0.5891,0.1334
SCENE_000015,2025-04,cro_general_reg,0.5883,0.1368
SCENE_000015,2025-04,cro_general_mle,0.5799,0.1266
SCENE_000015,2025-04,cro_sceneid,0.5922,0.1396
SCENE_000015,2025-05,cro_general,0.5684,0.1042
SCENE_000015,2025-05,cro_general_reg,0.5783,0.1169
SCENE_000015,2025-05,cro_general_mle,0.5677,0.1062
SCENE_000015,2025-05,cro_sceneid,0.5748,0.1118
SCENE_000015,2025-06,cro_general,0.5533,0.0899
SCENE_000015,2025-06,cro_general_reg,0.563,0.0965
SCENE_000015,2025-06,cro_general_mle,0.5508,0.0803
SCENE_000015,2025-06,cro_sceneid,0.5684,0.1057
SCENE_000016,2025-01,cro_general,0.591,0.1338
SCENE_000016,2025-01,cro_general_reg,0.6021,0.1527
SCENE_000016,2025-01,cro_general_mle,0.5967,0.1608
SCENE_000016,2025-01,cro_sceneid,0.6069,0.1613
SCENE_000016,2025-02,cro_general,0.5854,0.1344
SCENE_000016,2025-02,cro_general_reg,0.5896,0.1507
SCENE_000016,2025-02,cro_general_mle,0.5802,0.1251
SCENE_000016,2025-02,cro_sceneid,0.5988,0.1567
SCENE_000016,2025-03,cro_general,0.5739,0.124
SCENE_000016,2025-03,cro_general_reg,0.5743,0.116
SCENE_000016,2025-03,cro_general_mle,0.563,0.1124
SCENE_000016,2025-03,cro_sceneid,0.5858,0.1408
SCENE_000016,2025-04,cro_general,0.5899,0.1415
SCENE_000016,2025-04,cro_general_reg,0.5827,0.1334
SCENE_000016,2025-04,cro_general_mle,0.5796,0.1315
SCENE_000016,2025-04,cro_sceneid,0.598,0.1685
SCENE_000017,2025-01,cro_general,0.6154,0.1985
SCENE_000017,2025-01,cro_general_reg,0.6168,0.2073
SCENE_000017,2025-01,cro_general_mle,0.6135,0.1939
SCENE_000017,2025-01,cro_sceneid,0.6261,0.2112
SCENE_000017,2025-02,cro_general,0.5695,0.1202
SCENE_000017,2025-02,cro_general_reg,0.5809,0.1637
SCENE_000017,2025-02,cro_general_mle,0.5675,0.137
SCENE_000017,2025-02,cro_sceneid,0.5646,0.1285
SCENE_000017,2025-03,cro_general,0.556,0.1138
SCENE_000017,2025-03,cro_general_reg,0.5609,0.0987
SCENE_000017,2025-03,cro_general_mle,0.5521,0.098
SCENE_000017,2025-03,cro_sceneid,0.5649,0.1339
SCENE_000017,2025-04,cro_general,0.5537,0.1075
SCENE_000017,2025-04,cro_general_reg,0.5532,0.1022
SCENE_000017,2025-04,cro_general_mle,0.5542,0.1039
SCENE_000017,2025-04,cro_sceneid,0.5588,0.1033
SCENE_000017,2025-05,cro_general,0.5489,0.09
SCENE_000017,2025-05,cro_general_reg,0.5583,0.107
SCENE_000017,2025-05,cro_general_mle,0.5585,0.0945
SCENE_000017,2025-05,cro_sceneid,0.5623,0.1053
SCENE_000017,2025-06,cro_general,0.5252,0.047
SCENE_000017,2025-06,cro_general_reg,0.5254,0.0513
SCENE_000017,2025-06,cro_general_mle,0.5255,0.0656
SCENE_000017,2025-06,cro_sceneid,0.5367,0.0712
SCENE_000018,2025-01,cro_general,0.5391,0.0751
SCENE_000018,2025-01,cro_general_reg,0.537,0.0714
SCENE_000018,2025-01,cro_general_mle,0.5358,0.061
SCENE_000018,2025-01,cro_sceneid,0.5528,0.0866
SCENE_000018,2025-02,cro_general,0.5417,0.076
SCENE_000018,2025-02,cro_general_reg,0.5424,0.0785
SCENE_000018,2025-02,cro_general_mle,0.5336,0.06
SCENE_000018,2025-02,cro_sceneid,0.5457,0.0866
SCENE_000018,2025-03,cro_general,0.5429,0.0759
SCENE_000018,2025-03,cro_general_reg,0.5483,0.0788
SCENE_000018,2025-03,cro_general_mle,0.5404,0.0625
SCENE_000018,2025-03,cro_sceneid,0.5624,0.1059
SCENE_000018,2025-04,cro_general,0.5352,0.0528
SCENE_000018,2025-04,cro_general_reg,0.5365,0.0641
SCENE_000018,2025-04,cro_general_mle,0.5392,0.0619
SCENE_000018,2025-04,cro_sceneid,0.547,0.0751
SCENE_000018,2025-05,cro_general,0.5426,0.074
SCENE_000018,2025-05,cro_general_reg,0.5412,0.0615
SCENE_000018,2025-05,cro_general_mle,0.5372,0.0542
SCENE_000018,2025-05,cro_sceneid,0.5484,0.0825
SCENE_000018,2025-06,cro_general,0.5314,0.0635
SCENE_000018,2025-06,cro_general_reg,0.5338,0.0722
SCENE_000018,2025-06,cro_general_mle,0.5274,0.0482
SCENE_000018,2025-06,cro_sceneid,0.5413,0.0701
SCENE_000019,2025-01,cro_general,0.6097,0.1642
SCENE_000019,2025-01,cro_general_reg,0.6073,0.1535
SCENE_000019,2025-01,cro_general_mle,0.595,0.1488
SCENE_000019,2025-01,cro_sceneid,0.6011,0.1408
SCENE_000019,2025-02,cro_general,0.617,0.1845
SCENE_000019,2025-02,cro_general_reg,0.6242,0.1875
SCENE_000019,2025-02,cro_general_mle,0.6172,0.175
SCENE_000019,2025-02,cro_sceneid,0.6272,0.1958
SCENE_000019,2025-03,cro_general,0.6117,0.1564
SCENE_000019,2025-03,cro_general_reg,0.613,0.1575
SCENE_000019,2025-03,cro_general_mle,0.6019,0.1411
SCENE_000019,2025-03,cro_sceneid,0.6209,0.1668
SCENE_000019,2025-04,cro_general,0.6127,0.1582
SCENE_000019,2025-04,cro_general_reg,0.6192,0.1712
SCENE_000019,2025-04,cro_general_mle,0.6069,0.1475
SCENE_000019,2025-04,cro_sceneid,0.6154,0.1655
SCENE_000019,2025-05,cro_general,0.5931,0.1452
SCENE_000019,2025-05,cro_general_reg,0.5964,0.1444
SCENE_000019,2025-05,cro_general_mle,0.5915,0.1392
SCENE_000019,2025-05,cro_sceneid,0.6033,0.1507
SCENE_000019,2025-06,cro_general,0.6049,0.1594
SCENE_000019,2025-06,cro_general_reg,0.6061,0.1502
SCENE_000019,2025-06,cro_general_mle,0.6037,0.1529
SCENE_000019,2025-06,cro_sceneid,0.6135,0.161
SCENE_000019,2025-07,cro_general,0.6039,0.1526
SCENE_000019,2025-07,cro_general_reg,0.6071,0.1679
SCENE_000019,2025-07,cro_general_mle,0.6017,0.1791
SCENE_000019,2025-07,cro_sceneid,0.6114,0.1668
SCENE_000020,2025-01,cro_general,0.5601,0.1227
SCENE_000020,2025-01,cro_general_reg,0.5544,0.0947
SCENE_000020,2025-01,cro_general_mle,0.562,0.1114
SCENE_000020,2025-01,cro_sceneid,0.5488,0.1027
SCENE_000020,2025-02,cro_general,0.5844,0.1503
SCENE_000020,2025-02,cro_general_reg,0.5903,0.171
SCENE_000020,2025-02,cro_general_mle,0.581,0.1504
SCENE_000020,2025-02,cro_sceneid,0.5971,0.1679
SCENE_000020,2025-03,cro_general,0.5891,0.1458
SCENE_000020,2025-03,cro_general_reg,0.5956,0.1529
SCENE_000020,2025-03,cro_general_mle,0.5931,0.1577
SCENE_000020,2025-03,cro_sceneid,0.5943,0.1626
SCENE_000020,2025-04,cro_general,0.5974,0.1487
SCENE_000020,2025-04,cro_general_reg,0.5972,0.1639
SCENE_000020,2025-04,cro_general_mle,0.5854,0.141
SCENE_000020,2025-04,cro_sceneid,0.6149,0.1778
SCENE_000020,2025-05,cro_general,0.5742,0.1344
SCENE_000020,2025-05,cro_general_reg,0.5756,0.1489
SCENE_000020,2025-05,cro_general_mle,0.5741,0.1196
SCENE_000020,2025-05,cro_sceneid,0.5707,0.127
SCENE_000020,2025-06,cro_general,0.5485,0.0904
SCENE_000020,2025-06,cro_general_reg,0.5576,0.0955
SCENE_000020,2025-06,cro_general_mle,0.5511,0.1128
SCENE_000020,2025-06,cro_sceneid,0.5657,0.1157
SCENE_000020,2025-07,cro_general,0.5724,0.1404
SCENE_000020,2025-07,cro_general_reg,0.5651,0.11
SCENE_000020,2025-07,cro_general_mle,0.5543,0.1016
SCENE_000020,2025-07,cro_sceneid,0.5731,0.1219
SCENE_000020,2025-08,cro_general,0.5635,0.1196
SCENE_000020,2025-08,cro_general_reg,0.5847,0.159
SCENE_000020,2025-08,cro_general_mle,0.5563,0.106
SCENE_000020,2025-08,cro_sceneid,0.5716,0.1208
SCENE_000020,2025-09,cro_general,0.5547,0.0994
SCENE_000020,2025-09,cro_general_reg,0.5454,0.0845
SCENE_000020,2025-09,cro_general_mle,0.5505,0.1055
SCENE_000020,2025-09,cro_sceneid,0.5552,0.0977
SCENE_000021,2025-01,cro_general,0.5998,0.1488
SCENE_000021,2025-01,cro_general_reg,0.601,0.1526
SCENE_000021,2025-01,cro_general_mle,0.5894,0.1325
SCENE_000021,2025-01,cro_sceneid,0.609,0.1587
SCENE_000021,2025-02,cro_general,0.5853,0.1552
SCENE_000021,2025-02,cro_general_reg,0.6006,0.1853
SCENE_000021,2025-02,cro_general_mle,0.5978,0.1732
SCENE_000021,2025-02,cro_sceneid,0.5969,0.1436
SCENE_000021,2025-03,cro_general,0.5857,0.1484
SCENE_000021,2025-03,cro_general_reg,0.5807,0.1367
SCENE_000021,2025-03,cro_general_mle,0.5886,0.1457
SCENE_000021,2025-03,cro_sceneid,0.5904,0.1421
SCENE_000021,2025-04,cro_general,0.5762,0.1246
SCENE_000021,2025-04,cro_general_reg,0.5776,0.1247
SCENE_000021,2025-04,cro_general_mle,0.5751,0.1199
SCENE_000021,2025-04,cro_sceneid,0.5913,0.1379
SCENE_000021,2025-05,cro_general,0.5846,0.1439
SCENE_000021,2025-05,cro_general_reg,0.5912,0.1503
SCENE_000021,2025-05,cro_general_mle,0.5894,0.1338
SCENE_000021,2025-05,cro_sceneid,0.597,0.1563
SCENE_000021,2025-06,cro_general,0.5876,0.1356
SCENE_000021,2025-06,cro_general_reg,0.589,0.135
SCENE_000021,2025-06,cro_general_mle,0.5882,0.1521
SCENE_000021,2025-06,cro_sceneid,0.5857,0.1267
SCENE_000021,2025-07,cro_general,0.5539,0.0931
SCENE_000021,2025-07,cro_general_reg,0.5635,0.1006
SCENE_000021,2025-07,cro_general_mle,0.5576,0.0925
SCENE_000021,2025-07,cro_sceneid,0.5702,0.118
SCENE_000021,2025-08,cro_general,0.5875,0.1373
SCENE_000021,2025-08,cro_general_reg,0.5925,0.1486
SCENE_000021,2025-08,cro_general_mle,0.5741,0.1098
SCENE_000021,2025-08,cro_sceneid,0.5953,0.1474
SCENE_000021,2025-09,cro_general,0.5743,0.1386
SCENE_000021,2025-09,cro_general_reg,0.5747,0.1316
SCENE_000021,2025-09,cro_general_mle,0.5687,0.1306
SCENE_000021,2025-09,cro_sceneid,0.5658,0.1066
