LocationID,zone,borough,total_pickups,avg_fare,avg_trip_distance,PT_P,CA_P,WFH_P,is_top_10_pct,ncr_avg_ride_distance,ncr_cancellation_rate
96,Forest Park/Highland Park,Queens,90,34.410333333333334,6.230666666666666,33.01,49.76,0.0,False,24.63701166666667,0.25
46,City Island,Bronx,85,43.821411764705886,11.599529411764706,18.21,47.53,7.8,False,24.63701166666667,0.25
57,Corona,Queens,84,31.74404761904762,6.3930952380952375,67.06,15.34,3.52,False,24.63701166666667,0.25
253,Willets Point,Queens,76,40.483947368421056,8.097236842105263,33.53,16.43,20.0,False,24.63701166666667,0.25
8,Astoria Park,Queens,65,55.709384615384614,8.051384615384617,52.5,16.65,22.4,False,24.63701166666667,0.25
184,Pelham Bay Park,Bronx,53,42.62547169811321,11.29867924528302,0.0,0.0,0.0,False,24.63701166666667,0.25
58,Country Club,Bronx,47,34.19106382978723,8.732765957446809,30.0,0.0,0.0,False,24.63701166666667,0.25
221,Stapleton,Staten Island,46,29.131521739130434,969.3606521739131,51.36,22.58,2.04,False,24.63701166666667,0.25
59,Crotona Park,Bronx,45,33.562666666666665,7.908222222222222,43.32,24.3,21.14,False,24.63701166666667,0.25
23,Bloomfield/Emerson Hill,Staten Island,42,51.54595238095238,11.14047619047619,19.64,43.76,8.79,False,24.63701166666667,0.25
115,Grymes Hill/Clifton,Staten Island,40,51.937,10.0285,51.36,22.58,2.04,False,24.63701166666667,0.25
214,South Beach/Dongan Hills,Staten Island,40,33.5145,8.15775,65.85,0.0,0.0,False,24.63701166666667,0.25
27,Breezy Point/Fort Tilden/Riis Beach,Queens,38,38.64157894736842,7.777105263157894,15.96,68.48,7.47,False,24.63701166666667,0.25
30,Broad Channel,Queens,34,27.97764705882353,5.790294117647059,13.26,65.4,11.67,False,24.63701166666667,0.25
172,New Dorp/Midland Beach,Staten Island,28,31.643571428571427,9.443214285714287,41.0,35.09,15.69,False,24.63701166666667,0.25
118,Heartland Village/Todt Hill,Staten Island,28,63.848214285714285,10.708214285714286,15.29,48.99,14.44,False,24.63701166666667,0.25
111,Green-Wood Cemetery,Brooklyn,26,30.738846153846154,5.140384615384615,48.61,21.99,22.62,False,24.63701166666667,0.25
2,Jamaica Bay,Queens,22,38.123636363636365,10.218181818181819,13.26,65.4,11.67,False,24.63701166666667,0.25
206,Saint George/New Brighton,Staten Island,22,52.26954545454546,7.40409090909091,15.77,61.07,13.98,False,24.63701166666667,0.25
245,West Brighton,Staten Island,19,38.74947368421053,8.503157894736843,34.2,31.92,12.81,False,24.63701166666667,0.25
251,Westerleigh,Staten Island,19,55.17947368421053,8.223684210526315,19.64,43.76,8.79,False,24.63701166666667,0.25
156,Mariners Harbor,Staten Island,18,36.931666666666665,11.708888888888888,24.11,52.97,9.19,False,24.63701166666667,0.25
187,Port Richmond,Staten Island,15,31.755333333333333,5.2379999999999995,19.64,43.76,8.79,False,24.63701166666667,0.25
176,Oakwood,Staten Island,10,49.18,12.689,28.89,50.18,10.78,False,24.63701166666667,0.25
84,Eltingville/Annadale/Prince's Bay,Staten Island,6,62.31333333333333,9.268333333333333,15.9,67.49,9.4,False,24.63701166666667,0.25
44,Charleston/Tottenville,Staten Island,6,129.23666666666668,16.540000000000003,15.9,67.49,9.4,False,24.63701166666667,0.25
199,Rikers Island,Bronx,6,27.116666666666664,6.638333333333333,27.12,43.53,10.5,False,24.63701166666667,0.25
109,Great Kills,Staten Island,5,71.47999999999999,9.64,15.02,56.18,20.5,False,24.63701166666667,0.25
204,Rossville/Woodrow,Staten Island,3,20.776666666666667,9.86,9.32,68.56,11.99,False,24.63701166666667,0.25
99,Freshkills Park,Staten Island,2,0.0,2.25,6.85,83.3,0.0,False,24.63701166666667,0.25
5,Arden Heights,Staten Island,2,60.0,0.0,14.13,60.99,12.34,False,24.63701166666667,0.25
105,Governor's Island/Ellis Island/Liberty Island,Manhattan,2,14.899999999999999,2.505,,,,False,24.63701166666667,0.25
