biz1_encode,biz2_encode,biz3_encode,month,Summary_Level,Sample_Size,g_Sample_Size,b_Sample_Size,Sample_Size_Restored,g_Sample_Size_Restored,b_Sample_Size_Restored,Bad_Rate_Before_Restore,Bad_Rate_After_Restore,Ks_Before_Restore,Ks_After_Restore,Prev_Version_Ks_Before_Restore,Prev_Version_Ks_After_Restore,Monthly_PSI
2,7,7,202412,Level_1_Detail_by_month,14840,1389,13451,14840.0,1389.0,13451.0,0.9064016172506738,0.9064016172506738,0.10044451666526699,0.10044451666526699,,,0.2080943761501481
2,7,17,202412,Level_1_Detail_by_month,14714,1406,13308,14714.0,1406.0,13308.0,0.904444746499932,0.904444746499932,0.1154390710771519,0.1154390710771519,,,0.18289837568330486
3,3,3,202412,Level_1_Detail_by_month,14854,1407,13447,14854.0,1407.0,13447.0,0.9052780395852968,0.9052780395852968,0.11645498246848601,0.11645498246848601,,,0.17905527160651818
3,3,13,202412,Level_1_Detail_by_month,14621,1369,13252,14621.0,1369.0,13252.0,0.9063675535189112,0.9063675535189112,0.108600446654468,0.108600446654468,,,0.17044374876619048
3,8,8,202412,Level_1_Detail_by_month,14780,1408,13372,147800.0,14080.0,133720.0,0.9047361299052774,0.9047361299052774,0.08022147703478094,0.08022147703478094,,,0.20656594528262776
3,8,18,202412,Level_1_Detail_by_month,14785,1391,13394,14785.0,1391.0,13394.0,0.905918160297599,0.905918160297599,0.09792484096712939,0.09792484096712939,,,0.22162353113853922
4,4,4,202412,Level_1_Detail_by_month,14654,1423,13231,146540.0,14230.0,132310.0,0.9028934079432237,0.9028934079432237,0.09267147847431073,0.09267147847431073,,,0.18798359737477682
4,4,14,202412,Level_1_Detail_by_month,14556,1425,13131,14556.0,1425.0,13131.0,0.9021022258862325,0.9021022258862325,0.09673837323489215,0.09673837323489215,,,0.188531590249661
4,9,9,202412,Level_1_Detail_by_month,14505,1384,13121,14505.0,1384.0,13121.0,0.9045846259910376,0.9045846259910376,0.0988607923669994,0.0988607923669994,,,0.21265138726808383
4,9,19,202412,Level_1_Detail_by_month,14775,1415,13360,14775.0,1415.0,13360.0,0.9042301184433165,0.9042301184433165,0.11621051183851377,0.11621051183851377,,,0.18418379166227286
0,0,0,202501,Level_1_Detail_by_month,14812,1569,13243,148120.0,15690.0,132430.0,0.8940723737510127,0.8940723737510127,0.09782817787450704,0.09782817787450704,,,0.15158501619745363
0,0,10,202501,Level_1_Detail_by_month,14858,1590,13268,14858.0,1590.0,13268.0,0.8929869430609773,0.8929869430609773,0.09252383850679652,0.09252383850679652,,,0.15334033308284756
0,5,5,202501,Level_1_Detail_by_month,14902,1618,13284,14902.0,1618.0,13284.0,0.8914239699369212,0.8914239699369212,0.07787670995787005,0.07787670995787005,,,0.14849909688878377
0,5,15,202501,Level_1_Detail_by_month,14796,1538,13258,14796.0,1538.0,13258.0,0.8960529872938632,0.8960529872938632,0.07298819605151419,0.07298819605151419,,,0.16983573522095963
1,1,1,202501,Level_1_Detail_by_month,14831,1614,13217,14831.0,1614.0,13217.0,0.8911738925224193,0.8911738925224193,0.09756191544459614,0.09756191544459614,,,0.15124621775776595
1,1,11,202501,Level_1_Detail_by_month,14721,1575,13146,14721.0,1575.0,13146.0,0.8930099857346647,0.8930099857346647,0.09119833662964655,0.09119833662964655,,,0.15558496239286396
1,6,6,202501,Level_1_Detail_by_month,14997,1581,13416,14997.0,1581.0,13416.0,0.8945789157831566,0.8945789157831566,0.09343116322066941,0.09343116322066941,,,0.17643696231436015
1,6,16,202501,Level_1_Detail_by_month,14448,1545,12903,144480.0,15450.0,129030.0,0.8930647840531561,0.8930647840531561,0.07285925076504374,0.07285925076504374,,,0.15052879195974378
2,2,2,202501,Level_1_Detail_by_month,14773,1611,13162,14773.0,1611.0,13162.0,0.8909497055438976,0.8909497055438976,0.11119699120665161,0.11119699120665161,,,0.15543543431071788
2,2,12,202501,Level_1_Detail_by_month,14663,1494,13169,146630.0,14940.0,131690.0,0.8981108913592034,0.8981108913592034,0.08730723638726828,0.08730723638726828,,,0.16922650258756014
2,7,7,202501,Level_1_Detail_by_month,14901,1606,13295,14901.0,1606.0,13295.0,0.892221998523589,0.892221998523589,0.055770786215849966,0.055770786215849966,,,0.1661041960949836
2,7,17,202501,Level_1_Detail_by_month,14750,1647,13103,14750.0,1647.0,13103.0,0.8883389830508475,0.8883389830508475,0.09815255255856398,0.09815255255856398,,,0.14556389018739263
3,3,3,202501,Level_1_Detail_by_month,14626,1557,13069,14626.0,1557.0,13069.0,0.8935457404621906,0.8935457404621906,0.0642545792101043,0.0642545792101043,,,0.15376308248653148
3,3,13,202501,Level_1_Detail_by_month,14787,1568,13219,14787.0,1568.0,13219.0,0.8939609116115507,0.8939609116115507,0.08282093569707177,0.08282093569707177,,,0.13606016311036434
3,8,8,202501,Level_1_Detail_by_month,14923,1661,13262,149230.0,16610.0,132620.0,0.8886953025531059,0.8886953025531059,0.1144886582106503,0.1144886582106503,,,0.15533083050692365
3,8,18,202501,Level_1_Detail_by_month,14969,1650,13319,14969.0,1650.0,13319.0,0.8897721958714677,0.8897721958714677,0.0911970823180373,0.0911970823180373,,,0.1681550015828019
4,4,4,202501,Level_1_Detail_by_month,15014,1660,13354,150140.0,16600.0,133540.0,0.8894365259091515,0.8894365259091515,0.1029487126279568,0.1029487126279568,,,0.1546011348278214
4,4,14,202501,Level_1_Detail_by_month,14869,1588,13281,14869.0,1588.0,13281.0,0.8932006187369695,0.8932006187369695,0.08161580804152513,0.08161580804152513,,,0.15160242247945388
4,9,9,202501,Level_1_Detail_by_month,14726,1554,13172,14726.0,1554.0,13172.0,0.8944723618090452,0.8944723618090452,0.0823427761630009,0.0823427761630009,,,0.1849121544638101
4,9,19,202501,Level_1_Detail_by_month,14899,1645,13254,14899.0,1645.0,13254.0,0.889589905362776,0.889589905362776,0.08793679536096916,0.08793679536096916,,,0.15696991506760075
0,0,ALL,202405,Level_2_Rollup_biz3_by_month,13940,868,13072,77255.0,4783.0,72472.0,0.9377331420373027,0.9380881496343279,0.0434234498474243,0.03789190923616703,,,0.0
0,5,ALL,202405,Level_2_Rollup_biz3_by_month,13788,864,12924,13788.0,864.0,12924.0,0.9373368146214099,0.9373368146214099,0.05992404312390387,0.05992404312390387,,,0.0
1,1,ALL,202405,Level_2_Rollup_biz3_by_month,13899,826,13073,13899.0,826.0,13073.0,0.9405712641197208,0.9405712641197208,0.0572317044778724,0.0572317044778724,,,0.0
1,6,ALL,202405,Level_2_Rollup_biz3_by_month,13874,896,12978,76172.0,4757.0,71415.0,0.9354187689202825,0.937549230688442,0.06377379026044072,0.08104898265755633,,,0.0
2,2,ALL,202405,Level_2_Rollup_biz3_by_month,14020,840,13180,75949.0,4512.0,71437.0,0.9400855920114123,0.9405917128599455,0.04505744634727943,0.03753036574308344,,,0.0
2,7,ALL,202405,Level_2_Rollup_biz3_by_month,13976,875,13101,13976.0,875.0,13101.0,0.9373926731539782,0.9373926731539782,0.06315818857884348,0.06315818857884348,,,0.0
3,3,ALL,202405,Level_2_Rollup_biz3_by_month,13943,842,13101,13943.0,842.0,13101.0,0.9396112744746468,0.9396112744746468,0.09124468930496321,0.09124468930496321,,,0.0
3,8,ALL,202405,Level_2_Rollup_biz3_by_month,13931,871,13060,75869.0,4723.0,71146.0,0.9374775680137822,0.9377479602999907,0.063206643188815,0.08384165089297368,,,0.0
4,4,ALL,202405,Level_2_Rollup_biz3_by_month,13873,825,13048,76846.0,4839.0,72007.0,0.9405319685720465,0.9370299039637717,0.052561915909555446,0.04345497821382677,,,0.0
4,9,ALL,202405,Level_2_Rollup_biz3_by_month,13932,906,13026,13932.0,906.0,13026.0,0.9349698535745047,0.9349698535745047,0.09095461649294373,0.09095461649294373,,,0.0
0,0,ALL,202406,Level_2_Rollup_biz3_by_month,16265,1053,15212,89714.0,5751.0,83963.0,0.9352597602213342,0.9358962926633524,0.06364096520990203,0.07322199180260519,,,0.014026196150022286
0,5,ALL,202406,Level_2_Rollup_biz3_by_month,16248,1087,15161,16248.0,1087.0,15161.0,0.9330994583948794,0.9330994583948794,0.07753861997752787,0.07753861997752787,,,0.01382322951742211
1,1,ALL,202406,Level_2_Rollup_biz3_by_month,15937,1088,14849,15937.0,1088.0,14849.0,0.9317311915667943,0.9317311915667943,0.055984657315010344,0.055984657315010344,,,0.01448970098373132
1,6,ALL,202406,Level_2_Rollup_biz3_by_month,16213,1051,15162,89428.0,6010.0,83418.0,0.9351754764694998,0.9327950977322539,0.09120615651000907,0.10358602182644994,,,0.017683357425496676
2,2,ALL,202406,Level_2_Rollup_biz3_by_month,16172,1098,15074,89729.0,6129.0,83600.0,0.932104872619342,0.931694324020105,0.06181308821834147,0.0627163102545667,,,0.015597484439096636
2,7,ALL,202406,Level_2_Rollup_biz3_by_month,16087,1102,14985,16087.0,1102.0,14985.0,0.9314974824392367,0.9314974824392367,0.07929647736060319,0.07929647736060319,,,0.015830656438175883
3,3,ALL,202406,Level_2_Rollup_biz3_by_month,16314,1140,15174,16314.0,1140.0,15174.0,0.9301213681500552,0.9301213681500552,0.08430382995844693,0.08430382995844693,,,0.01293342904334157
3,8,ALL,202406,Level_2_Rollup_biz3_by_month,16135,1099,15036,89566.0,6013.0,83553.0,0.9318872017353579,0.9328651497219927,0.10543697249742867,0.11300823369528068,,,0.017616985044270554
4,4,ALL,202406,Level_2_Rollup_biz3_by_month,16520,1133,15387,90401.0,6452.0,83949.0,0.9314164648910411,0.9286291080850876,0.10185653792064708,0.0997358982389871,,,0.01429941233879517
4,9,ALL,202406,Level_2_Rollup_biz3_by_month,16169,1063,15106,16169.0,1063.0,15106.0,0.9342569113736162,0.9342569113736162,0.076631004806548,0.076631004806548,,,0.01517476846531019
0,0,ALL,202407,Level_2_Rollup_biz3_by_month,19141,1350,17791,104740.0,7452.0,97288.0,0.92947076955227,0.9288523964101585,0.0846905530678225,0.0796960757713771,,,0.05211290523724088
0,5,ALL,202407,Level_2_Rollup_biz3_by_month,19270,1383,17887,19270.0,1383.0,17887.0,0.9282304099636741,0.9282304099636741,0.074872944035548,0.074872944035548,,,0.04751355954843082
1,1,ALL,202407,Level_2_Rollup_biz3_by_month,19470,1367,18103,19470.0,1367.0,18103.0,0.9297894196199281,0.9297894196199281,0.07489804439773856,0.07489804439773856,,,0.05196763590371903
1,6,ALL,202407,Level_2_Rollup_biz3_by_month,19103,1328,17775,104891.0,7196.0,97695.0,0.9304821232267183,0.9313954486085555,0.08149602629929004,0.08542847601073555,,,0.06125629261735117
2,2,ALL,202407,Level_2_Rollup_biz3_by_month,19079,1415,17664,104399.0,7823.0,96576.0,0.9258346873525866,0.925066332052989,0.07807410892610234,0.07585742204491747,,,0.0571989983325792
2,7,ALL,202407,Level_2_Rollup_biz3_by_month,19193,1401,17792,19193.0,1401.0,17792.0,0.9270046371072787,0.9270046371072787,0.08901718293459454,0.08901718293459454,,,0.05353091471017826
3,3,ALL,202407,Level_2_Rollup_biz3_by_month,19151,1325,17826,19151.0,1325.0,17826.0,0.9308130123753329,0.9308130123753329,0.081643349019558,0.081643349019558,,,0.048575626372778215
3,8,ALL,202407,Level_2_Rollup_biz3_by_month,19220,1395,17825,105809.0,7488.0,98321.0,0.9274193548387096,0.9292309727905944,0.08099735078697212,0.08157219327900056,,,0.0574662683412841
4,4,ALL,202407,Level_2_Rollup_biz3_by_month,19224,1382,17842,104832.0,7466.0,97366.0,0.9281106949646275,0.9287812881562881,0.07019145868112947,0.08503537971855613,,,0.058216627370077136
4,9,ALL,202407,Level_2_Rollup_biz3_by_month,19247,1405,17842,19247.0,1405.0,17842.0,0.9270016106406194,0.9270016106406194,0.08934662145100469,0.08934662145100469,,,0.058709526698456097
0,0,ALL,202408,Level_2_Rollup_biz3_by_month,22041,1530,20511,120645.0,8559.0,112086.0,0.930583911800735,0.9290563222678105,0.07047208527992155,0.061773103734208246,,,0.11026423353868477
0,5,ALL,202408,Level_2_Rollup_biz3_by_month,22008,1562,20446,22008.0,1562.0,20446.0,0.9290258087968012,0.9290258087968012,0.07605261816423337,0.07605261816423337,,,0.10992970424667897
1,1,ALL,202408,Level_2_Rollup_biz3_by_month,21661,1600,20061,21661.0,1600.0,20061.0,0.9261345274918056,0.9261345274918056,0.07145281890234784,0.07145281890234784,,,0.0935511130059448
1,6,ALL,202408,Level_2_Rollup_biz3_by_month,21957,1656,20301,121758.0,9459.0,112299.0,0.9245798606366991,0.9223131128960725,0.06711081555916787,0.05400084913879338,,,0.10745168552002575
2,2,ALL,202408,Level_2_Rollup_biz3_by_month,21783,1610,20173,120207.0,8909.0,111298.0,0.9260891520910802,0.9258861796733967,0.08292539717776634,0.07845498607003593,,,0.10585523491987162
2,7,ALL,202408,Level_2_Rollup_biz3_by_month,21633,1648,19985,21633.0,1648.0,19985.0,0.923820089677807,0.923820089677807,0.076591575963526,0.076591575963526,,,0.10361574980951302
3,3,ALL,202408,Level_2_Rollup_biz3_by_month,21825,1578,20247,21825.0,1578.0,20247.0,0.9276975945017182,0.9276975945017182,0.07071751323624714,0.07071751323624714,,,0.0849002861367703
3,8,ALL,202408,Level_2_Rollup_biz3_by_month,21429,1576,19853,118926.0,8713.0,110213.0,0.9264548042372486,0.9267359534500446,0.07213872214584305,0.07548513764498604,,,0.09948706010116072
4,4,ALL,202408,Level_2_Rollup_biz3_by_month,21935,1633,20302,121079.0,9346.0,111733.0,0.9255527695463871,0.9228107268807968,0.06239714783197481,0.06608548876824069,,,0.09190776614239403
4,9,ALL,202408,Level_2_Rollup_biz3_by_month,22112,1635,20477,22112.0,1635.0,20477.0,0.9260582489146165,0.9260582489146165,0.07336199829778445,0.07336199829778445,,,0.11128412545770118
0,0,ALL,202409,Level_2_Rollup_biz3_by_month,25449,1911,23538,141630.0,10695.0,130935.0,0.9249086408110339,0.9244863376403304,0.09167673422434719,0.06294978113772393,,,0.1537070857462536
0,5,ALL,202409,Level_2_Rollup_biz3_by_month,25633,1969,23664,25633.0,1969.0,23664.0,0.923184956891507,0.923184956891507,0.07182854271636324,0.07182854271636324,,,0.1591134190545353
1,1,ALL,202409,Level_2_Rollup_biz3_by_month,25376,1936,23440,25376.0,1936.0,23440.0,0.9237074401008827,0.9237074401008827,0.10260485713479822,0.10260485713479822,,,0.1505029775595725
1,6,ALL,202409,Level_2_Rollup_biz3_by_month,25547,1959,23588,139271.0,10806.0,128465.0,0.9233178063960543,0.9224102648792641,0.08041673018258044,0.07535104400016368,,,0.16755338218672816
2,2,ALL,202409,Level_2_Rollup_biz3_by_month,25689,1926,23763,142698.0,10944.0,131754.0,0.9250262758379073,0.9233065635117521,0.09682399783007778,0.08811194669944433,,,0.16467794828293847
2,7,ALL,202409,Level_2_Rollup_biz3_by_month,25372,1904,23468,25372.0,1904.0,23468.0,0.9249566451206054,0.9249566451206054,0.10599208577243746,0.10599208577243746,,,0.15223104942246204
3,3,ALL,202409,Level_2_Rollup_biz3_by_month,25496,1908,23588,25496.0,1908.0,23588.0,0.9251647317226231,0.9251647317226231,0.0794116256391606,0.0794116256391606,,,0.13505342140415721
3,8,ALL,202409,Level_2_Rollup_biz3_by_month,25452,1978,23474,139725.0,10915.0,128810.0,0.9222850856514223,0.9218822687421722,0.10382457005763235,0.1056182633495954,,,0.16039568757348516
4,4,ALL,202409,Level_2_Rollup_biz3_by_month,25373,1952,23421,139691.0,10754.0,128937.0,0.9230678280061483,0.9230157991567102,0.08524676782290797,0.09170716920226463,,,0.14160306625135052
4,9,ALL,202409,Level_2_Rollup_biz3_by_month,25498,1977,23521,25498.0,1977.0,23521.0,0.9224645070201585,0.9224645070201585,0.09129882041074505,0.09129882041074505,,,0.16828564105881216
0,0,ALL,202410,Level_2_Rollup_biz3_by_month,25191,2027,23164,138438.0,11099.0,127339.0,0.9195347544758049,0.9198269261329982,0.0946920212087603,0.10380040667497226,,,0.20561054191851164
0,5,ALL,202410,Level_2_Rollup_biz3_by_month,25440,2017,23423,25440.0,2017.0,23423.0,0.9207154088050314,0.9207154088050314,0.07976311839057626,0.07976311839057626,,,0.20594245138457484
1,1,ALL,202410,Level_2_Rollup_biz3_by_month,25472,2008,23464,25472.0,2008.0,23464.0,0.9211683417085427,0.9211683417085427,0.08512812031791006,0.08512812031791006,,,0.194926710085807
1,6,ALL,202410,Level_2_Rollup_biz3_by_month,25493,2034,23459,139586.0,10962.0,128624.0,0.9202133919115051,0.9214677689739659,0.08067475869425195,0.08016106438238202,,,0.20051189171171901
2,2,ALL,202410,Level_2_Rollup_biz3_by_month,25667,2114,23553,140129.0,11861.0,128268.0,0.9176374332800873,0.9153565643086014,0.10341687567012553,0.10907454939919065,,,0.19899581216075007
2,7,ALL,202410,Level_2_Rollup_biz3_by_month,25802,2029,23773,25802.0,2029.0,23773.0,0.9213626850631734,0.9213626850631734,0.10046140992209107,0.10046140992209107,,,0.20246289712000806
3,3,ALL,202410,Level_2_Rollup_biz3_by_month,25732,2160,23572,25732.0,2160.0,23572.0,0.9160578268304057,0.9160578268304057,0.0985103952586559,0.0985103952586559,,,0.18634708939932015
3,8,ALL,202410,Level_2_Rollup_biz3_by_month,25626,2020,23606,140601.0,10948.0,129653.0,0.9211738078514009,0.9221342664703664,0.08758689475657722,0.08940666999622138,,,0.20644384207200953
4,4,ALL,202410,Level_2_Rollup_biz3_by_month,25699,2024,23675,141538.0,11087.0,130451.0,0.9212420716759407,0.9216676793511284,0.08170893314022654,0.08700810640808593,,,0.18393967791284604
4,9,ALL,202410,Level_2_Rollup_biz3_by_month,25478,2085,23393,25478.0,2085.0,23393.0,0.9181646911060523,0.9181646911060523,0.07960006892959537,0.07960006892959537,,,0.2022052278310394
0,0,ALL,202411,Level_2_Rollup_biz3_by_month,28870,2473,26397,158560.0,13669.0,144891.0,0.9143401454797367,0.9137928859737638,0.09108639626104131,0.09397819283152242,,,0.19150168701712417
0,5,ALL,202411,Level_2_Rollup_biz3_by_month,28758,2544,26214,28758.0,2544.0,26214.0,0.9115376590861674,0.9115376590861674,0.0962457407895248,0.0962457407895248,,,0.19764039598098537
1,1,ALL,202411,Level_2_Rollup_biz3_by_month,28572,2426,26146,28572.0,2426.0,26146.0,0.9150916981660366,0.9150916981660366,0.09852181443677088,0.09852181443677088,,,0.18364149869596377
1,6,ALL,202411,Level_2_Rollup_biz3_by_month,28722,2482,26240,159285.0,13498.0,145787.0,0.9135854049160922,0.9152588128197884,0.10260095246752227,0.09389404789337286,,,0.19590152398710473
2,2,ALL,202411,Level_2_Rollup_biz3_by_month,28624,2543,26081,158161.0,13865.0,144296.0,0.9111584684181107,0.9123361637824748,0.09839882505247005,0.11091251332732505,,,0.19477515121345446
2,7,ALL,202411,Level_2_Rollup_biz3_by_month,28434,2389,26045,28434.0,2389.0,26045.0,0.9159808679749596,0.9159808679749596,0.09988962819205349,0.09988962819205349,,,0.18259984485325653
3,3,ALL,202411,Level_2_Rollup_biz3_by_month,28695,2420,26275,28695.0,2420.0,26275.0,0.9156647499564384,0.9156647499564384,0.08829308568777472,0.08829308568777472,,,0.17316480082275915
3,8,ALL,202411,Level_2_Rollup_biz3_by_month,28682,2364,26318,157499.0,13362.0,144137.0,0.9175789693884666,0.9151613661039117,0.10093601376063088,0.11173724849040023,,,0.18870724546788514
4,4,ALL,202411,Level_2_Rollup_biz3_by_month,28679,2444,26235,156713.0,12956.0,143757.0,0.9147808500993758,0.9173265778844129,0.11115797757708634,0.10801032112861259,,,0.17891344921746072
4,9,ALL,202411,Level_2_Rollup_biz3_by_month,28701,2457,26244,28701.0,2457.0,26244.0,0.9143932267168391,0.9143932267168391,0.08032730872237048,0.08032730872237048,,,0.18277361013159946
0,0,ALL,202412,Level_2_Rollup_biz3_by_month,29453,2810,26643,161096.0,15599.0,145497.0,0.9045937595491121,0.9031695386601778,0.09895506461272635,0.10768137492525948,,,0.19722620747577105
0,5,ALL,202412,Level_2_Rollup_biz3_by_month,29471,2830,26641,29471.0,2830.0,26641.0,0.9039733975772793,0.9039733975772793,0.10519607454330271,0.10519607454330271,,,0.19941588408954347
1,1,ALL,202412,Level_2_Rollup_biz3_by_month,29357,2790,26567,29357.0,2790.0,26567.0,0.9049630411826821,0.9049630411826821,0.08604952677298072,0.08604952677298072,,,0.18520581636172692
1,6,ALL,202412,Level_2_Rollup_biz3_by_month,29557,2862,26695,163639.0,15840.0,147799.0,0.9031701458199412,0.9032015595304298,0.09863390692462637,0.09647162341894722,,,0.2016228377511624
2,2,ALL,202412,Level_2_Rollup_biz3_by_month,29867,2752,27115,163607.0,15433.0,148174.0,0.9078581712257676,0.9056702952807643,0.11504297479726744,0.12817580226243913,,,0.1986937112699869
2,7,ALL,202412,Level_2_Rollup_biz3_by_month,29554,2795,26759,29554.0,2795.0,26759.0,0.9054273533193476,0.9054273533193476,0.10643293838376211,0.10643293838376211,,,0.19540306806128352
3,3,ALL,202412,Level_2_Rollup_biz3_by_month,29475,2776,26699,29475.0,2776.0,26699.0,0.9058184902459712,0.9058184902459712,0.10656248067230017,0.10656248067230017,,,0.17421692646312967
3,8,ALL,202412,Level_2_Rollup_biz3_by_month,29565,2799,26766,162585.0,15471.0,147114.0,0.9053272450532724,0.9048436202601716,0.08592678766770634,0.08082873018667014,,,0.21370805802422133
4,4,ALL,202412,Level_2_Rollup_biz3_by_month,29210,2848,26362,161096.0,15655.0,145441.0,0.902499144128723,0.9028219198490341,0.09250376563473639,0.09261896061659369,,,0.1869531416765164
4,9,ALL,202412,Level_2_Rollup_biz3_by_month,29280,2799,26481,29280.0,2799.0,26481.0,0.9044057377049181,0.9044057377049181,0.10559485044849842,0.10559485044849842,,,0.1959731198001668
0,0,ALL,202501,Level_2_Rollup_biz3_by_month,29670,3159,26511,162978.0,17280.0,145698.0,0.8935288169868554,0.8939734197253617,0.09381749581415127,0.09699428688870892,,,0.15109078374370238
0,5,ALL,202501,Level_2_Rollup_biz3_by_month,29698,3156,26542,29698.0,3156.0,26542.0,0.8937302175230655,0.8937302175230655,0.07277764041189139,0.07277764041189139,,,0.15692476751659867
1,1,ALL,202501,Level_2_Rollup_biz3_by_month,29552,3189,26363,29552.0,3189.0,26363.0,0.8920885219274499,0.8920885219274499,0.09207816141780184,0.09207816141780184,,,0.15135962153941007
1,6,ALL,202501,Level_2_Rollup_biz3_by_month,29445,3126,26319,159477.0,17031.0,142446.0,0.8938359653591441,0.8932071709400101,0.08180340002358483,0.07445398386766733,,,0.16233715535090543
2,2,ALL,202501,Level_2_Rollup_biz3_by_month,29436,3105,26331,161403.0,16551.0,144852.0,0.8945169180595189,0.8974554376312708,0.09828785049198085,0.08874356445628945,,,0.16147727466143047
2,7,ALL,202501,Level_2_Rollup_biz3_by_month,29651,3253,26398,29651.0,3253.0,26398.0,0.8902903780648207,0.8902903780648207,0.07137431836015307,0.07137431836015307,,,0.15633473179928392
3,3,ALL,202501,Level_2_Rollup_biz3_by_month,29413,3125,26288,29413.0,3125.0,26288.0,0.8937544623125828,0.8937544623125828,0.07110312842361532,0.07110312842361532,,,0.14357677340420194
3,8,ALL,202501,Level_2_Rollup_biz3_by_month,29892,3311,26581,164199.0,18260.0,145939.0,0.8892345778134618,0.8887934762087467,0.10034358602622523,0.11175784692770285,,,0.1607942084420448
4,4,ALL,202501,Level_2_Rollup_biz3_by_month,29883,3248,26635,165009.0,18188.0,146821.0,0.891309440149918,0.8897757092037404,0.08864567622327374,0.10032573269970751,,,0.15129627650805527
4,9,ALL,202501,Level_2_Rollup_biz3_by_month,29625,3199,26426,29625.0,3199.0,26426.0,0.8920168776371308,0.8920168776371308,0.07790882817458822,0.07790882817458822,,,0.16824289959414931
0,ALL,ALL,202405,Level_3_Rollup_biz2_biz3_by_month,27728,1732,25996,91043.0,5647.0,85396.0,0.937536064627813,0.9379743637621784,0.046857270988928224,0.03908701372071288,,,0.0
1,ALL,ALL,202405,Level_3_Rollup_biz2_biz3_by_month,27773,1722,26051,90071.0,5583.0,84488.0,0.9379973355417132,0.9380155654983291,0.052468152905287946,0.06951998736882725,,,0.0
2,ALL,ALL,202405,Level_3_Rollup_biz2_biz3_by_month,27996,1715,26281,89925.0,5387.0,84538.0,0.9387412487498215,0.9400945232137893,0.046582866514546795,0.03890824228249545,,,0.0
3,ALL,ALL,202405,Level_3_Rollup_biz2_biz3_by_month,27874,1713,26161,89812.0,5565.0,84247.0,0.9385448805338308,0.9380372333318487,0.07302985935602463,0.08046289804726531,,,0.0
4,ALL,ALL,202405,Level_3_Rollup_biz2_biz3_by_month,27805,1731,26074,90778.0,5745.0,85033.0,0.9377450098903075,0.9367137412148318,0.07009288809475162,0.0507455289180363,,,0.0
0,ALL,ALL,202406,Level_3_Rollup_biz2_biz3_by_month,32513,2140,30373,105962.0,6838.0,99124.0,0.9341801740842125,0.9354674317208056,0.06880629961866647,0.0715662358150938,,,0.01340353424931524
1,ALL,ALL,202406,Level_3_Rollup_biz2_biz3_by_month,32150,2139,30011,105365.0,7098.0,98267.0,0.9334681181959564,0.9326341764342998,0.06706468809340588,0.0930502904716018,,,0.015257817226755607
2,ALL,ALL,202406,Level_3_Rollup_biz2_biz3_by_month,32259,2200,30059,105816.0,7231.0,98585.0,0.9318019777426455,0.9316643985786649,0.06813350410858643,0.06403734121177967,,,0.015267886877387952
3,ALL,ALL,202406,Level_3_Rollup_biz2_biz3_by_month,32449,2239,30210,105880.0,7153.0,98727.0,0.930999414465777,0.9324423876086135,0.08866805371185393,0.10641413183676951,,,0.01402571116593435
4,ALL,ALL,202406,Level_3_Rollup_biz2_biz3_by_month,32689,2196,30493,106570.0,7515.0,99055.0,0.9328214384043562,0.9294829689406024,0.08852378075723077,0.09651587407857215,,,0.01452952326636654
0,ALL,ALL,202407,Level_3_Rollup_biz2_biz3_by_month,38411,2733,35678,124010.0,8835.0,115175.0,0.9288485069381167,0.9287557455043948,0.07184694453809493,0.07520273828524765,,,0.049784913424048144
1,ALL,ALL,202407,Level_3_Rollup_biz2_biz3_by_month,38573,2695,35878,124361.0,8563.0,115798.0,0.9301324760843077,0.9311440081697638,0.0768946939437411,0.082866982016994,,,0.05561875989220955
2,ALL,ALL,202407,Level_3_Rollup_biz2_biz3_by_month,38272,2816,35456,123592.0,9224.0,114368.0,0.9264214046822743,0.9253673376917599,0.07875061535936989,0.0746809055935927,,,0.05449111405772873
3,ALL,ALL,202407,Level_3_Rollup_biz2_biz3_by_month,38371,2720,35651,124960.0,8813.0,116147.0,0.9291131323134659,0.9294734314980794,0.08129428140783113,0.08126282990055123,,,0.052599447019256534
4,ALL,ALL,202407,Level_3_Rollup_biz2_biz3_by_month,38471,2787,35684,124079.0,8871.0,115208.0,0.9275558212679681,0.9285052265089178,0.07804205048766177,0.08536681799431961,,,0.05826801285269338
0,ALL,ALL,202408,Level_3_Rollup_biz2_biz3_by_month,44049,3092,40957,142653.0,10121.0,132532.0,0.9298054439374334,0.9290516147574884,0.0681557103352739,0.06265936685765411,,,0.10966814577424386
1,ALL,ALL,202408,Level_3_Rollup_biz2_biz3_by_month,43618,3256,40362,143419.0,11059.0,132360.0,0.9253519189325508,0.9228902725580292,0.06709550375003026,0.05622054880726962,,,0.09979174514424675
2,ALL,ALL,202408,Level_3_Rollup_biz2_biz3_by_month,43416,3258,40158,141840.0,10557.0,131283.0,0.9249585406301825,0.9255710659898477,0.07734049950210481,0.07656158407107339,,,0.10404566058303698
3,ALL,ALL,202408,Level_3_Rollup_biz2_biz3_by_month,43254,3154,40100,140751.0,10291.0,130460.0,0.9270818883802654,0.9268850665359394,0.07034237488080686,0.07447536164127044,,,0.09175035877590276
4,ALL,ALL,202408,Level_3_Rollup_biz2_biz3_by_month,44047,3268,40779,143191.0,10981.0,132210.0,0.9258065248484574,0.9233122193433945,0.06635295670669289,0.06422377931210968,,,0.10125982597148728
