entity_id,source,dominant_topic,cluster_label,topic_weights
airbnb_139,Airbnb,2,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.045443396426051094), np.float64(0.009246767622923025), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_140,Airbnb,5,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.03035614921976678), np.float64(0.16759728090099876), np.float64(0.0), np.float64(0.0)]"
airbnb_141,Airbnb,4,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.015986757904295597), np.float64(0.0), np.float64(0.1699014445628575), np.float64(0.0), np.float64(0.012298035274308868), np.float64(2.888045700307717e-05)]"
airbnb_142,Airbnb,0,5,"[np.float64(0.042764800501091306), np.float64(0.0), np.float64(0.036572779481995873), np.float64(0.0016624811838744998), np.float64(0.007714152845335448), np.float64(0.0017710879462740495), np.float64(0.003284899245496203), np.float64(0.0009348998204881526)]"
airbnb_143,Airbnb,3,0,"[np.float64(0.00564140720960193), np.float64(0.0), np.float64(0.038879563771897094), np.float64(0.04128387021194968), np.float64(0.03842538396546742), np.float64(0.03928106120191417), np.float64(0.03288887609596338), np.float64(0.013638063806896441)]"
airbnb_144,Airbnb,0,5,"[np.float64(0.13876261584310018), np.float64(0.0), np.float64(0.0), np.float64(0.004402348074584104), np.float64(0.0036426417420242965), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_145,Airbnb,0,2,"[np.float64(0.0975714733922234), np.float64(0.0), np.float64(0.006368434686910361), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_146,Airbnb,4,0,"[np.float64(0.03443495788698379), np.float64(0.0), np.float64(0.0), np.float64(0.047458475980127826), np.float64(0.09488506385937828), np.float64(0.005469556317066213), np.float64(0.012155758858043745), np.float64(0.0)]"
airbnb_147,Airbnb,0,0,"[np.float64(0.07809157409067602), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.008786037198822528), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_148,Airbnb,0,5,"[np.float64(0.05624533309603784), np.float64(0.0), np.float64(0.01212010293975208), np.float64(0.002783590184398958), np.float64(0.022287404791034533), np.float64(0.05361381890955602), np.float64(0.0), np.float64(0.0037466411181209854)]"
airbnb_149,Airbnb,0,5,"[np.float64(0.09792808082492815), np.float64(0.0), np.float64(0.007383043174189382), np.float64(0.0), np.float64(0.0), np.float64(0.017675943523455504), np.float64(0.0), np.float64(0.004031747645529607)]"
airbnb_150,Airbnb,5,5,"[np.float64(0.02798808355401798), np.float64(0.0), np.float64(0.018883943841637184), np.float64(0.0), np.float64(0.0606901496299655), np.float64(0.0971728490166669), np.float64(0.008637787225277421), np.float64(0.008292946224455082)]"
airbnb_151,Airbnb,2,0,"[np.float64(0.0758217323110741), np.float64(0.0), np.float64(0.09152374049169718), np.float64(0.0), np.float64(0.004189913649584411), np.float64(0.004253211836745732), np.float64(0.010340355277179653), np.float64(0.00912710016593831)]"
airbnb_152,Airbnb,0,2,"[np.float64(0.04797804093096869), np.float64(0.0), np.float64(0.0012508072752505466), np.float64(0.016390100143979118), np.float64(0.017474288088645266), np.float64(0.020761712501944966), np.float64(0.0), np.float64(0.004026237350707053)]"
airbnb_153,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.17415954096671868), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_155,Airbnb,0,5,"[np.float64(0.19748133086275887), np.float64(0.0022609362032444797), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.03971278615054785), np.float64(0.0), np.float64(1.9279812919612826e-05)]"
airbnb_156,Airbnb,2,0,"[np.float64(0.012593791966459635), np.float64(0.0), np.float64(0.21547945212193476), np.float64(0.0), np.float64(0.0059816161104180345), np.float64(0.013616066523102204), np.float64(0.008746661539099244), np.float64(0.010976112537053611)]"
airbnb_157,Airbnb,4,0,"[np.float64(0.02375551295992843), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.027170688372992947), np.float64(0.0102109415309273), np.float64(0.0), np.float64(0.0)]"
airbnb_158,Airbnb,2,2,"[np.float64(0.01185546234722421), np.float64(0.0), np.float64(0.1670523452094938), np.float64(0.04714315285019305), np.float64(0.025801697861786398), np.float64(0.0), np.float64(0.007316870425686371), np.float64(0.0)]"
airbnb_159,Airbnb,3,2,"[np.float64(0.06269205749873374), np.float64(0.0), np.float64(0.0020270038630898317), np.float64(0.11351704367849286), np.float64(0.0), np.float64(0.020155301852760266), np.float64(0.0), np.float64(0.0005422302586617939)]"
airbnb_160,Airbnb,6,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.10778265885832113), np.float64(0.0), np.float64(0.19580620026631945), np.float64(0.00047456269660008587)]"
airbnb_161,Airbnb,0,5,"[np.float64(0.11265923147182583), np.float64(0.0), np.float64(0.00032254779884217634), np.float64(0.0068061295337360815), np.float64(0.023600956576278673), np.float64(0.02702928656531415), np.float64(0.0008557875774629835), np.float64(0.0)]"
airbnb_162,Airbnb,5,2,"[np.float64(0.045825770869735126), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.07062474096984171), np.float64(0.0), np.float64(0.0015305798295944823)]"
airbnb_163,Airbnb,0,5,"[np.float64(0.06994470008303119), np.float64(0.0), np.float64(0.021922886299004338), np.float64(0.0062273373408268315), np.float64(0.0017639055647996743), np.float64(0.056230316264797894), np.float64(0.02270462926103872), np.float64(0.01013352372036343)]"
airbnb_164,Airbnb,0,2,"[np.float64(0.05484194472808467), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_165,Airbnb,4,2,"[np.float64(0.039126740527360176), np.float64(0.0), np.float64(0.010843410558670143), np.float64(0.0018595341819777958), np.float64(0.07904379889350212), np.float64(0.02586576648123433), np.float64(0.0), np.float64(0.0007876138450599858)]"
airbnb_166,Airbnb,6,2,"[np.float64(0.03791208211984681), np.float64(0.0), np.float64(0.0), np.float64(0.013432602177013421), np.float64(0.0767387590173485), np.float64(0.0), np.float64(0.25673476901226555), np.float64(0.0)]"
airbnb_167,Airbnb,0,5,"[np.float64(0.12992537553458952), np.float64(0.0), np.float64(0.0), np.float64(0.02621155612203644), np.float64(0.0), np.float64(0.013096391696384498), np.float64(0.0), np.float64(0.0)]"
airbnb_168,Airbnb,5,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.17865681852332546), np.float64(0.0), np.float64(0.0)]"
airbnb_169,Airbnb,0,5,"[np.float64(0.11835321739218717), np.float64(0.0), np.float64(8.132263488342588e-05), np.float64(0.0), np.float64(0.0), np.float64(0.0015477892017315728), np.float64(0.0009484007443140193), np.float64(0.0)]"
airbnb_170,Airbnb,0,5,"[np.float64(0.10080979817112495), np.float64(0.0), np.float64(0.00044123720187794153), np.float64(0.0), np.float64(0.0013314895878780695), np.float64(0.024609133575049263), np.float64(0.005413367194104646), np.float64(0.0)]"
airbnb_171,Airbnb,5,5,"[np.float64(0.00830639817201183), np.float64(0.0), np.float64(0.02711870099748751), np.float64(0.003099592886139238), np.float64(0.0), np.float64(0.15698974511273506), np.float64(0.013746726173180042), np.float64(0.010848809356407743)]"
airbnb_172,Airbnb,0,2,"[np.float64(0.06337727065956272), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.04935670246890323), np.float64(0.0), np.float64(0.000641483846264363)]"
airbnb_173,Airbnb,0,5,"[np.float64(0.11460296264032589), np.float64(0.0), np.float64(0.006590291649285138), np.float64(0.01719504140849507), np.float64(0.05158667925823647), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_174,Airbnb,2,5,"[np.float64(0.07042968786817443), np.float64(0.0), np.float64(0.19507477547530222), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0019742630242678954)]"
airbnb_175,Airbnb,0,5,"[np.float64(0.09238844113368072), np.float64(0.0), np.float64(0.0), np.float64(0.04064780493092116), np.float64(0.05939130000484275), np.float64(0.00014703056577089395), np.float64(0.0), np.float64(0.0)]"
airbnb_176,Airbnb,0,5,"[np.float64(0.09289013704203457), np.float64(0.0), np.float64(0.0), np.float64(0.044428922481200915), np.float64(0.04903730420189586), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_177,Airbnb,0,2,"[np.float64(0.08755327287012363), np.float64(0.0), np.float64(0.0732273065704252), np.float64(0.0), np.float64(0.019110878881999104), np.float64(0.0), np.float64(0.0), np.float64(0.002929187863366607)]"
airbnb_178,Airbnb,0,2,"[np.float64(0.16688717261919953), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_179,Airbnb,0,2,"[np.float64(0.10477413817238355), np.float64(0.0), np.float64(0.08579967502387495), np.float64(0.01104205750873617), np.float64(0.010404408205873957), np.float64(0.0), np.float64(0.0), np.float64(0.0026767871817679023)]"
airbnb_180,Airbnb,0,0,"[np.float64(0.07741248259439076), np.float64(0.0), np.float64(0.0), np.float64(0.010949197124112726), np.float64(0.01882592983187565), np.float64(0.028386867788048505), np.float64(0.0), np.float64(0.0012959163307919277)]"
airbnb_181,Airbnb,7,5,"[np.float64(0.11252918052643225), np.float64(0.0), np.float64(0.0), np.float64(0.004991419230335603), np.float64(0.01914963468146346), np.float64(0.0), np.float64(0.001539822247280679), np.float64(0.11518906638003497)]"
airbnb_182,Airbnb,0,5,"[np.float64(0.04304276085826455), np.float64(0.0), np.float64(0.0), np.float64(0.006612325067004619), np.float64(0.03819414960938864), np.float64(0.01365467903896685), np.float64(0.02871336887147477), np.float64(0.009607157025354026)]"
airbnb_183,Airbnb,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_185,Airbnb,6,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.46626081699266414), np.float64(0.0)]"
airbnb_186,Airbnb,4,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.05199943787366697), np.float64(0.015171257851424572), np.float64(0.04195656157332567), np.float64(0.0)]"
airbnb_187,Airbnb,6,0,"[np.float64(0.057545259439744416), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.10510112315516287), np.float64(0.2519451626992272), np.float64(0.0)]"
airbnb_188,Airbnb,6,0,"[np.float64(0.052318996523591274), np.float64(0.0), np.float64(0.00398948411101694), np.float64(0.0), np.float64(0.0), np.float64(0.0004146729517962349), np.float64(0.10294165571047613), np.float64(0.0010523926281198394)]"
airbnb_189,Airbnb,6,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.06126577687008463), np.float64(0.0), np.float64(0.0), np.float64(0.017725746997295927), np.float64(0.0664797481008193), np.float64(0.0)]"
airbnb_190,Airbnb,0,0,"[np.float64(0.13372481600681432), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.018240965337413657), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_191,Airbnb,0,2,"[np.float64(0.1292920445108892), np.float64(0.0), np.float64(0.0), np.float64(0.043635576442052175), np.float64(0.0), np.float64(0.0015337774486689924), np.float64(0.0), np.float64(0.0)]"
airbnb_192,Airbnb,0,2,"[np.float64(0.11473530027018801), np.float64(0.0), np.float64(0.005616490604818362), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_193,Airbnb,6,5,"[np.float64(0.017718816013885575), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.026585646695739963), np.float64(0.028661576116576187), np.float64(0.039347093418677107), np.float64(0.0)]"
airbnb_194,Airbnb,0,2,"[np.float64(0.06531255471135268), np.float64(0.0), np.float64(0.03450083257247961), np.float64(0.009076486922394732), np.float64(0.009327619112777538), np.float64(0.007837656925456335), np.float64(0.014265913559190439), np.float64(0.0)]"
airbnb_195,Airbnb,0,2,"[np.float64(0.07966850429724698), np.float64(0.0), np.float64(0.07481288920975616), np.float64(0.0), np.float64(0.0), np.float64(0.0024808002192021283), np.float64(0.0), np.float64(0.0)]"
airbnb_196,Airbnb,0,0,"[np.float64(0.16367673197278346), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_197,Airbnb,0,2,"[np.float64(0.03967891792786998), np.float64(0.0), np.float64(0.005443122449423262), np.float64(0.030944865873839666), np.float64(0.0), np.float64(0.003040883511806276), np.float64(0.0), np.float64(0.0)]"
airbnb_198,Airbnb,0,0,"[np.float64(0.06127149625964057), np.float64(0.0), np.float64(0.006948550959234792), np.float64(0.0012288486925604257), np.float64(0.007947154866596117), np.float64(0.004001795057977659), np.float64(0.003970317314113125), np.float64(0.0025598820612287086)]"
airbnb_199,Airbnb,0,0,"[np.float64(0.12270524251770176), np.float64(0.0), np.float64(0.0), np.float64(0.037125493495621706), np.float64(0.0), np.float64(0.05411365856162172), np.float64(0.0), np.float64(0.0)]"
airbnb_200,Airbnb,0,5,"[np.float64(0.11403125775508106), np.float64(0.0), np.float64(0.0005082587763139961), np.float64(0.001097155870495769), np.float64(0.030196530344239667), np.float64(0.007637418251131192), np.float64(0.0), np.float64(6.042762394184143e-05)]"
airbnb_201,Airbnb,0,0,"[np.float64(0.10803289605220107), np.float64(0.0), np.float64(0.0), np.float64(0.0033940515488897105), np.float64(0.0), np.float64(0.0), np.float64(0.0010576675144748841), np.float64(0.0038775890094231505)]"
airbnb_208,Airbnb,0,2,"[np.float64(0.09801402838196514), np.float64(0.0), np.float64(0.008100017247002399), np.float64(0.000474863820313938), np.float64(0.01662351928777872), np.float64(0.07703438946789815), np.float64(0.008517861124068235), np.float64(0.003462121110565674)]"
airbnb_209,Airbnb,5,2,"[np.float64(0.08436885441521418), np.float64(0.0), np.float64(0.0), np.float64(0.03406052780357877), np.float64(0.01409909910029612), np.float64(0.11745687835377014), np.float64(0.0041098655921488906), np.float64(0.0)]"
airbnb_210,Airbnb,5,0,"[np.float64(0.05349669619527899), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.014914644099497758), np.float64(0.08953906791915318), np.float64(0.03106164413787698), np.float64(0.0)]"
airbnb_211,Airbnb,0,5,"[np.float64(0.08489355947245), np.float64(0.0), np.float64(0.01098495740615856), np.float64(0.01807525799670458), np.float64(0.03449786889540899), np.float64(0.0032193147641057145), np.float64(0.006720395643395037), np.float64(0.001209440141423817)]"
airbnb_212,Airbnb,0,2,"[np.float64(0.09059193195380236), np.float64(0.0), np.float64(0.07389291834554607), np.float64(0.008040346887163454), np.float64(0.0), np.float64(0.011122952607929221), np.float64(0.04552967650538174), np.float64(0.0)]"
airbnb_213,Airbnb,6,2,"[np.float64(0.009309632479098384), np.float64(0.0), np.float64(0.0), np.float64(0.005546877552866201), np.float64(0.027186384295394345), np.float64(0.008152884394057392), np.float64(0.039947855164156276), np.float64(0.0)]"
airbnb_214,Airbnb,4,5,"[np.float64(0.08382548585801322), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.11268180103672491), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_215,Airbnb,7,2,"[np.float64(0.05608591952851825), np.float64(0.0), np.float64(0.02818792787546299), np.float64(0.0), np.float64(0.0074922771211034505), np.float64(0.043633403250737), np.float64(0.02486373154620151), np.float64(0.21908148574218164)]"
airbnb_216,Airbnb,2,5,"[np.float64(0.02462314250456629), np.float64(0.0), np.float64(0.30790388046533124), np.float64(0.003875761553056709), np.float64(0.0), np.float64(0.031299985737361646), np.float64(0.0), np.float64(0.0001907641363477979)]"
airbnb_217,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.14807626545269292), np.float64(0.1304356630287264), np.float64(0.0061537687018145895), np.float64(0.0)]"
airbnb_218,Airbnb,5,5,"[np.float64(0.04090288061050799), np.float64(0.0), np.float64(0.0010335268928361458), np.float64(0.0), np.float64(0.014486439473747028), np.float64(0.12801757062366353), np.float64(0.018750699102517542), np.float64(0.0)]"
airbnb_219,Airbnb,0,0,"[np.float64(0.07942490004842563), np.float64(6.911561168461045e-05), np.float64(0.006058209600493266), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_220,Airbnb,0,2,"[np.float64(0.09304802925792945), np.float64(0.0), np.float64(0.003972272915811343), np.float64(0.007528930107826816), np.float64(0.009549499743440874), np.float64(0.007382623849043234), np.float64(0.009723012896763675), np.float64(0.0)]"
airbnb_221,Airbnb,2,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.3976138486948871), np.float64(0.0), np.float64(0.10366862731282848), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_222,Airbnb,0,5,"[np.float64(0.0601807384215335), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.009134205152448373), np.float64(0.02566855426690456), np.float64(0.0017524425936841475)]"
airbnb_223,Airbnb,0,0,"[np.float64(0.17881037019571133), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_224,Airbnb,0,2,"[np.float64(0.14537379497311273), np.float64(0.0), np.float64(0.002207438820968784), np.float64(0.0), np.float64(0.026358297926362143), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_225,Airbnb,0,5,"[np.float64(0.05531621315398229), np.float64(0.0), np.float64(0.0011879264253662595), np.float64(0.0), np.float64(0.02197142757855219), np.float64(0.023715857981287673), np.float64(0.019742770733546713), np.float64(0.0)]"
airbnb_226,Airbnb,5,5,"[np.float64(0.0013974752423359916), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2878641101363748), np.float64(0.0), np.float64(0.0)]"
airbnb_227,Airbnb,0,2,"[np.float64(0.10352509364578368), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.06030607249733897), np.float64(0.0)]"
airbnb_228,Airbnb,0,5,"[np.float64(0.07750447105641194), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_229,Airbnb,0,0,"[np.float64(0.1080537385656458), np.float64(0.0), np.float64(0.002773215925510875), np.float64(0.0), np.float64(0.03076567353702809), np.float64(0.013628168658122181), np.float64(0.0), np.float64(0.0013503021094888694)]"
airbnb_230,Airbnb,0,5,"[np.float64(0.13482357685767818), np.float64(0.0), np.float64(0.000526797474494614), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.00019805691110509198)]"
airbnb_231,Airbnb,0,5,"[np.float64(0.09526272082048177), np.float64(0.0), np.float64(0.006822621270567387), np.float64(0.0), np.float64(0.039168645148194146), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_232,Airbnb,4,5,"[np.float64(0.09392469169310791), np.float64(0.0), np.float64(0.0046631069518676), np.float64(0.0), np.float64(0.09560340186274416), np.float64(0.01940140924786214), np.float64(0.011290540800523267), np.float64(0.0)]"
airbnb_237,Airbnb,5,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0002875803627442598), np.float64(0.0), np.float64(0.24614741565080647), np.float64(0.0005746585968690044), np.float64(0.0)]"
airbnb_238,Airbnb,5,5,"[np.float64(0.045675280657425356), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.28425383510950053), np.float64(0.0), np.float64(0.0)]"
airbnb_239,Airbnb,2,5,"[np.float64(0.09505070742883143), np.float64(0.0), np.float64(0.1372263948640652), np.float64(0.0), np.float64(0.0), np.float64(0.022677601281376667), np.float64(0.0), np.float64(0.0032830203136110223)]"
airbnb_240,Airbnb,0,0,"[np.float64(0.07823437424845332), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.05895600372853102), np.float64(0.04541949899437637), np.float64(0.0), np.float64(0.006001263293594415)]"
airbnb_241,Airbnb,0,2,"[np.float64(0.06506943799739641), np.float64(0.0), np.float64(0.0015457877228780097), np.float64(0.0), np.float64(0.0), np.float64(0.0064194022129942605), np.float64(0.013487318018787197), np.float64(0.0)]"
airbnb_242,Airbnb,0,5,"[np.float64(0.07899101799329132), np.float64(0.0), np.float64(0.0002822690961244008), np.float64(0.00047682867942143274), np.float64(0.013197392569481926), np.float64(0.06537200159830768), np.float64(0.02100740202424815), np.float64(0.0)]"
airbnb_243,Airbnb,4,2,"[np.float64(0.010623426568086004), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.13975069562087705), np.float64(0.017262812864141275), np.float64(0.0), np.float64(0.0)]"
airbnb_244,Airbnb,5,0,"[np.float64(0.02698186526464043), np.float64(0.0), np.float64(0.0016363798026221895), np.float64(0.0), np.float64(0.00012472242513406612), np.float64(0.07504856504344719), np.float64(0.0020175869611551538), np.float64(0.0)]"
airbnb_245,Airbnb,0,5,"[np.float64(0.1038053344280835), np.float64(0.0), np.float64(0.0), np.float64(0.004867016160426789), np.float64(0.0), np.float64(0.08757415289036462), np.float64(0.0), np.float64(0.0)]"
airbnb_246,Airbnb,0,2,"[np.float64(0.12618269679152616), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0060870165125015375), np.float64(0.0)]"
airbnb_247,Airbnb,0,0,"[np.float64(0.06541156089216542), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.005143024701610669), np.float64(0.0), np.float64(0.0)]"
airbnb_248,Airbnb,2,0,"[np.float64(0.09035679131595026), np.float64(0.0), np.float64(0.16799480041486253), np.float64(0.007456201210481105), np.float64(0.0), np.float64(0.0), np.float64(0.019311709844188375), np.float64(0.0)]"
airbnb_249,Airbnb,0,0,"[np.float64(0.0693287121580065), np.float64(0.00015665524633790866), np.float64(0.0), np.float64(0.02346127035337939), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0010943505833341802)]"
airbnb_250,Airbnb,5,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.45162179618239445), np.float64(0.0), np.float64(0.0)]"
airbnb_251,Airbnb,0,0,"[np.float64(0.09496859881424245), np.float64(0.0), np.float64(0.0063236844783320706), np.float64(0.02222685278682857), np.float64(0.0), np.float64(0.0), np.float64(0.010346893217018514), np.float64(0.0)]"
airbnb_252,Airbnb,5,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.45162179618239445), np.float64(0.0), np.float64(0.0)]"
airbnb_253,Airbnb,2,5,"[np.float64(0.03465668272843036), np.float64(0.0), np.float64(0.27214732742431247), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.013590171284039117), np.float64(0.0)]"
airbnb_254,Airbnb,4,2,"[np.float64(0.0), np.float64(0.0), np.float64(0.06817129411400347), np.float64(0.01645777254547328), np.float64(0.14485409181488043), np.float64(0.001709488314129705), np.float64(0.030194327368691556), np.float64(0.0)]"
airbnb_255,Airbnb,0,5,"[np.float64(0.07020193765857817), np.float64(0.0), np.float64(0.0), np.float64(0.06425444814761198), np.float64(0.024535455379451152), np.float64(0.013961067716248478), np.float64(0.015955146061981458), np.float64(0.00013341378578796966)]"
airbnb_256,Airbnb,0,2,"[np.float64(0.1284595705704042), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.005436584977215689), np.float64(0.11315396547641238), np.float64(0.0), np.float64(0.0)]"
airbnb_257,Airbnb,5,5,"[np.float64(0.03756581245790646), np.float64(0.0), np.float64(0.0008658406052767689), np.float64(0.0), np.float64(0.0), np.float64(0.2157480411520024), np.float64(0.0), np.float64(4.8280472307758264e-05)]"
airbnb_258,Airbnb,0,5,"[np.float64(0.046638746468142686), np.float64(0.0), np.float64(0.0014847954106967755), np.float64(0.007986660494708558), np.float64(0.017253822193745084), np.float64(0.013418443849850557), np.float64(0.004000645944142005), np.float64(0.0053450163669651425)]"
airbnb_259,Airbnb,0,5,"[np.float64(0.15692435661667753), np.float64(0.0), np.float64(0.0005740416018610696), np.float64(0.010630255207901685), np.float64(0.0), np.float64(0.1483373259091286), np.float64(0.002555395924489868), np.float64(0.0)]"
airbnb_260,Airbnb,0,5,"[np.float64(0.10757623224882609), np.float64(0.0), np.float64(0.012776008425554989), np.float64(0.0), np.float64(0.01637916935827292), np.float64(0.0030409059344789135), np.float64(0.012155153135675192), np.float64(0.0)]"
airbnb_261,Airbnb,0,2,"[np.float64(0.10382383195535129), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0007485455630935282), np.float64(0.0)]"
airbnb_262,Airbnb,0,5,"[np.float64(0.1187530117618882), np.float64(0.0), np.float64(0.0013028889745172524), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_263,Airbnb,5,5,"[np.float64(0.05086195581329684), np.float64(0.0), np.float64(0.04615675617985774), np.float64(0.0), np.float64(0.026187813528976076), np.float64(0.09367258373029086), np.float64(0.04264572040957849), np.float64(0.005167043653810619)]"
airbnb_264,Airbnb,2,2,"[np.float64(0.0661503257991518), np.float64(0.0), np.float64(0.07176609736631895), np.float64(0.0), np.float64(0.009426860259229935), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_265,Airbnb,0,5,"[np.float64(0.04729428853463973), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_266,Airbnb,4,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.04165275392914564), np.float64(0.0), np.float64(0.16272845868077276), np.float64(0.14657622026543263), np.float64(0.0), np.float64(0.011067562080213785)]"
airbnb_267,Airbnb,4,0,"[np.float64(0.013951554622409506), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.039694974032039004), np.float64(0.006516095077767119), np.float64(0.00866695608284602), np.float64(0.0)]"
airbnb_268,Airbnb,2,0,"[np.float64(0.08958134015715892), np.float64(0.0), np.float64(0.1618743302264272), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_269,Airbnb,4,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.014392402002299253), np.float64(0.029897827670318494), np.float64(0.2557739684833017), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
airbnb_273,Airbnb,2,2,"[np.float64(0.02420125783716401), np.float64(0.0), np.float64(0.08011035943370995), np.float64(0.0), np.float64(0.018605496087893886), np.float64(0.02684143399804768), np.float64(0.013553921627191252), np.float64(0.010519178557931561)]"
airbnb_274,Airbnb,0,0,"[np.float64(0.1047715713236883), np.float64(0.0), np.float64(0.0072179407363664886), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(6.33964849218187e-05), np.float64(0.0)]"
airbnb_275,Airbnb,6,2,"[np.float64(0.004537271895672232), np.float64(0.0), np.float64(0.020415570014761353), np.float64(0.00745265442676512), np.float64(0.02846187762646782), np.float64(0.0), np.float64(0.05538279564084612), np.float64(0.0)]"
