Area,Year,Item_clean,Value,avg_temp,average_rain_fall_mm_per_year
Chile,2010,Potato,212986,12.69,1522.0
Chile,2011,Potato,312460,13.25,1522.0
Chile,2012,Potato,263269,13.48,1522.0
Chile,2013,Potato,233767,13.07,1522.0
China,1985,Potato,108015,6.94,645.0
China,1986,Potato,100065,7.3,645.0
China,1987,Potato,103142,7.46,645.0
China,1989,Potato,110093,8.78,645.0
China,1990,Potato,113209,8.66,645.0
China,1991,Potato,105654,8.02,645.0
China,1992,Potato,126205,8.16,645.0
China,1993,Potato,148729,7.92,645.0
China,1994,Potato,136584,8.74,645.0
China,1995,Potato,133844,8.25,645.0
China,1996,Potato,141997,7.91,645.0
China,1997,Potato,149655,8.48,645.0
China,1998,Potato,158916,9.18,645.0
China,1999,Potato,127034,8.67,645.0
China,2000,Potato,140353,7.91,645.0
China,2001,Potato,136841,7.97,645.0
China,2002,Potato,150400,8.64,645.0
China,2004,Potato,157141,8.91,645.0
China,2005,Potato,145254,7.75,645.0
China,2006,Potato,128342,8.52,645.0
China,2007,Potato,146282,9.19,645.0
China,2008,Potato,151821,8.82,645.0
China,2009,Potato,144170,8.27,645.0
China,2010,Potato,156684,7.59,645.0
China,2011,Potato,162821,8.04,645.0
China,2012,Potato,167710,7.54,645.0
China,2013,Potato,170906,9.3,645.0
Colombia,1985,Potato,137337,26.72,3240.0
Colombia,1986,Potato,134085,26.93,3240.0
Colombia,1987,Potato,142614,27.59,3240.0
Colombia,1989,Potato,156330,26.78,3240.0
Colombia,1990,Potato,152736,27.22,3240.0
Colombia,1991,Potato,156654,27.3,3240.0
Colombia,1992,Potato,155655,27.38,3240.0
Colombia,1993,Potato,154545,27.42,3240.0
Colombia,1994,Potato,159364,27.17,3240.0
Colombia,1995,Potato,161991,27.3,3240.0
Colombia,1996,Potato,161255,27.12,3240.0
Colombia,1997,Potato,162924,27.54,3240.0
Colombia,1998,Potato,154602,27.67,3240.0
Colombia,1999,Potato,161620,26.77,3240.0
Colombia,2000,Potato,128180,26.98,3240.0
Colombia,2001,Potato,143742,27.28,3240.0
Colombia,2002,Potato,156377,27.77,3240.0
Colombia,2004,Potato,158199,27.3,3240.0
Colombia,2005,Potato,151954,27.56,3240.0
Colombia,2006,Potato,159033,27.51,3240.0
Colombia,2007,Potato,166986,27.45,3240.0
Colombia,2008,Potato,176013,27.16,3240.0
Colombia,2009,Potato,183793,27.68,3240.0
Colombia,2010,Potato,172462,27.54,3240.0
Colombia,2011,Potato,173390,27.18,3240.0
Colombia,2012,Potato,181661,27.56,3240.0
Colombia,2013,Potato,185619,27.6,3240.0
Croatia,1992,Potato,79015,10.78,1113.0
Croatia,1993,Potato,78435,10.19,1113.0
Croatia,1994,Potato,84888,11.33,1113.0
Croatia,1995,Potato,104158,10.14,1113.0
Croatia,1996,Potato,101625,9.24,1113.0
Croatia,1997,Potato,98123,10.18,1113.0
Croatia,1998,Potato,102378,10.42,1113.0
Croatia,1999,Potato,109779,10.51,1113.0
Croatia,2000,Potato,84883,11.45,1113.0
Croatia,2001,Potato,102106,10.74,1113.0
Croatia,2002,Potato,113892,11.18,1113.0
Croatia,2004,Potato,153997,10.06,1113.0
Croatia,2005,Potato,144638,9.62,1113.0
Croatia,2006,Potato,163810,10.56,1113.0
Croatia,2007,Potato,170730,11.31,1113.0
Croatia,2008,Potato,170369,11.09,1113.0
Croatia,2009,Potato,193036,11.06,1113.0
Croatia,2010,Potato,163115,10.0,1113.0
Croatia,2011,Potato,153960,11.02,1113.0
Croatia,2012,Potato,147848,11.12,1113.0
Croatia,2013,Potato,158785,11.58,1113.0
Denmark,1985,Potato,362045,6.99,703.0
Denmark,1986,Potato,367786,7.52,703.0
Denmark,1987,Potato,323416,6.98,703.0
Denmark,1989,Potato,369592,9.66,703.0
Denmark,1990,Potato,374583,9.83,703.0
Denmark,1991,Potato,336135,8.62,703.0
Denmark,1992,Potato,330083,9.47,703.0
Denmark,1993,Potato,386777,8.16,703.0
Denmark,1994,Potato,348378,9.15,703.0
Denmark,1995,Potato,339644,8.75,703.0
Denmark,1996,Potato,367500,7.31,703.0
Denmark,1997,Potato,396154,8.91,703.0
Denmark,1998,Potato,404433,8.65,703.0
Denmark,1999,Potato,395507,9.37,703.0
Denmark,2000,Potato,424863,9.67,703.0
Denmark,2001,Potato,403828,8.78,703.0
Denmark,2002,Potato,399066,9.54,703.0
Denmark,2004,Potato,397415,9.0,703.0
Denmark,2005,Potato,394100,9.11,703.0
Denmark,2006,Potato,352642,9.74,703.0
Denmark,2007,Potato,385647,9.87,703.0
Denmark,2008,Potato,416339,9.82,703.0
Denmark,2009,Potato,415861,9.22,703.0
Denmark,2010,Potato,352675,7.54,703.0
Denmark,2011,Potato,389423,9.31,703.0
Denmark,2012,Potato,421316,8.7,703.0
Denmark,2013,Potato,415732,8.81,703.0
Dominican Republic,1985,Potato,105998,26.3,1410.0
Dominican Republic,1986,Potato,130342,26.4,1410.0
Dominican Republic,1987,Potato,123994,26.79,1410.0
Dominican Republic,1989,Potato,138600,26.4,1410.0
Dominican Republic,1990,Potato,118759,26.67,1410.0
Dominican Republic,1991,Potato,123819,26.57,1410.0
Dominican Republic,1992,Potato,86284,26.45,1410.0
Dominican Republic,1993,Potato,98385,26.41,1410.0
Dominican Republic,1994,Potato,121589,26.78,1410.0
Dominican Republic,1995,Potato,103563,26.82,1410.0
Dominican Republic,1996,Potato,98893,26.29,1410.0
Dominican Republic,1997,Potato,92123,27.18,1410.0
Dominican Republic,1998,Potato,91000,27.16,1410.0
Dominican Republic,1999,Potato,110524,26.66,1410.0
Dominican Republic,2000,Potato,142405,26.37,1410.0
Dominican Republic,2001,Potato,183821,26.78,1410.0
Dominican Republic,2002,Potato,166370,27.08,1410.0
Dominican Republic,2004,Potato,179600,26.83,1410.0
Dominican Republic,2005,Potato,220766,27.03,1410.0
Dominican Republic,2006,Potato,222125,27.01,1410.0
Dominican Republic,2007,Potato,216325,27.08,1410.0
Dominican Republic,2008,Potato,205454,26.76,1410.0
Dominican Republic,2009,Potato,219707,26.91,1410.0
Dominican Republic,2010,Potato,237316,26.93,1410.0
Dominican Republic,2011,Potato,236186,26.79,1410.0
Dominican Republic,2012,Potato,242634,26.87,1410.0
Dominican Republic,2013,Potato,256603,26.51,1410.0
Ecuador,1985,Potato,115672,21.2,2274.0
Ecuador,1986,Potato,72477,21.44,2274.0
Ecuador,1987,Potato,63087,22.29,2274.0
Ecuador,1989,Potato,74318,21.22,2274.0
Ecuador,1990,Potato,71727,21.82,2274.0
Ecuador,1991,Potato,68405,21.91,2274.0
Ecuador,1992,Potato,77444,21.94,2274.0
Ecuador,1993,Potato,74694,21.86,2274.0
Ecuador,1994,Potato,81368,21.46,2274.0
Ecuador,1995,Potato,71719,21.96,2274.0
Ecuador,1996,Potato,84913,21.34,2274.0
Ecuador,1997,Potato,89626,22.88,2274.0
Ecuador,1998,Potato,92184,22.59,2274.0
Ecuador,1999,Potato,93077,21.21,2274.0
Ecuador,2000,Potato,56332,21.34,2274.0
Ecuador,2001,Potato,97253,21.51,2274.0
Ecuador,2002,Potato,48788,22.23,2274.0
Ecuador,2004,Potato,71587,22.04,2274.0
Ecuador,2005,Potato,69668,21.82,2274.0
Ecuador,2006,Potato,69768,22.09,2274.0
Ecuador,2007,Potato,68022,21.68,2274.0
Ecuador,2008,Potato,61416,21.72,2274.0
Ecuador,2009,Potato,58531,22.01,2274.0
Ecuador,2010,Potato,87422,21.98,2274.0
Ecuador,2011,Potato,77752,21.78,2274.0
Ecuador,2012,Potato,83078,21.86,2274.0
Ecuador,2013,Potato,73131,21.69,2274.0
Egypt,1985,Potato,198820,20.84,51.0
Egypt,1986,Potato,195753,20.59,51.0
Egypt,1987,Potato,225601,20.21,51.0
Egypt,1989,Potato,224135,20.46,51.0
Egypt,1990,Potato,205592,20.73,51.0
Egypt,1991,Potato,202345,20.64,51.0
Egypt,1992,Potato,209071,20.09,51.0
Egypt,1993,Potato,207792,20.74,51.0
Egypt,1994,Potato,204487,21.1,51.0
Egypt,1995,Potato,211244,20.62,51.0
Egypt,1996,Potato,202048,20.85,51.0
Egypt,1997,Potato,218355,20.52,51.0
Egypt,1998,Potato,223302,21.29,51.0
Egypt,1999,Potato,232915,21.46,51.0
Egypt,2000,Potato,235931,20.74,51.0
Egypt,2001,Potato,238739,21.45,51.0
Egypt,2002,Potato,240382,21.46,51.0
Egypt,2004,Potato,244443,21.06,51.0
Egypt,2005,Potato,250826,21.08,51.0
Egypt,2006,Potato,250085,21.15,51.0
Egypt,2007,Potato,255717,21.51,51.0
Egypt,2008,Potato,259390,21.74,51.0
Egypt,2009,Potato,264241,21.67,51.0
Egypt,2010,Potato,259211,22.46,51.0
Egypt,2011,Potato,264311,21.18,51.0
Egypt,2012,Potato,268531,21.55,51.0
Egypt,2013,Potato,266276,21.44,51.0
El Salvador,1985,Potato,97038,25.51,1784.0
El Salvador,1986,Potato,97040,25.6,1784.0
El Salvador,1987,Potato,95000,26.2,1784.0
El Salvador,1989,Potato,145370,25.63,1784.0
El Salvador,1990,Potato,140000,26.06,1784.0
El Salvador,1991,Potato,144231,26.08,1784.0
El Salvador,1992,Potato,144444,26.22,1784.0
El Salvador,1993,Potato,141509,26.12,1784.0
El Salvador,1994,Potato,140741,26.33,1784.0
El Salvador,1995,Potato,140000,26.05,1784.0
El Salvador,1996,Potato,157368,25.77,1784.0
El Salvador,1997,Potato,139286,26.48,1784.0
El Salvador,1998,Potato,215536,26.48,1784.0
El Salvador,1999,Potato,210286,25.67,1784.0
El Salvador,2000,Potato,231200,25.78,1784.0
El Salvador,2001,Potato,229878,25.92,1784.0
El Salvador,2002,Potato,236013,26.12,1784.0
El Salvador,2004,Potato,288786,26.2,1784.0
El Salvador,2005,Potato,221220,26.07,1784.0
El Salvador,2006,Potato,220517,26.14,1784.0
El Salvador,2007,Potato,218481,26.02,1784.0
El Salvador,2008,Potato,218555,25.71,1784.0
El Salvador,2009,Potato,252417,26.21,1784.0
El Salvador,2010,Potato,252796,25.96,1784.0
El Salvador,2011,Potato,196316,25.95,1784.0
El Salvador,2012,Potato,295706,26.04,1784.0
El Salvador,2013,Potato,426047,26.36,1784.0
Eritrea,1993,Potato,82000,24.09,383.0
Eritrea,1994,Potato,80659,24.13,383.0
Eritrea,1995,Potato,79816,24.37,383.0
Eritrea,1996,Potato,79592,24.36,383.0
Eritrea,1997,Potato,80769,24.32,383.0
Eritrea,1998,Potato,83333,24.78,383.0
Eritrea,1999,Potato,80000,24.68,383.0
Eritrea,2000,Potato,70012,24.76,383.0
Eritrea,2001,Potato,58050,24.61,383.0
Eritrea,2002,Potato,61120,24.86,383.0
Eritrea,2004,Potato,64000,24.79,383.0
Eritrea,2005,Potato,79311,24.85,383.0
Eritrea,2006,Potato,78493,24.7,383.0
Eritrea,2007,Potato,24508,24.7,383.0
Eritrea,2008,Potato,8406,24.79,383.0
Eritrea,2009,Potato,12000,25.3,383.0
Eritrea,2010,Potato,15729,25.22,383.0
Eritrea,2011,Potato,18180,24.78,383.0
Eritrea,2012,Potato,14209,25.16,383.0
Eritrea,2013,Potato,12819,25.87,383.0
Estonia,1992,Potato,144514,6.51,626.0
Estonia,1993,Potato,126432,5.26,626.0
Estonia,1994,Potato,140959,5.35,626.0
Estonia,1995,Potato,145590,6.23,626.0
Estonia,1996,Potato,141758,4.63,626.0
Estonia,1997,Potato,124153,5.95,626.0
Estonia,1998,Potato,97147,5.5,626.0
Estonia,1999,Potato,129807,6.55,626.0
Estonia,2000,Potato,152654,7.12,626.0
Estonia,2001,Potato,155249,6.08,626.0
Estonia,2002,Potato,131599,6.34,626.0
Estonia,2004,Potato,103416,6.03,626.0
Estonia,2005,Potato,150277,6.04,626.0
Estonia,2006,Potato,132608,6.7,626.0
Estonia,2007,Potato,171977,6.97,626.0
Estonia,2008,Potato,142273,7.39,626.0
Estonia,2009,Potato,152752,6.14,626.0
Estonia,2010,Potato,174562,5.06,626.0
Estonia,2011,Potato,178361,6.98,626.0
Estonia,2012,Potato,182175,5.57,626.0
Estonia,2013,Potato,193558,7.28,626.0
Finland,1985,Potato,179619,2.81,536.0
Finland,1986,Potato,196244,4.25,536.0
Finland,1987,Potato,117626,2.58,536.0
Finland,1989,Potato,219040,6.67,536.0
Finland,1990,Potato,214976,6.07,536.0
Finland,1991,Potato,185663,5.62,536.0
Finland,1992,Potato,192894,5.8,536.0
Finland,1993,Potato,213516,4.74,536.0
Finland,1994,Potato,198795,4.66,536.0
Finland,1995,Potato,221053,5.63,536.0
Finland,1996,Potato,220029,4.2,536.0
Finland,1997,Potato,227139,5.36,536.0
Finland,1998,Potato,180091,4.71,536.0
Finland,1999,Potato,244923,5.7,536.0
Finland,2000,Potato,243851,6.57,536.0
Finland,2001,Potato,244267,5.35,536.0
Finland,2002,Potato,261779,5.54,536.0
Finland,2004,Potato,226886,5.4,536.0
Finland,2005,Potato,256990,5.8,536.0
Finland,2006,Potato,205607,5.91,536.0
Finland,2007,Potato,256996,6.23,536.0
Finland,2008,Potato,261221,6.77,536.0
Finland,2009,Potato,286098,5.49,536.0
Finland,2010,Potato,261548,4.36,536.0
Finland,2011,Potato,275943,6.38,536.0
Finland,2012,Potato,236522,5.12,536.0
Finland,2013,Potato,281312,6.17,536.0
France,1985,Potato,324458,9.87,867.0
France,1986,Potato,310826,10.17,867.0
France,1987,Potato,348837,10.05,867.0
France,1989,Potato,285082,11.77,867.0
France,1990,Potato,290790,11.96,867.0
France,1991,Potato,321625,10.6,867.0
France,1992,Potato,365434,11.15,867.0
France,1993,Potato,360076,10.7,867.0
France,1994,Potato,335302,11.96,867.0
France,1995,Potato,347354,11.69,867.0
France,1996,Potato,361751,10.14,867.0
France,1997,Potato,397848,11.59,867.0
France,1998,Potato,373559,11.25,867.0
France,1999,Potato,397361,11.83,867.0
France,2000,Potato,395987,11.74,867.0
France,2001,Potato,374385,11.37,867.0
France,2002,Potato,423804,11.87,867.0
France,2004,Potato,454162,11.34,867.0
France,2005,Potato,422227,11.55,867.0
France,2006,Potato,401909,11.79,867.0
France,2007,Potato,453347,11.75,867.0
France,2008,Potato,435194,11.28,867.0
France,2009,Potato,437856,11.46,867.0
France,2010,Potato,421566,10.41,867.0
France,2011,Potato,468991,12.33,867.0
France,2012,Potato,413769,11.22,867.0
France,2013,Potato,431560,11.01,867.0
Gabon,1985,Maize,14444,26.1,1831.0
Gabon,1986,Maize,14510,25.98,1831.0
Gabon,1987,Maize,15766,26.55,1831.0
Gabon,1989,Maize,14446,26.17,1831.0
Gabon,1990,Maize,15768,26.31,1831.0
Gabon,1991,Maize,16912,26.27,1831.0
Gabon,1992,Maize,15397,25.95,1831.0
Gabon,1993,Maize,15835,26.27,1831.0
Gabon,1994,Maize,16503,26.33,1831.0
Gabon,1995,Maize,15471,26.68,1831.0
Gabon,1996,Maize,15802,26.25,1831.0
Gabon,1997,Maize,15484,26.37,1831.0
Gabon,1998,Maize,15712,27.06,1831.0
Gabon,1999,Maize,15858,26.44,1831.0
Gabon,2000,Maize,16188,26.3,1831.0
Gabon,2001,Maize,15242,26.27,1831.0
Gabon,2002,Maize,14286,26.61,1831.0
Gabon,2004,Maize,15478,26.63,1831.0
Gabon,2005,Maize,15570,26.64,1831.0
Gabon,2006,Maize,15610,26.86,1831.0
Gabon,2007,Maize,16500,26.86,1831.0
Gabon,2008,Maize,15894,26.78,1831.0
Gabon,2009,Maize,15721,26.97,1831.0
Gabon,2010,Maize,15772,26.9,1831.0
Gabon,2011,Maize,15774,26.63,1831.0
Gabon,2012,Maize,15776,26.62,1831.0
Gabon,2013,Maize,15777,26.73,1831.0
Georgia,1992,Potato,96256,7.44,1026.0
Georgia,1993,Potato,117820,7.69,1026.0
Georgia,1994,Potato,123708,8.84,1026.0
Georgia,1995,Potato,152284,9.76,1026.0
Georgia,1996,Potato,121532,9.55,1026.0
Georgia,1997,Potato,120890,9.1,1026.0
Georgia,1998,Potato,106323,10.28,1026.0
Georgia,1999,Potato,130003,10.11,1026.0
Georgia,2000,Potato,88911,9.68,1026.0
Georgia,2001,Potato,115597,10.18,1026.0
Georgia,2002,Potato,113615,9.41,1026.0
Georgia,2004,Potato,113481,9.55,1026.0
Georgia,2005,Potato,108613,9.58,1026.0
Georgia,2006,Potato,73991,9.89,1026.0
Georgia,2007,Potato,108113,9.44,1026.0
Georgia,2008,Potato,80921,9.51,1026.0
Georgia,2009,Potato,120444,9.67,1026.0
Georgia,2010,Potato,110531,11.31,1026.0
Georgia,2011,Potato,135594,8.93,1026.0
Georgia,2012,Potato,98054,10.2,1026.0
Georgia,2013,Potato,114517,11.08,1026.0
Germany,1985,Potato,293253,8.46,700.0
Germany,1986,Potato,262585,8.78,700.0
Germany,1987,Potato,292206,8.09,700.0
Germany,1989,Potato,264966,10.72,700.0
Germany,1990,Potato,257764,10.71,700.0
Germany,1991,Potato,298464,9.36,700.0
Germany,1992,Potato,301928,10.38,700.0
Germany,1993,Potato,392539,9.34,700.0
Germany,1994,Potato,329512,10.43,700.0
Germany,1995,Potato,314059,9.75,700.0
Germany,1996,Potato,390096,7.88,700.0
Germany,1997,Potato,384055,9.73,700.0
Germany,1998,Potato,381394,10.05,700.0
Germany,1999,Potato,374989,10.58,700.0
Germany,2000,Potato,433437,10.96,700.0
Germany,2001,Potato,407758,9.69,700.0
Germany,2002,Potato,391226,10.26,700.0
Germany,2004,Potato,441756,9.82,700.0
Germany,2005,Potato,419798,9.92,700.0
Germany,2006,Potato,365680,10.55,700.0
Germany,2007,Potato,423470,10.88,700.0
Germany,2008,Potato,437606,10.66,700.0
Germany,2009,Potato,443045,10.06,700.0
Germany,2010,Potato,398758,8.61,700.0
Germany,2011,Potato,457565,10.56,700.0
Germany,2012,Potato,447570,9.96,700.0
Germany,2013,Potato,398258,10.12,700.0
Ghana,1985,Maize,10086,26.46,1187.0
Ghana,1986,Maize,11845,26.5,1187.0
Ghana,1987,Maize,10907,27.44,1187.0
Ghana,1989,Maize,12610,26.61,1187.0
Ghana,1990,Maize,11889,26.73,1187.0
Ghana,1991,Maize,15260,26.6,1187.0
Ghana,1992,Maize,12040,26.47,1187.0
Ghana,1993,Maize,15092,26.67,1187.0
Ghana,1994,Maize,14933,26.62,1187.0
Ghana,1995,Maize,15020,26.87,1187.0
Ghana,1996,Maize,15153,26.61,1187.0
Ghana,1997,Maize,15285,26.58,1187.0
Ghana,1998,Maize,14850,27.28,1187.0
Ghana,1999,Maize,14557,26.74,1187.0
Ghana,2000,Maize,14578,26.83,1187.0
Ghana,2001,Maize,13150,26.76,1187.0
Ghana,2002,Maize,14900,26.92,1187.0
Ghana,2004,Maize,15794,27.02,1187.0
Ghana,2005,Maize,15613,27.06,1187.0
Ghana,2006,Maize,14994,27.1,1187.0
Ghana,2007,Maize,15437,27.16,1187.0
Ghana,2008,Maize,17371,26.98,1187.0
Ghana,2009,Maize,16969,27.14,1187.0
Ghana,2010,Maize,18874,27.57,1187.0
Ghana,2011,Maize,16458,27.11,1187.0
Ghana,2012,Maize,18712,26.86,1187.0
Ghana,2013,Maize,17240,27.24,1187.0
Greece,1985,Potato,182857,17.82,652.0
Greece,1986,Potato,185455,17.82,652.0
Greece,1987,Potato,182959,17.32,652.0
Greece,1989,Potato,205000,17.48,652.0
Greece,1990,Potato,189470,18.05,652.0
Greece,1991,Potato,202182,17.07,652.0
Greece,1992,Potato,204323,17.13,652.0
Greece,1993,Potato,202484,17.53,652.0
Greece,1994,Potato,200479,18.47,652.0
Greece,1995,Potato,200585,17.82,652.0
Greece,1996,Potato,200578,17.46,652.0
Greece,1997,Potato,191769,17.35,652.0
Greece,1998,Potato,202472,18.15,652.0
Greece,1999,Potato,199050,18.82,652.0
Greece,2000,Potato,207228,18.2,652.0
Greece,2001,Potato,204626,18.67,652.0
Greece,2002,Potato,193885,18.33,652.0
Greece,2004,Potato,202638,18.07,652.0
Greece,2005,Potato,200680,17.91,652.0
Greece,2006,Potato,198412,17.78,652.0
Greece,2007,Potato,206388,18.67,652.0
Greece,2008,Potato,201148,18.61,652.0
Greece,2009,Potato,207007,18.52,652.0
Greece,2010,Potato,206835,19.3,652.0
Greece,2011,Potato,202160,17.67,652.0
Greece,2012,Potato,199165,18.82,652.0
Greece,2013,Potato,206787,19.36,652.0
Guatemala,1985,Potato,63415,19.35,1996.0
Guatemala,1986,Potato,64358,19.45,1996.0
Guatemala,1987,Potato,65780,19.79,1996.0
Guatemala,1989,Potato,180228,19.33,1996.0
Guatemala,1990,Potato,210685,19.64,1996.0
Guatemala,1991,Potato,207137,19.91,1996.0
Guatemala,1992,Potato,204371,19.89,1996.0
Guatemala,1993,Potato,207000,19.85,1996.0
Guatemala,1994,Potato,208248,20.08,1996.0
Guatemala,1995,Potato,207000,19.98,1996.0
Guatemala,1996,Potato,209629,19.48,1996.0
Guatemala,1997,Potato,212213,20.16,1996.0
Guatemala,1998,Potato,213250,20.36,1996.0
Guatemala,1999,Potato,215496,19.44,1996.0
Guatemala,2000,Potato,224631,19.47,1996.0
Guatemala,2001,Potato,367969,19.62,1996.0
Guatemala,2002,Potato,335861,19.93,1996.0
Guatemala,2004,Potato,255804,19.85,1996.0
Guatemala,2005,Potato,268403,19.99,1996.0
Guatemala,2006,Potato,248346,19.88,1996.0
Guatemala,2007,Potato,250489,19.9,1996.0
Guatemala,2008,Potato,242863,19.51,1996.0
Guatemala,2009,Potato,252535,19.99,1996.0
Guatemala,2010,Potato,252547,19.85,1996.0
Guatemala,2011,Potato,255064,19.85,1996.0
Guatemala,2012,Potato,249536,19.88,1996.0
Guatemala,2013,Potato,247554,20.37,1996.0
Guinea,1985,Sorghum,13913,26.82,1651.0
Guinea,1986,Sorghum,13913,26.68,1651.0
Guinea,1987,Sorghum,14000,27.35,1651.0
Guinea,1989,Sorghum,17167,26.9,1651.0
Guinea,1990,Sorghum,16420,27.08,1651.0
Guinea,1991,Sorghum,15715,27.22,1651.0
Guinea,1992,Sorghum,15038,27.02,1651.0
Guinea,1993,Sorghum,14390,27.25,1651.0
Guinea,1994,Sorghum,13768,27.03,1651.0
Guinea,1995,Sorghum,13174,27.23,1651.0
Guinea,1996,Sorghum,12605,27.33,1651.0
Guinea,1997,Maize,12870,27.3,1651.0
Guinea,1998,Maize,13308,27.63,1651.0
Guinea,1999,Maize,13761,27.12,1651.0
Guinea,2000,Maize,14230,27.12,1651.0
Guinea,2001,Maize,14430,27.36,1651.0
Guinea,2002,Maize,14664,27.53,1651.0
Guinea,2004,Potato,61356,27.56,1651.0
Guinea,2005,Potato,63603,27.66,1651.0
Guinea,2006,Potato,61011,27.2,1651.0
Guinea,2007,Potato,59380,27.28,1651.0
Guinea,2008,Potato,65720,27.61,1651.0
Guinea,2009,Potato,89880,27.37,1651.0
Guinea,2010,Potato,59840,27.8,1651.0
Guinea,2011,Potato,56960,27.51,1651.0
Guinea,2012,Potato,68229,27.28,1651.0
Guinea,2013,Potato,75236,27.29,1651.0
Guyana,1985,Maize,10000,26.61,2387.0
Guyana,1986,Maize,10639,26.83,2387.0
Guyana,1987,Maize,12357,27.55,2387.0
Guyana,1989,Maize,11538,26.84,2387.0
Guyana,1990,Maize,15666,27.07,2387.0
Guyana,1991,Maize,13555,26.95,2387.0
Guyana,1992,Maize,12075,27.13,2387.0
Guyana,1993,Maize,12069,26.95,2387.0
Guyana,1994,Maize,11786,27.12,2387.0
Guyana,1995,Maize,13177,27.57,2387.0
Guyana,1996,Maize,11481,27.11,2387.0
Guyana,1997,Maize,30385,27.25,2387.0
Guyana,1998,Maize,15707,27.71,2387.0
Guyana,1999,Maize,15005,27.16,2387.0
Guyana,2000,Maize,12352,27.05,2387.0
Guyana,2001,Maize,12644,27.27,2387.0
Guyana,2002,Maize,14207,27.17,2387.0
Guyana,2004,Maize,12500,27.45,2387.0
Guyana,2005,Maize,12500,27.71,2387.0
Guyana,2006,Maize,10000,27.49,2387.0
Guyana,2007,Maize,17174,27.3,2387.0
Guyana,2008,Maize,13333,27.31,2387.0
Guyana,2009,Maize,13476,27.67,2387.0
Guyana,2010,Maize,13773,27.87,2387.0
Guyana,2011,Maize,13868,27.43,2387.0
Guyana,2012,Maize,13854,27.42,2387.0
Guyana,2013,Maize,13841,27.3,2387.0
Haiti,1985,Potato,166667,26.69,1440.0
Haiti,1986,Potato,166667,26.82,1440.0
Haiti,1987,Potato,166667,27.1,1440.0
Haiti,1989,Potato,150000,26.84,1440.0
Haiti,1990,Potato,109308,27.11,1440.0
Haiti,1991,Potato,142771,27.01,1440.0
Haiti,1992,Potato,145455,26.81,1440.0
Haiti,1993,Potato,150000,26.78,1440.0
Haiti,1994,Potato,146259,27.28,1440.0
Haiti,1995,Potato,143353,27.3,1440.0
Haiti,1996,Potato,140000,26.85,1440.0
Haiti,1997,Potato,133760,27.74,1440.0
Haiti,1998,Potato,127059,27.57,1440.0
Haiti,1999,Potato,122222,27.01,1440.0
Haiti,2000,Potato,120000,26.76,1440.0
Haiti,2001,Potato,129412,27.21,1440.0
Haiti,2002,Potato,127500,27.42,1440.0
Haiti,2004,Potato,127778,27.37,1440.0
Haiti,2005,Potato,130000,27.35,1440.0
Haiti,2006,Potato,130461,27.41,1440.0
Haiti,2007,Potato,131818,27.47,1440.0
Haiti,2008,Potato,130435,27.08,1440.0
Haiti,2009,Potato,125000,27.35,1440.0
Haiti,2010,Potato,121373,27.19,1440.0
Haiti,2011,Potato,126448,27.1,1440.0
Haiti,2012,Potato,127191,27.2,1440.0
Haiti,2013,Potato,127142,27.2,1440.0
Honduras,1985,Potato,124444,24.18,1976.0
Honduras,1986,Potato,124211,24.13,1976.0
Honduras,1987,Potato,126316,24.73,1976.0
Honduras,1989,Potato,132693,24.13,1976.0
Honduras,1990,Potato,113100,24.53,1976.0
Honduras,1991,Potato,126721,24.61,1976.0
Honduras,1992,Potato,168751,24.77,1976.0
Honduras,1993,Potato,114676,24.58,1976.0
Honduras,1994,Potato,107494,24.87,1976.0
Honduras,1995,Potato,108075,24.95,1976.0
Honduras,1996,Potato,128591,24.39,1976.0
Honduras,1997,Potato,132505,25.03,1976.0
Honduras,1998,Potato,129694,25.37,1976.0
Honduras,1999,Potato,105190,24.41,1976.0
Honduras,2000,Potato,163204,24.43,1976.0
Honduras,2001,Potato,170700,24.4,1976.0
Honduras,2002,Potato,165543,24.61,1976.0
Honduras,2004,Potato,172745,24.68,1976.0
Honduras,2005,Potato,161908,24.77,1976.0
Honduras,2006,Potato,162963,24.88,1976.0
Honduras,2007,Potato,181923,24.55,1976.0
Honduras,2008,Potato,210827,24.25,1976.0
Honduras,2009,Potato,166654,24.77,1976.0
Honduras,2010,Potato,146252,24.49,1976.0
Honduras,2011,Potato,159629,24.63,1976.0
Honduras,2012,Potato,142073,24.47,1976.0
Honduras,2013,Potato,163465,24.86,1976.0
Hungary,1985,Potato,196211,9.11,589.0
Hungary,1986,Potato,186627,9.88,589.0
Hungary,1987,Potato,160083,9.58,589.0
Hungary,1989,Potato,186010,10.64,589.0
Hungary,1990,Potato,170773,10.96,589.0
Hungary,1991,Potato,144746,9.66,589.0
Hungary,1992,Potato,168500,11.01,589.0
Hungary,1993,Potato,133100,10.22,589.0
Hungary,1994,Potato,127672,11.58,589.0
Hungary,1995,Potato,157750,10.34,589.0
Hungary,1996,Potato,212007,9.44,589.0
Hungary,1997,Potato,179341,9.89,589.0
Hungary,1998,Potato,218042,10.35,589.0
Hungary,1999,Potato,212423,10.64,589.0
Hungary,2000,Potato,184736,11.69,589.0
Hungary,2001,Potato,250499,10.47,589.0
Hungary,2002,Potato,221222,11.43,589.0
Hungary,2004,Potato,253210,10.37,589.0
Hungary,2005,Potato,258776,10.05,589.0
Hungary,2006,Potato,249942,10.67,589.0
Hungary,2007,Potato,221693,11.82,589.0
