RegionName,State,non_missing,total,missing_rate
Charleston,MO,96,240,0.600000
East Prairie,MO,96,240,0.600000
Florence,MO,96,240,0.600000
Graff,MO,96,240,0.600000
Hartville,MO,96,240,0.600000
Macomb,MO,96,240,0.600000
Mansfield,MO,96,240,0.600000
Moline Acres,MO,96,240,0.600000
Shoal Creek Estates,MO,96,240,0.600000
Versailles,MO,96,240,0.600000
Graham,NC,192,480,0.600000
Hamilton,NC,96,240,0.600000
Abercrombie,ND,96,240,0.600000
Cleveland,ND,96,240,0.600000
Frontier,ND,96,240,0.600000
Medina,ND,96,240,0.600000
Ypsilanti,ND,96,240,0.600000
Crab Orchard,NE,96,240,0.600000
Miller,NE,96,240,0.600000
Odessa,NE,96,240,0.600000
Pittsgrove Township,NJ,96,240,0.600000
Woodbridge Township,NJ,48,120,0.600000
Elida,NM,96,240,0.600000
Lake Arthur,NM,96,240,0.600000
Town of Pike,NY,96,240,0.600000
Coalton,OH,96,240,0.600000
Antelope,OR,96,240,0.600000
Shaniko,OR,96,240,0.600000
Armagh,PA,96,240,0.600000
Black Lick Township,PA,96,240,0.600000
Bolivar,PA,96,240,0.600000
Cherry Tree,PA,96,240,0.600000
Commodore,PA,96,240,0.600000
Dicksonville,PA,96,240,0.600000
Glen Campbell,PA,96,240,0.600000
Lucernemines,PA,96,240,0.600000
Plumville,PA,96,240,0.600000
Smicksburg,PA,96,240,0.600000
Mount Vernon,SD,96,240,0.600000
Tea,SD,96,240,0.600000
Kendleton,TX,96,240,0.600000
O'Brien,TX,96,240,0.600000
Tahoka,TX,96,240,0.600000
Weinert,TX,96,240,0.600000
Cache Junction,UT,96,240,0.600000
Jewell Ridge,VA,96,240,0.600000
Loretto,VA,96,240,0.600000
Averill,VT,96,240,0.600000
Essex Junction,VT,96,240,0.600000
Campbell,AL,98,240,0.591667
Carlton,AL,98,240,0.591667
Coffeeville,AL,98,240,0.591667
Fulton,AL,98,240,0.591667
Grove Hill,AL,98,240,0.591667
Jackson,AL,98,240,0.591667
Whatley,AL,98,240,0.591667
Luxora,AR,98,240,0.591667
Lost Hills,CA,98,240,0.591667
Mc Kittrick,CA,98,240,0.591667
Stirling City,CA,98,240,0.591667
Kent,IA,98,240,0.591667
Quimby,IA,98,240,0.591667
Rolla,KS,98,240,0.591667
Hartford,MI,98,240,0.591667
Alberta,MN,98,240,0.591667
Wadsworth,NV,98,240,0.591667
South Solon,OH,98,240,0.591667
Swink,OK,98,240,0.591667
Mahaffey,PA,98,240,0.591667
Balmorhea,TX,98,240,0.591667
Saragosa,TX,98,240,0.591667
Toyah,TX,98,240,0.591667
Dayton,WA,98,240,0.591667
Baisden,WV,98,240,0.591667
Sulphur,LA,246,600,0.590000
Key Largo,FL,299,720,0.584722
Clarendon,AR,100,240,0.583333
Leggett,CA,100,240,0.583333
Westmorland,CA,100,240,0.583333
Egnar,CO,100,240,0.583333
Lindon,CO,100,240,0.583333
Tingley,IA,100,240,0.583333
Brewster,KS,100,240,0.583333
Leona,KS,100,240,0.583333
Gould City,MI,100,240,0.583333
Mountain Lake,MN,100,240,0.583333
Trommald,MN,100,240,0.583333
South Greenfield,MO,100,240,0.583333
Augusta,MT,100,240,0.583333
Bloomfield,MT,100,240,0.583333
Lindsay,MT,100,240,0.583333
Epping,ND,100,240,0.583333
Victory Gardens,NJ,100,240,0.583333
Addyston,OH,100,240,0.583333
Mount Pleasant,OH,100,240,0.583333
Horntown,OK,100,240,0.583333
Nashoba,OK,100,240,0.583333
Yeager,OK,100,240,0.583333
Fossil,OR,100,240,0.583333
Maupin,OR,100,240,0.583333
Mitchell,OR,100,240,0.583333
Spray,OR,100,240,0.583333
Cool,TX,100,240,0.583333
La Marque,TX,300,720,0.583333
Strange Creek,WV,100,240,0.583333
Franklin,AL,202,480,0.579167
Reyno,AR,102,240,0.575000
Wilton,AR,102,240,0.575000
Branson,CO,102,240,0.575000
Gray,IA,102,240,0.575000
Bel-Ridge,MO,102,240,0.575000
Newtonia,MO,102,240,0.575000
Avon,MS,102,240,0.575000
Gore Springs,MS,102,240,0.575000
Bearcreek,MT,102,240,0.575000
Belfry,MT,102,240,0.575000
Cameron,MT,102,240,0.575000
Saco,MT,102,240,0.575000
Bruning,NE,102,240,0.575000
Exeter,NE,102,240,0.575000
Fairmont,NE,102,240,0.575000
Grafton,NE,102,240,0.575000
Milligan,NE,102,240,0.575000
Strang,NE,102,240,0.575000
Dill City,OK,102,240,0.575000
Moyers,OK,102,240,0.575000
Trent,SD,102,240,0.575000
Asherton,TX,102,240,0.575000
Catarina,TX,102,240,0.575000
Maidstone,VT,102,240,0.575000
Rosedale,WV,102,240,0.575000
Seymour,CT,155,360,0.569444
Wolcott,CT,207,480,0.568750
Magnolia,AL,104,240,0.566667
Ashdown,AR,104,240,0.566667
Foreman,AR,104,240,0.566667
Winthrop,AR,104,240,0.566667
Colorado City,AZ,104,240,0.566667
Cushing,IA,104,240,0.566667
Danbury,IA,104,240,0.566667
Garden Grove,IA,104,240,0.566667
Oto,IA,104,240,0.566667
Biggsville,IL,104,240,0.566667
Gladstone,IL,104,240,0.566667
Gulfport,IL,104,240,0.566667
Lomax,IL,104,240,0.566667
Longview,IL,104,240,0.566667
Media,IL,104,240,0.566667
Oquawka,IL,104,240,0.566667
Raritan,IL,104,240,0.566667
Smithshire,IL,104,240,0.566667
Stronghurst,IL,104,240,0.566667
Whittington,IL,104,240,0.566667
Lone Elm,KS,104,240,0.566667
Le Roy,MI,104,240,0.566667
Walthall,MS,104,240,0.566667
Bridger,MT,104,240,0.566667
Cut Bank,MT,104,240,0.566667
Edgar,MT,104,240,0.566667
Fromberg,MT,104,240,0.566667
Glentana,MT,104,240,0.566667
Hinsdale,MT,104,240,0.566667
Joliet,MT,104,240,0.566667
Opheim,MT,104,240,0.566667
Raynesford,MT,104,240,0.566667
Roberts,MT,104,240,0.566667
Gulf,NC,104,240,0.566667
Pisek,ND,104,240,0.566667
Geneva,NE,104,240,0.566667
Shickley,NE,104,240,0.566667
Chilo,OH,104,240,0.566667
Carmen,OK,104,240,0.566667
Lavelle-Locustdale,PA,104,240,0.566667
Brandt,SD,104,240,0.566667
Cherokee,TX,104,240,0.566667
Fort Stockton,TX,104,240,0.566667
Richland Springs,TX,104,240,0.566667
Rocky Mound,TX,104,240,0.566667
San Saba,TX,104,240,0.566667
Forest Park,GA,315,720,0.562500
Glendale,WI,158,360,0.561111
Faunsdale,AL,106,240,0.558333
Gainesville,AL,106,240,0.558333
Horatio,AR,106,240,0.558333
Lockesburg,AR,106,240,0.558333
Tinsman,AR,106,240,0.558333
San Ardo,CA,106,240,0.558333
Slaughter Beach,DE,106,240,0.558333
Beardstown,IL,106,240,0.558333
Chandlerville,IL,106,240,0.558333
Hutsonville,IL,106,240,0.558333
Noble,IL,106,240,0.558333
Virginia,IL,106,240,0.558333
Burket,IN,106,240,0.558333
Fall River,KS,106,240,0.558333
Moscow,KS,106,240,0.558333
Ulysses,KS,106,240,0.558333
Mount Morris,MI,106,240,0.558333
Browning,MT,106,240,0.558333
East Glacier Park,MT,106,240,0.558333
Fort Peck,MT,106,240,0.558333
Frazer,MT,106,240,0.558333
Glasgow,MT,106,240,0.558333
Larslan,MT,106,240,0.558333
Nashua,MT,106,240,0.558333
Red Lodge,MT,106,240,0.558333
Richland,MT,106,240,0.558333
Wolf Point,MT,106,240,0.558333
Thurston,NE,106,240,0.558333
Walthill,NE,106,240,0.558333
Elmwood Place,OH,106,240,0.558333
Colony,OK,106,240,0.558333
Summer Lake,OR,106,240,0.558333
Gordon,PA,106,240,0.558333
Seward,PA,106,240,0.558333
Davis,SD,106,240,0.558333
Tripp,SD,106,240,0.558333
Muncie,IN,214,480,0.554167
Riverside,GA,108,240,0.550000
Hugoton,KS,108,240,0.550000
Macksville,KS,108,240,0.550000
Porter,ME,108,240,0.550000
Sinclair,ME,108,240,0.550000
Wilson,MI,108,240,0.550000
Advance,MO,108,240,0.550000
Silver City,NV,108,240,0.550000
Antioch,OH,108,240,0.550000
Cold Spring Township,PA,108,240,0.550000
Indore,WV,108,240,0.550000
South Kingstown,RI,325,720,0.548611
Glasgow Village,MO,218,480,0.545833
De Queen,AR,110,240,0.541667
Vernon,CA,110,240,0.541667
Calhoun,IL,110,240,0.541667
Stinesville,IN,110,240,0.541667
Eastern,KY,110,240,0.541667
Holden,MA,220,480,0.541667
Gatzke,MN,110,240,0.541667
Benoit,MS,110,240,0.541667
Beulah,MS,110,240,0.541667
Boyle,MS,110,240,0.541667
Gunnison,MS,110,240,0.541667
Renova,MS,110,240,0.541667
Rosedale,MS,110,240,0.541667
Scott,MS,110,240,0.541667
Dalton,NE,110,240,0.541667
Gurley,NE,110,240,0.541667
Hardy,NE,110,240,0.541667
Nelson,NE,110,240,0.541667
Oak,NE,110,240,0.541667
Potter,NE,110,240,0.541667
Ruskin,NE,110,240,0.541667
Superior,NE,110,240,0.541667
Phillipsburg,OH,110,240,0.541667
Gayle Mill,SC,110,240,0.541667
Shiro,TX,110,240,0.541667
Clovis,NM,278,600,0.536667
Madison,CA,112,240,0.533333
North Fort Myers,FL,336,720,0.533333
Cambridge,ID,112,240,0.533333
New Burnside,IL,112,240,0.533333
Frederick,KS,112,240,0.533333
Little River,KS,112,240,0.533333
Raymond,KS,112,240,0.533333
Greenville,MS,112,240,0.533333
Batesville,OH,112,240,0.533333
Belle Valley,OH,112,240,0.533333
New Florence,PA,112,240,0.533333
Greenville,TX,338,720,0.530556
Carrollton,GA,341,720,0.526389
Alvin,TX,341,720,0.526389
Ashville,AL,114,240,0.525000
Bellamy,AL,114,240,0.525000
Epes,AL,114,240,0.525000
Ragland,AL,114,240,0.525000
Thomasville,AL,114,240,0.525000
York,AL,114,240,0.525000
Hagarville,AR,114,240,0.525000
Oark,AR,114,240,0.525000
Ozone,AR,114,240,0.525000
Benson,AZ,114,240,0.525000
Bisbee,AZ,114,240,0.525000
Douglas,AZ,114,240,0.525000
Hereford,AZ,114,240,0.525000
Huachuca City,AZ,114,240,0.525000
Pearce,AZ,114,240,0.525000
Pirtleville,AZ,114,240,0.525000
Tombstone,AZ,114,240,0.525000
Fairmont City,IL,114,240,0.525000
Savoy,MA,114,240,0.525000
Beaumont,MS,114,240,0.525000
Buckatunna,MS,114,240,0.525000
New Augusta,MS,114,240,0.525000
Shubuta,MS,114,240,0.525000
Waynesboro,MS,114,240,0.525000
Coffee Creek,MT,114,240,0.525000
Denton,MT,114,240,0.525000
Sumter,SC,342,720,0.525000
Cedar Lane,TX,114,240,0.525000
Lockney,TX,114,240,0.525000
Water Valley,TX,114,240,0.525000
Marcus,WA,114,240,0.525000
Hueytown,AL,345,720,0.520833
Goldsboro,NC,346,720,0.519444
Lewiston,ME,231,480,0.518750
Sicklerville,NJ,347,720,0.518056
Lockwood,CA,116,240,0.516667
Lakota,IA,116,240,0.516667
Macedonia,IL,116,240,0.516667
Simpson,IL,116,240,0.516667
Ludlow,MA,174,360,0.516667
Donnelly,MN,116,240,0.516667
Glen Allan,MS,116,240,0.516667
Waterford,MS,116,240,0.516667
Forestgrove,MT,116,240,0.516667
Grass Range,MT,116,240,0.516667
Moccasin,MT,116,240,0.516667
Roy,MT,116,240,0.516667
Falcon,NC,116,240,0.516667
Balko,OK,116,240,0.516667
Beaver,OK,116,240,0.516667
Forgan,OK,116,240,0.516667
Gate,OK,116,240,0.516667
Gerty,OK,116,240,0.516667
Laverne,OK,116,240,0.516667
Mangum,OK,116,240,0.516667
Rufe,OK,116,240,0.516667
Turpin,OK,116,240,0.516667
McColl,SC,116,240,0.516667
Victoria,TX,116,240,0.516667
Beaver,UT,116,240,0.516667
South Miami,FL,349,720,0.515278
Rifle,CO,234,480,0.512500
Great Neck,NY,351,720,0.512500
Bryn Mawr,PA,293,600,0.511667
Bakerhill,AL,118,240,0.508333
Anton,CO,118,240,0.508333
Dixon,IA,118,240,0.508333
Arbon,ID,118,240,0.508333
Dundas,IL,118,240,0.508333
Grand Tower,IL,118,240,0.508333
Karnak,IL,118,240,0.508333
Satanta,KS,118,240,0.508333
Ecorse,MI,118,240,0.508333
Myrtle,MO,118,240,0.508333
Williamstown,MO,118,240,0.508333
Cleveland,MS,118,240,0.508333
Drew,MS,118,240,0.508333
Indianola,MS,118,240,0.508333
Isola,MS,118,240,0.508333
Ruleville,MS,118,240,0.508333
Shaw,MS,118,240,0.508333
Sunflower,MS,118,240,0.508333
Shannon,NC,118,240,0.508333
Blanchard,ND,118,240,0.508333
Hope,ND,118,240,0.508333
Browns Mills,NJ,354,720,0.508333
Fairacres,NM,118,240,0.508333
Holloman AFB,NM,118,240,0.508333
Goodwell,OK,118,240,0.508333
Guymon,OK,118,240,0.508333
Hardesty,OK,118,240,0.508333
Hooker,OK,118,240,0.508333
Optima,OK,118,240,0.508333
Texhoma,OK,118,240,0.508333
Tyrone,OK,118,240,0.508333
Wilburton,PA,118,240,0.508333
Saint Onge,SD,118,240,0.508333
Santa Maria,TX,118,240,0.508333
Clothier,WV,118,240,0.508333
Thurmond,WV,118,240,0.508333
Tulare,CA,356,720,0.505556
Decatur,IL,356,720,0.505556
Danville,IL,297,600,0.505000
Spring Creek Township,PA,238,480,0.504167
Horn Lake,MS,358,720,0.502778
Green Cove Springs,FL,359,720,0.501389
Frisco City,AL,120,240,0.500000
Lester,AL,120,240,0.500000
Mooresville,AL,120,240,0.500000
Lewisville,AR,120,240,0.500000
Nipton,CA,120,240,0.500000
Palo Cedro,CA,120,240,0.500000
Arlington,CO,120,240,0.500000
Brookside,CO,120,240,0.500000
Coaldale,CO,120,240,0.500000
Cope,CO,120,240,0.500000
Cowdrey,CO,120,240,0.500000
Florence,CO,120,240,0.500000
Howard,CO,120,240,0.500000
Lake City,CO,120,240,0.500000
Rockvale,CO,120,240,0.500000
Sawpit,CO,120,240,0.500000
Williamsburg,CO,120,240,0.500000
Woodrow,CO,120,240,0.500000
Berlin,CT,120,240,0.500000
Big Coppitt Key,FL,120,240,0.500000
Big Pine Key,FL,120,240,0.500000
Islamorada,FL,120,240,0.500000
Key Colony Beach,FL,120,240,0.500000
Layton,FL,120,240,0.500000
Marathon,FL,120,240,0.500000
Ramrod Key,FL,120,240,0.500000
Stock Island,FL,120,240,0.500000
Summerland Key,FL,120,240,0.500000
Tavernier,FL,120,240,0.500000
Hoboken,GA,120,240,0.500000
Nahunta,GA,120,240,0.500000
Archer,IA,120,240,0.500000
Aspinwall,IA,120,240,0.500000
Blanchard,IA,120,240,0.500000
Blencoe,IA,120,240,0.500000
Blockton,IA,120,240,0.500000
Buck Grove,IA,120,240,0.500000
Carpenter,IA,120,240,0.500000
Castana,IA,120,240,0.500000
Conway,IA,120,240,0.500000
Dana,IA,120,240,0.500000
Goodell,IA,120,240,0.500000
Green Island,IA,120,240,0.500000
Ira,IA,120,240,0.500000
Killduff,IA,120,240,0.500000
Liberty Center,IA,120,240,0.500000
Linden,IA,120,240,0.500000
Marysville,IA,120,240,0.500000
Moneta,IA,120,240,0.500000
Nodaway,IA,120,240,0.500000
Ricketts,IA,120,240,0.500000
Rodney,IA,120,240,0.500000
Sharpsburg,IA,120,240,0.500000
Soldier,IA,120,240,0.500000
Turin,IA,120,240,0.500000
Valeria,IA,120,240,0.500000
Van Wert,IA,120,240,0.500000
Atomic City,ID,120,240,0.500000
Holbrook,ID,120,240,0.500000
Letha,ID,120,240,0.500000
Minidoka,ID,120,240,0.500000
Annapolis,IL,120,240,0.500000
Oblong,IL,120,240,0.500000
Ozark,IL,120,240,0.500000
Palestine,IL,120,240,0.500000
Robinson,IL,120,240,0.500000
West York,IL,120,240,0.500000
State Line,IN,120,240,0.500000
Kismet,KS,120,240,0.500000
Plains,KS,120,240,0.500000
Sublette,KS,120,240,0.500000
Wetmore,KS,120,240,0.500000
Glens Fork,KY,120,240,0.500000
Bell City,LA,120,240,0.500000
Echo,LA,120,240,0.500000
Flatwoods,LA,120,240,0.500000
Jones,LA,120,240,0.500000
Kelly,LA,120,240,0.500000
Kilbourne,LA,120,240,0.500000
Martin,LA,120,240,0.500000
McNary,LA,120,240,0.500000
Mora,LA,120,240,0.500000
Sieper,LA,120,240,0.500000
Rutland,MA,120,240,0.500000
Upton,MA,120,240,0.500000
Andrews AFB,MD,120,240,0.500000
Concord,ME,120,240,0.500000
Lexington,ME,120,240,0.500000
Hazel Run,MN,120,240,0.500000
Nashua,MN,120,240,0.500000
West Union,MN,120,240,0.500000
Barnett,MO,120,240,0.500000
Bowling Green,MO,120,240,0.500000
Bragg City,MO,120,240,0.500000
Cooter,MO,120,240,0.500000
Curryville,MO,120,240,0.500000
Foster,MO,120,240,0.500000
Frankford,MO,120,240,0.500000
Halltown,MO,120,240,0.500000
Hayti Heights,MO,120,240,0.500000
Hayward,MO,120,240,0.500000
Hoberg,MO,120,240,0.500000
Holland,MO,120,240,0.500000
Kimmswick,MO,120,240,0.500000
Lamar,MO,120,240,0.500000
Lamar Heights,MO,120,240,0.500000
Latham,MO,120,240,0.500000
Merwin,MO,120,240,0.500000
Middlebrook,MO,120,240,0.500000
Mindenmines,MO,120,240,0.500000
North Wardell,MO,120,240,0.500000
Pascola,MO,120,240,0.500000
Randolph,MO,120,240,0.500000
Rothville,MO,120,240,0.500000
Tarrants,MO,120,240,0.500000
Thayer,MO,120,240,0.500000
Wardell,MO,120,240,0.500000
Braxton,MS,120,240,0.500000
Centreville,MS,120,240,0.500000
Crosby,MS,120,240,0.500000
D'Lo,MS,120,240,0.500000
Ethel,MS,120,240,0.500000
Gloster,MS,120,240,0.500000
Liberty,MS,120,240,0.500000
Sallis,MS,120,240,0.500000
Glendive,MT,120,240,0.500000
Olney,MT,120,240,0.500000
Savage,MT,120,240,0.500000
Alamance,NC,120,240,0.500000
Altamahaw,NC,120,240,0.500000
Barker Ten Mile,NC,120,240,0.500000
Connelly Springs,NC,120,240,0.500000
Crossnore,NC,120,240,0.500000
Drexel,NC,120,240,0.500000
Elrod,NC,120,240,0.500000
Fairmont,NC,120,240,0.500000
Glen Alpine,NC,120,240,0.500000
Glen Raven,NC,120,240,0.500000
Grandfather,NC,120,240,0.500000
Green Level,NC,120,240,0.500000
Haw River,NC,120,240,0.500000
Hildebran,NC,120,240,0.500000
Icard,NC,120,240,0.500000
Lumberton,NC,120,240,0.500000
Marietta,NC,120,240,0.500000
McDonald,NC,120,240,0.500000
Newland,NC,120,240,0.500000
Orrum,NC,120,240,0.500000
Ossipee,NC,120,240,0.500000
Pembroke,NC,120,240,0.500000
Proctorville,NC,120,240,0.500000
Raynham,NC,120,240,0.500000
Rennert,NC,120,240,0.500000
Rowland,NC,120,240,0.500000
Rutherford College,NC,120,240,0.500000
Saxapahaw,NC,60,120,0.500000
Swepsonville,NC,120,240,0.500000
Valdese,NC,120,240,0.500000
Dazey,ND,120,240,0.500000
Litchville,ND,120,240,0.500000
Marion,ND,120,240,0.500000
Oriska,ND,120,240,0.500000
Bristol,NH,120,240,0.500000
Francestown,NH,120,240,0.500000
Landaff,NH,120,240,0.500000
Lyman,NH,120,240,0.500000
Monroe,NH,120,240,0.500000
Rollinsford,NH,120,240,0.500000
Weare,NH,120,240,0.500000
Lower Township,NJ,60,120,0.500000
Arrey,NM,120,240,0.500000
Bent,NM,120,240,0.500000
Cloudcroft,NM,120,240,0.500000
La Luz,NM,120,240,0.500000
Mayhill,NM,120,240,0.500000
Melrose,NM,120,240,0.500000
Orogrande,NM,120,240,0.500000
Pecos,NM,120,240,0.500000
Pinon,NM,120,240,0.500000
Redrock,NM,120,240,0.500000
Sacramento,NM,120,240,0.500000
San Jose,NM,120,240,0.500000
Sapello,NM,120,240,0.500000
Texico,NM,120,240,0.500000
Timberon,NM,120,240,0.500000
Tularosa,NM,120,240,0.500000
Weed,NM,120,240,0.500000
Golconda,NV,120,240,0.500000
Orovada,NV,120,240,0.500000
Town Of Williamson,NY,120,240,0.500000
Rocky Ford,OK,120,240,0.500000
Azalea,OR,120,240,0.500000
Crane,OR,120,240,0.500000
Elkton,OR,120,240,0.500000
Gardiner,OR,120,240,0.500000
Glendale,OR,120,240,0.500000
Riddle,OR,120,240,0.500000
Scottsburg,OR,120,240,0.500000
Bear Lake,PA,120,240,0.500000
Forksville,PA,120,240,0.500000
Guys Mills,PA,120,240,0.500000
New Morgan,PA,120,240,0.500000
Newry,PA,120,240,0.500000
Erwin,SD,120,240,0.500000
Cumberland Gap,TN,120,240,0.500000
Barksdale,TX,120,240,0.500000
Camden,TX,120,240,0.500000
McCaulley,TX,120,240,0.500000
Mission,TX,360,720,0.500000
O'Donnell,TX,120,240,0.500000
Rio Bravo,TX,120,240,0.500000
Rockwood,TX,120,240,0.500000
Sylvester,TX,120,240,0.500000
Welch,TX,120,240,0.500000
Leamington,UT,120,240,0.500000
Davenport,VA,120,240,0.500000
Mavisdale,VA,120,240,0.500000
Rowe,VA,120,240,0.500000
Wolford,VA,120,240,0.500000
Hatton,WA,120,240,0.500000
Silver Firs,WA,60,120,0.500000
Ansted,WV,120,240,0.500000
Auburn,WV,120,240,0.500000
Ballard,WV,120,240,0.500000
Berea,WV,120,240,0.500000
Bickmore,WV,120,240,0.500000
Bob White,WV,120,240,0.500000
Brohard,WV,120,240,0.500000
Bruceton Mills,WV,120,240,0.500000
Clear Fork,WV,120,240,0.500000
Coal Mountain,WV,120,240,0.500000
Coxs Mills,WV,120,240,0.500000
Crum,WV,120,240,0.500000
Davy,WV,120,240,0.500000
Dunlow,WV,120,240,0.500000
Fanrock,WV,120,240,0.500000
Folsom,WV,120,240,0.500000
French Creek,WV,120,240,0.500000
Gormania,WV,120,240,0.500000
Hambleton,WV,120,240,0.500000
Hanover,WV,120,240,0.500000
Hendricks,WV,120,240,0.500000
Hundred,WV,120,240,0.500000
Ikes Fork,WV,120,240,0.500000
Ireland,WV,120,240,0.500000
Jesse,WV,120,240,0.500000
Junior,WV,120,240,0.500000
Lynco,WV,120,240,0.500000
Macfarlan,WV,120,240,0.500000
Matheny,WV,120,240,0.500000
Montana Mines,WV,120,240,0.500000
Mount Zion,WV,120,240,0.500000
Munday,WV,120,240,0.500000
Nettie,WV,120,240,0.500000
New Creek,WV,120,240,0.500000
North Spring,WV,120,240,0.500000
Omar,WV,120,240,0.500000
Onego,WV,120,240,0.500000
Orgas,WV,120,240,0.500000
Pond Gap,WV,120,240,0.500000
Porters Falls,WV,120,240,0.500000
Pullman,WV,120,240,0.500000
Ravencliff,WV,120,240,0.500000
Red Creek,WV,120,240,0.500000
Rock View,WV,120,240,0.500000
Sabine,WV,120,240,0.500000
Sand Fork,WV,120,240,0.500000
Sandstone,WV,120,240,0.500000
Scarbro,WV,120,240,0.500000
Shirley,WV,120,240,0.500000
Simon,WV,120,240,0.500000
Smithville,WV,120,240,0.500000
Spurlockville,WV,120,240,0.500000
Twilight,WV,120,240,0.500000
Wilsondale,WV,120,240,0.500000
Wyoming,WV,120,240,0.500000
Yolyn,WV,120,240,0.500000
Lost Springs,WY,120,240,0.500000
Farmers Branch,TX,361,720,0.498611
Ridgecrest,CA,301,600,0.498333
Collinsville,IL,362,720,0.497222
Grand Forks,ND,362,720,0.497222
Malvern,PA,363,720,0.495833
New Britain,CT,303,600,0.495000
California,MD,364,720,0.494444
Belmont,NC,364,720,0.494444
Logan,UT,364,720,0.494444
Glenwood Springs,CO,243,480,0.493750
Ponte Vedra Beach,FL,304,600,0.493333
Gilman,CT,122,240,0.491667
Liberal,KS,122,240,0.491667
Vinton,LA,122,240,0.491667
Stephen,MN,122,240,0.491667
Vaiden,MS,122,240,0.491667
Robbinsville Township,NJ,244,480,0.491667
Canton,SD,122,240,0.491667
Sisseton,SD,122,240,0.491667
Roby,TX,122,240,0.491667
Stephenville,TX,305,600,0.491667
Mechanicsville,VA,366,720,0.491667
Nichols,WI,122,240,0.491667
Jumping Branch,WV,122,240,0.491667
Estero,FL,368,720,0.488889
Beacon Falls,CT,123,240,0.487500
Glastonbury,CT,369,720,0.487500
Woodland,ME,246,480,0.487500
Youngstown,OH,369,720,0.487500
Huntsville,TX,308,600,0.486667
Oxford,MS,309,600,0.485000
Rome,GA,371,720,0.484722
Dubuque,IA,371,720,0.484722
Brookline,MA,371,720,0.484722
Herriman,UT,371,720,0.484722
Dothan,AL,372,720,0.483333
Columbia,CT,124,240,0.483333
North Haven,CT,186,360,0.483333
Maloy,IA,124,240,0.483333
Vienna,IL,124,240,0.483333
Walker,KS,124,240,0.483333
Pittston,ME,124,240,0.483333
Tintah,MN,124,240,0.483333
Belgrade,MO,124,240,0.483333
Bloomfield,MO,124,240,0.483333
Hazelwood,MO,372,720,0.483333
Chesterfield,NH,124,240,0.483333
Hancock,NH,124,240,0.483333
Middleton,NH,124,240,0.483333
Rumney,NH,124,240,0.483333
Linndale,OH,124,240,0.483333
Renfrow,OK,124,240,0.483333
Harrisburg,SD,124,240,0.483333
Maple Heights,OH,374,720,0.480556
Santa Monica,CA,312,600,0.480000
Great Falls,MT,312,600,0.480000
Tenafly,NJ,312,600,0.480000
Scranton,PA,312,600,0.480000
Ashland,MA,250,480,0.479167
Shawnee,OK,313,600,0.478333
Santa Cruz,CA,376,720,0.477778
Keene,NH,188,360,0.477778
Hazel Crest,IL,314,600,0.476667
Blue Springs,AL,126,240,0.475000
Lisman,AL,126,240,0.475000
Springdale,AR,378,720,0.475000
Sells,AZ,126,240,0.475000
Creede,CO,126,240,0.475000
Shambaugh,IA,126,240,0.475000
Saratoga,IN,126,240,0.475000
Dequincy,LA,126,240,0.475000
Perley,MN,126,240,0.475000
Beauregard,MS,126,240,0.475000
Doddsville,MS,126,240,0.475000
Schlater,MS,126,240,0.475000
Wesson,MS,126,240,0.475000
Kathryn,ND,126,240,0.475000
Farmington,NH,126,240,0.475000
Franconia,NH,126,240,0.475000
Piermont,NH,126,240,0.475000
Thornton,NH,126,240,0.475000
Wilmot,NH,126,240,0.475000
Windsor,NH,126,240,0.475000
Jamieson,OR,126,240,0.475000
Paisley,OR,126,240,0.475000
Worthing,SD,126,240,0.475000
Allison,TX,126,240,0.475000
Briscoe,TX,126,240,0.475000
Grape Creek,TX,126,240,0.475000
Shamrock,TX,126,240,0.475000
Sedona,AZ,379,720,0.473611
Laredo,TX,316,600,0.473333
Country Club Hills,IL,317,600,0.471667
Gastonia,NC,381,720,0.470833
Oak Park,CA,318,600,0.470000
East Orange,NJ,318,600,0.470000
Griffin,GA,319,600,0.468333
Sunny Isles Beach,FL,383,720,0.468056
Aiken,SC,383,720,0.468056
Gilbertown,AL,128,240,0.466667
Silas,AL,128,240,0.466667
Toxey,AL,128,240,0.466667
Chloride,AZ,128,240,0.466667
Wikieup,AZ,128,240,0.466667
Sonora,CA,192,360,0.466667
Ponte Vedra,FL,384,720,0.466667
Nemaha,IA,128,240,0.466667
Rome,IA,128,240,0.466667
Mark,IL,128,240,0.466667
Galesburg,KS,128,240,0.466667
Dayton,KY,128,240,0.466667
Mahnomen,MN,128,240,0.466667
Waskish,MN,128,240,0.466667
Bolton,MS,128,240,0.466667
Harrison,MT,128,240,0.466667
Arthur,ND,128,240,0.466667
Buffalo,ND,128,240,0.466667
Drake,ND,128,240,0.466667
Beallsville,OH,128,240,0.466667
Cameron,OH,128,240,0.466667
Clarington,OH,128,240,0.466667
Miltonsburg,OH,128,240,0.466667
Stafford,OH,128,240,0.466667
Summerfield,OH,128,240,0.466667
Woodsfield,OH,128,240,0.466667
Middleport,PA,128,240,0.466667
Oldham,SD,128,240,0.466667
Vansant,VA,128,240,0.466667
Brandywine,WV,128,240,0.466667
Dixie,WV,128,240,0.466667
Fayetteville,WV,128,240,0.466667
Gauley Bridge,WV,128,240,0.466667
Hico,WV,128,240,0.466667
Lookout,WV,128,240,0.466667
Oak Hill,WV,128,240,0.466667
Petroleum,WV,128,240,0.466667
