brand,amazon_median_price,ebay_median_price,avg_delivery_delay_days,avg_review_score,total_listing_count,olist_product_count
bradychan,11.71,,0.0,3.9950090744101634,2.0,0
brainy gadgets,10.88,,0.0,3.9950090744101634,1.0,0
brainydeal,19.97,,0.0,3.9950090744101634,2.0,0
brainytrade,18.99,,0.0,3.9950090744101634,1.0,0
brand new,23.7,,0.0,3.9950090744101634,1.0,0
brandbuy,5.98,,0.0,3.9950090744101634,3.0,0
brando,25.0,,0.0,3.9950090744101634,12.0,0
brave frontier,14.355,,0.0,3.9950090744101634,2.0,0
braveness,18.97,,0.0,3.9950090744101634,1.0,0
bravolink,25.99,,0.0,3.9950090744101634,1.0,0
bravou,12.99,,0.0,3.9950090744101634,1.0,0
bravozone,12.95,,0.0,3.9950090744101634,1.0,0
breadeep,8.99,,0.0,3.9950090744101634,1.0,0
breett,8.99,,0.0,3.9950090744101634,1.0,0
brellavi,16.99,,0.0,3.9950090744101634,3.0,0
brexlink,12.440000000000001,,0.0,3.9950090744101634,4.0,0
brg,10.99,,0.0,3.9950090744101634,4.0,0
bricson colorshield,6.06,,0.0,3.9950090744101634,3.0,0
bright charge,9.39,,0.0,3.9950090744101634,1.0,0
bright gate,3.0,,0.0,3.9950090744101634,1.0,0
brightech,9.0,,0.0,3.9950090744101634,1.0,0
brightgate,3.0,,0.0,3.9950090744101634,1.0,0
brightline bags,221.0,,0.0,3.9950090744101634,1.0,0
brightstar,5.59,,0.0,3.9950090744101634,1.0,0
brila,7.99,,0.0,3.9950090744101634,2.0,0
brilliant publications limited,3.0,,0.0,3.9950090744101634,1.0,0
brinonac,29.990000000000002,,0.0,3.9950090744101634,2.0,0
brius armour,4.99,,0.0,3.9950090744101634,1.0,0
browning,5.625,,0.0,3.9950090744101634,2.0,0
bsl,0.55,,0.0,3.9950090744101634,1.0,0
bst  best smart tools ,65.99,,0.0,3.9950090744101634,1.0,0
bswhw,16.42,,0.0,3.9950090744101634,4.0,0
btech,15.99,,0.0,3.9950090744101634,1.0,0
btek,3.0,,0.0,3.9950090744101634,1.0,0
btggg,7.9,,0.0,3.9950090744101634,1.0,0
bthdhk,9.99,,0.0,3.9950090744101634,1.0,0
btopllc,15.95,,0.0,3.9950090744101634,3.0,0
bts,5.74,,0.0,3.9950090744101634,1.0,0
bubba,1.96,,0.0,3.9950090744101634,1.0,0
bubbles designs,4.0,,0.0,3.9950090744101634,1.0,0
bubm,17.99,,0.0,3.9950090744101634,2.0,0
bucket boss,17.7,,0.0,3.9950090744101634,2.0,0
buckledown,19.32,,0.0,3.9950090744101634,2.0,0
buddha teas,36.91,,0.0,3.9950090744101634,1.0,0
buddi case,3.0,,0.0,3.9950090744101634,1.0,0
buddibox,11.95,,0.0,3.9950090744101634,15.0,0
budesi,9.99,,0.0,3.9950090744101634,1.0,0
budget  good,9.99,,0.0,3.9950090744101634,3.0,0
bufflabs,5.9,,0.0,3.9950090744101634,1.0,0
bugatti,34.99,,0.0,3.9950090744101634,2.0,0
bugattl,12.99,,0.0,3.9950090744101634,1.0,0
buhbo,13.99,,0.0,3.9950090744101634,1.0,0
bukit cell,2.77,,0.0,3.9950090744101634,120.0,0
bukit cell  click here for more galaxy s3 i9300 cassette cases,0.79,,0.0,3.9950090744101634,1.0,0
bukit cell  click here for more iphone 4s 4g 4 disney cases,3.99,,0.0,3.9950090744101634,7.0,0
bulesk,11.99,,0.0,3.9950090744101634,1.0,0
bulk buys,7.99,,0.0,3.9950090744101634,1.0,0
bulk4buy,9.9,,0.0,3.9950090744101634,3.0,0
bumblebee,8.95,,0.0,3.9950090744101634,1.0,0
bumper,3.99,,0.0,3.9950090744101634,7.0,0
bunker ring,11.95,,0.0,3.9950090744101634,1.0,0
buqu,9.99,,0.0,3.9950090744101634,9.0,0
buqu tech,27.92,,0.0,3.9950090744101634,1.0,0
burg,9.15,,0.0,3.9950090744101634,1.0,0
burkemany,9.99,,0.0,3.9950090744101634,1.0,0
burkley case,19.99,,0.0,3.9950090744101634,1.0,0
burton,15.72,,0.0,3.9950090744101634,1.0,0
burts bees,123.66,,0.0,3.9950090744101634,1.0,0
bury,70.28,,0.0,3.9950090744101634,1.0,0
busane,18.97,,0.0,3.9950090744101634,1.0,0
butefo,4.97,,0.0,3.9950090744101634,3.0,0
butterfly,2.95,,0.0,3.9950090744101634,1.0,0
butterflyphoto,19.95,,0.0,3.9950090744101634,1.0,0
buwico,7.99,,0.0,3.9950090744101634,3.0,0
buy here click here,3.0,,0.0,3.9950090744101634,3.0,0
buy the world,13.99,,0.0,3.9950090744101634,1.0,0
buy world,6.88,,0.0,3.9950090744101634,3.0,0
buybits,29.99,,0.0,3.9950090744101634,106.0,0
buybits addons,39.99,,0.0,3.9950090744101634,43.0,0
buyerspath,7.95,,0.0,3.9950090744101634,216.0,0
buyingwz,8.29,,0.0,3.9950090744101634,1.0,0
buyinsoon,4.23,,0.0,3.9950090744101634,2.0,0
buysfun,3.0,,0.0,3.9950090744101634,1.0,0
buytra,6.99,,0.0,3.9950090744101634,1.0,0
buyvaya,5.99,,0.0,3.9950090744101634,1.0,0
bvgnd,9.95,,0.0,3.9950090744101634,3.0,0
bw,4.98,,0.0,3.9950090744101634,33.0,0
bwc,6.75,,0.0,3.9950090744101634,1.0,0
bwt,3.0,,0.0,3.9950090744101634,1.0,0
bxt,5.49,,0.0,3.9950090744101634,4.0,0
by pia mellody,8.05,,0.0,3.9950090744101634,1.0,0
bygklhchl,8.945,,0.0,3.9950090744101634,2.0,0
bytech,15.514999999999999,,0.0,3.9950090744101634,2.0,0
byz,3.99,,0.0,3.9950090744101634,1.0,0
c  s,2.59,,0.0,3.9950090744101634,1.0,0
c casesophy,5.99,,0.0,3.9950090744101634,1.0,0
c8 systems,1.96,,0.0,3.9950090744101634,1.0,0
ca,3.0,,0.0,3.9950090744101634,1.0,0
ca tradeworks,1.0,,0.0,3.9950090744101634,1.0,0
cabato,9.99,,0.0,3.9950090744101634,8.0,0
cabd s6 edge plus case,11.99,,0.0,3.9950090744101634,1.0,0
cabd samsung s6 edge plus case,11.99,,-11.391107078039928,3.9950090744101634,1.0,1104
cabepow,9.99,,0.0,3.9950090744101634,5.0,0
cable and case,7.99,,0.0,3.9950090744101634,45.0,0
cable clic,9.99,,0.0,3.9950090744101634,1.0,0
cable forge,7.99,,0.0,3.9950090744101634,49.0,0
cable matters,8.99,,0.0,3.9950090744101634,8.0,0
cable n wireless,7.225,,0.0,3.9950090744101634,2.0,0
cablecc,6.5,,0.0,3.9950090744101634,1.0,0
cablecreation,5.39,,0.0,3.9950090744101634,5.0,0
cableforge,9.49,,0.0,3.9950090744101634,5.0,0
cablelera,9.99,,0.0,3.9950090744101634,1.0,0
cablemax,21.24,,0.0,3.9950090744101634,1.0,0
cables unlimited,6.395,,0.0,3.9950090744101634,6.0,0
cables unlimted,6.99,,0.0,3.9950090744101634,1.0,0
cablesonline,12.485,,0.0,3.9950090744101634,4.0,0
cabte,17.99,,0.0,3.9950090744101634,1.0,0
cadorabo,11.99,,0.0,3.9950090744101634,259.0,0
caesge,12.96,,0.0,3.9950090744101634,3.0,0
cafetec,7.99,,0.0,3.9950090744101634,192.0,0
caisedo,3.0,,0.0,3.9950090744101634,2.0,0
caka,20.99,,0.0,3.9950090744101634,3.0,0
cakin,12.0,,0.0,3.9950090744101634,1.0,0
calcomp,11.58,,0.0,3.9950090744101634,1.0,0
calicase,14.99,,0.0,3.9950090744101634,1.0,0
california 90210,11.95,,0.0,3.9950090744101634,1.0,0
callict,11.89,,0.0,3.9950090744101634,1.0,0
calmpal,6.99,,0.0,3.9950090744101634,2.0,0
calypso,19.0,,0.0,3.9950090744101634,1.0,0
cam rah,9.97,,0.0,3.9950090744101634,1.0,0
camalen,47.355,,0.0,3.9950090744101634,4.0,0
cambond,12.99,,0.0,3.9950090744101634,1.0,0
cameo cosmetics,7.43,,0.0,3.9950090744101634,1.0,0
cameron,25.99,,0.0,3.9950090744101634,1.0,0
cameron sino,17.92,,0.0,3.9950090744101634,56.0,0
cameronsino,4.65,,0.0,3.9950090744101634,1.0,0
cametv,298.0,,0.0,3.9950090744101634,1.0,0
camkix,12.99,,0.0,3.9950090744101634,15.0,0
camo,4.99,,0.0,3.9950090744101634,4.0,0
camrom,6.9,,0.0,3.9950090744101634,3.0,0
candice dunn,3.0,,0.0,3.9950090744101634,2.0,0
candy crush,3.07,,0.0,3.9950090744101634,3.0,0
candyq,9.79,,0.0,3.9950090744101634,1.0,0
candywan,3.88,,0.0,3.9950090744101634,1.0,0
candywe,6.99,,0.0,3.9950090744101634,22.0,0
candywirez,15.435,,0.0,3.9950090744101634,4.0,0
cane wireless,38.65,,0.0,3.9950090744101634,1.0,0
canica,4.495,,0.0,3.9950090744101634,2.0,0
canjoy,12.99,,0.0,3.9950090744101634,3.0,0
cano,11.99,,0.0,3.9950090744101634,1.0,0
cantop,3.99,,0.0,3.9950090744101634,1.0,0
cao,9.99,,0.0,3.9950090744101634,26.0,0
capas,26.485,,0.0,3.9950090744101634,2.0,0
capcom,22.47,,0.0,3.9950090744101634,4.0,0
captain bell,3.0,,0.0,3.9950090744101634,1.0,0
captain floaty,15.99,,0.0,3.9950090744101634,1.0,0
capy,27.985,,0.0,3.9950090744101634,2.0,0
car and driver,11.67,,0.0,3.9950090744101634,1.0,0
car bracket,6.99,,0.0,3.9950090744101634,1.0,0
car charger,3.86,,0.0,3.9950090744101634,1.0,0
car holder,2.78,,0.0,3.9950090744101634,1.0,0
car mount holder,8.92,,0.0,3.9950090744101634,1.0,0
caraok,17.11,,0.0,3.9950090744101634,1.0,0
carbuncle,25.33,,0.0,3.9950090744101634,1.0,0
card,89.0,,0.0,3.9950090744101634,1.0,0
cardboardkid,1.96,,0.0,3.9950090744101634,1.0,0
cardbuddy,17.95,,0.0,3.9950090744101634,1.0,0
cardcadet,8.99,,0.0,3.9950090744101634,1.0,0
cardo,3.0,,0.0,3.9950090744101634,2.0,0
carebol,8.99,,0.0,3.9950090744101634,1.0,0
carismatic,24.99,,0.0,3.9950090744101634,16.0,0
carkoci,4.68,,0.0,3.9950090744101634,1.0,0
carlcoo,9.99,,0.0,3.9950090744101634,1.0,0
carlisle,8.99,,0.0,3.9950090744101634,1.0,0
carolines treasures,19.17,,0.0,3.9950090744101634,2.0,0
carryberry,23.99,,0.0,3.9950090744101634,15.0,0
carryingmate industries usa,4.385,,0.0,3.9950090744101634,6.0,0
carterjett,19.99,,0.0,3.9950090744101634,2.0,0
carterlily,15.79,,0.0,3.9950090744101634,1.0,0
cartoon series,12.09,,0.0,3.9950090744101634,1.0,0
carved,23.365000000000002,,0.0,3.9950090744101634,26.0,0
casa for s7,14.77,,0.0,3.9950090744101634,1.0,0
casa for s7 edge,14.77,,0.0,3.9950090744101634,4.0,0
casbay,12.0,,0.0,3.9950090744101634,1.0,0
case,3.0,,0.0,3.9950090744101634,19.0,0
case army,7.0,,0.0,3.9950090744101634,58.0,0
case club,62.99,,0.0,3.9950090744101634,1.0,0
case create,13.7,,0.0,3.9950090744101634,5.0,0
case escape,19.99,,0.0,3.9950090744101634,8.0,0
case for galaxy s5,10.99,,0.0,3.9950090744101634,1.0,0
case for galaxy s6,15.99,,0.0,3.9950090744101634,1.0,0
case for galaxy s6 edge,11.99,,0.0,3.9950090744101634,1.0,0
case for galaxy s7,8.58,,0.0,3.9950090744101634,4.0,0
case for galaxy s7 edge,6.98,,0.0,3.9950090744101634,1.0,0
case kingdom,0.99,,0.0,3.9950090744101634,5.0,0
case kool,1.99,,0.0,3.9950090744101634,3.0,0
case loca,5.84,,0.0,3.9950090744101634,10.0,0
case logic,14.99,,0.0,3.9950090744101634,17.0,0
case mate,4.49,,0.0,3.9950090744101634,7.0,0
case memi,16.29,,0.0,3.9950090744101634,4.0,0
case scenario,11.445,,0.0,3.9950090744101634,10.0,0
case square,3.0,,0.0,3.9950090744101634,1.0,0
case star,4.27,,0.0,3.9950090744101634,1.0,0
case tech,5.99,,0.0,3.9950090744101634,1.0,0
case tech company,5.99,,0.0,3.9950090744101634,4.0,0
case123,40.99,,0.0,3.9950090744101634,25.0,0
case2o,3.24,,0.0,3.9950090744101634,4.0,0
case4fun,11.95,,0.0,3.9950090744101634,1.0,0
case4s,5.99,,0.0,3.9950090744101634,2.0,0
case88,8.99,,0.0,3.9950090744101634,1.0,0
case88 premium designs,3.0,,0.0,3.9950090744101634,3.0,0
casea,6.96,,0.0,3.9950090744101634,3.0,0
caseartplus,14.16,,0.0,3.9950090744101634,2.0,0
caseave,3.0,,0.0,3.9950090744101634,1.0,0
casebase,7.99,,0.0,3.9950090744101634,17.0,0
casebee,3.0,,0.0,3.9950090744101634,1.0,0
caseblare,6.99,,0.0,3.9950090744101634,3.0,0
caseco,9.99,,0.0,3.9950090744101634,6.0,0
casecreator,8.68,,0.0,3.9950090744101634,50.0,0
casecrown,8.99,,0.0,3.9950090744101634,16.0,0
casecube,3.0,,0.0,3.9950090744101634,2.0,0
casediy,9.99,,0.0,3.9950090744101634,2.0,0
caseen,9.99,,0.0,3.9950090744101634,102.0,0
casefactory,9.46,,0.0,3.9950090744101634,2.0,0
caseflex,7.99,,0.0,3.9950090744101634,8.0,0
caseformers,4.995,,0.0,3.9950090744101634,4.0,0
casehq,4.99,,0.0,3.9950090744101634,5.0,0
caseids samsung galaxy s6 edge,14.99,,-11.391107078039928,3.9950090744101634,1.0,1104
caseiopeia,7.99,,0.0,3.9950090744101634,1.0,0
caseking,6.35,,0.0,3.9950090744101634,1.0,0
caseland,7.99,,0.0,3.9950090744101634,62.0,0
caselo,8.99,,0.0,3.9950090744101634,21.0,0
caseloca,4.04,,0.0,3.9950090744101634,3.0,0
caselord,3.0,,0.0,3.9950090744101634,1.0,0
casemachine,34.99,,0.0,3.9950090744101634,1.0,0
casemate,9.99,,0.0,3.9950090744101634,297.0,0
casematic,4.99,,0.0,3.9950090744101634,281.0,0
caseme,13.07,,0.0,3.9950090744101634,5.0,0
casemore,19.99,,0.0,3.9950090744101634,1.0,0
caseology,9.99,,0.0,3.9950090744101634,67.0,0
caseorama,9.95,,0.0,3.9950090744101634,46.0,0
casepower,29.99,,0.0,3.9950090744101634,2.0,0
casepradise,3.99,,0.0,3.9950090744101634,1.0,0
casepro,22.19,,0.0,3.9950090744101634,1.0,0
cases,19.47,,0.0,3.9950090744101634,2.0,0
cases for galaxy s5,9.99,,0.0,3.9950090744101634,1.0,0
cases for samsung galaxy s4,11.99,,-11.391107078039928,3.9950090744101634,1.0,1104
cases for samsung galaxy s5,14.945,,-11.391107078039928,3.9950090744101634,4.0,1104
cases unlimited,14.99,,0.0,3.9950090744101634,1.0,0
cases4less,5.38,,0.0,3.9950090744101634,1.0,0
cases4u,14.45,,0.0,3.9950090744101634,62.0,0
casesbylorraine,10.89,,0.0,3.9950090744101634,124.0,0
casescoverscase,3.0,,0.0,3.9950090744101634,1.0,0
caseshome,3.99,,0.0,3.9950090744101634,9.0,0
casesity,9.99,,0.0,3.9950090744101634,3.0,0
casesophy,5.99,,0.0,3.9950090744101634,17.0,0
casetify,21.99,,0.0,3.9950090744101634,1.0,0
caseup,9.49,,0.0,3.9950090744101634,2.0,0
casewcode7,999.99,,0.0,3.9950090744101634,1.0,0
casexpro,3.0,,0.0,3.9950090744101634,3.0,0
caseyard,12.99,,0.0,3.9950090744101634,31.0,0
caseypop,8.98,,0.0,3.9950090744101634,294.0,0
casio,18.47,,0.0,3.9950090744101634,12.0,0
casnn,7.99,,0.0,3.9950090744101634,1.0,0
casone,9.49,,0.0,3.9950090744101634,16.0,0
caspi cards  art,24.89,,0.0,3.9950090744101634,1.0,0
castano maple,3.0,,0.0,3.9950090744101634,1.0,0
casy mall,11.99,,0.0,3.9950090744101634,1.0,0
cat,23.79,,0.0,3.9950090744101634,2.0,0
cat phones,57.53,,0.0,3.9950090744101634,2.0,0
catalyst,19.99,,0.0,3.9950090744101634,8.0,0
caterpillar,19.95,,0.0,3.9950090744101634,9.0,0
caudabe,10.45,,0.0,3.9950090744101634,2.0,0
cava,29.95,,0.0,3.9950090744101634,1.0,0
cawcar accessories,20.455,,0.0,3.9950090744101634,2.0,0
caxico,3.69,,0.0,3.9950090744101634,1.0,0
cazel,3.0,,0.0,3.9950090744101634,1.0,0
cazle,9.95,,0.0,3.9950090744101634,19.0,0
cb,3.0,,0.0,3.9950090744101634,3.0,0
cb radio hump mount,29.8,,0.0,3.9950090744101634,1.0,0
cbcarryberry,1.49,,0.0,3.9950090744101634,1.0,0
cbd,1.99,,0.0,3.9950090744101634,1.0,0
cbdreg,20.995,,0.0,3.9950090744101634,2.0,0
cbin,15.889999999999999,,0.0,3.9950090744101634,2.0,0
cbk,9.84,,0.0,3.9950090744101634,2.0,0
cbus wireless,5.885,,0.0,3.9950090744101634,16.0,0
ccessory,8.99,,0.0,3.9950090744101634,21.0,0
ccff,7.98,,0.0,3.9950090744101634,1.0,0
ccking,9.99,,0.0,3.9950090744101634,1.0,0
cckyele,3.0,,0.0,3.9950090744101634,1.0,0
cclot,8.43,,0.0,3.9950090744101634,33.0,0
ccm,7.95,,0.0,3.9950090744101634,1.0,0
ccp,42.71,,0.0,3.9950090744101634,1.0,0
ccphonecase,4.49,,0.0,3.9950090744101634,6.0,0
cdh,6.99,,0.0,3.9950090744101634,1.0,0
cduro,7.88,,0.0,3.9950090744101634,1.0,0
cdycam,8.99,,0.0,3.9950090744101634,1.0,0
cdyle,7.96,,0.0,3.9950090744101634,5.0,0
ce,7.04,,0.0,3.9950090744101634,20.0,0
ce centaurus electronics,4.99,,0.0,3.9950090744101634,19.0,0
cect,1.79,,0.0,3.9950090744101634,1.0,0
ceeone,7.99,,0.0,3.9950090744101634,5.0,0
celebrations lightings,6.69,,0.0,3.9950090744101634,1.0,0
celeste,8.99,,0.0,3.9950090744101634,2.0,0
celestion,8.65,,0.0,3.9950090744101634,1.0,0
celfi,22.325000000000003,,0.0,3.9950090744101634,2.0,0
celicious,9.95,,0.0,3.9950090744101634,79.0,0
cell armor,4.99,,0.0,3.9950090744101634,186.0,0
cell armor kool kase rocker,7.49,,0.0,3.9950090744101634,2.0,0
cell case,4.04,,0.0,3.9950090744101634,1.0,0
cell dreams,7.97,,0.0,3.9950090744101634,1.0,0
cell mania,6.28,,0.0,3.9950090744101634,1.0,0
cell phone,11.49,,0.0,3.9950090744101634,4.0,0
cell phone accessories,3.99,,0.0,3.9950090744101634,1.0,0
cell phone diy,6.495,,0.0,3.9950090744101634,2.0,0
cell phone holder,6.99,,0.0,3.9950090744101634,1.0,0
cell phones parts,7.43,,0.0,3.9950090744101634,49.0,0
cell safe,49.99,,0.0,3.9950090744101634,1.0,0
cell shield,27.39,,0.0,3.9950090744101634,1.0,0
cell tekk,8.99,,0.0,3.9950090744101634,1.0,0
cell xcessories,3.4850000000000003,,0.0,3.9950090744101634,10.0,0
cell xstm,5.995,,0.0,3.9950090744101634,2.0,0
cellaccessoriesstore,5.91,,0.0,3.9950090744101634,50.0,0
cellairis,6.925,,0.0,3.9950090744101634,6.0,0
cellallure,3.46,,0.0,3.9950090744101634,9.0,0
cellaria,8.48,,0.0,3.9950090744101634,61.0,0
cellarmor,2.99,,0.0,3.9950090744101634,1.0,0
cellattire,3.99,,0.0,3.9950090744101634,1.0,0
cellbee,7.875,,0.0,3.9950090744101634,4.0,0
cellbell,7.99,,0.0,3.9950090744101634,2.0,0
cellcasesusa,9.995000000000001,,0.0,3.9950090744101634,2.0,0
cellcom israel,50.0,,0.0,3.9950090744101634,1.0,0
cellcostumes,9.99,,0.0,3.9950090744101634,1.0,0
cellective case,5.59,,0.0,3.9950090744101634,1.0,0
celler,14.99,,0.0,3.9950090744101634,1.0,0
cellessentials,6.99,,0.0,3.9950090744101634,3.0,0
cellet,7.34,,0.0,3.9950090744101634,668.0,0
cellettm,7.28,,0.0,3.9950090744101634,1.0,0
cellever,7.99,,0.0,3.9950090744101634,5.0,0
cellfielabs,4.79,,0.0,3.9950090744101634,1.0,0
cellfixparts,4.19,,0.0,3.9950090744101634,1.0,0
cellfixrepairs,6.67,,0.0,3.9950090744101634,2.0,0
cellfy,7.99,,0.0,3.9950090744101634,10.0,0
cellhandle,16.16,,0.0,3.9950090744101634,1.0,0
cellhire,32.49,,0.0,3.9950090744101634,2.0,0
celljewel,8.88,,0.0,3.9950090744101634,1.0,0
celljoy,3.01,,0.0,3.9950090744101634,40.0,0
cellmd,7.85,,0.0,3.9950090744101634,1.0,0
cellmore4less,0.99,,0.0,3.9950090744101634,1.0,0
cellnerds,12.98,,0.0,3.9950090744101634,16.0,0
cellot,7.4350000000000005,,0.0,3.9950090744101634,2.0,0
cellpak,5.32,,0.0,3.9950090744101634,16.0,0
cellphone accents,2.2800000000000002,,0.0,3.9950090744101634,2.0,0
cellphone case,11.99,,0.0,3.9950090744101634,1.0,0
cellphone outfitters,2.99,,0.0,3.9950090744101634,3.0,0
cellphone trendz,4.99,,0.0,3.9950090744101634,387.0,0
cellphone trendz tm,4.74,,0.0,3.9950090744101634,6.0,0
cellphoneaccessories,3.0,,0.0,3.9950090744101634,1.0,0
cellphoneage,6.04,,0.0,3.9950090744101634,1.0,0
cellphonebattery,6.06,,0.0,3.9950090744101634,1.0,0
cellphonefixpart,8.99,,0.0,3.9950090744101634,1.0,0
cellphoneicase,9.06,,0.0,3.9950090744101634,1.0,0
cellphonemate,11.4,,0.0,3.9950090744101634,1.0,0
cellphoneshopnet,3.38,,0.0,3.9950090744101634,1.0,0
cellpowercasestm,14.77,,0.0,3.9950090744101634,7.0,0
cellpro,7.98,,0.0,3.9950090744101634,3.0,0
cellstarr,5.99,,0.0,3.9950090744101634,2.0,0
cellstuff,6.49,,0.0,3.9950090744101634,161.0,0
cellsupplyshopcom,11.95,,0.0,3.9950090744101634,1.0,0
cellteck,6.38,,0.0,3.9950090744101634,8.0,0
celltecks,7.66,,0.0,3.9950090744101634,4.0,0
cellto,5.99,,0.0,3.9950090744101634,28.0,0
celltoys,5.98,,0.0,3.9950090744101634,19.0,0
celltronics,4.05,,0.0,3.9950090744101634,7.0,0
celltronix,3.0,,0.0,3.9950090744101634,1.0,0
celltx,3.92,,0.0,3.9950090744101634,5.0,0
celltx wireless,3.99,,0.0,3.9950090744101634,13.0,0
cellucute,8.0,,0.0,3.9950090744101634,1.0,0
cellular accents,9.3,,0.0,3.9950090744101634,1.0,0
cellular accessories,1.48,,0.0,3.9950090744101634,1.0,0
cellular connection,5.99,,0.0,3.9950090744101634,5.0,0
cellular innovations,8.79,,0.0,3.9950090744101634,5.0,0
cellular wholesales miami,3.99,,0.0,3.9950090744101634,1.0,0
cellularfactory,4.95,,0.0,3.9950090744101634,35.0,0
cellularoutfitter,9.99,,0.0,3.9950090744101634,1.0,0
cellularvilla,7.98,,0.0,3.9950090744101634,252.0,0
celstuff,3.99,,0.0,3.9950090744101634,1.0,0
cenitouch,6.7,,0.0,3.9950090744101634,2.0,0
centon,25.81,,0.0,3.9950090744101634,2.0,0
centra,7.99,,0.0,3.9950090744101634,16.0,0
century accessory,7.99,,0.0,3.9950090744101634,3.0,0
ceoamzus,6.99,,0.0,3.9950090744101634,1.0,0
ceocase,6.99,,0.0,3.9950090744101634,1.0,0
cerhinu,3.5,,0.0,3.9950090744101634,1.0,0
cerrxian,8.99,,0.0,3.9950090744101634,1.0,0
ces solar,25.0,,0.0,3.9950090744101634,1.0,0
ceslysun,9.99,,0.0,3.9950090744101634,1.0,0
cestore,33.99,,0.0,3.9950090744101634,2.0,0
cet domain,3.17,,0.0,3.9950090744101634,1.0,0
cexcob,18.99,,0.0,3.9950090744101634,3.0,0
cexcob shop,3.0,,0.0,3.9950090744101634,1.0,0
cfstore,7.99,,0.0,3.9950090744101634,3.0,0
cg,7.95,,0.0,3.9950090744101634,5.0,0
cg clip n go,7.99,,0.0,3.9950090744101634,1.0,0
cg mobile,24.95,,0.0,3.9950090744101634,17.0,0
cgie,9.99,,0.0,3.9950090744101634,4.0,0
chala,31.5,,0.0,3.9950090744101634,1.0,0
chalktalksports,17.99,,0.0,3.9950090744101634,2.0,0
chameleon,39.99,,0.0,3.9950090744101634,1.0,0
chamfind,15.53,,0.0,3.9950090744101634,1.0,0
champper,4.5,,0.0,3.9950090744101634,5.0,0
changeshopping,7.88,,0.0,3.9950090744101634,1.0,0
chanris,5.2,,0.0,3.9950090744101634,2.0,0
chanroy,11.969999999999999,,0.0,3.9950090744101634,10.0,0
chapter xvi,69.99,,0.0,3.9950090744101634,1.0,0
characovers,15.165,,0.0,3.9950090744101634,10.0,0
charged power,24.99,,0.0,3.9950090744101634,1.0,0
chargedy,24.99,,0.0,3.9950090744101634,39.0,0
chargehub,59.99,,0.0,3.9950090744101634,1.0,0
chargercity,12.95,,0.0,3.9950090744101634,20.0,0
chargersandcases,4.78,,0.0,3.9950090744101634,1.0,0
chargerscables,6.675,,0.0,3.9950090744101634,10.0,0
chargetech,445.0,,0.0,3.9950090744101634,6.0,0
charisma house 20110906,19.78,,0.0,3.9950090744101634,1.0,0
charm of diamonds,3.0,,0.0,3.9950090744101634,1.0,0
charm14,19.99,,0.0,3.9950090744101634,12.0,0
charter,2.95,,0.0,3.9950090744101634,3.0,0
charter club,21.95,,0.0,3.9950090744101634,1.0,0
charter inc,2.95,,0.0,3.9950090744101634,76.0,0
chduino,8.89,,0.0,3.9950090744101634,1.0,0
cheaxics,13.99,,0.0,3.9950090744101634,1.0,0
cheetahblaze,3.0,,0.0,3.9950090744101634,1.0,0
chefzbest,8.49,,0.0,3.9950090744101634,90.0,0
chelsea,10.99,,0.0,3.9950090744101634,1.0,0
chen yu,22.970000000000002,,0.0,3.9950090744101634,2.0,0
chen yu company,25.990000000000002,,0.0,3.9950090744101634,8.0,0
chendongdong,4.1,,0.0,3.9950090744101634,1.0,0
chensiyu,52.99,,0.0,3.9950090744101634,1.0,0
chenyang,5.91,,0.0,3.9950090744101634,1.0,0
chenzala,8.985,,0.0,3.9950090744101634,2.0,0
chere fez,5.5,,0.0,3.9950090744101634,1.0,0
chevrolet,16.35,,0.0,3.9950090744101634,2.0,0
cheyenne collins,7.14,,0.0,3.9950090744101634,1.0,0
chgeek,17.99,,0.0,3.9950090744101634,1.0,0
chi,5.43,,0.0,3.9950090744101634,1.0,0
chic,24.88,,0.0,3.9950090744101634,1.0,0
chic mobile,5.22,,0.0,3.9950090744101634,7.0,0
chicbuds,5.4,,0.0,3.9950090744101634,1.0,0
chichic,9.99,,0.0,3.9950090744101634,68.0,0
chiefmax,4.19,,0.0,3.9950090744101634,3.0,0
chil,9.89,,0.0,3.9950090744101634,1.0,0
chileno,19.99,,0.0,3.9950090744101634,1.0,0
chillnchic,5.99,,0.0,3.9950090744101634,17.0,0
chimera,22.99,,0.0,3.9950090744101634,1.0,0
china,8.99,,0.0,3.9950090744101634,4.0,0
china ihomegift,3.0,,0.0,3.9950090744101634,1.0,0
china unicom,1.96,,0.0,3.9950090744101634,3.0,0
chineon,2.5300000000000002,,0.0,3.9950090744101634,4.0,0
chitronic,4.890000000000001,,0.0,3.9950090744101634,2.0,0
chiuloian,10.99,,0.0,3.9950090744101634,1.0,0
chococase,5.99,,0.0,3.9950090744101634,6.0,0
chococat,19.98,,0.0,3.9950090744101634,1.0,0
choetech,15.99,,0.0,3.9950090744101634,13.0,0
chooby,12.99,,0.0,3.9950090744101634,1.0,0
chosen books january 7 2014,26.92,,0.0,3.9950090744101634,1.0,0
choyo,5.99,,0.0,3.9950090744101634,1.0,0
chris house,12.99,,0.0,3.9950090744101634,1.0,0
chris king,4.0,,0.0,3.9950090744101634,1.0,0
christian lacroix,9.95,,0.0,3.9950090744101634,1.0,0
christian siriano,8.99,,0.0,3.9950090744101634,1.0,0
christiesss,24.99,,0.0,3.9950090744101634,1.0,0
