country,year,recommended_crop,produced_crop,pesticide_value,temp_range
Guatemala,2015,Teff,Potatoes,20489.4,17.368402779583334
Guatemala,2016,Teff,Potatoes,20489.4,17.368402779583334
Honduras,1990,Teff,Plantains and others,9880.07,18.0271881739625
Honduras,1992,Teff,Potatoes,9904.59,17.368402779583334
Hungary,1990,Teff,Potatoes,12756.0,17.368402779583334
Hungary,1991,Teff,Potatoes,8069.0,17.368402779583334
Hungary,1993,Teff,Potatoes,10197.0,17.368402779583334
Hungary,1994,Teff,Potatoes,9574.0,17.368402779583334
Hungary,2002,Teff,Potatoes,8231.5,17.368402779583334
Hungary,2003,Teff,Potatoes,8725.5,17.368402779583334
Hungary,2004,Teff,Potatoes,9940.5,17.368402779583334
Hungary,2005,Teff,Potatoes,9676.0,17.368402779583334
Hungary,2006,Teff,Potatoes,11523.0,17.368402779583334
Hungary,2007,Teff,Potatoes,11178.0,17.368402779583334
Hungary,2008,Teff,Potatoes,12084.0,17.368402779583334
Hungary,2009,Teff,Potatoes,11144.0,17.368402779583334
Hungary,2010,Teff,Potatoes,10299.5,17.368402779583334
Hungary,2011,Teff,Potatoes,8473.26,17.368402779583334
Hungary,2012,Teff,Potatoes,8141.17,17.368402779583334
Hungary,2014,Teff,Potatoes,8970.9,17.368402779583334
Hungary,2015,Teff,Potatoes,9483.8,17.368402779583334
Hungary,2016,Teff,Potatoes,9762.9,17.368402779583334
India,1990,Teff,Cassava,75000.0,18.0271881739625
India,1991,Teff,Cassava,72133.0,18.0271881739625
India,1992,Teff,Cassava,70791.0,18.0271881739625
India,1993,Teff,Cassava,66388.0,18.0271881739625
India,1994,Teff,Cassava,61357.0,18.0271881739625
India,1995,Teff,Cassava,61257.0,18.0271881739625
India,1996,Teff,Cassava,56114.0,18.0271881739625
India,1997,Teff,Cassava,52279.0,18.0271881739625
India,1998,Teff,Cassava,49157.0,18.0271881739625
India,1999,Teff,Cassava,46195.0,18.0271881739625
India,2000,Teff,Cassava,44957.52,18.0271881739625
India,2001,Teff,Cassava,43720.04,18.0271881739625
India,2002,Teff,Cassava,42482.56,18.0271881739625
India,2003,Teff,Cassava,41245.08,18.0271881739625
India,2004,Teff,Cassava,35113.0,18.0271881739625
India,2005,Teff,Cassava,35342.0,18.0271881739625
India,2006,Teff,Cassava,37423.0,18.0271881739625
India,2007,Teff,Cassava,27422.77,18.0271881739625
India,2008,Teff,Cassava,14485.33,18.0271881739625
India,2009,Teff,Cassava,28707.01,18.0271881739625
India,2010,Teff,Cassava,40093.69,18.0271881739625
India,2011,Teff,Cassava,55540.0,18.0271881739625
India,2012,Teff,Cassava,52980.0,18.0271881739625
India,2013,Teff,Cassava,45620.0,18.0271881739625
India,2014,Teff,Cassava,60280.0,18.0271881739625
India,2015,Teff,Potatoes,56120.0,17.368402779583334
India,2016,Teff,Cassava,50410.0,18.0271881739625
Iran (Islamic Republic of),1990,Teff,Potatoes,10644.0,17.368402779583334
Iran (Islamic Republic of),1991,Teff,Potatoes,16349.0,17.368402779583334
Iran (Islamic Republic of),1992,Teff,Potatoes,11683.0,17.368402779583334
Iran (Islamic Republic of),1993,Teff,Potatoes,9572.0,17.368402779583334
Iran (Islamic Republic of),1994,Teff,Potatoes,10324.0,17.368402779583334
Iran (Islamic Republic of),1995,Teff,Potatoes,8746.0,17.368402779583334
Iran (Islamic Republic of),2000,Teff,Potatoes,8440.34,17.368402779583334
Iran (Islamic Republic of),2002,Teff,Potatoes,8729.49,17.368402779583334
Iran (Islamic Republic of),2003,Teff,Potatoes,8886.19,17.368402779583334
Iran (Islamic Republic of),2004,Teff,Potatoes,8954.2,17.368402779583334
Italy,1990,Teff,Sweet potatoes,100596.4,18.0271881739625
Italy,1991,Teff,Sweet potatoes,88916.6,18.0271881739625
Italy,1992,Teff,Sweet potatoes,88227.6,18.0271881739625
Italy,1993,Teff,Sweet potatoes,89282.2,18.0271881739625
Italy,1994,Teff,Sweet potatoes,81217.6,18.0271881739625
Italy,1995,Teff,Sweet potatoes,84153.0,18.0271881739625
Italy,1996,Teff,Potatoes,74617.2,17.368402779583334
Italy,1997,Teff,Potatoes,84799.0,17.368402779583334
Italy,1998,Teff,Potatoes,84117.0,17.368402779583334
Italy,1999,Teff,Potatoes,81583.0,17.368402779583334
Italy,2000,Teff,Potatoes,79447.0,17.368402779583334
Italy,2001,Teff,Potatoes,75978.0,17.368402779583334
Italy,2002,Teff,Potatoes,94211.0,17.368402779583334
Italy,2003,Teff,Potatoes,86058.0,17.368402779583334
Italy,2004,Teff,Potatoes,83810.0,17.368402779583334
Italy,2005,Teff,Potatoes,84647.0,17.368402779583334
Italy,2006,Teff,Potatoes,74349.0,17.368402779583334
Italy,2007,Teff,Potatoes,80454.0,17.368402779583334
Italy,2008,Teff,Potatoes,79643.0,17.368402779583334
Italy,2009,Teff,Potatoes,74172.0,17.368402779583334
Italy,2010,Teff,Potatoes,71613.0,17.368402779583334
Italy,2011,Teff,Potatoes,70690.0,17.368402779583334
Italy,2012,Teff,Potatoes,61889.0,17.368402779583334
Italy,2013,Teff,Potatoes,55633.0,17.368402779583334
Italy,2014,Teff,Potatoes,59422.0,17.368402779583334
Italy,2015,Teff,Potatoes,63322.0,17.368402779583334
Italy,2016,Teff,Potatoes,60259.0,17.368402779583334
Japan,1990,Teff,Potatoes,79821.18,17.368402779583334
Japan,1991,Teff,Potatoes,79821.18,17.368402779583334
Japan,1992,Teff,Potatoes,79821.18,17.368402779583334
Japan,1993,Teff,Potatoes,79821.18,17.368402779583334
Japan,1994,Teff,Potatoes,79821.18,17.368402779583334
Japan,1995,Teff,Potatoes,79821.18,17.368402779583334
Japan,1996,Teff,Potatoes,79821.18,17.368402779583334
Japan,1997,Teff,Potatoes,79821.18,17.368402779583334
Japan,1998,Teff,Potatoes,79821.18,17.368402779583334
Japan,1999,Teff,Potatoes,79821.18,17.368402779583334
Japan,2000,Teff,Potatoes,79821.18,17.368402779583334
Japan,2001,Teff,Potatoes,78735.45,17.368402779583334
Japan,2002,Teff,Potatoes,70262.54,17.368402779583334
Japan,2003,Teff,Potatoes,67869.72,17.368402779583334
Japan,2004,Teff,Potatoes,64688.88,17.368402779583334
Japan,2005,Teff,Potatoes,63829.77,17.368402779583334
Japan,2006,Teff,Potatoes,65248.26,17.368402779583334
Japan,2007,Teff,Potatoes,61164.07,17.368402779583334
Japan,2008,Teff,Potatoes,58750.0,17.368402779583334
Japan,2009,Teff,Potatoes,60970.8,17.368402779583334
Japan,2010,Teff,Potatoes,55576.0,17.368402779583334
Japan,2011,Teff,Potatoes,51796.3,17.368402779583334
Japan,2012,Teff,Potatoes,54716.4,17.368402779583334
Japan,2013,Teff,Potatoes,52794.3,17.368402779583334
Japan,2014,Teff,Potatoes,53543.7,17.368402779583334
Japan,2015,Teff,Potatoes,54171.16,17.368402779583334
Japan,2016,Teff,Potatoes,51006.46,17.368402779583334
Kazakhstan,1992,Teff,Potatoes,17182.0,17.368402779583334
Kazakhstan,1993,Teff,Potatoes,17182.0,17.368402779583334
Kazakhstan,1994,Teff,Potatoes,17182.0,17.368402779583334
Kazakhstan,1995,Teff,Potatoes,13535.0,17.368402779583334
Kazakhstan,1996,Teff,Potatoes,13047.0,17.368402779583334
Kazakhstan,1997,Teff,Potatoes,8112.0,17.368402779583334
Kazakhstan,2009,Teff,Potatoes,8716.14,17.368402779583334
Kazakhstan,2011,Teff,Potatoes,10656.6,17.368402779583334
Kazakhstan,2012,Teff,Potatoes,8674.58,17.368402779583334
Kazakhstan,2013,Teff,Potatoes,8738.38,17.368402779583334
Kazakhstan,2014,Teff,Potatoes,11158.77,17.368402779583334
Kazakhstan,2015,Teff,Potatoes,10581.7,17.368402779583334
Kazakhstan,2016,Teff,Potatoes,10612.4,17.368402779583334
Libya,2005,Teff,Potatoes,8314.0,17.368402779583334
Malaysia,1990,Teff,Sweet potatoes,39406.48,18.0271881739625
Malaysia,1991,Teff,Sweet potatoes,39406.48,18.0271881739625
Malaysia,1992,Teff,Sweet potatoes,39406.48,18.0271881739625
Malaysia,1993,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1994,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1995,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1996,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1997,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1998,Teff,Cassava,39406.48,18.0271881739625
Malaysia,1999,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2000,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2001,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2002,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2003,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2004,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2005,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2006,Teff,Cassava,39406.48,18.0271881739625
Malaysia,2007,Teff,Sweet potatoes,46868.35,18.0271881739625
Malaysia,2008,Teff,Cassava,54821.91,18.0271881739625
Malaysia,2009,Teff,Cassava,52464.19,18.0271881739625
Malaysia,2010,Teff,Cassava,60194.83,18.0271881739625
Malaysia,2011,Teff,Cassava,41562.16,18.0271881739625
Malaysia,2012,Teff,Cassava,49810.48,18.0271881739625
Malaysia,2013,Teff,Sweet potatoes,61445.6,18.0271881739625
Malaysia,2014,Teff,Sweet potatoes,49199.43,18.0271881739625
Malaysia,2015,Teff,Cassava,49199.43,18.0271881739625
Malaysia,2016,Teff,Cassava,49199.43,18.0271881739625
Mexico,1990,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1991,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1992,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1993,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1994,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1995,Teff,Potatoes,34468.93,17.368402779583334
Mexico,1996,Teff,Potatoes,34468.93,17.368402779583334
Mexico,1997,Teff,Sweet potatoes,34468.93,18.0271881739625
Mexico,1998,Teff,Potatoes,34468.93,17.368402779583334
Mexico,1999,Teff,Potatoes,34468.93,17.368402779583334
Mexico,2000,Teff,Potatoes,34468.93,17.368402779583334
Mexico,2001,Teff,Potatoes,31373.3,17.368402779583334
Mexico,2002,Teff,Potatoes,16189.88,17.368402779583334
Mexico,2003,Teff,Potatoes,23622.86,17.368402779583334
Mexico,2004,Teff,Potatoes,26433.14,17.368402779583334
Mexico,2005,Teff,Potatoes,51741.99,17.368402779583334
Mexico,2006,Teff,Potatoes,50891.95,17.368402779583334
Mexico,2007,Teff,Potatoes,64501.28,17.368402779583334
Mexico,2008,Teff,Potatoes,61732.11,17.368402779583334
Mexico,2009,Teff,Potatoes,61690.08,17.368402779583334
Mexico,2010,Teff,Potatoes,63402.29,17.368402779583334
Mexico,2011,Teff,Potatoes,65961.1,17.368402779583334
Mexico,2012,Teff,Potatoes,64512.22,17.368402779583334
Mexico,2013,Teff,Potatoes,59920.18,17.368402779583334
Mexico,2014,Teff,Potatoes,53196.66,17.368402779583334
Mexico,2015,Teff,Potatoes,56518.2,17.368402779583334
Mexico,2016,Teff,Potatoes,57110.63,17.368402779583334
Morocco,1990,Teff,Potatoes,9364.0,17.368402779583334
Morocco,1991,Teff,Potatoes,9771.14,17.368402779583334
Morocco,1992,Teff,Sweet potatoes,10178.29,18.0271881739625
Morocco,1993,Teff,Potatoes,10585.43,17.368402779583334
Morocco,1994,Teff,Potatoes,10992.57,17.368402779583334
Morocco,1995,Teff,Potatoes,11399.71,17.368402779583334
Morocco,1996,Teff,Potatoes,11806.86,17.368402779583334
Morocco,1997,Teff,Sweet potatoes,12214.0,18.0271881739625
Morocco,1998,Teff,Potatoes,12621.14,17.368402779583334
Morocco,1999,Teff,Potatoes,13028.29,17.368402779583334
Morocco,2000,Teff,Potatoes,13435.43,17.368402779583334
Morocco,2001,Teff,Potatoes,13842.57,17.368402779583334
Morocco,2002,Teff,Potatoes,14249.71,17.368402779583334
Morocco,2003,Teff,Potatoes,14656.86,17.368402779583334
Morocco,2004,Teff,Potatoes,15064.0,17.368402779583334
Morocco,2005,Teff,Potatoes,13966.0,17.368402779583334
Morocco,2006,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2007,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2008,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2009,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2010,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2011,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2012,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2013,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2014,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2015,Teff,Potatoes,13697.0,17.368402779583334
Morocco,2016,Teff,Potatoes,13697.0,17.368402779583334
Myanmar,2016,Teff,Potatoes,12091.56,17.368402779583334
Netherlands,1990,Teff,Potatoes,9729.0,17.368402779583334
Netherlands,1991,Teff,Potatoes,9338.0,17.368402779583334
Netherlands,1992,Teff,Potatoes,9030.0,17.368402779583334
Netherlands,1993,Teff,Potatoes,10505.0,17.368402779583334
Netherlands,1994,Teff,Potatoes,8646.0,17.368402779583334
Netherlands,1995,Teff,Potatoes,12601.0,17.368402779583334
Netherlands,1996,Teff,Potatoes,8923.0,17.368402779583334
Netherlands,1997,Teff,Potatoes,10568.0,17.368402779583334
Netherlands,1998,Teff,Potatoes,11762.0,17.368402779583334
Netherlands,1999,Teff,Potatoes,11152.0,17.368402779583334
Netherlands,2000,Teff,Potatoes,11382.84,17.368402779583334
Netherlands,2001,Teff,Potatoes,9424.73,17.368402779583334
Netherlands,2002,Teff,Potatoes,9700.44,17.368402779583334
Netherlands,2003,Teff,Potatoes,9550.04,17.368402779583334
Netherlands,2004,Teff,Potatoes,10655.4,17.368402779583334
Netherlands,2005,Teff,Potatoes,10703.85,17.368402779583334
Netherlands,2006,Teff,Potatoes,10461.35,17.368402779583334
Netherlands,2007,Teff,Potatoes,12073.15,17.368402779583334
Netherlands,2008,Teff,Potatoes,10777.08,17.368402779583334
Netherlands,2009,Teff,Potatoes,9857.2,17.368402779583334
Netherlands,2010,Teff,Potatoes,9586.03,17.368402779583334
Netherlands,2011,Teff,Potatoes,10953.91,17.368402779583334
Netherlands,2012,Teff,Potatoes,11348.39,17.368402779583334
Netherlands,2013,Teff,Potatoes,10720.17,17.368402779583334
Netherlands,2014,Teff,Potatoes,10665.55,17.368402779583334
Netherlands,2015,Teff,Potatoes,9999.3,17.368402779583334
Netherlands,2016,Teff,Potatoes,9999.3,17.368402779583334
Nicaragua,2005,Teff,Potatoes,9391.92,17.368402779583334
Nicaragua,2007,Teff,Potatoes,9850.26,17.368402779583334
Nicaragua,2008,Teff,Potatoes,10173.91,17.368402779583334
Nicaragua,2009,Teff,Potatoes,9387.95,17.368402779583334
Nicaragua,2010,Teff,Potatoes,12242.19,17.368402779583334
Pakistan,1996,Teff,Potatoes,11955.0,17.368402779583334
Pakistan,1997,Teff,Potatoes,16936.0,17.368402779583334
Pakistan,1998,Teff,Potatoes,18406.0,17.368402779583334
Pakistan,1999,Teff,Potatoes,20450.0,17.368402779583334
Pakistan,2000,Teff,Potatoes,27885.0,17.368402779583334
Pakistan,2001,Teff,Potatoes,11871.0,17.368402779583334
Pakistan,2002,Teff,Potatoes,10881.83,17.368402779583334
Pakistan,2003,Teff,Potatoes,9892.65,17.368402779583334
Pakistan,2004,Teff,Potatoes,8903.48,17.368402779583334
Pakistan,2005,Teff,Potatoes,7914.31,17.368402779583334
Paraguay,1994,Teff,Cassava,8233.6,18.0271881739625
Paraguay,1995,Teff,Cassava,10660.4,18.0271881739625
Paraguay,1996,Teff,Cassava,13087.2,18.0271881739625
Paraguay,1997,Teff,Cassava,15514.0,18.0271881739625
Paraguay,1998,Teff,Cassava,12196.0,18.0271881739625
Paraguay,2001,Teff,Cassava,10583.0,18.0271881739625
Paraguay,2002,Teff,Cassava,13008.87,18.0271881739625
Paraguay,2003,Teff,Cassava,15434.75,18.0271881739625
Paraguay,2004,Teff,Cassava,17860.62,18.0271881739625
Paraguay,2005,Teff,Cassava,20286.49,18.0271881739625
Paraguay,2006,Teff,Cassava,22712.36,18.0271881739625
Paraguay,2007,Teff,Cassava,25138.24,18.0271881739625
Paraguay,2008,Teff,Cassava,27564.11,18.0271881739625
Paraguay,2009,Teff,Cassava,29989.98,18.0271881739625
Paraguay,2010,Teff,Cassava,32415.85,18.0271881739625
Paraguay,2011,Teff,Potatoes,34841.73,17.368402779583334
Paraguay,2012,Teff,Potatoes,37267.6,17.368402779583334
Paraguay,2013,Teff,Cassava,27228.5,18.0271881739625
Paraguay,2014,Teff,Cassava,27228.5,18.0271881739625
Paraguay,2015,Teff,Cassava,27228.5,18.0271881739625
Paraguay,2016,Teff,Cassava,27228.5,18.0271881739625
Peru,2001,Teff,Sweet potatoes,8414.17,18.0271881739625
Peru,2002,Teff,Sweet potatoes,8322.88,18.0271881739625
Peru,2003,Teff,Sweet potatoes,8167.3,18.0271881739625
Peru,2004,Teff,Sweet potatoes,8941.22,18.0271881739625
Peru,2005,Teff,Sweet potatoes,10227.74,18.0271881739625
Peru,2006,Teff,Sweet potatoes,12074.5,18.0271881739625
Peru,2007,Teff,Sweet potatoes,9011.14,18.0271881739625
Peru,2008,Teff,Sweet potatoes,12598.66,18.0271881739625
Peru,2009,Teff,Sweet potatoes,11531.33,18.0271881739625
Peru,2010,Teff,Sweet potatoes,15590.54,18.0271881739625
Peru,2011,Teff,Sweet potatoes,15436.91,18.0271881739625
Peru,2012,Teff,Sweet potatoes,18885.82,18.0271881739625
Peru,2013,Teff,Sweet potatoes,17942.97,18.0271881739625
Peru,2014,Teff,Sweet potatoes,20832.4,18.0271881739625
Peru,2015,Teff,Sweet potatoes,22874.83,18.0271881739625
Peru,2016,Teff,Sweet potatoes,26036.3,18.0271881739625
Poland,1993,Teff,Potatoes,8825.0,17.368402779583334
Poland,1994,Teff,Potatoes,9330.0,17.368402779583334
Poland,1996,Teff,Potatoes,9824.0,17.368402779583334
Poland,1997,Teff,Potatoes,9501.0,17.368402779583334
Poland,1998,Teff,Potatoes,8699.0,17.368402779583334
Poland,1999,Teff,Potatoes,8466.0,17.368402779583334
Poland,2000,Teff,Potatoes,8848.0,17.368402779583334
Poland,2001,Teff,Potatoes,8855.0,17.368402779583334
Poland,2002,Teff,Potatoes,10358.0,17.368402779583334
Poland,2004,Teff,Potatoes,8726.0,17.368402779583334
Poland,2005,Teff,Potatoes,16039.0,17.368402779583334
Poland,2006,Teff,Potatoes,17101.0,17.368402779583334
Poland,2007,Teff,Potatoes,18721.0,17.368402779583334
Poland,2008,Teff,Potatoes,20611.02,17.368402779583334
Poland,2009,Teff,Potatoes,18493.03,17.368402779583334
Poland,2010,Teff,Potatoes,19449.02,17.368402779583334
Poland,2011,Teff,Potatoes,21779.27,17.368402779583334
Poland,2012,Teff,Potatoes,21885.99,17.368402779583334
Poland,2013,Teff,Potatoes,22204.46,17.368402779583334
Poland,2014,Teff,Potatoes,23556.67,17.368402779583334
Poland,2015,Teff,Potatoes,24006.12,17.368402779583334
Poland,2016,Teff,Potatoes,24462.5,17.368402779583334
Portugal,1990,Teff,Potatoes,9357.0,17.368402779583334
Portugal,1991,Teff,Potatoes,9357.0,17.368402779583334
Portugal,1993,Teff,Potatoes,8985.0,17.368402779583334
Portugal,1994,Teff,Potatoes,9580.0,17.368402779583334
Portugal,1995,Teff,Potatoes,11815.0,17.368402779583334
Portugal,1996,Teff,Potatoes,12457.0,17.368402779583334
Portugal,1997,Teff,Yams,12750.0,18.0271881739625
Portugal,1998,Teff,Yams,14389.0,18.0271881739625
Portugal,1999,Teff,Potatoes,15411.0,17.368402779583334
Portugal,2000,Teff,Yams,15470.0,18.0271881739625
Portugal,2001,Teff,Potatoes,15503.0,17.368402779583334
Portugal,2002,Teff,Potatoes,17452.0,17.368402779583334
Portugal,2003,Teff,Potatoes,17030.0,17.368402779583334
Portugal,2004,Teff,Potatoes,16942.0,17.368402779583334
Portugal,2005,Teff,Yams,16353.0,18.0271881739625
Portugal,2006,Teff,Yams,15702.0,18.0271881739625
Portugal,2007,Teff,Potatoes,16682.39,17.368402779583334
Portugal,2008,Teff,Yams,17080.26,18.0271881739625
Portugal,2009,Teff,Potatoes,13984.91,17.368402779583334
Portugal,2010,Teff,Sweet potatoes,13774.18,18.0271881739625
Portugal,2011,Teff,Sweet potatoes,14024.98,18.0271881739625
Portugal,2012,Teff,Sweet potatoes,12444.24,18.0271881739625
Portugal,2013,Teff,Sweet potatoes,10126.8,18.0271881739625
Portugal,2014,Teff,Sweet potatoes,12892.3,18.0271881739625
Portugal,2015,Teff,Sweet potatoes,10006.41,18.0271881739625
Portugal,2016,Teff,Sweet potatoes,9778.5,18.0271881739625
Republic of Korea,1990,Teff,Sweet potatoes,25082.0,18.0271881739625
Republic of Korea,1991,Teff,Sweet potatoes,27476.0,18.0271881739625
Republic of Korea,1992,Teff,Potatoes,26718.0,17.368402779583334
Republic of Korea,1993,Teff,Potatoes,25999.0,17.368402779583334
Republic of Korea,1994,Teff,Potatoes,26184.0,17.368402779583334
Republic of Korea,1995,Teff,Potatoes,25845.0,17.368402779583334
Republic of Korea,1996,Teff,Potatoes,24620.0,17.368402779583334
Republic of Korea,1997,Teff,Potatoes,24819.0,17.368402779583334
Republic of Korea,1998,Teff,Potatoes,22103.0,17.368402779583334
Republic of Korea,1999,Teff,Potatoes,25837.0,17.368402779583334
Republic of Korea,2000,Teff,Potatoes,25684.0,17.368402779583334
Republic of Korea,2001,Teff,Potatoes,28218.0,17.368402779583334
Republic of Korea,2002,Teff,Potatoes,25844.0,17.368402779583334
Republic of Korea,2003,Teff,Potatoes,24610.0,17.368402779583334
Republic of Korea,2004,Teff,Potatoes,25323.0,17.368402779583334
Republic of Korea,2005,Teff,Potatoes,24506.0,17.368402779583334
Republic of Korea,2006,Teff,Potatoes,24076.0,17.368402779583334
Republic of Korea,2007,Teff,Potatoes,24262.0,17.368402779583334
Republic of Korea,2008,Teff,Potatoes,25368.0,17.368402779583334
Republic of Korea,2009,Teff,Potatoes,22790.0,17.368402779583334
Republic of Korea,2010,Teff,Potatoes,20431.0,17.368402779583334
Republic of Korea,2011,Teff,Potatoes,19131.0,17.368402779583334
Republic of Korea,2012,Teff,Potatoes,17438.0,17.368402779583334
Republic of Korea,2013,Teff,Potatoes,18708.0,17.368402779583334
Republic of Korea,2014,Teff,Potatoes,19788.0,17.368402779583334
Republic of Korea,2015,Teff,Potatoes,19482.0,17.368402779583334
Republic of Korea,2016,Teff,Potatoes,19798.0,17.368402779583334
Romania,1990,Teff,Potatoes,25255.0,17.368402779583334
Romania,1991,Teff,Potatoes,19898.0,17.368402779583334
Romania,1992,Teff,Potatoes,15134.0,17.368402779583334
Romania,1993,Teff,Potatoes,24252.0,17.368402779583334
Romania,1994,Teff,Potatoes,21811.0,17.368402779583334
Romania,1995,Teff,Potatoes,20113.0,17.368402779583334
Romania,1996,Teff,Potatoes,17425.0,17.368402779583334
Romania,1997,Teff,Potatoes,15349.0,17.368402779583334
Romania,1998,Teff,Potatoes,13979.0,17.368402779583334
Romania,1999,Teff,Potatoes,11280.0,17.368402779583334
Romania,2000,Teff,Potatoes,9427.4,17.368402779583334
Romania,2001,Teff,Potatoes,7871.1,17.368402779583334
Romania,2002,Teff,Potatoes,7875.7,17.368402779583334
Russian Federation,1992,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1993,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1994,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1995,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1996,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1997,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1998,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,1999,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2000,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2001,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2002,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2003,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2004,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2005,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2006,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2007,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2008,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2009,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2010,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2011,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2012,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2013,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2014,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2015,Teff,Potatoes,25961.0,17.368402779583334
Russian Federation,2016,Teff,Potatoes,25961.0,17.368402779583334
South Africa,1990,Teff,Potatoes,16582.0,17.368402779583334
South Africa,1991,Teff,Potatoes,16582.0,17.368402779583334
South Africa,1992,Teff,Potatoes,16582.0,17.368402779583334
South Africa,1993,Teff,Potatoes,16582.0,17.368402779583334
South Africa,1994,Teff,Potatoes,16582.0,17.368402779583334
South Africa,1995,Teff,Potatoes,18025.0,17.368402779583334
South Africa,1996,Teff,Potatoes,19508.0,17.368402779583334
South Africa,1997,Teff,Potatoes,21596.0,17.368402779583334
South Africa,1998,Teff,Potatoes,24304.0,17.368402779583334
South Africa,1999,Teff,Potatoes,26098.8,17.368402779583334
South Africa,2000,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2001,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2002,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2003,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2004,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2005,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2006,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2007,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2008,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2009,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2010,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2011,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2012,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2013,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2014,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2015,Teff,Potatoes,26857.0,17.368402779583334
South Africa,2016,Teff,Potatoes,26857.0,17.368402779583334
Spain,1990,Teff,Potatoes,39562.0,17.368402779583334
Spain,1991,Teff,Potatoes,39147.0,17.368402779583334
Spain,1992,Teff,Potatoes,31839.0,17.368402779583334
Spain,1993,Teff,Sweet potatoes,29408.0,18.0271881739625
Spain,1994,Teff,Potatoes,31244.0,17.368402779583334
Spain,1995,Teff,Potatoes,27852.0,17.368402779583334
Spain,1996,Teff,Potatoes,33236.0,17.368402779583334
Spain,1997,Teff,Potatoes,34023.0,17.368402779583334
Spain,1998,Teff,Potatoes,35070.0,17.368402779583334
Spain,1999,Teff,Potatoes,33614.0,17.368402779583334
Spain,2000,Teff,Potatoes,34597.0,17.368402779583334
Spain,2001,Teff,Potatoes,35700.0,17.368402779583334
Spain,2002,Teff,Potatoes,40727.0,17.368402779583334
Spain,2003,Teff,Potatoes,41586.0,17.368402779583334
Spain,2004,Teff,Potatoes,47445.0,17.368402779583334
Spain,2005,Teff,Potatoes,41017.0,17.368402779583334
