country,year,actual_top_crop,predicted_crop,prediction_probability
cameroon,2009,Potato,Maize,0.34
cameroon,2010,Potato,Maize,0.34
cameroon,2011,Potato,Maize,0.34
cameroon,2012,Potato,Maize,0.34
cameroon,2013,Potato,Maize,0.34
canada,1990,Potato,Barley,0.28
canada,1991,Potato,Barley,0.28
canada,1992,Potato,Barley,0.28
canada,1993,Potato,Barley,0.28
canada,1994,Potato,Barley,0.28
canada,1995,Potato,Barley,0.28
canada,1996,Potato,Barley,0.28
canada,1997,Potato,Barley,0.28
canada,1998,Potato,Barley,0.28
canada,1999,Potato,Barley,0.28
canada,2000,Potato,Barley,0.28
canada,2001,Potato,Barley,0.28
canada,2002,Potato,Barley,0.28
canada,2003,Potato,Barley,0.28
canada,2004,Potato,Barley,0.28
canada,2005,Potato,Barley,0.28
canada,2006,Potato,Barley,0.28
canada,2007,Potato,Barley,0.28
canada,2008,Potato,Barley,0.28
canada,2009,Potato,Barley,0.28
canada,2010,Potato,Barley,0.28
canada,2011,Potato,Barley,0.28
canada,2012,Potato,Barley,0.28
canada,2013,Potato,Barley,0.28
centralafricanrepublic,1990,Potato,Maize,0.34
centralafricanrepublic,1991,Potato,Maize,0.34
centralafricanrepublic,1992,Potato,Maize,0.34
centralafricanrepublic,1993,Potato,Maize,0.34
centralafricanrepublic,1994,Potato,Maize,0.34
centralafricanrepublic,1995,Potato,Maize,0.34
centralafricanrepublic,1996,Potato,Maize,0.34
centralafricanrepublic,1997,Potato,Maize,0.34
centralafricanrepublic,1998,Potato,Maize,0.34
centralafricanrepublic,1999,Potato,Maize,0.34
centralafricanrepublic,2000,Potato,Maize,0.34
centralafricanrepublic,2001,Potato,Maize,0.34
centralafricanrepublic,2002,Potato,Maize,0.34
centralafricanrepublic,2003,Potato,Maize,0.34
centralafricanrepublic,2004,Potato,Maize,0.34
centralafricanrepublic,2005,Potato,Maize,0.34
centralafricanrepublic,2006,Potato,Maize,0.34
centralafricanrepublic,2007,Potato,Maize,0.34
centralafricanrepublic,2008,Potato,Maize,0.34
centralafricanrepublic,2009,Potato,Maize,0.34
centralafricanrepublic,2010,Maize,Maize,0.67
centralafricanrepublic,2011,Maize,Maize,0.67
centralafricanrepublic,2012,Maize,Maize,0.67
centralafricanrepublic,2013,Maize,Maize,0.67
chad,1990,Potato,Maize,0.34
chad,1991,Potato,Maize,0.34
chad,1992,Potato,Maize,0.34
chad,1993,Potato,Maize,0.34
chad,1994,Potato,Maize,0.34
chad,1995,Potato,Maize,0.34
chad,1996,Potato,Maize,0.34
chad,1997,Potato,Maize,0.34
chad,1998,Potato,Maize,0.34
chad,1999,Potato,Maize,0.34
chad,2000,Potato,Maize,0.34
chad,2001,Potato,Maize,0.34
chad,2002,Potato,Maize,0.34
chad,2003,Potato,Maize,0.34
chad,2004,Potato,Maize,0.34
chad,2005,Potato,Maize,0.34
chad,2006,Potato,Maize,0.34
chad,2007,Potato,Maize,0.34
chad,2008,Potato,Maize,0.34
chad,2009,Potato,Maize,0.34
chad,2010,Potato,Maize,0.34
chad,2011,Potato,Maize,0.34
chad,2012,Potato,Maize,0.34
chad,2013,Potato,Maize,0.34
chile,1990,Potato,Barley,0.28
chile,1991,Potato,Barley,0.28
chile,1992,Potato,Barley,0.28
chile,1993,Potato,Barley,0.28
chile,1994,Potato,Barley,0.28
chile,1995,Potato,Barley,0.28
chile,1996,Potato,Barley,0.28
chile,1997,Potato,Barley,0.28
chile,1998,Potato,Barley,0.28
chile,1999,Potato,Barley,0.28
chile,2000,Potato,Barley,0.28
chile,2001,Potato,Barley,0.28
chile,2002,Potato,Barley,0.28
chile,2003,Potato,Barley,0.28
chile,2004,Potato,Barley,0.28
chile,2005,Potato,Barley,0.28
chile,2006,Potato,Barley,0.28
chile,2007,Potato,Barley,0.28
chile,2008,Potato,Barley,0.28
chile,2009,Potato,Barley,0.28
chile,2010,Potato,Barley,0.28
chile,2011,Potato,Barley,0.28
chile,2012,Potato,Barley,0.28
chile,2013,Potato,Barley,0.28
chinamainland,1990,Potato,Barley,0.28
chinamainland,1991,Potato,Barley,0.28
chinamainland,1992,Potato,Barley,0.28
chinamainland,1993,Potato,Barley,0.28
chinamainland,1994,Potato,Barley,0.28
chinamainland,1995,Potato,Barley,0.28
chinamainland,1996,Potato,Barley,0.28
chinamainland,1997,Potato,Barley,0.28
chinamainland,1998,Potato,Wheat,0.26
chinamainland,1999,Potato,Barley,0.28
chinamainland,2000,Potato,Barley,0.28
chinamainland,2001,Potato,Barley,0.28
chinamainland,2002,Potato,Barley,0.28
chinamainland,2003,Potato,Barley,0.28
chinamainland,2004,Potato,Barley,0.28
chinamainland,2005,Potato,Barley,0.28
chinamainland,2006,Potato,Barley,0.28
chinamainland,2007,Potato,Wheat,0.26
chinamainland,2008,Potato,Barley,0.28
chinamainland,2009,Potato,Barley,0.28
chinamainland,2010,Potato,Barley,0.28
chinamainland,2011,Potato,Barley,0.28
chinamainland,2012,Potato,Barley,0.28
chinamainland,2013,Potato,Wheat,0.26
chinataiwanprovinceof,1990,Potato,Maize,0.34
chinataiwanprovinceof,1991,Potato,Maize,0.34
chinataiwanprovinceof,1992,Potato,Maize,0.34
chinataiwanprovinceof,1993,Potato,Maize,0.34
chinataiwanprovinceof,1994,Potato,Maize,0.34
chinataiwanprovinceof,1995,Potato,Maize,0.34
chinataiwanprovinceof,1996,Potato,Maize,0.34
chinataiwanprovinceof,1997,Potato,Maize,0.34
chinataiwanprovinceof,1998,Potato,Maize,0.34
chinataiwanprovinceof,1999,Potato,Maize,0.34
chinataiwanprovinceof,2000,Potato,Maize,0.34
chinataiwanprovinceof,2001,Potato,Maize,0.34
chinataiwanprovinceof,2002,Potato,Maize,0.34
chinataiwanprovinceof,2003,Potato,Maize,0.34
chinataiwanprovinceof,2004,Potato,Maize,0.34
chinataiwanprovinceof,2005,Potato,Maize,0.34
chinataiwanprovinceof,2006,Potato,Maize,0.34
chinataiwanprovinceof,2007,Potato,Maize,0.34
chinataiwanprovinceof,2008,Potato,Maize,0.34
chinataiwanprovinceof,2009,Potato,Maize,0.34
chinataiwanprovinceof,2010,Potato,Maize,0.34
chinataiwanprovinceof,2011,Potato,Maize,0.34
chinataiwanprovinceof,2012,Potato,Maize,0.34
chinataiwanprovinceof,2013,Potato,Maize,0.34
colombia,1990,Potato,Maize,0.34
colombia,1991,Potato,Maize,0.34
colombia,1992,Potato,Maize,0.34
colombia,1993,Potato,Maize,0.34
colombia,1994,Potato,Maize,0.34
colombia,1995,Potato,Maize,0.34
colombia,1996,Potato,Maize,0.34
colombia,1997,Potato,Maize,0.34
colombia,1998,Potato,Maize,0.34
colombia,1999,Potato,Maize,0.34
colombia,2000,Potato,Maize,0.34
colombia,2001,Potato,Maize,0.34
colombia,2002,Potato,Maize,0.34
colombia,2003,Potato,Maize,0.34
colombia,2004,Potato,Maize,0.34
colombia,2005,Potato,Maize,0.34
colombia,2006,Potato,Maize,0.34
colombia,2007,Potato,Maize,0.34
colombia,2008,Potato,Maize,0.34
colombia,2009,Potato,Maize,0.34
colombia,2010,Potato,Maize,0.34
colombia,2011,Potato,Maize,0.34
colombia,2012,Potato,Maize,0.34
colombia,2013,Potato,Maize,0.34
comoros,1990,Potato,Maize,0.34
comoros,1991,Potato,Maize,0.34
comoros,1992,Potato,Maize,0.34
comoros,1993,Potato,Maize,0.34
comoros,1994,Potato,Maize,0.34
comoros,1995,Potato,Maize,0.34
comoros,1996,Potato,Maize,0.34
comoros,1997,Potato,Maize,0.34
comoros,1998,Potato,Maize,0.34
comoros,1999,Potato,Maize,0.34
comoros,2000,Potato,Maize,0.34
comoros,2001,Potato,Maize,0.34
comoros,2002,Potato,Maize,0.34
comoros,2003,Potato,Maize,0.34
comoros,2004,Potato,Maize,0.34
comoros,2005,Potato,Maize,0.34
comoros,2006,Potato,Maize,0.34
comoros,2007,Potato,Maize,0.34
comoros,2008,Potato,Maize,0.34
comoros,2009,Potato,Maize,0.34
comoros,2010,Potato,Maize,0.34
comoros,2011,Potato,Maize,0.34
comoros,2012,Potato,Maize,0.34
comoros,2013,Potato,Maize,0.34
congo,1990,Potato,Maize,0.34
congo,1991,Potato,Maize,0.34
congo,1992,Potato,Maize,0.34
congo,1993,Potato,Maize,0.34
congo,1994,Potato,Maize,0.34
congo,1995,Potato,Maize,0.34
congo,1996,Potato,Maize,0.34
congo,1997,Potato,Maize,0.34
congo,1998,Potato,Maize,0.34
congo,1999,Potato,Maize,0.34
congo,2000,Potato,Maize,0.34
congo,2001,Potato,Maize,0.34
congo,2002,Potato,Maize,0.34
congo,2003,Potato,Maize,0.34
congo,2004,Potato,Maize,0.34
congo,2005,Potato,Maize,0.34
congo,2006,Potato,Maize,0.34
congo,2007,Potato,Maize,0.34
congo,2008,Potato,Maize,0.34
congo,2009,Potato,Maize,0.34
congo,2010,Potato,Maize,0.34
congo,2011,Potato,Maize,0.34
congo,2012,Potato,Maize,0.34
congo,2013,Potato,Maize,0.34
costarica,1990,Potato,Maize,0.34
costarica,1991,Potato,Maize,0.34
costarica,1992,Potato,Maize,0.34
costarica,1993,Potato,Maize,0.34
costarica,1994,Potato,Maize,0.34
costarica,1995,Potato,Maize,0.34
costarica,1996,Potato,Maize,0.34
costarica,1997,Potato,Maize,0.34
costarica,1998,Potato,Maize,0.34
costarica,1999,Potato,Maize,0.34
costarica,2000,Potato,Maize,0.34
costarica,2001,Potato,Maize,0.34
costarica,2002,Potato,Maize,0.34
costarica,2003,Potato,Maize,0.34
costarica,2004,Potato,Maize,0.34
costarica,2005,Potato,Maize,0.34
costarica,2006,Potato,Maize,0.34
costarica,2007,Potato,Maize,0.34
costarica,2008,Potato,Maize,0.34
costarica,2009,Potato,Maize,0.34
costarica,2010,Potato,Maize,0.34
costarica,2011,Potato,Maize,0.34
costarica,2012,Potato,Maize,0.34
costarica,2013,Potato,Maize,0.34
cotedivoire,1990,Maize,Maize,0.67
cotedivoire,1991,Maize,Maize,0.67
cotedivoire,1992,Maize,Maize,0.67
cotedivoire,1993,Maize,Maize,0.67
cotedivoire,1994,Maize,Maize,0.67
cotedivoire,1995,Maize,Maize,0.67
cotedivoire,1996,Maize,Maize,0.67
cotedivoire,1997,Maize,Maize,0.67
cotedivoire,1998,Maize,Maize,0.67
cotedivoire,1999,Maize,Maize,0.67
cotedivoire,2000,Maize,Maize,0.67
cotedivoire,2001,Maize,Maize,0.67
cotedivoire,2002,Maize,Maize,0.67
cotedivoire,2003,Maize,Maize,0.67
cotedivoire,2004,Maize,Maize,0.67
cotedivoire,2005,Maize,Maize,0.67
cotedivoire,2006,Maize,Maize,0.67
cotedivoire,2007,Maize,Maize,0.67
cotedivoire,2008,Maize,Maize,0.67
cotedivoire,2009,Maize,Maize,0.67
cotedivoire,2010,Maize,Maize,0.67
cotedivoire,2011,Maize,Maize,0.67
cotedivoire,2012,Maize,Maize,0.67
cotedivoire,2013,Maize,Maize,0.67
croatia,1992,Potato,Barley,0.28
croatia,1993,Potato,Barley,0.28
croatia,1994,Potato,Barley,0.28
croatia,1995,Potato,Barley,0.28
croatia,1996,Potato,Barley,0.28
croatia,1997,Potato,Barley,0.28
croatia,1998,Potato,Barley,0.28
croatia,1999,Potato,Barley,0.28
croatia,2000,Potato,Barley,0.28
croatia,2001,Potato,Barley,0.28
croatia,2002,Potato,Barley,0.28
croatia,2003,Potato,Barley,0.28
croatia,2004,Potato,Barley,0.28
croatia,2005,Potato,Barley,0.28
croatia,2006,Potato,Barley,0.28
croatia,2007,Potato,Barley,0.28
croatia,2008,Potato,Barley,0.28
croatia,2009,Potato,Barley,0.28
croatia,2010,Potato,Barley,0.28
croatia,2011,Potato,Barley,0.28
croatia,2012,Potato,Barley,0.28
croatia,2013,Potato,Barley,0.28
cuba,1990,Potato,Maize,0.34
cuba,1991,Potato,Maize,0.34
cuba,1992,Potato,Maize,0.34
cuba,1993,Potato,Maize,0.34
cuba,1994,Potato,Maize,0.34
cuba,1995,Potato,Maize,0.34
cuba,1996,Potato,Maize,0.34
cuba,1997,Potato,Maize,0.34
cuba,1998,Potato,Maize,0.34
cuba,1999,Potato,Maize,0.34
cuba,2000,Potato,Maize,0.34
cuba,2001,Potato,Maize,0.34
cuba,2002,Potato,Maize,0.34
cuba,2003,Potato,Maize,0.34
cuba,2004,Potato,Maize,0.34
cuba,2005,Potato,Maize,0.34
cuba,2006,Potato,Maize,0.34
cuba,2007,Potato,Maize,0.34
cuba,2008,Potato,Maize,0.34
cuba,2009,Potato,Maize,0.34
cuba,2010,Potato,Maize,0.34
cuba,2011,Potato,Maize,0.34
cuba,2012,Potato,Maize,0.34
cuba,2013,Potato,Maize,0.34
cyprus,1990,Potato,Maize,0.34
cyprus,1991,Potato,Maize,0.34
cyprus,1992,Potato,Maize,0.34
cyprus,1993,Potato,Maize,0.34
cyprus,1994,Potato,Maize,0.34
cyprus,1995,Potato,Maize,0.34
cyprus,1996,Potato,Maize,0.34
cyprus,1997,Potato,Maize,0.34
cyprus,1998,Potato,Maize,0.34
cyprus,1999,Potato,Maize,0.34
cyprus,2000,Potato,Maize,0.34
cyprus,2001,Potato,Maize,0.34
cyprus,2002,Potato,Maize,0.34
cyprus,2003,Potato,Maize,0.34
cyprus,2004,Potato,Maize,0.34
cyprus,2005,Potato,Maize,0.34
cyprus,2006,Potato,Maize,0.34
cyprus,2007,Potato,Maize,0.34
cyprus,2008,Potato,Maize,0.34
cyprus,2009,Potato,Maize,0.34
cyprus,2010,Potato,Maize,0.34
cyprus,2011,Potato,Maize,0.34
cyprus,2012,Potato,Maize,0.34
cyprus,2013,Potato,Maize,0.34
czechia,1993,Potato,Maize,0.34
czechia,1994,Potato,Maize,0.34
czechia,1995,Potato,Maize,0.34
czechia,1996,Potato,Maize,0.34
czechia,1997,Potato,Maize,0.34
czechia,1998,Potato,Maize,0.34
czechia,1999,Potato,Maize,0.34
czechia,2000,Potato,Maize,0.34
czechia,2001,Potato,Maize,0.34
czechia,2002,Potato,Maize,0.34
czechia,2003,Potato,Maize,0.34
czechia,2004,Potato,Maize,0.34
czechia,2005,Potato,Maize,0.34
czechia,2006,Potato,Maize,0.34
czechia,2007,Potato,Maize,0.34
czechia,2008,Potato,Maize,0.34
czechia,2009,Potato,Maize,0.34
czechia,2010,Potato,Maize,0.34
czechia,2011,Potato,Maize,0.34
czechia,2012,Potato,Maize,0.34
czechia,2013,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1990,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1991,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1992,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1993,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1994,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1995,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1996,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1997,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1998,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,1999,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2000,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2001,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2002,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2003,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2004,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2005,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2006,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2007,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2008,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2009,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2010,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2011,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2012,Potato,Maize,0.34
democraticpeoplesrepublicofkorea,2013,Potato,Maize,0.34
democraticrepublicofthecongo,1990,Potato,Maize,0.34
democraticrepublicofthecongo,1991,Potato,Maize,0.34
democraticrepublicofthecongo,1992,Potato,Maize,0.34
democraticrepublicofthecongo,1993,Potato,Maize,0.34
democraticrepublicofthecongo,1994,Potato,Maize,0.34
democraticrepublicofthecongo,1995,Potato,Maize,0.34
democraticrepublicofthecongo,1996,Potato,Maize,0.34
democraticrepublicofthecongo,1997,Potato,Maize,0.34
democraticrepublicofthecongo,1998,Potato,Maize,0.34
democraticrepublicofthecongo,1999,Potato,Maize,0.34
democraticrepublicofthecongo,2000,Potato,Maize,0.34
democraticrepublicofthecongo,2001,Potato,Maize,0.34
democraticrepublicofthecongo,2002,Potato,Maize,0.34
democraticrepublicofthecongo,2003,Potato,Maize,0.34
democraticrepublicofthecongo,2004,Potato,Maize,0.34
democraticrepublicofthecongo,2005,Potato,Maize,0.34
democraticrepublicofthecongo,2006,Potato,Maize,0.34
democraticrepublicofthecongo,2007,Potato,Maize,0.34
democraticrepublicofthecongo,2008,Potato,Maize,0.34
democraticrepublicofthecongo,2009,Potato,Maize,0.34
democraticrepublicofthecongo,2010,Potato,Maize,0.34
democraticrepublicofthecongo,2011,Potato,Maize,0.34
democraticrepublicofthecongo,2012,Potato,Maize,0.34
democraticrepublicofthecongo,2013,Potato,Maize,0.34
denmark,1990,Potato,Barley,0.28
denmark,1991,Potato,Barley,0.28
denmark,1992,Potato,Barley,0.28
denmark,1993,Potato,Barley,0.28
denmark,1994,Potato,Barley,0.28
denmark,1995,Potato,Barley,0.28
denmark,1996,Potato,Barley,0.28
denmark,1997,Potato,Barley,0.28
denmark,1998,Potato,Barley,0.28
denmark,1999,Potato,Barley,0.28
denmark,2000,Potato,Barley,0.28
denmark,2001,Potato,Barley,0.28
denmark,2002,Potato,Barley,0.28
denmark,2003,Potato,Barley,0.28
denmark,2004,Potato,Barley,0.28
denmark,2005,Potato,Barley,0.28
denmark,2006,Potato,Barley,0.28
denmark,2007,Potato,Barley,0.28
denmark,2008,Potato,Barley,0.28
denmark,2009,Potato,Barley,0.28
denmark,2010,Potato,Barley,0.28
denmark,2011,Potato,Barley,0.28
denmark,2012,Potato,Barley,0.28
denmark,2013,Potato,Barley,0.28
djibouti,1990,Maize,Maize,0.74
djibouti,1991,Maize,Maize,0.74
djibouti,1992,Maize,Maize,0.74
djibouti,1993,Maize,Maize,0.74
djibouti,1994,Maize,Maize,0.74
djibouti,1995,Maize,Maize,0.74
djibouti,1996,Maize,Maize,0.74
djibouti,1997,Maize,Maize,0.74
djibouti,1998,Maize,Maize,0.74
djibouti,1999,Maize,Maize,0.74
djibouti,2000,Maize,Maize,0.74
djibouti,2001,Maize,Maize,0.74
djibouti,2002,Maize,Maize,0.74
djibouti,2003,Maize,Maize,0.74
djibouti,2004,Maize,Maize,0.74
djibouti,2005,Maize,Maize,0.74
djibouti,2006,Maize,Maize,0.74
djibouti,2007,Maize,Maize,0.74
djibouti,2008,Maize,Maize,0.74
djibouti,2009,Maize,Maize,0.74
djibouti,2010,Maize,Maize,0.74
djibouti,2011,Maize,Maize,0.74
djibouti,2012,Maize,Maize,0.74
djibouti,2013,Maize,Maize,0.74
dominica,1990,Potato,Maize,0.34
dominica,1991,Potato,Maize,0.34
dominica,1992,Potato,Maize,0.34
dominica,1993,Potato,Maize,0.34
dominica,1994,Potato,Maize,0.34
dominica,1995,Potato,Maize,0.34
dominica,1996,Potato,Maize,0.34
dominica,1997,Potato,Maize,0.34
dominica,1998,Potato,Maize,0.34
dominica,1999,Potato,Maize,0.34
dominica,2000,Potato,Maize,0.34
dominica,2001,Potato,Maize,0.34
dominica,2002,Potato,Maize,0.34
dominica,2003,Potato,Maize,0.34
dominica,2004,Potato,Maize,0.34
dominica,2005,Potato,Maize,0.34
dominica,2006,Potato,Maize,0.34
dominica,2007,Potato,Maize,0.34
dominica,2008,Potato,Maize,0.34
dominica,2009,Potato,Maize,0.34
dominica,2010,Potato,Maize,0.34
dominica,2011,Potato,Maize,0.34
dominica,2012,Potato,Maize,0.34
dominica,2013,Potato,Maize,0.34
dominicanrepublic,1990,Potato,Maize,0.34
dominicanrepublic,1991,Potato,Maize,0.34
dominicanrepublic,1992,Potato,Maize,0.34
dominicanrepublic,1993,Potato,Maize,0.34
dominicanrepublic,1994,Potato,Maize,0.34
dominicanrepublic,1995,Potato,Maize,0.34
dominicanrepublic,1996,Potato,Maize,0.34
dominicanrepublic,1997,Potato,Maize,0.34
dominicanrepublic,1998,Potato,Maize,0.34
dominicanrepublic,1999,Potato,Maize,0.34
dominicanrepublic,2000,Potato,Maize,0.34
dominicanrepublic,2001,Potato,Maize,0.34
dominicanrepublic,2002,Potato,Maize,0.34
dominicanrepublic,2003,Potato,Maize,0.34
dominicanrepublic,2004,Potato,Maize,0.34
dominicanrepublic,2005,Potato,Maize,0.34
dominicanrepublic,2006,Potato,Maize,0.34
dominicanrepublic,2007,Potato,Maize,0.34
dominicanrepublic,2008,Potato,Maize,0.34
dominicanrepublic,2009,Potato,Maize,0.34
dominicanrepublic,2010,Potato,Maize,0.34
dominicanrepublic,2011,Potato,Maize,0.34
dominicanrepublic,2012,Potato,Maize,0.34
dominicanrepublic,2013,Potato,Maize,0.34
ecuador,1990,Potato,Maize,0.34
ecuador,1991,Potato,Maize,0.34
ecuador,1992,Potato,Maize,0.34
ecuador,1993,Potato,Maize,0.34
ecuador,1994,Potato,Maize,0.34
ecuador,1995,Potato,Maize,0.34
ecuador,1996,Potato,Maize,0.38
ecuador,1997,Potato,Maize,0.33
ecuador,1998,Potato,Maize,0.33
ecuador,1999,Potato,Maize,0.34
ecuador,2000,Potato,Maize,0.38
ecuador,2001,Potato,Maize,0.34
ecuador,2002,Potato,Maize,0.33
ecuador,2003,Potato,Maize,0.33
ecuador,2004,Potato,Maize,0.34
ecuador,2005,Potato,Maize,0.34
ecuador,2006,Potato,Maize,0.34
ecuador,2007,Potato,Maize,0.34
ecuador,2008,Potato,Maize,0.34
ecuador,2009,Potato,Maize,0.33
ecuador,2010,Potato,Maize,0.34
ecuador,2011,Potato,Maize,0.34
ecuador,2012,Potato,Maize,0.34
ecuador,2013,Potato,Maize,0.34
egypt,1990,Potato,Maize,0.33
egypt,1991,Potato,Maize,0.33
egypt,1992,Potato,Maize,0.34
egypt,1993,Potato,Maize,0.33
egypt,1994,Potato,Maize,0.34
egypt,1995,Potato,Maize,0.33
egypt,1996,Potato,Maize,0.34
egypt,1997,Potato,Maize,0.33
egypt,1998,Potato,Maize,0.34
egypt,1999,Potato,Maize,0.34
egypt,2000,Potato,Maize,0.33
egypt,2001,Potato,Maize,0.34
egypt,2002,Potato,Maize,0.34
egypt,2003,Potato,Maize,0.34
egypt,2004,Potato,Maize,0.34
egypt,2005,Potato,Maize,0.34
egypt,2006,Potato,Maize,0.34
egypt,2007,Potato,Maize,0.34
egypt,2008,Potato,Maize,0.34
egypt,2009,Potato,Maize,0.34
egypt,2010,Potato,Maize,0.34
egypt,2011,Potato,Maize,0.34
egypt,2012,Potato,Maize,0.34
egypt,2013,Potato,Maize,0.34
elsalvador,1990,Potato,Maize,0.34
elsalvador,1991,Potato,Maize,0.34
elsalvador,1992,Potato,Maize,0.34
elsalvador,1993,Potato,Maize,0.34
elsalvador,1994,Potato,Maize,0.34
elsalvador,1995,Potato,Maize,0.34
elsalvador,1996,Potato,Maize,0.34
elsalvador,1997,Potato,Maize,0.34
elsalvador,1998,Potato,Maize,0.34
elsalvador,1999,Potato,Maize,0.34
elsalvador,2000,Potato,Maize,0.34
elsalvador,2001,Potato,Maize,0.34
elsalvador,2002,Potato,Maize,0.34
elsalvador,2003,Potato,Maize,0.34
elsalvador,2004,Potato,Maize,0.34
elsalvador,2005,Potato,Maize,0.34
elsalvador,2006,Potato,Maize,0.34
elsalvador,2007,Potato,Maize,0.34
elsalvador,2008,Potato,Maize,0.34
elsalvador,2009,Potato,Maize,0.34
elsalvador,2010,Potato,Maize,0.34
elsalvador,2011,Potato,Maize,0.34
elsalvador,2012,Potato,Maize,0.34
elsalvador,2013,Potato,Maize,0.34
eritrea,1993,Potato,Maize,0.34
eritrea,1994,Potato,Maize,0.34
eritrea,1995,Potato,Maize,0.34
eritrea,1996,Potato,Maize,0.34
eritrea,1997,Potato,Maize,0.34
eritrea,1998,Potato,Maize,0.34
eritrea,1999,Potato,Maize,0.34
eritrea,2000,Potato,Maize,0.34
eritrea,2001,Potato,Maize,0.34
eritrea,2002,Potato,Maize,0.34
eritrea,2003,Potato,Maize,0.34
eritrea,2004,Potato,Maize,0.34
eritrea,2005,Potato,Maize,0.34
eritrea,2006,Potato,Maize,0.34
eritrea,2007,Potato,Maize,0.34
eritrea,2008,Potato,Maize,0.34
eritrea,2009,Potato,Maize,0.34
eritrea,2010,Potato,Maize,0.34
eritrea,2011,Potato,Maize,0.34
eritrea,2012,Potato,Maize,0.34
eritrea,2013,Potato,Maize,0.34
estonia,1992,Potato,Barley,0.28
estonia,1993,Potato,Barley,0.28
estonia,1994,Potato,Barley,0.28
estonia,1995,Potato,Barley,0.28
estonia,1996,Potato,Barley,0.28
estonia,1997,Potato,Barley,0.28
estonia,1998,Potato,Barley,0.28
estonia,1999,Potato,Barley,0.28
estonia,2000,Potato,Barley,0.28
estonia,2001,Potato,Barley,0.28
estonia,2002,Potato,Barley,0.28
estonia,2003,Potato,Barley,0.28
estonia,2004,Potato,Barley,0.28
estonia,2005,Potato,Barley,0.28
estonia,2006,Potato,Barley,0.28
estonia,2007,Potato,Barley,0.28
estonia,2008,Potato,Barley,0.28
estonia,2009,Potato,Barley,0.28
estonia,2010,Potato,Barley,0.28
estonia,2011,Potato,Barley,0.28
estonia,2012,Potato,Barley,0.28
estonia,2013,Potato,Barley,0.28
eswatini,1990,Wheat,Maize,0.64
eswatini,1991,Wheat,Maize,0.64
eswatini,1992,Potato,Maize,0.34
eswatini,1993,Potato,Maize,0.34
eswatini,1994,Potato,Maize,0.34
eswatini,1995,Maize,Maize,0.74
eswatini,1996,Potato,Maize,0.34
eswatini,1997,Potato,Maize,0.34
eswatini,1998,Potato,Maize,0.34
eswatini,1999,Potato,Maize,0.34
eswatini,2000,Potato,Maize,0.34
eswatini,2001,Potato,Maize,0.34
eswatini,2002,Potato,Maize,0.34
eswatini,2003,Potato,Maize,0.34
eswatini,2004,Potato,Maize,0.34
eswatini,2005,Potato,Maize,0.34
eswatini,2006,Potato,Maize,0.34
eswatini,2007,Potato,Maize,0.34
eswatini,2008,Potato,Maize,0.34
eswatini,2009,Potato,Maize,0.34
eswatini,2010,Potato,Maize,0.34
eswatini,2011,Potato,Maize,0.34
eswatini,2012,Potato,Maize,0.34
eswatini,2013,Potato,Maize,0.34
ethiopia,1993,Potato,Maize,0.34
ethiopia,1994,Potato,Maize,0.34
ethiopia,1995,Potato,Maize,0.34
ethiopia,1996,Potato,Maize,0.34
ethiopia,1997,Potato,Maize,0.34
ethiopia,1998,Potato,Maize,0.34
ethiopia,1999,Potato,Maize,0.34
ethiopia,2000,Potato,Maize,0.34
ethiopia,2001,Potato,Maize,0.34
ethiopia,2002,Potato,Maize,0.34
ethiopia,2003,Potato,Maize,0.34
ethiopia,2004,Potato,Maize,0.34
ethiopia,2005,Potato,Maize,0.34
ethiopia,2006,Potato,Maize,0.34
ethiopia,2007,Potato,Maize,0.34
ethiopia,2008,Potato,Maize,0.34
ethiopia,2009,Potato,Maize,0.34
ethiopia,2010,Potato,Maize,0.34
ethiopia,2011,Potato,Maize,0.34
ethiopia,2012,Potato,Maize,0.34
ethiopia,2013,Potato,Maize,0.34
faroeislands,1990,Potato,Maize,0.34
faroeislands,1991,Potato,Maize,0.34
faroeislands,1992,Potato,Maize,0.34
faroeislands,1993,Potato,Maize,0.34
faroeislands,1994,Potato,Maize,0.34
faroeislands,1995,Potato,Maize,0.34
