,,a days tech,acer,airbar,alienware,amiamo,apple,arkon,as seen on tv,asus,auusda,belkin,blackberry,blue ant,body glove,boxwave,boxwave corporation,cardo,cellular innovations,chuwi,cingular,clevo,computers_accessories,consoles_games,dell,dell 16gb,dell inc.,dell inspiron,dell/hp/lenovo/fujitsu/toshiba,dell/hp/lenovo/stone,different,durabook,electronics,fujitsu,fujitsu pc corp.,fujitsu siemens,fusion5,gateway,generic,getac,gigabyte,goldbook,google,gpd,hp,hp dell lenovo select from above,htc,huawei,hyundai,ibm,intel,jabra,jumper,kano,krusell international,lenovo,lenovo t440,lg,logitech,major brand,metabox,microsoft,mixt,motorola,msi,nokia,olpc,otterbox,palm,palm treo 650,panasonic,plantronics,probook,razer,samsung,sgin,simpletek,sony,sony ericsson,soyo,t-mobile,telephony,toshiba,universal,vaio,virgin mobile slice,vxi,wireless extenders,xplore,zebra,zzetze
hp,0.0,0.0,0.2799365932001517,0.014471217651188452,0.028551002321458335,0.011670340626248972,0.09116693178741207,0.0,0.0,0.29652521018200506,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04754549454665663,0.0,0.013394222991966662,0.0,0.0,0.47271211053822026,0.016025527058940916,0.024215371106837334,0.01156184244082399,0.008090468492254543,0.0063533008031164745,0.025248707441482887,0.01631812095413046,0.0,0.04989016250519295,0.01869947539508612,0.06540570178923853,0.04111651761867273,0.16288461812401883,0.0,0.04243584798304793,0.00705897916166574,0.014471217651188452,0.01460800048286135,0.029055120499130317,0.0,0.009335563254062207,0.0,0.017324312206710376,0.014471217651188452,0.015512986453378768,0.06528036100713915,0.0,0.010207484895302687,0.044174735603248416,0.0,0.5152852052646745,0.016523854109879218,0.04257168513339446,0.0,0.017049215723311854,0.01705541359935129,0.14231276095687911,0.014471217651188452,0.0,0.0439601906479279,0.0,0.014471217651188452,0.0,0.0,0.0,0.09714527665911868,0.0,0.027323084005119354,0.012317210331019778,0.20400637644228106,0.06402761170864411,0.010104906824160542,0.02207499523662467,0.0,0.0,0.0,0.0,0.14537371103566232,0.014471217651188452,0.013475736616713826,0.0,0.0,0.0,0.017625407095990996,0.006771818010697349,0.034821935425818656
hp dell lenovo select from above,0.0,0.0,0.009335563254062207,0.0,0.002982262450945733,0.002982262450945733,0.009335563254062207,0.0,0.0,0.009335563254062207,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733,0.0,0.0,0.009335563254062207,0.0,0.002982262450945733,0.002982262450945733,0.0,0.0063533008031164745,0.009335563254062207,0.0,0.0,0.002982262450945733,0.002982262450945733,0.0,0.0063533008031164745,0.009335563254062207,0.0,0.009335563254062207,0.002982262450945733,0.0,0.002982262450945733,0.0,0.009335563254062207,0.0,0.0,0.002982262450945733,0.0,0.0,0.009335563254062207,0.0,0.002982262450945733,0.0,0.0,0.009335563254062207,0.009335563254062207,0.002982262450945733,0.0,0.0,0.002982262450945733,0.009335563254062207,0.0,0.0,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.009335563254062207,0.0,0.002982262450945733,0.002982262450945733,0.009335563254062207,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.009335563254062207,0.0,0.002982262450945733,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733
htc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,53.5,58.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,159.5,0.0,10.5,0.0,0.0,0.0,7.0,0.0,107.5,0.0,0.0,65.5,0.0,0.0,0.0,8.5,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
huawei,0.0,0.0,0.017324312206710376,0.0,0.00850083456525782,0.00750949662327784,0.013028068737589929,0.0,0.0,0.017324312206710376,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014102889031354603,0.0,0.006877666586997648,0.0,0.0,0.017324312206710376,0.0,0.013003155956425358,0.005288718961968969,0.003929624489283409,0.0,0.009184123098020884,0.0038954041360519144,0.0,0.013028068737589929,0.006877666586997648,0.0,0.0,0.015701144228450203,0.0,0.009184123098020884,0.005288718961968969,0.0,0.005288718961968969,0.0038954041360519144,0.017324312206710376,0.002982262450945733,0.0,0.0,0.0,0.0,0.009184123098020884,0.0,0.010207484895302687,0.0,0.0,0.017324312206710376,0.006877666586997648,0.017324312206710376,0.0,0.0,0.006877666586997648,0.015701144228450203,0.0,0.0,0.011404900759329756,0.0,0.0,0.0,0.0,0.0,0.013028068737589929,0.0,0.002982262450945733,0.00750949662327784,0.015701144228450203,0.009098444248306518,0.0015982551970956016,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.011796432520331366,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
hyundai,0.0,0.0,0.014471217651188452,0.014471217651188452,0.005495840198553715,0.004160844002971132,0.011705185034634753,0.0,0.0,0.014471217651188452,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.014471217651188452,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.014471217651188452,0.0,0.014471217651188452,0.0,0.006926876619524831,0.0,0.014471217651188452,0.004160844002971132,0.0,0.014471217651188452,0.0,0.0,0.0,0.0,0.005495840198553715,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.008975377452634738,0.0,0.011705185034634753,0.004160844002971132,0.014471217651188452,0.014471217651188452,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.012422716818078546,0.0,0.009656684201524848,0.0,0.012422716818078546,0.004160844002971132,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.014471217651188452,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
ibm,0.0,0.0,0.010839870887230818,0.005495840198553715,0.010839870887230818,0.0,0.010839870887230818,0.0,0.0,0.010839870887230818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010839870887230818,0.005495840198553715,0.0,0.0,0.0,0.0,0.0,0.005495840198553715,0.0,0.005495840198553715,0.0,0.010839870887230818,0.0,0.010839870887230818,0.0,0.0,0.0,0.005495840198553715,0.0,0.0,0.015512986453378768,0.0,0.0,0.0,0.005495840198553715,0.0,0.005495840198553715,0.0,0.0,0.005495840198553715,0.0,0.010839870887230818,0.0,0.0,0.0,0.010839870887230818,0.0,0.005495840198553715,0.005495840198553715,0.0,0.005495840198553715,0.0,0.005495840198553715,0.0,0.0,0.0,0.010839870887230818,0.0,0.005495840198553715,0.0,0.010839870887230818,0.0,0.0,0.010839870887230818,0.0,0.0,0.0,0.0,0.010839870887230818,0.005495840198553715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intel,0.0,0.0,0.06528036100713915,0.014471217651188452,0.012373506785551363,0.009449562964940102,0.03555996357652799,0.0,0.0,0.06528036100713915,0.019143175759927765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187656578286063,0.0,0.01103851058996878,0.0,0.0,0.06528036100713915,0.007544341031663622,0.009184123098020884,0.005288718961968969,0.006467300513994368,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.023655340749209334,0.01103851058996878,0.02257588282114744,0.0063533008031164745,0.048109965459423136,0.0,0.022464300520662187,0.005288718961968969,0.014471217651188452,0.009449562964940102,0.0038954041360519144,0.06528036100713915,0.009335563254062207,0.0,0.009184123098020884,0.014471217651188452,0.005495840198553715,0.0,0.0,0.005288718961968969,0.026078704012239717,0.0,0.06528036100713915,0.013230967390114123,0.01815950055065562,0.0,0.011705185034634753,0.01103851058996878,0.04759416110659474,0.014471217651188452,0.0,0.01884080729954573,0.0,0.014471217651188452,0.0,0.0,0.0,0.03627749535997179,0.0,0.02095630129322646,0.005288718961968969,0.06155255607764678,0.037042065131269064,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.04412420485201744,0.014471217651188452,0.008556970683380107,0.0,0.0,0.0,0.006877666586997648,0.0020485008331099066,0.011086927620904718
jabra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,35.5,37.5,0.0,0.0,0.0,0.0,35.5,0.0,36.5,0.0,0.0,0.0
jumper,0.0,0.0,0.010207484895302687,0.0,0.002982262450945733,0.00750949662327784,0.00750949662327784,0.0,0.0,0.010207484895302687,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010207484895302687,0.0,0.002982262450945733,0.0,0.0,0.010207484895302687,0.0,0.00750949662327784,0.005288718961968969,0.002306456511023236,0.0,0.005288718961968969,0.0,0.0,0.00750949662327784,0.002982262450945733,0.0,0.0,0.010207484895302687,0.0,0.005288718961968969,0.005288718961968969,0.0,0.005288718961968969,0.0,0.010207484895302687,0.002982262450945733,0.0,0.010207484895302687,0.0,0.0,0.005288718961968969,0.0,0.0,0.0,0.0,0.010207484895302687,0.002982262450945733,0.010207484895302687,0.0,0.0,0.002982262450945733,0.010207484895302687,0.0,0.0,0.00750949662327784,0.0,0.0,0.0,0.0,0.0,0.00750949662327784,0.0,0.002982262450945733,0.00750949662327784,0.010207484895302687,0.005203040112254604,0.0,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.007901028384279451,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733
kano,0.0,0.0,0.044174735603248416,0.009656684201524848,0.005495840198553715,0.004160844002971132,0.01797403884228073,0.0,0.0,0.044174735603248416,0.012265509172930117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008221142146836176,0.0,0.004160844002971132,0.0,0.0,0.044174735603248416,0.005495840198553715,0.0,0.0,0.004160844002971132,0.0,0.0,0.009656684201524848,0.0,0.009656684201524848,0.004160844002971132,0.017761349371483832,0.009874889444172526,0.03595359345641225,0.0,0.004160844002971132,0.0,0.009656684201524848,0.004160844002971132,0.009874889444172526,0.044174735603248416,0.0,0.0,0.0,0.009656684201524848,0.005495840198553715,0.026078704012239717,0.0,0.0,0.0,0.0,0.044174735603248416,0.0,0.004160844002971132,0.0,0.009656684201524848,0.004160844002971132,0.01797403884228073,0.009656684201524848,0.0,0.009656684201524848,0.0,0.009656684201524848,0.0,0.0,0.0,0.01797403884228073,0.0,0.01797403884228073,0.0,0.044174735603248416,0.028804005960522176,0.0,0.009656684201524848,0.0,0.0,0.0,0.0,0.026078704012239717,0.009656684201524848,0.0,0.0,0.0,0.0,0.0,0.0,0.008104665169958985
krusell international,7.0,5.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,52.5,57.5,7.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,158.5,0.0,9.5,0.0,0.0,9.5,6.0,0.0,106.5,0.0,0.0,64.5,0.0,0.0,0.0,7.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0
lenovo,0.0,0.0,0.2972738302261899,0.014471217651188452,0.02782828316289616,0.011670340626248972,0.0895810833224413,0.0,0.0,0.24802198028013847,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044855523766464234,0.0,0.013394222991966662,0.0,0.0,0.5305043321115207,0.016025527058940916,0.024215371106837334,0.01156184244082399,0.008090468492254543,0.0063533008031164745,0.025248707441482887,0.01631812095413046,0.0,0.05344672970653022,0.01869947539508612,0.08054664783761219,0.04111651761867273,0.11757831991584543,0.0,0.04243584798304793,0.00705897916166574,0.014471217651188452,0.01460800048286135,0.026365149718937917,0.5152852052646745,0.009335563254062207,0.0,0.017324312206710376,0.014471217651188452,0.010839870887230818,0.06528036100713915,0.0,0.010207484895302687,0.044174735603248416,0.0,0.0,0.016523854109879218,0.04257168513339446,0.0,0.017049215723311854,0.01705541359935129,0.14780675763870607,0.014471217651188452,0.0,0.04293903850238513,0.0,0.014471217651188452,0.0,0.0,0.0,0.09445530587892628,0.0,0.027323084005119354,0.010731361866049007,0.19108497711535105,0.0677406323437563,0.018949780855345606,0.02207499523662467,0.0,0.0,0.0,0.0,0.1485193249924274,0.014471217651188452,0.013475736616713826,0.0,0.0,0.0,0.017625407095990996,0.010737334855727988,0.026510765213052703
lenovo t440,0.0,0.0,0.016523854109879218,0.0,0.006877666586997648,0.002982262450945733,0.016523854109879218,0.0,0.0,0.016523854109879218,0.010170553306762744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010170553306762744,0.0,0.006877666586997648,0.0,0.0,0.016523854109879218,0.0,0.010170553306762744,0.002982262450945733,0.0,0.0063533008031164745,0.013230967390114123,0.0038954041360519144,0.0,0.010170553306762744,0.010170553306762744,0.0,0.0063533008031164745,0.016523854109879218,0.0,0.016523854109879218,0.002982262450945733,0.0,0.002982262450945733,0.0038954041360519144,0.016523854109879218,0.009335563254062207,0.0,0.006877666586997648,0.0,0.0,0.013230967390114123,0.0,0.002982262450945733,0.0,0.0,0.016523854109879218,0.0,0.010170553306762744,0.0,0.0,0.010170553306762744,0.016523854109879218,0.0,0.0,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.016523854109879218,0.0,0.002982262450945733,0.002982262450945733,0.016523854109879218,0.010170553306762744,0.0,0.0,0.0,0.0,0.0,0.0,0.016523854109879218,0.0,0.006877666586997648,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
lg,7.0,5.5,0.039587295502441444,0.008975377452634738,0.010037363813339886,0.011670340626248972,0.028434907626870377,0.0,0.0,0.03986483802829977,0.014331397309733877,5.0,11.5,5.0,5.0,52.5,57.5,7.5,0.0,0.02176385383647194,5.0,0.01103851058996878,0.0,0.0,0.04257168513339446,0.0020485008331099066,0.018066302875887227,0.005288718961968969,0.008090468492254543,0.0,0.009184123098020884,0.010822280755576745,0.0,0.029664410995342005,0.01869947539508612,0.008975377452634738,0.0,0.033720751171004516,16.5,0.01940388643731081,0.00705897916166574,0.008975377452634738,0.009449562964940102,0.0038954041360519144,0.04257168513339446,0.002982262450945733,6.0,0.017324312206710376,0.008975377452634738,0.0,0.01815950055065562,0.0,0.010207484895302687,0.004160844002971132,5.0,0.04257168513339446,0.010170553306762744,0.0,0.0,0.006209344836081039,0.014331397309733877,0.03835112303907581,0.008975377452634738,0.0,0.01694900944710312,9.5,0.008975377452634738,15.0,9.5,6.0,0.027615910162232103,106.5,0.007143106453916866,0.00750949662327784,0.030398014872531597,0.01655217497104275,0.006412788646759208,0.008975377452634738,7.5,0.0,0.0,0.0,0.023514008844749724,0.008975377452634738,0.011796432520331366,0.0,5.0,6.0,0.006877666586997648,0.0020485008331099066,0.002982262450945733
logitech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
major brand,0.0,0.0,0.017049215723311854,0.011705185034634753,0.010839870887230818,0.004160844002971132,0.017049215723311854,0.0,0.0,0.017049215723311854,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.017049215723311854,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.009656684201524848,0.0,0.011705185034634753,0.004160844002971132,0.017049215723311854,0.0,0.017049215723311854,0.0,0.004160844002971132,0.0,0.011705185034634753,0.004160844002971132,0.0,0.017049215723311854,0.0,0.0,0.0,0.011705185034634753,0.010839870887230818,0.011705185034634753,0.0,0.0,0.009656684201524848,0.0,0.017049215723311854,0.0,0.006209344836081039,0.0,0.0,0.004160844002971132,0.011705185034634753,0.011705185034634753,0.0,0.009656684201524848,0.0,0.011705185034634753,0.0,0.0,0.0,0.015000714890201949,0.0,0.009656684201524848,0.0,0.015000714890201949,0.004160844002971132,0.0020485008331099066,0.017049215723311854,0.0,0.0,0.0,0.0,0.017049215723311854,0.011705185034634753,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
metabox,0.0,0.0,0.014331397309733877,0.004160844002971132,0.006877666586997648,0.007143106453916866,0.014331397309733877,0.0,0.0,0.01705541359935129,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010170553306762744,0.0,0.01103851058996878,0.0,0.0,0.01705541359935129,0.0,0.010170553306762744,0.002982262450945733,0.004160844002971132,0.0,0.006877666586997648,0.008056248139023047,0.0,0.014331397309733877,0.014331397309733877,0.004160844002971132,0.0,0.014331397309733877,0.0,0.014331397309733877,0.002982262450945733,0.004160844002971132,0.007143106453916866,0.0038954041360519144,0.01705541359935129,0.002982262450945733,0.0,0.006877666586997648,0.004160844002971132,0.0,0.01103851058996878,0.0,0.002982262450945733,0.004160844002971132,0.0,0.01705541359935129,0.010170553306762744,0.014331397309733877,0.0,0.004160844002971132,0.0,0.01705541359935129,0.004160844002971132,0.0,0.01103851058996878,0.0,0.004160844002971132,0.0,0.0,0.0,0.014331397309733877,0.0,0.007143106453916866,0.002982262450945733,0.014331397309733877,0.014331397309733877,0.0,0.004160844002971132,0.0,0.0,0.0,0.0,0.014331397309733877,0.004160844002971132,0.006877666586997648,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
microsoft,0.0,0.0,0.09596632927527862,0.014471217651188452,0.015413221848068896,0.011670340626248972,0.060906433302053774,0.0,0.0,0.09020376970489602,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176385383647194,0.0,0.01103851058996878,0.0,0.0,0.15266241029062166,0.007544341031663622,0.024215371106837334,0.005288718961968969,0.006467300513994368,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.03963580524495182,0.01869947539508612,0.019699632109250124,0.0063533008031164745,0.06342537526223051,0.0,0.037064692989298646,0.00705897916166574,0.014471217651188452,0.01460800048286135,0.009053841653973162,0.14231276095687911,0.009335563254062207,0.0,0.015701144228450203,0.014471217651188452,0.005495840198553715,0.04759416110659474,0.0,0.010207484895302687,0.01797403884228073,0.0,0.14780675763870607,0.016523854109879218,0.03835112303907581,0.0,0.011705185034634753,0.01705541359935129,0.0,0.014471217651188452,0.0,0.037918871777291176,0.0,0.014471217651188452,0.0,0.0,0.0,0.07030324474544611,0.0,0.02095630129322646,0.010731361866049007,0.06481499466444497,0.032831276608692846,0.011519742804357887,0.014471217651188452,0.0,0.0,0.0,0.0,0.07214253158984041,0.014471217651188452,0.013475736616713826,0.0,0.0,0.0,0.012036104104918895,0.003410818225816059,0.008140699968866981
mixt,0.0,0.0,0.014471217651188452,0.014471217651188452,0.005495840198553715,0.004160844002971132,0.011705185034634753,0.0,0.0,0.014471217651188452,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.014471217651188452,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.014471217651188452,0.0,0.014471217651188452,0.0,0.006926876619524831,0.0,0.014471217651188452,0.004160844002971132,0.0,0.014471217651188452,0.0,0.0,0.0,0.014471217651188452,0.005495840198553715,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.008975377452634738,0.0,0.011705185034634753,0.004160844002971132,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.012422716818078546,0.0,0.009656684201524848,0.0,0.012422716818078546,0.004160844002971132,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.014471217651188452,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
motorola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0.0,158.5,0.0,206.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5,0.0,0.0,0.0,0.0,189.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,159.5,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,161.0,158.5,160.5,0.0,0.0,0.0,0.0,158.5,0.0,159.5,0.0,0.0,0.0
msi,0.0,0.0,0.03445812498965902,0.009656684201524848,0.012373506785551363,0.011670340626248972,0.026609480211179697,0.0,0.0,0.02871473747903874,0.01103851058996878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013519304074714154,0.0,0.01103851058996878,0.0,0.0,0.042016111018426276,0.0076102435139381135,0.011404900759329756,0.005288718961968969,0.006467300513994368,0.0,0.009184123098020884,0.013552088337576762,0.0,0.023864894439827564,0.01103851058996878,0.009656684201524848,0.0,0.028050999889862593,0.0,0.013344967100992016,0.005288718961968969,0.009656684201524848,0.009449562964940102,0.0038954041360519144,0.0439601906479279,0.002982262450945733,0.0,0.011404900759329756,0.009656684201524848,0.005495840198553715,0.01884080729954573,0.0,0.00750949662327784,0.009656684201524848,0.0,0.04293903850238513,0.006877666586997648,0.01694900944710312,0.0,0.009656684201524848,0.01103851058996878,0.037918871777291176,0.009656684201524848,0.0,0.0,0.0,0.009656684201524848,0.0,0.0,0.0,0.0210615849608546,0.0,0.012638946652470581,0.00750949662327784,0.0210615849608546,0.018177001045635015,0.0,0.009656684201524848,0.0,0.0,0.0,0.0,0.024221817928644404,0.009656684201524848,0.009098444248306518,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
nokia,11.5,10.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,9.5,0.0,9.5,9.5,57.0,62.0,12.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,14.0,10.5,0.0,111.0,0.0,0.0,69.0,0.0,0.0,0.0,12.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,9.5,10.5,0.0,0.0,0.0
olpc,0.0,0.0,0.014471217651188452,0.014471217651188452,0.005495840198553715,0.004160844002971132,0.011705185034634753,0.0,0.0,0.014471217651188452,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.014471217651188452,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.014471217651188452,0.0,0.014471217651188452,0.0,0.006926876619524831,0.0,0.014471217651188452,0.004160844002971132,0.0,0.014471217651188452,0.0,0.0,0.0,0.014471217651188452,0.005495840198553715,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.008975377452634738,0.0,0.011705185034634753,0.004160844002971132,0.014471217651188452,0.014471217651188452,0.0,0.009656684201524848,0.0,0.0,0.0,0.0,0.0,0.012422716818078546,0.0,0.009656684201524848,0.0,0.012422716818078546,0.004160844002971132,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.014471217651188452,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
otterbox,17.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.5,0.0,15.0,62.5,0.0,17.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
palm,11.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,16.0,9.5,9.5,57.0,62.0,12.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,19.5,0.0,10.5,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,10.5,0.0,0.0,0.0
palm treo 650,8.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,53.5,58.5,8.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,159.5,0.0,10.5,0.0,0.0,10.5,0.0,0.0,107.5,0.0,0.0,65.5,0.0,0.0,0.0,8.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0
