data_type,feature,bins,sample_size,good,bad,bin_bad_rate,total_bad_rate,woe,bin_iv,bin_ks,iv,ksmax,lift,cum_lift
train,aft_v5_f72,"(4.0, 6.0]",70348,55339,15009,21.335%,20.454%,0.0533,0.0003,0.0001263517,0.0041,0.0205,1.043091993,1.000227611
train,aft_v5_f72,"(6.0, 1117.0]",110593,85662,24931,22.543%,20.454%,0.1239,0.0025,0.0204662951,0.0041,0.0205,1.102134681,1.027133895
train,aft_v5_f72,NaN,279255,224461,54794,19.621%,20.454%,-0.052,0.0011,0,0.0041,0.0205,0.9593004685,1
train,aft_v5_f73,"(0.0, 1.0]",204419,161636,42783,20.929%,20.454%,0.029,0.0002,0.0085504576,0.0027,0.0235,1.023228397,1.023228397
train,aft_v5_f73,"(1.0, 16.0]",103081,80303,22778,22.097%,20.454%,0.0981,0.0015,0.0234628546,0.0027,0.0235,1.080337807,1.042372771
train,aft_v5_f73,NaN,390624,313391,77233,19.772%,20.454%,-0.0425,0.001,0,0.0027,0.0235,0.9666440694,1
train,aft_v5_f74,"(0.0, 1.0]",110551,89352,21199,19.176%,20.454%,-0.0805,0.001,0.0124403062,0.0048,0.0167,0.9375087039,0.9375087039
train,aft_v5_f74,"(1.0, 2.0]",76096,60799,15297,20.102%,20.454%,-0.0218,0.0001,0.0147966064,0.0048,0.0167,0.982804298,0.955975722
train,aft_v5_f74,"(2.0, 5.0]",142741,112277,30464,21.342%,20.454%,0.0537,0.0006,0.0036349944,0.0048,0.0167,1.043423949,0.9938715999
train,aft_v5_f74,"(5.0, 24.0]",117903,91477,26426,22.413%,20.454%,0.1164,0.0024,0.0167033252,0.0048,0.0167,1.095794671,1.020737859
train,aft_v5_f74,NaN,250833,201425,49408,19.698%,20.454%,-0.0471,0.0008,0,0.0048,0.0167,0.9630197877,1
train,aft_v5_f75,"(0.0, 11.0]",140346,118371,21975,15.658%,20.454%,-0.3258,0.0193,0.05926132,0.0478,0.0718,0.7655110313,0.7655110313
train,aft_v5_f75,"(11.0, 17.0]",154636,124434,30202,19.531%,20.454%,-0.0577,0.0007,0.0718260069,0.0478,0.0718,0.9548775988,0.8647811174
train,aft_v5_f75,"(17.0, 21.0]",126570,99097,27473,21.706%,20.454%,0.0753,0.001,0.0578770174,0.0478,0.0718,1.061201646,0.9237559208
train,aft_v5_f75,"(21.0, 26.0]",150100,116729,33371,22.233%,20.454%,0.106,0.0025,0.0343742621,0.0478,0.0718,1.086953931,0.9666072034
train,aft_v5_f75,"(26.0, 49.0]",114358,89654,24704,21.602%,20.454%,0.0692,0.0008,0.0228125398,0.0478,0.0718,1.056144487,0.9815330859
train,aft_v5_f75,NaN,12114,7045,5069,41.844%,20.454%,1.029,0.0235,0,0.0478,0.0718,2.045772474,1
train,aft_v5_f76,"(0.0, 1.0]",141970,112513,29457,20.749%,20.454%,0.018,0.0001,0.0036845224,0.0048,0.0245,1.014412382,1.014412382
train,aft_v5_f76,"(1.0, 2.0]",92861,74195,18666,20.101%,20.454%,-0.0218,0.0001,0.0007990568,0.0048,0.0245,0.9827442564,1.001889615
train,aft_v5_f76,"(2.0, 3.0]",62791,50151,12640,20.130%,20.454%,-0.02,0,0.000990283,0.0048,0.0245,0.9841748967,0.9981522406
train,aft_v5_f76,"(3.0, 27.0]",131041,106909,24132,18.416%,20.454%,-0.1303,0.0031,0.0245059464,0.0048,0.0245,0.900344523,0.9682527132
train,aft_v5_f76,NaN,269461,211562,57899,21.487%,20.454%,0.0623,0.0015,0,0.0048,0.0245,1.050504107,1
train,aft_v5_f77,"(0.0, 1.0]",162646,129105,33541,20.622%,20.454%,0.0103,0,0.0024074335,0.0014,0.0158,1.008219815,1.008219815
train,aft_v5_f77,"(1.0, 3.0]",158488,124600,33888,21.382%,20.454%,0.0561,0.0007,0.0153572347,0.0014,0.0158,1.045375127,1.02655693
train,aft_v5_f77,"(3.0, 23.0]",114019,90644,23375,20.501%,20.454%,0.0029,0,0.0158291194,0.0014,0.0158,1.002298316,1.020200676
train,aft_v5_f77,NaN,262971,210981,51990,19.770%,20.454%,-0.0426,0.0007,0,0.0014,0.0158,0.9665727976,1
train,aft_v5_f78,"(0.0, 0.3]",153141,118572,34569,22.573%,20.454%,0.1256,0.0036,0.0285737162,0.0183,0.0349,1.103615895,1.103615895
train,aft_v5_f78,"(0.3, 0.4]",69356,54455,14901,21.485%,20.454%,0.0622,0.0004,0.0348680284,0.0183,0.0349,1.050398241,1.087027071
train,aft_v5_f78,"(0.4, 0.9]",237291,191557,45734,19.273%,20.454%,-0.0742,0.0018,0.0102049452,0.0183,0.0349,0.9422812076,1.01232549
train,aft_v5_f78,"(0.9, 1.0]",130308,107898,22410,17.198%,20.454%,-0.2135,0.008,0.0271509715,0.0183,0.0349,0.8408013229,0.9744486508
train,aft_v5_f78,NaN,108028,82848,25180,23.309%,20.454%,0.1672,0.0045,0,0.0183,0.0349,1.139572601,1
train,aft_v5_f79,"(0.0, 0.1]",91835,71841,19994,21.772%,20.454%,0.0791,0.0008,0.0106535661,0.0171,0.0421,1.06442255,1.06442255
train,aft_v5_f79,"(0.1, 0.3]",153534,122061,31473,20.499%,20.454%,0.0028,0,0.0112629482,0.0171,0.0421,1.002204125,1.025490804
train,aft_v5_f79,"(0.3, 0.4]",63110,50662,12448,19.724%,20.454%,-0.0455,0.0002,0.0072088405,0.0171,0.0421,0.9643262934,1.012977497
train,aft_v5_f79,"(0.4, 0.7]",138925,112898,26027,18.735%,20.454%,-0.1092,0.0023,0.0138205357,0.0171,0.0421,0.9159385028,0.9828455756
train,aft_v5_f79,"(0.7, 1.0]",100918,83491,17427,17.268%,20.454%,-0.2086,0.0059,0.0421224328,0.0171,0.0421,0.8442607615,0.9573392084
train,aft_v5_f79,NaN,149802,114377,35425,23.648%,20.454%,0.1861,0.0078,0,0.0171,0.0421,1.156151791,1
train,pac_v5_x0,"(0.00434, 0.115]",139625,119793,19832,14.204%,20.454%,-0.4403,0.0338,0.0768299814,0.0662,0.1019,0.694425942,0.694425942
train,pac_v5_x0,"(0.115, 0.15]",139624,113908,25716,18.418%,20.454%,-0.1301,0.0033,0.101856428,0.0662,0.1019,0.9004631618,0.797444183
train,pac_v5_x0,"(0.15, 0.183]",139624,110939,28685,20.544%,20.454%,0.0056,0,0.1007443043,0.0662,0.1019,1.004424708,0.8664375267
train,pac_v5_x0,"(0.183, 0.225]",139627,108230,31397,22.486%,20.454%,0.1206,0.003,0.0757615966,0.0662,0.1019,1.099363604,0.9246698802
train,pac_v5_x0,"(0.225, 0.834]",139623,102459,37164,26.617%,20.454%,0.344,0.0261,0,0.0662,0.1019,1.301331958,1.000001432
train,pac_v5_x1,"(0.0, 0.288]",139616,119913,19703,14.112%,20.454%,-0.4478,0.0349,0.0779520021,0.0688,0.1034,0.6899534252,0.6899582571
train,pac_v5_x1,"(0.288, 0.329]",139625,113951,25674,18.388%,20.454%,-0.1321,0.0034,0.1033520767,0.0688,0.1034,0.8989860647,0.7944786774
train,pac_v5_x1,"(0.329, 0.364]",139622,110865,28757,20.596%,20.454%,0.0087,0,0.1016043009,0.0688,0.1034,1.006960261,0.8653087298
train,pac_v5_x1,"(0.364, 0.403]",139627,108461,31166,22.321%,20.454%,0.1111,0.0025,0.0786569148,0.0688,0.1034,1.091275157,0.9218040678
train,pac_v5_x1,"(0.403, 0.867]",139623,102130,37493,26.853%,20.454%,0.3561,0.028,0,0.0688,0.1034,1.312852198,1.000015757
train,pac_v5_x2,"(0.00778, 0.131]",139628,121005,18623,13.338%,20.454%,-0.5133,0.0449,0.0874792137,0.0834,0.1152,0.6520782805,0.6520782805
train,pac_v5_x2,"(0.131, 0.163]",139625,114218,25407,18.197%,20.454%,-0.1449,0.004,0.1152278445,0.0834,0.1152,0.8896369458,0.7708563371
train,pac_v5_x2,"(0.163, 0.191]",139621,110685,28936,20.725%,20.454%,0.0166,0.0001,0.1119005573,0.0834,0.1152,1.013235414,0.851647241
train,pac_v5_x2,"(0.191, 0.226]",139626,107628,31998,22.917%,20.454%,0.1452,0.0044,0.0816249472,0.0834,0.1152,1.120415599,0.9188398116
train,pac_v5_x2,"(0.226, 0.819]",139623,101793,37830,27.094%,20.454%,0.3683,0.0301,0,0.0834,0.1152,1.324652566,1.000001432
train,pac_v5_x3,"(0.00468, 0.116]",139625,119473,20152,14.433%,20.454%,-0.4216,0.0312,0.0740127559,0.0633,0.1035,0.7056308785,0.7056308785
train,pac_v5_x3,"(0.116, 0.147]",139630,114414,25216,18.059%,20.454%,-0.1542,0.0045,0.1034519218,0.0633,0.1035,0.8829173818,0.7942757173
train,pac_v5_x3,"(0.147, 0.175]",139620,110601,29019,20.784%,20.454%,0.0202,0.0001,0.099392116,0.0633,0.1035,1.016149055,0.8682308483
train,pac_v5_x3,"(0.175, 0.211]",139626,108026,31600,22.632%,20.454%,0.1289,0.0035,0.0726204301,0.0633,0.1035,1.106479559,0.9277933458
train,pac_v5_x3,"(0.211, 0.877]",139622,102815,36807,26.362%,20.454%,0.3309,0.024,0,0.0633,0.1035,1.288840502,1.000001432
train,pac_v5_x4,"(0.0154, 0.257]",139630,119342,20288,14.530%,20.454%,-0.4138,0.0301,0.0728244387,0.0621,0.1003,0.7103675382,0.7103675382
train,pac_v5_x4,"(0.257, 0.285]",139623,114183,25440,18.220%,20.454%,-0.1433,0.0039,0.1002789416,0.0621,0.1003,0.8908052148,0.800584115
train,pac_v5_x4,"(0.285, 0.308]",139620,110941,28679,20.541%,20.454%,0.0053,0,0.0992124379,0.0621,0.1003,1.004243384,0.8684684311
train,pac_v5_x4,"(0.308, 0.335]",139626,108207,31419,22.502%,20.454%,0.1215,0.0031,0.0740342452,0.0621,0.1003,1.100141812,0.9263872948
train,pac_v5_x4,"(0.335, 0.747]",139624,102656,36968,26.477%,20.454%,0.3368,0.0249,0,0.0621,0.1003,1.294459565,1.000001432
train,pac_v5_x5,"(0.00389, 0.107]",139625,120314,19311,13.831%,20.454%,-0.4713,0.0384,0.0814154395,0.0755,0.1102,0.6761829047,0.6761876401
train,pac_v5_x5,"(0.107, 0.14]",139627,114342,25285,18.109%,20.454%,-0.1508,0.0043,0.1102401281,0.0755,0.1102,0.8853523819,0.7807738601
train,pac_v5_x5,"(0.14, 0.171]",139624,110798,28826,20.645%,20.454%,0.0117,0,0.1078848913,0.0755,0.1102,1.009361919,0.8569715083
train,pac_v5_x5,"(0.171, 0.211]",139623,107926,31697,22.702%,20.454%,0.1329,0.0037,0.0802519272,0.0755,0.1102,1.109899878,0.9202047513
train,pac_v5_x5,"(0.211, 0.958]",139624,101950,37674,26.982%,20.454%,0.3627,0.0291,0,0.0755,0.1102,1.319180633,1.000001432
train,pac_v5_x6,"(0.00997, 0.138]",139625,117262,22363,16.016%,20.454%,-0.2988,0.0163,0.0545474884,0.0336,0.073,0.7830499869,0.7830499869
train,pac_v5_x6,"(0.138, 0.167]",139628,113163,26465,18.954%,20.454%,-0.0948,0.0017,0.0729870695,0.0336,0.073,0.9266633568,0.8548574433
train,pac_v5_x6,"(0.167, 0.191]",139622,110873,28749,20.591%,20.454%,0.0084,0,0.0713078992,0.0336,0.073,1.006680131,0.9054639186
train,pac_v5_x6,"(0.191, 0.222]",139624,109273,30351,21.738%,20.454%,0.0771,0.0012,0.0555285952,0.0336,0.073,1.062760827,0.9447879344
train,pac_v5_x6,"(0.222, 0.762]",139624,104758,34866,24.971%,20.454%,0.258,0.0143,0,0.0336,0.073,1.220856611,1.000001432
train,pac_v5_x7,"(0.0297, 0.237]",139628,117813,21815,15.624%,20.454%,-0.3283,0.0195,0.0593773893,0.0426,0.0811,0.763845121,0.763845121
train,pac_v5_x7,"(0.237, 0.269]",139626,113538,26088,18.684%,20.454%,-0.1125,0.0024,0.0811324127,0.0426,0.0811,0.913475909,0.8386599792
train,pac_v5_x7,"(0.269, 0.295]",139619,111030,28589,20.476%,20.454%,0.0014,0,0.080856453,0.0426,0.0811,1.001099053,0.8928042688
train,pac_v5_x7,"(0.295, 0.326]",139626,109261,30365,21.747%,20.454%,0.0777,0.0012,0.0649574968,0.0426,0.0811,1.063235816,0.9354125372
train,pac_v5_x7,"(0.326, 0.688]",139624,103687,35937,25.738%,20.454%,0.2985,0.0194,0,0.0426,0.0811,1.258358401,1.000001432
train,pac_v5_x8,"(0.0324, 0.153]",139625,117648,21977,15.740%,20.454%,-0.3195,0.0185,0.0579457667,0.039,0.08,0.7695340322,0.7695340322
train,pac_v5_x8,"(0.153, 0.176]",139629,113296,26333,18.859%,20.454%,-0.101,0.002,0.0775492541,0.039,0.08,0.9220348163,0.8457855165
train,pac_v5_x8,"(0.176, 0.196]",139621,111337,28284,20.258%,20.454%,-0.0121,0,0.0799620638,0.039,0.08,0.9904047016,0.8939905305
train,pac_v5_x8,"(0.196, 0.22]",139624,108776,30848,22.094%,20.454%,0.0979,0.002,0.0598072564,0.039,0.08,1.080163619,0.9405335525
train,pac_v5_x8,"(0.22, 0.717]",139624,104272,35352,25.319%,20.454%,0.2765,0.0165,0,0.039,0.08,1.23787423,1.000001432
train,pac_v5_x9,"(0.0206, 0.165]",139627,116230,23397,16.757%,20.454%,-0.2448,0.0111,0.04544793,0.0192,0.0545,0.8192442032,0.8192442032
train,pac_v5_x9,"(0.165, 0.182]",139622,112094,27528,19.716%,20.454%,-0.046,0.0004,0.0545182357,0.0192,0.0545,0.9639253768,0.8915834947
train,pac_v5_x9,"(0.182, 0.197]",139624,110559,29065,20.817%,20.454%,0.0221,0.0001,0.0500606567,0.0192,0.0545,1.017730666,0.9336324513
train,pac_v5_x9,"(0.197, 0.215]",139626,109711,29915,21.425%,20.454%,0.0587,0.0007,0.0381234238,0.0192,0.0545,1.047478987,0.9620943401
train,pac_v5_x9,"(0.215, 0.605]",139624,106735,32889,23.555%,20.454%,0.1809,0.0069,0,0.0192,0.0545,1.151630616,1.000001432
train,pac_v5_x10,"(0.016, 0.165]",139627,118127,21500,15.398%,20.454%,-0.3455,0.0215,0.0621487949,0.033,0.074,0.7528208902,0.7528208902
train,pac_v5_x10,"(0.165, 0.181]",139631,112420,27211,19.488%,20.454%,-0.0605,0.0007,0.0740261213,0.033,0.074,0.9527638331,0.8527937936
train,pac_v5_x10,"(0.181, 0.194]",139620,109797,29823,21.360%,20.454%,0.0548,0.0006,0.0628880364,0.033,0.074,1.044302467,0.9166272748
train,pac_v5_x10,"(0.194, 0.21]",139621,108525,31096,22.272%,20.454%,0.1083,0.0024,0.040544477,0.033,0.074,1.088870902,0.9596870252
train,pac_v5_x10,"(0.21, 0.795]",139624,106460,33164,23.752%,20.454%,0.1919,0.0078,0,0.033,0.074,1.161259928,1.000001432
train,pac_v5_x11,"(0.0198, 0.171]",139625,116497,23128,16.564%,20.454%,-0.2587,0.0124,0.0478125587,0.0213,0.0596,0.8098367884,0.8098367884
train,pac_v5_x11,"(0.171, 0.185]",139629,112408,27221,19.495%,20.454%,-0.06,0.0007,0.0595982453,0.0213,0.0596,0.9531276244,0.8814832326
train,pac_v5_x11,"(0.185, 0.197]",139627,110305,29322,21.000%,20.454%,0.0332,0.0002,0.0528834842,0.0213,0.0596,1.026707635,0.9298913666
train,pac_v5_x11,"(0.197, 0.212]",139624,109415,30209,21.636%,20.454%,0.0711,0.001,0.038354324,0.0213,0.0596,1.057788601,0.9618651599
train,pac_v5_x11,"(0.212, 0.577]",139618,106704,32914,23.574%,20.454%,0.182,0.007,0,0.0213,0.0596,1.152555536,1.000001432
train,pac_v5_x12,"(0.00869, 0.141]",139626,118539,21087,15.102%,20.454%,-0.3684,0.0242,0.0657829758,0.0378,0.0771,0.7383650143,0.7383650143
train,pac_v5_x12,"(0.141, 0.166]",139625,112348,27277,19.536%,20.454%,-0.0574,0.0006,0.0770684451,0.0378,0.0771,0.9551157937,0.8467400159
train,pac_v5_x12,"(0.166, 0.187]",139623,109709,29914,21.425%,20.454%,0.0587,0.0007,0.0651346139,0.0378,0.0771,1.047466478,0.9136480379
train,pac_v5_x12,"(0.187, 0.215]",139624,109092,30532,21.867%,20.454%,0.0847,0.0015,0.0477618166,0.0378,0.0771,1.069098664,0.9525105553
train,pac_v5_x12,"(0.215, 0.805]",139625,105641,33984,24.339%,20.454%,0.224,0.0107,0,0.0378,0.0771,1.18996426,1.000001432
train,pac_v5_x13,"(0.00746, 0.16]",139628,118266,21362,15.299%,20.454%,-0.3532,0.0224,0.0633655241,0.0415,0.084,0.7479834736,0.7479834736
train,pac_v5_x13,"(0.16, 0.18]",139622,113405,26217,18.777%,20.454%,-0.1064,0.0022,0.0839776506,0.0415,0.084,0.9180191661,0.8329994931
train,pac_v5_x13,"(0.18, 0.196]",139627,110264,29363,21.030%,20.454%,0.035,0.0002,0.0769019325,0.0415,0.084,1.028143247,0.8980480321
train,pac_v5_x13,"(0.196, 0.217]",139625,108698,30927,22.150%,20.454%,0.1012,0.0021,0.0560534233,0.0415,0.084,1.082922101,0.9442663838
train,pac_v5_x13,"(0.217, 0.744]",139621,104696,34925,25.014%,20.454%,0.2603,0.0146,0,0.0415,0.084,1.222948812,1.000001432
train,pac_v5_x14,"(0.0152, 0.171]",139634,115270,24364,17.448%,20.454%,-0.196,0.0072,0.0369472318,0.0148,0.0508,0.8530608688,0.8530608688
train,pac_v5_x14,"(0.171, 0.184]",139618,112636,26982,19.326%,20.454%,-0.0708,0.001,0.0508172256,0.0148,0.0508,0.9448336114,0.898944611
train,pac_v5_x14,"(0.184, 0.196]",139631,110522,29109,20.847%,20.454%,0.024,0.0001,0.0459848832,0.0148,0.0508,1.019220257,0.9390374502
train,pac_v5_x14,"(0.196, 0.21]",139620,109821,29799,21.343%,20.454%,0.0538,0.0006,0.0350580902,0.0148,0.0508,1.043462066,0.9651425291
train,pac_v5_x14,"(0.21, 0.773]",139620,107080,32540,23.306%,20.454%,0.1671,0.0059,0,0.0148,0.0508,1.139442788,1.000001432
train,pac_v5_x15,"(0.00197, 0.184]",139628,113439,26189,18.756%,20.454%,-0.1078,0.0022,0.0208694381,0.0072,0.0359,0.9169993067,0.9169993067
train,pac_v5_x15,"(0.184, 0.191]",139635,112463,27172,19.459%,20.454%,-0.0623,0.0008,0.0330973168,0.0072,0.0359,0.9513710363,0.9341856023
train,pac_v5_x15,"(0.191, 0.197]",139614,111377,28237,20.225%,20.454%,-0.0141,0,0.0359113014,0.0072,0.0359,0.988808504,0.9523917148
train,pac_v5_x15,"(0.197, 0.209]",139630,110214,29416,21.067%,20.454%,0.0373,0.0003,0.0283743826,0.0072,0.0359,1.029976908,0.9717884645
train,pac_v5_x15,"(0.209, 0.956]",139616,107836,31780,22.762%,20.454%,0.1364,0.0039,0,0.0072,0.0359,1.112861993,1.000001432
train,pac_v5_x16,"(0.0167, 0.151]",139629,116773,22856,16.369%,20.454%,-0.2729,0.0137,0.0502144033,0.0337,0.0759,0.8002896655,0.8002896655
train,pac_v5_x16,"(0.151, 0.173]",139627,113883,25744,18.438%,20.454%,-0.1288,0.0032,0.0749997449,0.0337,0.0759,0.9014242325,0.8508565868
train,pac_v5_x16,"(0.173, 0.191]",139623,111165,28458,20.382%,20.454%,-0.0044,0,0.0758842898,0.0337,0.0759,0.9964832863,0.8993976611
train,pac_v5_x16,"(0.191, 0.214]",139619,108919,30700,21.988%,20.454%,0.0918,0.0017,0.0570234455,0.0337,0.0759,1.075019795,0.9433014651
train,pac_v5_x16,"(0.214, 0.753]",139625,104589,35036,25.093%,20.454%,0.2645,0.0151,0,0.0337,0.0759,1.226800489,1.000001432
train,pac_v5_x17,"(0.0155, 0.152]",139628,115496,24132,17.283%,20.454%,-0.2075,0.0081,0.0389789158,0.0209,0.0596,0.8449741215,0.8449741215
train,pac_v5_x17,"(0.152, 0.173]",139624,113192,26432,18.931%,20.454%,-0.0964,0.0018,0.0577018204,0.0209,0.0596,0.9255343868,0.8852536772
train,pac_v5_x17,"(0.173, 0.193]",139624,111284,28340,20.297%,20.454%,-0.0097,0,0.0596270179,0.0209,0.0596,0.9923442994,0.9209502104
train,pac_v5_x17,"(0.193, 0.219]",139624,109554,30070,21.536%,20.454%,0.0653,0.0009,0.04632159,0.0209,0.0596,1.052921421,0.9539427769
train,pac_v5_x17,"(0.219, 0.771]",139623,105803,33820,24.222%,20.454%,0.2176,0.0101,0,0.0209,0.0596,1.184238694,1.000001432
train,pac_v5_x18,"(0.0293, 0.157]",139626,120734,18892,13.530%,20.454%,-0.4967,0.0423,0.085107382,0.0616,0.0924,0.6615067032,0.6615067032
train,pac_v5_x18,"(0.157, 0.185]",139624,111888,27736,19.865%,20.454%,-0.0366,0.0003,0.0923500927,0.0616,0.0924,0.9711948303,0.8163496577
train,pac_v5_x18,"(0.185, 0.209]",139625,110255,29370,21.035%,20.454%,0.0353,0.0003,0.0852091463,0.0616,0.0924,1.028403082,0.8870341324
train,pac_v5_x18,"(0.209, 0.239]",139626,107809,31817,22.787%,20.454%,0.1378,0.004,0.0565270294,0.0616,0.0924,1.114077852,0.9437953671
train,pac_v5_x18,"(0.239, 0.721]",139622,104643,34979,25.053%,20.454%,0.2624,0.0148,0,0.0616,0.0924,1.224830927,1.000001432
train,pac_v5_x19,"(0.0103, 0.135]",139625,119346,20279,14.524%,20.454%,-0.4143,0.0302,0.0728946695,0.0532,0.0946,0.7100778377,0.7100778377
train,pac_v5_x19,"(0.135, 0.167]",139626,113537,26089,18.685%,20.454%,-0.1125,0.0024,0.0946408892,0.0532,0.0946,0.9135109242,0.8117947452
train,pac_v5_x19,"(0.167, 0.195]",139625,110070,29555,21.167%,20.454%,0.0433,0.0004,0.0858712343,0.0532,0.0946,1.034880936,0.8861566312
train,pac_v5_x19,"(0.195, 0.229]",139625,108255,31370,22.467%,20.454%,0.1195,0.003,0.0611226285,0.0532,0.0946,1.098433935,0.9392258621
train,pac_v5_x19,"(0.229, 0.758]",139622,104121,35501,25.427%,20.454%,0.2822,0.0172,0,0.0532,0.0946,1.243109372,1.000001432
train,pac_v5_x20,"(0.00434, 0.107]",139623,117794,21829,15.634%,20.454%,-0.3275,0.0194,0.059245514,0.034,0.0739,0.7643626979,0.7643626979
train,pac_v5_x20,"(0.107, 0.137]",139630,112731,26899,19.264%,20.454%,-0.0748,0.0011,0.0738682,0.034,0.0739,0.9418462347,0.8531066908
train,pac_v5_x20,"(0.137, 0.165]",139619,110454,29165,20.889%,20.454%,0.0265,0.0001,0.0685215925,0.034,0.0739,1.021268805,0.9091587217
train,pac_v5_x20,"(0.165, 0.204]",139628,108963,30665,21.962%,20.454%,0.0903,0.0017,0.0499854422,0.034,0.0739,1.073724989,0.9503011725
train,pac_v5_x20,"(0.204, 0.888]",139622,105386,34236,24.520%,20.454%,0.2338,0.0117,0,0.034,0.0739,1.198813906,1.000002865
train,pac_v5_x21,"(0.00704, 0.101]",139627,119720,19907,14.257%,20.454%,-0.4359,0.0332,0.0761732956,0.0683,0.1059,0.6970421145,0.6970421145
train,pac_v5_x21,"(0.101, 0.13]",139626,114449,25177,18.032%,20.454%,-0.156,0.0046,0.105948608,0.0683,0.1059,0.8815770837,0.7893092687
train,pac_v5_x21,"(0.13, 0.156]",139625,110922,28703,20.557%,20.454%,0.0063,0,0.104679816,0.0683,0.1059,1.005047792,0.8612215948
train,pac_v5_x21,"(0.156, 0.191]",139624,107887,31737,22.730%,20.454%,0.1346,0.0038,0.076698404,0.0683,0.1059,1.111292556,0.9237386634
train,pac_v5_x21,"(0.191, 0.931]",139621,102351,37270,26.694%,20.454%,0.3479,0.0267,0,0.0683,0.1059,1.30506234,1.000001432
train,pac_v5_x22,"(0.00811, 0.144]",139625,118136,21489,15.391%,20.454%,-0.3461,0.0215,0.0622420356,0.0375,0.0781,0.752446504,0.752446504
train,pac_v5_x22,"(0.144, 0.189]",139629,112871,26758,19.164%,20.454%,-0.0813,0.0013,0.0781038953,0.0375,0.0781,0.9369159463,0.8446825463
train,pac_v5_x22,"(0.189, 0.234]",139620,110465,29155,20.882%,20.454%,0.0261,0.0001,0.0728467687,0.0375,0.0781,1.020911324,0.9034235089
train,pac_v5_x22,"(0.234, 0.296]",139625,108633,30992,22.197%,20.454%,0.1039,0.0022,0.0514260105,0.0375,0.0781,1.085198104,0.948867239
train,pac_v5_x22,"(0.296, 0.911]",139624,105224,34400,24.638%,20.454%,0.2401,0.0123,0,0.0375,0.0781,1.204539305,1.000001432
train,pac_v5_x23,"(0.00467, 0.113]",139624,119397,20227,14.487%,20.454%,-0.4173,0.0306,0.0733506679,0.0534,0.0933,0.7082621081,0.7082621081
train,pac_v5_x23,"(0.113, 0.144]",139626,113333,26293,18.831%,20.454%,-0.1029,0.0021,0.0933009063,0.0534,0.0933,0.92065402,0.8144588247
train,pac_v5_x23,"(0.144, 0.174]",139630,110179,29451,21.092%,20.454%,0.0388,0.0003,0.0854558534,0.0534,0.0933,1.031202404,0.8867084091
train,pac_v5_x23,"(0.174, 0.215]",139619,108400,31219,22.360%,20.454%,0.1134,0.0027,0.0620258215,0.0534,0.0933,1.093193583,0.9383275767
train,pac_v5_x23,"(0.215, 0.851]",139624,104020,35604,25.500%,20.454%,0.286,0.0177,0,0.0534,0.0933,1.246698181,1.000001432
train,pac_v5_x24,"(0.0239, 0.139]",139627,117032,22595,16.182%,20.454%,-0.2866,0.015,0.0525086014,0.0314,0.0699,0.7911622333,0.7911622333
train,pac_v5_x24,"(0.139, 0.165]",139622,112893,26729,19.144%,20.454%,-0.0825,0.0013,0.0686131671,0.0314,0.0699,0.9359474497,0.8635535453
train,pac_v5_x24,"(0.165, 0.187]",139631,111221,28410,20.346%,20.454%,-0.0066,0,0.0699347016,0.0314,0.0699,0.9947455257,0.9072855626
train,pac_v5_x24,"(0.187, 0.214]",139619,109324,30295,21.698%,20.454%,0.0748,0.0011,0.0546394084,0.0314,0.0699,1.060837938,0.9456720756
train,pac_v5_x24,"(0.214, 0.674]",139624,104859,34765,24.899%,20.454%,0.2542,0.0139,0,0.0314,0.0699,1.217320027,1.000001432
train,pac_v5_x25,"(0.00459, 0.142]",139625,117808,21817,15.625%,20.454%,-0.3282,0.0195,0.0593543794,0.0331,0.0796,0.763931564,0.763931564
train,pac_v5_x25,"(0.142, 0.183]",139627,113372,26255,18.804%,20.454%,-0.1047,0.0021,0.0796409641,0.0331,0.0796,0.9193168592,0.841624768
train,pac_v5_x25,"(0.183, 0.219]",139625,109050,30575,21.898%,20.454%,0.0865,0.0015,0.0618914029,0.0331,0.0796,1.070596671,0.9179483712
train,pac_v5_x25,"(0.219, 0.266]",139623,108653,30970,22.181%,20.454%,0.103,0.0022,0.0406607275,0.0331,0.0796,1.084443298,0.9595715067
train,pac_v5_x25,"(0.266, 0.797]",139623,106446,33177,23.762%,20.454%,0.1924,0.0078,0,0.0331,0.0796,1.161723452,1.000001432
train,pac_v5_x26,"(0.0233, 0.147]",139628,116942,22686,16.247%,20.454%,-0.2818,0.0146,0.0517092536,0.0285,0.0708,0.7943429024,0.7943429024
train,pac_v5_x26,"(0.147, 0.173]",139624,113229,26395,18.904%,20.454%,-0.0981,0.0019,0.0707578999,0.0285,0.0708,0.9242388068,0.8592899243
train,pac_v5_x26,"(0.173, 0.196]",139627,111021,28606,20.487%,20.454%,0.0021,0,0.0703466809,0.0285,0.0708,1.001636948,0.9067391588
train,pac_v5_x26,"(0.196, 0.222]",139619,107663,31956,22.888%,20.454%,0.1435,0.0043,0.0404282265,0.0285,0.0708,1.119001061,0.9598025441
train,pac_v5_x26,"(0.222, 0.742]",139625,106474,33151,23.743%,20.454%,0.1913,0.0077,0,0.0285,0.0708,1.16079641,1.000001432
train,pac_v5_x27,"(0.00783, 0.108]",139627,116407,23220,16.630%,20.454%,-0.2539,0.0119,0.0470062078,0.0313,0.0724,0.8130465615,0.8130465615
